variant,outer_iteration,epoch,optimizer_updates,training_loss,validation_loss,gradient_norm_mean,prediction_count,prediction_mean,prediction_std,prediction_min,prediction_max,prediction_p99,target_count,target_mean,target_std,target_min,target_max,target_p99,cached_target_blake2b_128,wall_seconds_cumulative,gradient_norm_max
reward_only,0,0,0,9.501808733704447,8.838572544016937,5.896757927248299,127872,-5.8644899247073956e-08,5.2120563877682587e-08,-1.8704447768413957e-07,8.179172539257706e-08,5.68006868206794e-08,127872,2.9844415663914927,0.7713085944305687,0.8641772270202637,5.546590805053711,5.00766571521759,f1ba2c4a1f22ea0cefadaf9f2b405be0,0.0,
reward_only,1,1,125,8.864416278839112,5.22696998800563,7.726260073355638,127872,0.7312132348487101,0.24552525301978653,0.2146919220685959,1.5419354438781738,1.2361102104187012,127872,2.9844415663914927,0.7713085944305687,0.8641772270202637,5.546590805053711,5.00766571521759,f1ba2c4a1f22ea0cefadaf9f2b405be0,0.8625975690083578,18.383704562951444
reward_only,1,2,250,0.8584730106592179,0.11793614429997093,6.157279212253726,127872,2.9302811655351095,0.8475766013565316,0.8886396288871765,6.03788423538208,5.499141216278076,127872,2.9844415663914927,0.7713085944305687,0.8641772270202637,5.546590805053711,5.00766571521759,f1ba2c4a1f22ea0cefadaf9f2b405be0,1.190151912975125,21.419491901881806
reward_only,1,3,375,0.08978508651256562,0.08163074409545036,0.49356693141211405,127872,2.957799236952524,0.8058444512611332,0.9331905841827393,5.862605094909668,5.265657901763916,127872,2.9844415663914927,0.7713085944305687,0.8641772270202637,5.546590805053711,5.00766571521759,f1ba2c4a1f22ea0cefadaf9f2b405be0,1.5110612240387127,0.9159675761258684
reward_only,1,4,500,0.05559377145767212,0.06591511049911322,0.3278875324901485,127872,2.964790633466613,0.7972895938299469,0.9173751473426819,5.680479049682617,5.237154960632324,127872,2.9844415663914927,0.7713085944305687,0.8641772270202637,5.546590805053711,5.00766571521759,f1ba2c4a1f22ea0cefadaf9f2b405be0,1.845908456016332,0.6365832332296282
reward_only,1,5,625,0.03941791686415672,0.05438462099051966,0.25181956581879594,127872,2.96904334902961,0.791602217230167,0.9113731384277344,5.586055755615234,5.2455668449401855,127872,2.9844415663914927,0.7713085944305687,0.8641772270202637,5.546590805053711,5.00766571521759,f1ba2c4a1f22ea0cefadaf9f2b405be0,2.1669984810287133,0.6149299358612607
reward_only,2,6,750,0.02959851460158825,0.04502804400102346,0.21434397501650085,127872,2.975084608644005,0.7870345327685041,0.9261360168457031,5.543178081512451,5.188114643096924,127872,2.9844415663914927,0.7713085944305687,0.8641772270202637,5.546590805053711,5.00766571521759,f1ba2c4a1f22ea0cefadaf9f2b405be0,2.51471263600979,0.7453679164378139
reward_only,2,7,875,0.02312427146732807,0.03810379511829294,0.18028708176293057,127872,2.97662970397269,0.7833307715663049,0.9447690844535828,5.530694007873535,5.123201847076416,127872,2.9844415663914927,0.7713085944305687,0.8641772270202637,5.546590805053711,5.00766571521759,f1ba2c4a1f22ea0cefadaf9f2b405be0,2.8489382000407204,0.6579257451172422
reward_only,2,8,1000,0.018665615417063235,0.032644261843141655,0.15575263780180054,127872,2.9784829013750658,0.7804168167280522,0.9659453630447388,5.535876750946045,5.082064151763916,127872,2.9844415663914927,0.7713085944305687,0.8641772270202637,5.546590805053711,5.00766571521759,f1ba2c4a1f22ea0cefadaf9f2b405be0,3.18083031300921,0.5648004433887981
reward_only,2,9,1125,0.015442352570593357,0.02837742155020659,0.13697062233381338,127872,2.979551029805508,0.7781623374517043,0.9766814708709717,5.535426139831543,5.0566253662109375,127872,2.9844415663914927,0.7713085944305687,0.8641772270202637,5.546590805053711,5.00766571521759,f1ba2c4a1f22ea0cefadaf9f2b405be0,3.5205188379622996,0.4869172769837744
