condition,seed,data_label,samples_per_anchor_source,gradient_updates,model,step,train_loss,train_behavior_loss,train_state_loss,train_reward_loss,validation_loss,behavior_nll,delta_mse,reward_mse,total
confounded,0,n16,16,500,source_3,30,3.2793065011501312,2.119940757751465,0.40809592604637146,0.7512698173522949,3.601076602935791,2.1688830852508545,0.4039158225059509,1.0282775163650513,3.601076602935791
confounded,0,n16,16,500,source_3,40,3.180999517440796,2.1676547527313232,0.3801113963127136,0.633233368396759,3.4233832359313965,2.1622982025146484,0.39845362305641174,0.8626314401626587,3.4233832359313965
confounded,0,n16,16,500,source_3,50,3.0665403604507446,2.1211962699890137,0.3542916178703308,0.5910524725914001,3.219475269317627,2.1497533321380615,0.39323118329048157,0.6764906644821167,3.219475269317627
confounded,0,n16,16,500,source_3,60,2.8845973014831543,2.0907278060913086,0.39669352769851685,0.39717596769332886,2.9838156700134277,2.126291275024414,0.3880366086959839,0.46948766708374023,2.9838156700134277
confounded,0,n16,16,500,source_3,70,2.665466457605362,2.0417776107788086,0.3690482974052429,0.2546405494213104,2.7468438148498535,2.0858442783355713,0.38307100534439087,0.27792853116989136,2.7468438148498535
confounded,0,n16,16,500,source_3,80,2.4609763771295547,1.9792699813842773,0.3270154595375061,0.1546909362077713,2.5389790534973145,2.026559829711914,0.3781493604183197,0.1342698484659195,2.5389790534973145
confounded,0,n16,16,500,source_3,90,2.26639524102211,1.8688995838165283,0.33452504873275757,0.0629706084728241,2.393155097961426,1.9571936130523682,0.37321698665618896,0.0627446174621582,2.393155097961426
confounded,0,n16,16,500,source_3,100,2.2504494041204453,1.8569071292877197,0.3647204339504242,0.02882184088230133,2.3157196044921875,1.9022548198699951,0.36825892329216003,0.045205917209386826,2.3157196044921875
confounded,0,n16,16,500,source_3,110,2.1896393224596977,1.8414851427078247,0.3225090205669403,0.02564515918493271,2.265812873840332,1.8620049953460693,0.3634154498577118,0.04039238020777702,2.265812873840332
confounded,0,n16,16,500,source_3,120,2.059658110141754,1.753835916519165,0.2887043356895447,0.017117857933044434,2.2150967121124268,1.8219796419143677,0.3586125671863556,0.034504346549510956,2.2150967121124268
confounded,0,n16,16,500,source_3,130,1.9985878504812717,1.7048016786575317,0.2803494334220886,0.013436738401651382,2.174936532974243,1.7920753955841064,0.3537830710411072,0.02907811850309372,2.174936532974243
confounded,0,n16,16,500,source_3,140,2.011443141847849,1.6976780891418457,0.30038830637931824,0.013376746326684952,2.140730142593384,1.7660926580429077,0.34877467155456543,0.025862962007522583,2.140730142593384
confounded,0,n16,16,500,source_3,150,2.086791392415762,1.7630441188812256,0.31449782848358154,0.009249445050954819,2.1004927158355713,1.7327909469604492,0.34360194206237793,0.024099715054035187,2.1004927158355713
confounded,0,n16,16,500,source_3,160,1.9924442823976278,1.6469409465789795,0.336952805519104,0.008550530299544334,2.066176176071167,1.7051317691802979,0.3384908139705658,0.02255363017320633,2.066176176071167
confounded,0,n16,16,500,source_3,170,1.9968823208473623,1.6867424249649048,0.3023586869239807,0.007781208958476782,2.0470826625823975,1.6908973455429077,0.33330222964286804,0.022883275523781776,2.0470826625823975
confounded,0,n16,16,500,source_3,180,1.8413281925022602,1.592742681503296,0.24224460124969482,0.0063409097492694855,2.029008626937866,1.6798200607299805,0.3282897472381592,0.02089879661798477,2.029008626937866
confounded,0,n16,16,500,source_3,190,1.8887953329831362,1.6184138059616089,0.2635035514831543,0.0068779755383729935,2.0076394081115723,1.6640006303787231,0.32347437739372253,0.02016434073448181,2.0076394081115723
confounded,0,n16,16,500,source_3,200,1.9327717474661767,1.6495494842529297,0.27777791023254395,0.0054443529807031155,1.9915955066680908,1.6530256271362305,0.3186771273612976,0.019892645999789238,1.9915955066680908
confounded,0,n16,16,500,source_3,210,1.8298443397507071,1.5774805545806885,0.24723778665065765,0.005125998519361019,1.9844107627868652,1.6504478454589844,0.3141450583934784,0.019817834720015526,1.9844107627868652
confounded,0,n16,16,500,source_3,220,1.7267540213651955,1.5011866092681885,0.22049900889396667,0.005068403203040361,1.9765853881835938,1.6487131118774414,0.30971118807792664,0.01816106215119362,1.9765853881835938
confounded,0,n16,16,500,source_3,230,1.7932714289054275,1.5642955303192139,0.22435395419597626,0.004621944390237331,1.9716646671295166,1.6490657329559326,0.3053266406059265,0.017272254452109337,1.9716646671295166
confounded,0,n16,16,500,source_3,240,1.8229667423292994,1.5700148344039917,0.24902129173278809,0.003930616192519665,1.960273027420044,1.6418603658676147,0.3008551299571991,0.017557445913553238,1.960273027420044
confounded,0,n16,16,500,source_3,250,1.8801696500740945,1.6737889051437378,0.20240084826946259,0.0039798966608941555,1.9497467279434204,1.6362881660461426,0.29632195830345154,0.017136549577116966,1.9497467279434204
confounded,0,n16,16,500,source_3,260,1.762264707358554,1.5420637130737305,0.21672570705413818,0.0034752872306853533,1.9427883625030518,1.6347980499267578,0.29195520281791687,0.016035133972764015,1.9427883625030518
confounded,0,n16,16,500,source_3,270,1.819285305449739,1.5503814220428467,0.2651897072792053,0.0037141761276870966,1.9379414319992065,1.6350395679473877,0.28777623176574707,0.015125681646168232,1.9379414319992065
confounded,0,n16,16,500,source_3,280,1.838572049047798,1.6123157739639282,0.222935289144516,0.0033209859393537045,1.9362281560897827,1.636659026145935,0.2836504578590393,0.01591861993074417,1.9362281560897827
confounded,0,n16,16,500,source_3,290,1.6897403676994145,1.4691572189331055,0.2174135446548462,0.0031696041114628315,1.9269343614578247,1.631720781326294,0.27970534563064575,0.015508252196013927,1.9269343614578247
confounded,0,n16,16,500,source_3,300,1.7208762005902827,1.4861483573913574,0.23176419734954834,0.002963645849376917,1.922458529472351,1.6315757036209106,0.2757730484008789,0.01510973833501339,1.922458529472351
confounded,0,n16,16,500,source_3,310,1.6526074232533574,1.4435304403305054,0.2059943974018097,0.003082585521042347,1.9179019927978516,1.630997657775879,0.2720312774181366,0.014873006381094456,1.9179019927978516
confounded,0,n16,16,500,source_3,320,1.6861447223927826,1.480309009552002,0.20331355929374695,0.0025221535470336676,1.9136912822723389,1.6308698654174805,0.26841697096824646,0.014404397457838058,1.9136912822723389
confounded,0,n16,16,500,source_3,330,1.7224801927804947,1.5116020441055298,0.208241805434227,0.002636343240737915,1.9077479839324951,1.6286133527755737,0.26487377285957336,0.014260855503380299,1.9077479839324951
confounded,0,n16,16,500,source_3,340,1.7120700769592077,1.4960123300552368,0.2133682668209076,0.002689480083063245,1.9088584184646606,1.6329866647720337,0.26133444905281067,0.01453737448900938,1.9088584184646606
confounded,0,n16,16,500,source_3,350,1.722764890640974,1.5173990726470947,0.20282618701457977,0.0025396309792995453,1.9000475406646729,1.6281540393829346,0.2579459547996521,0.013947461731731892,1.9000475406646729
confounded,0,n16,16,500,source_3,360,1.6450884537771344,1.4431886672973633,0.1997116059064865,0.002188180573284626,1.9034191370010376,1.6352978944778442,0.2546653747558594,0.01345590129494667,1.9034191370010376
