condition,seed,data_label,samples_per_anchor_source,gradient_updates,method,candidate_count,do_mae,do_rmse,signed_error,underestimation_fraction,mean_positive_slack,top_action_disagreement,strict_flip,selected_action_0_fraction,selected_action_1_fraction,selected_action_2_fraction,regret_mean,regret_median,regret_conditional_mean,regret_p90,regret_max,phi_mae,phi_signed_bias,regret_cvar90,regret_p95
confounded,2,n128,128,4000,action_level_min,28,1.716430008245261,2.321752603405496,0.6107565056766759,0.310760667903525,1.1635932569609684,0.8831168831168831,0.8831168831168831,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.4991759558755636,0.22238570070913966,0.5652433618002706,1.1814299278470912,3.8672647456180016,2.3892692405962164,2.034750744511941,1.9154829265271616,1.6082901324095713
independent_latents,0,n32,32,1000,source_1,28,3.797867366597002,5.230990512608447,3.464272613051145,0.08905380333951762,3.631069989824074,0.922077922077922,0.922077922077922,0.012987012987012988,0.012987012987012988,0.03896103896103896,0.7936671622824373,0.636460281785503,0.8607376267006713,1.6056507408272427,4.452920205339183,5.453940567442877,5.3380862885550435,2.9158387968486466,2.46112808335322
independent_latents,0,n32,32,1000,source_2,28,3.7521202890117307,4.479612955555579,3.4004789292971735,0.10946196660482375,3.5762996091544523,0.922077922077922,0.922077922077922,0.03896103896103896,0.05194805194805195,0.012987012987012988,0.8284352687551446,0.6620858300867098,0.8984438830161428,1.844233396779496,3.329853805701646,5.381908122880271,5.180851658733959,2.5485757614475055,2.2398063820154106
independent_latents,0,n32,32,1000,source_3,28,4.146060294220014,5.1201368144247175,3.422085694985632,0.13868274582560297,3.784072994602823,0.935064935064935,0.935064935064935,0.06493506493506493,0.03896103896103896,0.03896103896103896,0.77424204165971,0.34162594007256075,0.8280088501083009,1.8865494709811406,6.6309053006582985,6.8552725420941005,6.819366834498203,3.702296967261862,3.2424451662535607
independent_latents,0,n32,32,1000,pooled_balanced,28,3.0121032816142876,3.99877827112956,2.82053783293603,0.09044526901669758,2.9163205572751587,0.935064935064935,0.935064935064935,0.07792207792207792,0.05194805194805195,0.012987012987012988,0.9738085094872885,0.5940758651165083,1.0414341004239056,2.1806269332183663,6.6309053006582985,4.429903918323124,4.4135314255599365,3.83554880379463,3.3175763073172253
independent_latents,0,n32,32,1000,state_level_min,28,2.675601643632414,3.473986992680486,1.7324697691239817,0.20732838589981448,2.204035706378198,0.9090909090909091,0.9090909090909091,0.03896103896103896,0.025974025974025976,0.012987012987012988,0.8310094163695494,0.6519225148913392,0.9141103580065043,1.7410543048899858,5.601596811821366,4.038541419904757,3.7959372658552573,3.109456170200076,2.2614548372434005
independent_latents,0,n32,32,1000,action_level_min,28,2.435676813103822,3.2109533451556294,1.2797311779448375,0.2560296846011132,1.8577039955243295,0.8961038961038961,0.8961038961038961,0.05194805194805195,0.025974025974025976,0.025974025974025976,0.6810719636939011,0.38183828609032844,0.7600368290497157,1.3194175283613963,5.601596811821366,3.729456907229426,3.4868527531799276,2.7357494186135263,1.9945139929059346
independent_latents,0,n128,128,4000,source_1,28,3.1458352617745122,4.3179676493352135,2.3783418026468244,0.18552875695732837,2.7620885322106683,0.8571428571428571,0.8571428571428571,0.012987012987012988,0.012987012987012988,0.03896103896103896,0.5320164832051494,0.3533609924928669,0.6206858970726743,1.1640266659319538,4.337572997956613,4.398471981945071,4.249512010111251,1.9228390510449103,1.6787425048621119
independent_latents,0,n128,128,4000,source_2,28,2.4711757914937893,3.1511329591122164,2.134859272715224,0.12059369202226346,2.3030175321045068,0.935064935064935,0.935064935064935,0.05194805194805195,0.06493506493506493,0.05194805194805195,0.5448356076776152,0.3715424990281804,0.5826714137663385,1.2906725853987384,2.731960921697123,3.7325818533705233,3.643512913217605,1.6941779127194039,1.4876044417980783
independent_latents,0,n128,128,4000,source_3,28,2.339987898607006,2.9859736957885663,1.8397975360493426,0.17068645640074212,2.089892717328174,0.948051948051948,0.948051948051948,0.05194805194805195,0.025974025974025976,0.05194805194805195,0.5466381237254577,0.3662993876817495,0.5765908976282225,1.133715396082073,6.508180422562077,3.3398088270364084,3.2630599761414585,2.1053159886716344,1.3978448501470555
independent_latents,0,n128,128,4000,pooled_balanced,28,2.449483416539979,2.9951953366082136,2.171508160308315,0.11641929499072357,2.310495788424147,0.8961038961038961,0.8961038961038961,0.03896103896103896,0.03896103896103896,0.07792207792207792,0.5277106233940001,0.3151906674556244,0.5888944637875074,1.1952884351487798,3.2086408500407515,3.924013081084085,3.9114669842712724,1.8384717998151316,1.622247988645006
independent_latents,0,n128,128,4000,state_level_min,28,1.9863940070307313,2.6424918146319416,0.7490296037064912,0.30612244897959184,1.3677118053686115,0.935064935064935,0.935064935064935,0.03896103896103896,0.03896103896103896,0.06493506493506493,0.5855095379326988,0.3662993876817495,0.6261699225113584,1.2906725853987384,6.508180422562077,2.560788354685921,2.2473787802728604,2.2679589484278395,1.6593933732018855
independent_latents,0,n128,128,4000,action_level_min,28,1.829034462418076,2.442080778456575,0.5314498626699404,0.33070500927643787,1.180242162544008,0.961038961038961,0.961038961038961,0.07792207792207792,0.03896103896103896,0.03896103896103896,0.5839902034381199,0.4558034365751382,0.6076654819558815,1.3393632760148653,2.1382467585583527,2.410671119174004,2.0734467370632776,1.7057177834093835,1.6593933732018855
confounded,0,n32_extra_compute,32,4000,source_1,28,3.007642883451721,4.01912285308902,2.294857074035151,0.16512059369202226,2.651249978743436,0.922077922077922,0.922077922077922,0.012987012987012988,0.012987012987012988,0.0,0.5523331336093402,0.3794093986064695,0.5990091730692845,1.1152760905374295,4.456917318792307,4.3389368501992465,4.068973495553195,2.1426342796744002,1.9264297199930982
confounded,0,n32_extra_compute,32,4000,source_2,28,2.4073280407181,3.0010450979460295,2.05204506579148,0.1261595547309833,2.22968655325479,0.935064935064935,0.935064935064935,0.05194805194805195,0.0,0.05194805194805195,0.6399681426599133,0.38516559277695706,0.684410374789074,1.403642830198635,6.90704098241838,3.6674889185914386,3.5769498864818954,2.4010238608889978,1.5713410610928122
confounded,0,n32_extra_compute,32,4000,source_3,28,2.4307673603733857,3.2141941881717693,1.8745988103341873,0.16558441558441558,2.1526830853537864,0.974025974025974,0.974025974025974,0.03896103896103896,0.03896103896103896,0.03896103896103896,0.6701775859187192,0.3978336548481707,0.6880489882098851,1.2331287849120602,5.305824748707835,3.4578892334096802,3.3550556036173993,2.6917862799193735,1.9119629586045246
confounded,0,n32_extra_compute,32,4000,pooled_balanced,28,2.2459914844233615,2.747943371508358,2.0661681595452093,0.10667903525046382,2.156079821984285,0.961038961038961,0.961038961038961,0.03896103896103896,0.012987012987012988,0.012987012987012988,0.597514550137578,0.3456565386279067,0.6217381129809934,1.5261925122040914,3.7830132500501463,3.8323366672310724,3.8323366672310724,2.424651789047495,2.094471302330523
confounded,0,n32_extra_compute,32,4000,state_level_min,28,1.9223566038813775,2.628783245459172,0.7100222055493288,0.29916512059369205,1.3161894047153528,0.974025974025974,0.974025974025974,0.025974025974025976,0.0,0.03896103896103896,0.6306395143389458,0.4325088971980904,0.647456568054651,1.461398547140078,4.456917318792307,2.6901127442920565,2.2673731579063072,1.99135122790533,1.5713410610928122
confounded,0,n32_extra_compute,32,4000,action_level_min,28,1.7852849228368588,2.4934464443870694,0.527873774048847,0.3205009276437848,1.156579348442853,0.961038961038961,0.961038961038961,0.025974025974025976,0.03896103896103896,0.05194805194805195,0.5640670457435597,0.38516559277695706,0.5869346286791094,1.1934186826163007,1.9808780479688721,2.574284093805787,2.1386442564366686,1.5859302752346949,1.4889571113950073
