condition,seed,data_label,samples_per_anchor_source,gradient_updates,method,candidate_count,do_mae,do_rmse,signed_error,underestimation_fraction,mean_positive_slack,top_action_disagreement,strict_flip,selected_action_0_fraction,selected_action_1_fraction,selected_action_2_fraction,regret_mean,regret_median,regret_conditional_mean,regret_p90,regret_max,phi_mae,phi_signed_bias,regret_cvar90,regret_p95
confounded,0,n128,128,4000,source_3,28,2.406310742419512,3.118370305724762,1.92428720295179,0.15306122448979592,2.165298972685651,0.961038961038961,0.961038961038961,0.1038961038961039,0.012987012987012988,0.03896103896103896,0.5946247446395589,0.37363899122446753,0.6187311532060276,1.1306693143419921,6.01723264332486,3.4795144312911495,3.3306410671318956,2.3947626708586114,1.2352371062861038
confounded,0,n128,128,4000,pooled_balanced,28,2.407167015124779,2.9138015353215754,2.208220924217396,0.09183673469387756,2.3076939696710874,0.974025974025974,0.974025974025974,0.05194805194805195,0.03896103896103896,0.03896103896103896,0.6209760087870162,0.40058532032361427,0.6375353690213367,1.4628317628270056,3.2358155143235194,3.894900641182186,3.894900641182186,2.2136710629416214,2.100509981786764
confounded,0,n128,128,4000,state_level_min,28,1.817921233084294,2.375879484141907,1.0621474592886397,0.23144712430426717,1.440034346186467,0.922077922077922,0.922077922077922,0.07792207792207792,0.025974025974025976,0.05194805194805195,0.5087623004749025,0.4234610676111856,0.5517562976981336,1.151522090542528,2.0833503850754767,2.65267879658824,2.3547072694192006,1.458052296792399,1.2835213167841404
confounded,0,n128,128,4000,action_level_min,28,1.6942803900900139,2.2446609536281388,0.765857236789281,0.28432282003710574,1.2300688134396476,0.961038961038961,0.961038961038961,0.05194805194805195,0.03896103896103896,0.03896103896103896,0.6206780051736912,0.4835692703168206,0.6458406270050571,1.2286044231530582,4.652735741235688,2.477262859533437,2.1721799328785614,1.8792080074996313,1.3568147115122773
confounded,1,n128,128,4000,source_1,28,2.5602519212167767,3.456385367538216,2.080854932607046,0.15398886827458255,2.320553426911911,0.935064935064935,0.935064935064935,0.0,0.0,0.0,0.6282039898543353,0.41808492126170904,0.6718292669275532,1.226835532564201,5.921868387361542,3.852328895983147,3.734752805286202,2.496640357017526,1.818214338389101
confounded,1,n128,128,4000,source_2,28,2.5026985142502376,3.122837007691754,2.003022322335256,0.1284786641929499,2.2528604182927467,0.961038961038961,0.961038961038961,0.06493506493506493,0.012987012987012988,0.05194805194805195,0.46899638714448727,0.3712833680416452,0.48800975419088544,0.9914998448096644,1.7605903394528468,3.8704596547850234,3.6690945785805433,1.3610015527421027,1.2972790280013218
confounded,1,n128,128,4000,source_3,28,2.519230884292828,3.1666100201968916,2.142467766106727,0.11410018552875696,2.3308493251997775,0.8441558441558441,0.8441558441558441,0.07792207792207792,0.012987012987012988,0.06493506493506493,0.5553518362901755,0.33968040299971847,0.6578783291437463,1.0844918679370834,6.011344882502783,3.7075973539567877,3.5695208876288413,2.493578814283506,1.7431988933785312
confounded,1,n128,128,4000,pooled_balanced,28,2.4177704238205244,2.931375895003873,2.2263847574828834,0.08673469387755102,2.3220775906517037,0.974025974025974,0.974025974025974,0.06493506493506493,0.0,0.07792207792207792,0.6023700302789721,0.43185010726483597,0.6184332310864114,1.4332485790924467,2.048710334134114,3.739007886575707,3.710290503570175,1.7136565451479306,1.6717423782857168
confounded,1,n128,128,4000,state_level_min,28,1.7692836817254238,2.297243514856433,0.8798456396120927,0.24257884972170687,1.3245646606687582,0.9090909090909091,0.9090909090909091,0.06493506493506493,0.012987012987012988,0.025974025974025976,0.5440293119336171,0.398005680026813,0.5984322431269788,1.0783378956616845,6.011344882502783,2.5204245680089676,2.2219339583068005,2.003399906230399,1.311654218172487
confounded,1,n128,128,4000,action_level_min,28,1.636588164686337,2.1691780931692515,0.6737321152095456,0.274582560296846,1.1551601399479416,0.935064935064935,0.935064935064935,0.03896103896103896,0.012987012987012988,0.012987012987012988,0.5785443243334392,0.5101711409033101,0.6187210135232613,1.37477159558232,2.031763581044231,2.3411333295399563,1.9968106304423776,1.6735193009964036,1.556080841796939
confounded,2,n128,128,4000,source_1,28,2.406991182885804,2.9966206627150247,1.711333963484501,0.16465677179962895,2.0591625731851524,0.9090909090909091,0.9090909090909091,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.5160168625184404,0.268938374998811,0.5676185487702844,1.2213449306986042,3.8672647456180016,3.466635860948319,3.253238108399071,1.953734414995246,1.7442216025758406
confounded,2,n128,128,4000,source_2,28,2.4430369809384183,3.016362247662897,2.0487463517688695,0.1303339517625232,2.245891666353644,0.8571428571428571,0.8571428571428571,0.05194805194805195,0.0,0.025974025974025976,0.4590150597895029,0.32795442072466585,0.5355175697544201,1.0321252777128622,3.8672647456180016,3.897899269135139,3.81720263745783,1.6340753135595705,1.2018757759140617
confounded,2,n128,128,4000,source_3,28,2.624530231643239,3.6306251296336813,2.261675168884184,0.1377551020408163,2.443102700263711,0.922077922077922,0.922077922077922,0.025974025974025976,0.03896103896103896,0.03896103896103896,0.48765376982524844,0.28418038248841526,0.5288639475569595,1.0798612609291809,2.597642490728049,3.9014696028068245,3.7629009595486274,1.801751444634668,1.565037487759061
confounded,2,n128,128,4000,pooled_balanced,28,2.365991689063298,2.9527828390255877,1.8996039853365243,0.12569573283858998,2.1327978371999112,0.948051948051948,0.948051948051948,0.03896103896103896,0.012987012987012988,0.0,0.5847887454530656,0.37597022219823373,0.6168319643820007,1.3327267190246803,5.516063225032667,3.4117700992820548,3.2763801667591865,2.2556471318589004,1.8445961397887005
confounded,2,n128,128,4000,state_level_min,28,1.8563498075723197,2.4389611208541857,0.8358082178471689,0.28061224489795916,1.3460790127097444,0.8831168831168831,0.8831168831168831,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.5276649669520193,0.2476363709567977,0.5975029772839041,1.3045518774151676,3.8672647456180016,2.5182502786305525,2.182781900857643,1.9698996137835465,1.7442216025758406
