anchor_count,condition,failure_type,fraction,kappa,lambda_reward,mixture,model_seed,n_anchors
1,confounded,E,0.01282051282051282,0.3,0.0,logger12_balanced,2,78
47,confounded,A,0.6025641025641025,0.3,0.0,logger2_heavy,0,78
29,confounded,B,0.3717948717948718,0.3,0.0,logger2_heavy,0,78
0,confounded,C,0.0,0.3,0.0,logger2_heavy,0,78
2,confounded,D,0.02564102564102564,0.3,0.0,logger2_heavy,0,78
0,confounded,E,0.0,0.3,0.0,logger2_heavy,0,78
51,confounded,A,0.6538461538461539,0.3,0.0,logger2_heavy,1,78
25,confounded,B,0.32051282051282054,0.3,0.0,logger2_heavy,1,78
0,confounded,C,0.0,0.3,0.0,logger2_heavy,1,78
1,confounded,D,0.01282051282051282,0.3,0.0,logger2_heavy,1,78
1,confounded,E,0.01282051282051282,0.3,0.0,logger2_heavy,1,78
47,confounded,A,0.6025641025641025,0.3,0.0,logger2_heavy,2,78
29,confounded,B,0.3717948717948718,0.3,0.0,logger2_heavy,2,78
0,confounded,C,0.0,0.3,0.0,logger2_heavy,2,78
1,confounded,D,0.01282051282051282,0.3,0.0,logger2_heavy,2,78
1,confounded,E,0.01282051282051282,0.3,0.0,logger2_heavy,2,78
38,independent_latents,A,0.48717948717948717,0.3,0.0,logger1_heavy,0,78
40,independent_latents,B,0.5128205128205128,0.3,0.0,logger1_heavy,0,78
0,independent_latents,C,0.0,0.3,0.0,logger1_heavy,0,78
0,independent_latents,D,0.0,0.3,0.0,logger1_heavy,0,78
0,independent_latents,E,0.0,0.3,0.0,logger1_heavy,0,78
40,independent_latents,A,0.5128205128205128,0.3,0.0,logger1_heavy,1,78
38,independent_latents,B,0.48717948717948717,0.3,0.0,logger1_heavy,1,78
0,independent_latents,C,0.0,0.3,0.0,logger1_heavy,1,78
0,independent_latents,D,0.0,0.3,0.0,logger1_heavy,1,78
0,independent_latents,E,0.0,0.3,0.0,logger1_heavy,1,78
43,independent_latents,A,0.5512820512820513,0.3,0.0,logger1_heavy,2,78
35,independent_latents,B,0.44871794871794873,0.3,0.0,logger1_heavy,2,78
0,independent_latents,C,0.0,0.3,0.0,logger1_heavy,2,78
0,independent_latents,D,0.0,0.3,0.0,logger1_heavy,2,78
0,independent_latents,E,0.0,0.3,0.0,logger1_heavy,2,78
38,independent_latents,A,0.48717948717948717,0.3,0.0,logger12_balanced,0,78
40,independent_latents,B,0.5128205128205128,0.3,0.0,logger12_balanced,0,78
0,independent_latents,C,0.0,0.3,0.0,logger12_balanced,0,78
0,independent_latents,D,0.0,0.3,0.0,logger12_balanced,0,78
0,independent_latents,E,0.0,0.3,0.0,logger12_balanced,0,78
40,independent_latents,A,0.5128205128205128,0.3,0.0,logger12_balanced,1,78
38,independent_latents,B,0.48717948717948717,0.3,0.0,logger12_balanced,1,78
0,independent_latents,C,0.0,0.3,0.0,logger12_balanced,1,78
0,independent_latents,D,0.0,0.3,0.0,logger12_balanced,1,78
0,independent_latents,E,0.0,0.3,0.0,logger12_balanced,1,78
43,independent_latents,A,0.5512820512820513,0.3,0.0,logger12_balanced,2,78
35,independent_latents,B,0.44871794871794873,0.3,0.0,logger12_balanced,2,78
0,independent_latents,C,0.0,0.3,0.0,logger12_balanced,2,78
0,independent_latents,D,0.0,0.3,0.0,logger12_balanced,2,78
0,independent_latents,E,0.0,0.3,0.0,logger12_balanced,2,78
38,independent_latents,A,0.48717948717948717,0.3,0.0,logger2_heavy,0,78
40,independent_latents,B,0.5128205128205128,0.3,0.0,logger2_heavy,0,78
0,independent_latents,C,0.0,0.3,0.0,logger2_heavy,0,78
0,independent_latents,D,0.0,0.3,0.0,logger2_heavy,0,78
0,independent_latents,E,0.0,0.3,0.0,logger2_heavy,0,78
40,independent_latents,A,0.5128205128205128,0.3,0.0,logger2_heavy,1,78
38,independent_latents,B,0.48717948717948717,0.3,0.0,logger2_heavy,1,78
0,independent_latents,C,0.0,0.3,0.0,logger2_heavy,1,78
0,independent_latents,D,0.0,0.3,0.0,logger2_heavy,1,78
0,independent_latents,E,0.0,0.3,0.0,logger2_heavy,1,78
43,independent_latents,A,0.5512820512820513,0.3,0.0,logger2_heavy,2,78
35,independent_latents,B,0.44871794871794873,0.3,0.0,logger2_heavy,2,78
0,independent_latents,C,0.0,0.3,0.0,logger2_heavy,2,78
0,independent_latents,D,0.0,0.3,0.0,logger2_heavy,2,78
0,independent_latents,E,0.0,0.3,0.0,logger2_heavy,2,78
4,confounded,A,0.05128205128205128,0.3,0.05,logger1_heavy,0,78
0,confounded,B,0.0,0.3,0.05,logger1_heavy,0,78
74,confounded,C,0.9487179487179487,0.3,0.05,logger1_heavy,0,78
0,confounded,D,0.0,0.3,0.05,logger1_heavy,0,78
0,confounded,E,0.0,0.3,0.05,logger1_heavy,0,78
3,confounded,A,0.038461538461538464,0.3,0.05,logger1_heavy,1,78
1,confounded,B,0.01282051282051282,0.3,0.05,logger1_heavy,1,78
72,confounded,C,0.9230769230769231,0.3,0.05,logger1_heavy,1,78
2,confounded,D,0.02564102564102564,0.3,0.05,logger1_heavy,1,78
0,confounded,E,0.0,0.3,0.05,logger1_heavy,1,78
4,confounded,A,0.05128205128205128,0.3,0.05,logger1_heavy,2,78
0,confounded,B,0.0,0.3,0.05,logger1_heavy,2,78
73,confounded,C,0.9358974358974359,0.3,0.05,logger1_heavy,2,78
0,confounded,D,0.0,0.3,0.05,logger1_heavy,2,78
1,confounded,E,0.01282051282051282,0.3,0.05,logger1_heavy,2,78
4,confounded,A,0.05128205128205128,0.3,0.05,logger12_balanced,0,78
0,confounded,B,0.0,0.3,0.05,logger12_balanced,0,78
69,confounded,C,0.8846153846153846,0.3,0.05,logger12_balanced,0,78
4,confounded,D,0.05128205128205128,0.3,0.05,logger12_balanced,0,78
1,confounded,E,0.01282051282051282,0.3,0.05,logger12_balanced,0,78
3,confounded,A,0.038461538461538464,0.3,0.05,logger12_balanced,1,78
1,confounded,B,0.01282051282051282,0.3,0.05,logger12_balanced,1,78
73,confounded,C,0.9358974358974359,0.3,0.05,logger12_balanced,1,78
1,confounded,D,0.01282051282051282,0.3,0.05,logger12_balanced,1,78
0,confounded,E,0.0,0.3,0.05,logger12_balanced,1,78
4,confounded,A,0.05128205128205128,0.3,0.05,logger12_balanced,2,78
0,confounded,B,0.0,0.3,0.05,logger12_balanced,2,78
73,confounded,C,0.9358974358974359,0.3,0.05,logger12_balanced,2,78
1,confounded,D,0.01282051282051282,0.3,0.05,logger12_balanced,2,78
0,confounded,E,0.0,0.3,0.05,logger12_balanced,2,78
4,confounded,A,0.05128205128205128,0.3,0.05,logger2_heavy,0,78
0,confounded,B,0.0,0.3,0.05,logger2_heavy,0,78
67,confounded,C,0.8589743589743589,0.3,0.05,logger2_heavy,0,78
4,confounded,D,0.05128205128205128,0.3,0.05,logger2_heavy,0,78
3,confounded,E,0.038461538461538464,0.3,0.05,logger2_heavy,0,78
3,confounded,A,0.038461538461538464,0.3,0.05,logger2_heavy,1,78
1,confounded,B,0.01282051282051282,0.3,0.05,logger2_heavy,1,78
70,confounded,C,0.8974358974358975,0.3,0.05,logger2_heavy,1,78
0,confounded,D,0.0,0.3,0.05,logger2_heavy,1,78
4,confounded,E,0.05128205128205128,0.3,0.05,logger2_heavy,1,78
4,confounded,A,0.05128205128205128,0.3,0.05,logger2_heavy,2,78
0,confounded,B,0.0,0.3,0.05,logger2_heavy,2,78
70,confounded,C,0.8974358974358975,0.3,0.05,logger2_heavy,2,78
1,confounded,D,0.01282051282051282,0.3,0.05,logger2_heavy,2,78
3,confounded,E,0.038461538461538464,0.3,0.05,logger2_heavy,2,78
38,independent_latents,A,0.48717948717948717,0.3,0.05,logger1_heavy,0,78
40,independent_latents,B,0.5128205128205128,0.3,0.05,logger1_heavy,0,78
0,independent_latents,C,0.0,0.3,0.05,logger1_heavy,0,78
0,independent_latents,D,0.0,0.3,0.05,logger1_heavy,0,78
0,independent_latents,E,0.0,0.3,0.05,logger1_heavy,0,78
40,independent_latents,A,0.5128205128205128,0.3,0.05,logger1_heavy,1,78
38,independent_latents,B,0.48717948717948717,0.3,0.05,logger1_heavy,1,78
0,independent_latents,C,0.0,0.3,0.05,logger1_heavy,1,78
0,independent_latents,D,0.0,0.3,0.05,logger1_heavy,1,78
0,independent_latents,E,0.0,0.3,0.05,logger1_heavy,1,78
43,independent_latents,A,0.5512820512820513,0.3,0.05,logger1_heavy,2,78
35,independent_latents,B,0.44871794871794873,0.3,0.05,logger1_heavy,2,78
0,independent_latents,C,0.0,0.3,0.05,logger1_heavy,2,78
0,independent_latents,D,0.0,0.3,0.05,logger1_heavy,2,78
0,independent_latents,E,0.0,0.3,0.05,logger1_heavy,2,78
38,independent_latents,A,0.48717948717948717,0.3,0.05,logger12_balanced,0,78
40,independent_latents,B,0.5128205128205128,0.3,0.05,logger12_balanced,0,78
0,independent_latents,C,0.0,0.3,0.05,logger12_balanced,0,78
0,independent_latents,D,0.0,0.3,0.05,logger12_balanced,0,78
0,independent_latents,E,0.0,0.3,0.05,logger12_balanced,0,78
40,independent_latents,A,0.5128205128205128,0.3,0.05,logger12_balanced,1,78
38,independent_latents,B,0.48717948717948717,0.3,0.05,logger12_balanced,1,78
0,independent_latents,C,0.0,0.3,0.05,logger12_balanced,1,78
0,independent_latents,D,0.0,0.3,0.05,logger12_balanced,1,78
0,independent_latents,E,0.0,0.3,0.05,logger12_balanced,1,78
43,independent_latents,A,0.5512820512820513,0.3,0.05,logger12_balanced,2,78
35,independent_latents,B,0.44871794871794873,0.3,0.05,logger12_balanced,2,78
0,independent_latents,C,0.0,0.3,0.05,logger12_balanced,2,78
0,independent_latents,D,0.0,0.3,0.05,logger12_balanced,2,78
0,independent_latents,E,0.0,0.3,0.05,logger12_balanced,2,78
38,independent_latents,A,0.48717948717948717,0.3,0.05,logger2_heavy,0,78
40,independent_latents,B,0.5128205128205128,0.3,0.05,logger2_heavy,0,78
0,independent_latents,C,0.0,0.3,0.05,logger2_heavy,0,78
0,independent_latents,D,0.0,0.3,0.05,logger2_heavy,0,78
0,independent_latents,E,0.0,0.3,0.05,logger2_heavy,0,78
40,independent_latents,A,0.5128205128205128,0.3,0.05,logger2_heavy,1,78
38,independent_latents,B,0.48717948717948717,0.3,0.05,logger2_heavy,1,78
0,independent_latents,C,0.0,0.3,0.05,logger2_heavy,1,78
0,independent_latents,D,0.0,0.3,0.05,logger2_heavy,1,78
0,independent_latents,E,0.0,0.3,0.05,logger2_heavy,1,78
43,independent_latents,A,0.5512820512820513,0.3,0.05,logger2_heavy,2,78
35,independent_latents,B,0.44871794871794873,0.3,0.05,logger2_heavy,2,78
0,independent_latents,C,0.0,0.3,0.05,logger2_heavy,2,78
0,independent_latents,D,0.0,0.3,0.05,logger2_heavy,2,78
0,independent_latents,E,0.0,0.3,0.05,logger2_heavy,2,78
4,confounded,A,0.05128205128205128,0.3,0.1,logger1_heavy,0,78
0,confounded,B,0.0,0.3,0.1,logger1_heavy,0,78
74,confounded,C,0.9487179487179487,0.3,0.1,logger1_heavy,0,78
0,confounded,D,0.0,0.3,0.1,logger1_heavy,0,78
0,confounded,E,0.0,0.3,0.1,logger1_heavy,0,78
3,confounded,A,0.038461538461538464,0.3,0.1,logger1_heavy,1,78
1,confounded,B,0.01282051282051282,0.3,0.1,logger1_heavy,1,78
73,confounded,C,0.9358974358974359,0.3,0.1,logger1_heavy,1,78
0,confounded,D,0.0,0.3,0.1,logger1_heavy,1,78
1,confounded,E,0.01282051282051282,0.3,0.1,logger1_heavy,1,78
4,confounded,A,0.05128205128205128,0.3,0.1,logger1_heavy,2,78
0,confounded,B,0.0,0.3,0.1,logger1_heavy,2,78
74,confounded,C,0.9487179487179487,0.3,0.1,logger1_heavy,2,78
0,confounded,D,0.0,0.3,0.1,logger1_heavy,2,78
0,confounded,E,0.0,0.3,0.1,logger1_heavy,2,78
4,confounded,A,0.05128205128205128,0.3,0.1,logger12_balanced,0,78
0,confounded,B,0.0,0.3,0.1,logger12_balanced,0,78
74,confounded,C,0.9487179487179487,0.3,0.1,logger12_balanced,0,78
0,confounded,D,0.0,0.3,0.1,logger12_balanced,0,78
0,confounded,E,0.0,0.3,0.1,logger12_balanced,0,78
3,confounded,A,0.038461538461538464,0.3,0.1,logger12_balanced,1,78
1,confounded,B,0.01282051282051282,0.3,0.1,logger12_balanced,1,78
73,confounded,C,0.9358974358974359,0.3,0.1,logger12_balanced,1,78
0,confounded,D,0.0,0.3,0.1,logger12_balanced,1,78
1,confounded,E,0.01282051282051282,0.3,0.1,logger12_balanced,1,78
4,confounded,A,0.05128205128205128,0.3,0.1,logger12_balanced,2,78
0,confounded,B,0.0,0.3,0.1,logger12_balanced,2,78
74,confounded,C,0.9487179487179487,0.3,0.1,logger12_balanced,2,78
0,confounded,D,0.0,0.3,0.1,logger12_balanced,2,78
0,confounded,E,0.0,0.3,0.1,logger12_balanced,2,78
4,confounded,A,0.05128205128205128,0.3,0.1,logger2_heavy,0,78
0,confounded,B,0.0,0.3,0.1,logger2_heavy,0,78
74,confounded,C,0.9487179487179487,0.3,0.1,logger2_heavy,0,78
0,confounded,D,0.0,0.3,0.1,logger2_heavy,0,78
0,confounded,E,0.0,0.3,0.1,logger2_heavy,0,78
3,confounded,A,0.038461538461538464,0.3,0.1,logger2_heavy,1,78
1,confounded,B,0.01282051282051282,0.3,0.1,logger2_heavy,1,78
73,confounded,C,0.9358974358974359,0.3,0.1,logger2_heavy,1,78
1,confounded,D,0.01282051282051282,0.3,0.1,logger2_heavy,1,78
0,confounded,E,0.0,0.3,0.1,logger2_heavy,1,78
4,confounded,A,0.05128205128205128,0.3,0.1,logger2_heavy,2,78
0,confounded,B,0.0,0.3,0.1,logger2_heavy,2,78
74,confounded,C,0.9487179487179487,0.3,0.1,logger2_heavy,2,78
0,confounded,D,0.0,0.3,0.1,logger2_heavy,2,78
0,confounded,E,0.0,0.3,0.1,logger2_heavy,2,78
38,independent_latents,A,0.48717948717948717,0.3,0.1,logger1_heavy,0,78
40,independent_latents,B,0.5128205128205128,0.3,0.1,logger1_heavy,0,78
0,independent_latents,C,0.0,0.3,0.1,logger1_heavy,0,78
0,independent_latents,D,0.0,0.3,0.1,logger1_heavy,0,78
0,independent_latents,E,0.0,0.3,0.1,logger1_heavy,0,78
40,independent_latents,A,0.5128205128205128,0.3,0.1,logger1_heavy,1,78
38,independent_latents,B,0.48717948717948717,0.3,0.1,logger1_heavy,1,78
0,independent_latents,C,0.0,0.3,0.1,logger1_heavy,1,78
0,independent_latents,D,0.0,0.3,0.1,logger1_heavy,1,78
0,independent_latents,E,0.0,0.3,0.1,logger1_heavy,1,78
43,independent_latents,A,0.5512820512820513,0.3,0.1,logger1_heavy,2,78
35,independent_latents,B,0.44871794871794873,0.3,0.1,logger1_heavy,2,78
0,independent_latents,C,0.0,0.3,0.1,logger1_heavy,2,78
0,independent_latents,D,0.0,0.3,0.1,logger1_heavy,2,78
0,independent_latents,E,0.0,0.3,0.1,logger1_heavy,2,78
38,independent_latents,A,0.48717948717948717,0.3,0.1,logger12_balanced,0,78
40,independent_latents,B,0.5128205128205128,0.3,0.1,logger12_balanced,0,78
0,independent_latents,C,0.0,0.3,0.1,logger12_balanced,0,78
0,independent_latents,D,0.0,0.3,0.1,logger12_balanced,0,78
0,independent_latents,E,0.0,0.3,0.1,logger12_balanced,0,78
40,independent_latents,A,0.5128205128205128,0.3,0.1,logger12_balanced,1,78
38,independent_latents,B,0.48717948717948717,0.3,0.1,logger12_balanced,1,78
0,independent_latents,C,0.0,0.3,0.1,logger12_balanced,1,78
0,independent_latents,D,0.0,0.3,0.1,logger12_balanced,1,78
0,independent_latents,E,0.0,0.3,0.1,logger12_balanced,1,78
43,independent_latents,A,0.5512820512820513,0.3,0.1,logger12_balanced,2,78
35,independent_latents,B,0.44871794871794873,0.3,0.1,logger12_balanced,2,78
0,independent_latents,C,0.0,0.3,0.1,logger12_balanced,2,78
0,independent_latents,D,0.0,0.3,0.1,logger12_balanced,2,78
0,independent_latents,E,0.0,0.3,0.1,logger12_balanced,2,78
38,independent_latents,A,0.48717948717948717,0.3,0.1,logger2_heavy,0,78
40,independent_latents,B,0.5128205128205128,0.3,0.1,logger2_heavy,0,78
0,independent_latents,C,0.0,0.3,0.1,logger2_heavy,0,78
0,independent_latents,D,0.0,0.3,0.1,logger2_heavy,0,78
0,independent_latents,E,0.0,0.3,0.1,logger2_heavy,0,78
40,independent_latents,A,0.5128205128205128,0.3,0.1,logger2_heavy,1,78
38,independent_latents,B,0.48717948717948717,0.3,0.1,logger2_heavy,1,78
0,independent_latents,C,0.0,0.3,0.1,logger2_heavy,1,78
0,independent_latents,D,0.0,0.3,0.1,logger2_heavy,1,78
0,independent_latents,E,0.0,0.3,0.1,logger2_heavy,1,78
43,independent_latents,A,0.5512820512820513,0.3,0.1,logger2_heavy,2,78
35,independent_latents,B,0.44871794871794873,0.3,0.1,logger2_heavy,2,78
0,independent_latents,C,0.0,0.3,0.1,logger2_heavy,2,78
0,independent_latents,D,0.0,0.3,0.1,logger2_heavy,2,78
0,independent_latents,E,0.0,0.3,0.1,logger2_heavy,2,78
4,confounded,A,0.05128205128205128,0.3,0.2,logger1_heavy,0,78
0,confounded,B,0.0,0.3,0.2,logger1_heavy,0,78
74,confounded,C,0.9487179487179487,0.3,0.2,logger1_heavy,0,78
0,confounded,D,0.0,0.3,0.2,logger1_heavy,0,78
0,confounded,E,0.0,0.3,0.2,logger1_heavy,0,78
4,confounded,A,0.05128205128205128,0.3,0.2,logger1_heavy,1,78
0,confounded,B,0.0,0.3,0.2,logger1_heavy,1,78
74,confounded,C,0.9487179487179487,0.3,0.2,logger1_heavy,1,78
0,confounded,D,0.0,0.3,0.2,logger1_heavy,1,78
0,confounded,E,0.0,0.3,0.2,logger1_heavy,1,78
4,confounded,A,0.05128205128205128,0.3,0.2,logger1_heavy,2,78
0,confounded,B,0.0,0.3,0.2,logger1_heavy,2,78
74,confounded,C,0.9487179487179487,0.3,0.2,logger1_heavy,2,78
0,confounded,D,0.0,0.3,0.2,logger1_heavy,2,78
0,confounded,E,0.0,0.3,0.2,logger1_heavy,2,78
4,confounded,A,0.05128205128205128,0.3,0.2,logger12_balanced,0,78
0,confounded,B,0.0,0.3,0.2,logger12_balanced,0,78
74,confounded,C,0.9487179487179487,0.3,0.2,logger12_balanced,0,78
0,confounded,D,0.0,0.3,0.2,logger12_balanced,0,78
0,confounded,E,0.0,0.3,0.2,logger12_balanced,0,78
4,confounded,A,0.05128205128205128,0.3,0.2,logger12_balanced,1,78
0,confounded,B,0.0,0.3,0.2,logger12_balanced,1,78
74,confounded,C,0.9487179487179487,0.3,0.2,logger12_balanced,1,78
0,confounded,D,0.0,0.3,0.2,logger12_balanced,1,78
0,confounded,E,0.0,0.3,0.2,logger12_balanced,1,78
4,confounded,A,0.05128205128205128,0.3,0.2,logger12_balanced,2,78
0,confounded,B,0.0,0.3,0.2,logger12_balanced,2,78
74,confounded,C,0.9487179487179487,0.3,0.2,logger12_balanced,2,78
0,confounded,D,0.0,0.3,0.2,logger12_balanced,2,78
0,confounded,E,0.0,0.3,0.2,logger12_balanced,2,78
4,confounded,A,0.05128205128205128,0.3,0.2,logger2_heavy,0,78
0,confounded,B,0.0,0.3,0.2,logger2_heavy,0,78
74,confounded,C,0.9487179487179487,0.3,0.2,logger2_heavy,0,78
0,confounded,D,0.0,0.3,0.2,logger2_heavy,0,78
0,confounded,E,0.0,0.3,0.2,logger2_heavy,0,78
4,confounded,A,0.05128205128205128,0.3,0.2,logger2_heavy,1,78
0,confounded,B,0.0,0.3,0.2,logger2_heavy,1,78
74,confounded,C,0.9487179487179487,0.3,0.2,logger2_heavy,1,78
0,confounded,D,0.0,0.3,0.2,logger2_heavy,1,78
0,confounded,E,0.0,0.3,0.2,logger2_heavy,1,78
4,confounded,A,0.05128205128205128,0.3,0.2,logger2_heavy,2,78
0,confounded,B,0.0,0.3,0.2,logger2_heavy,2,78
74,confounded,C,0.9487179487179487,0.3,0.2,logger2_heavy,2,78
0,confounded,D,0.0,0.3,0.2,logger2_heavy,2,78
0,confounded,E,0.0,0.3,0.2,logger2_heavy,2,78
38,independent_latents,A,0.48717948717948717,0.3,0.2,logger1_heavy,0,78
40,independent_latents,B,0.5128205128205128,0.3,0.2,logger1_heavy,0,78
0,independent_latents,C,0.0,0.3,0.2,logger1_heavy,0,78
0,independent_latents,D,0.0,0.3,0.2,logger1_heavy,0,78
0,independent_latents,E,0.0,0.3,0.2,logger1_heavy,0,78
40,independent_latents,A,0.5128205128205128,0.3,0.2,logger1_heavy,1,78
38,independent_latents,B,0.48717948717948717,0.3,0.2,logger1_heavy,1,78
0,independent_latents,C,0.0,0.3,0.2,logger1_heavy,1,78
0,independent_latents,D,0.0,0.3,0.2,logger1_heavy,1,78
0,independent_latents,E,0.0,0.3,0.2,logger1_heavy,1,78
43,independent_latents,A,0.5512820512820513,0.3,0.2,logger1_heavy,2,78
35,independent_latents,B,0.44871794871794873,0.3,0.2,logger1_heavy,2,78
0,independent_latents,C,0.0,0.3,0.2,logger1_heavy,2,78
0,independent_latents,D,0.0,0.3,0.2,logger1_heavy,2,78
0,independent_latents,E,0.0,0.3,0.2,logger1_heavy,2,78
38,independent_latents,A,0.48717948717948717,0.3,0.2,logger12_balanced,0,78
40,independent_latents,B,0.5128205128205128,0.3,0.2,logger12_balanced,0,78
0,independent_latents,C,0.0,0.3,0.2,logger12_balanced,0,78
0,independent_latents,D,0.0,0.3,0.2,logger12_balanced,0,78
0,independent_latents,E,0.0,0.3,0.2,logger12_balanced,0,78
40,independent_latents,A,0.5128205128205128,0.3,0.2,logger12_balanced,1,78
38,independent_latents,B,0.48717948717948717,0.3,0.2,logger12_balanced,1,78
0,independent_latents,C,0.0,0.3,0.2,logger12_balanced,1,78
0,independent_latents,D,0.0,0.3,0.2,logger12_balanced,1,78
0,independent_latents,E,0.0,0.3,0.2,logger12_balanced,1,78
43,independent_latents,A,0.5512820512820513,0.3,0.2,logger12_balanced,2,78
35,independent_latents,B,0.44871794871794873,0.3,0.2,logger12_balanced,2,78
0,independent_latents,C,0.0,0.3,0.2,logger12_balanced,2,78
0,independent_latents,D,0.0,0.3,0.2,logger12_balanced,2,78
0,independent_latents,E,0.0,0.3,0.2,logger12_balanced,2,78
38,independent_latents,A,0.48717948717948717,0.3,0.2,logger2_heavy,0,78
40,independent_latents,B,0.5128205128205128,0.3,0.2,logger2_heavy,0,78
0,independent_latents,C,0.0,0.3,0.2,logger2_heavy,0,78
0,independent_latents,D,0.0,0.3,0.2,logger2_heavy,0,78
0,independent_latents,E,0.0,0.3,0.2,logger2_heavy,0,78
40,independent_latents,A,0.5128205128205128,0.3,0.2,logger2_heavy,1,78
38,independent_latents,B,0.48717948717948717,0.3,0.2,logger2_heavy,1,78
0,independent_latents,C,0.0,0.3,0.2,logger2_heavy,1,78
0,independent_latents,D,0.0,0.3,0.2,logger2_heavy,1,78
0,independent_latents,E,0.0,0.3,0.2,logger2_heavy,1,78
43,independent_latents,A,0.5512820512820513,0.3,0.2,logger2_heavy,2,78
35,independent_latents,B,0.44871794871794873,0.3,0.2,logger2_heavy,2,78
0,independent_latents,C,0.0,0.3,0.2,logger2_heavy,2,78
0,independent_latents,D,0.0,0.3,0.2,logger2_heavy,2,78
0,independent_latents,E,0.0,0.3,0.2,logger2_heavy,2,78
