condition,conditional_positive_mean,kappa,lambda_reward,max,mean,median,min,mixture,model_seed,n,negative_fraction,p90,p99,positive_fraction,source,top_1pct_total_contribution,top_set_rule,zero_fraction
confounded,,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,0,78,,0.0,0.0,,observational,0.0,worst,
confounded,0.004124494915328146,0.0,0.0,0.012608020501207573,0.001692100478083342,0.0,0.0,logger2_heavy,0,78,,0.005212416172020662,0.011726519028653492,,neural,0.09552700360921401,best,
confounded,0.004124494915328146,0.0,0.0,0.012608020501207573,0.001692100478083342,0.0,0.0,logger2_heavy,0,78,,0.005212416172020662,0.011726519028653492,,neural,0.09552700360921401,worst,
confounded,0.004124494915328146,0.0,0.0,0.012608020501207573,0.001692100478083342,0.0,0.0,logger2_heavy,0,78,0.0,0.005212416172020662,0.011726519028653492,0.41025641025641024,neural_minus_observational,0.09552700360921401,best,0.5897435897435898
confounded,,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,1,78,,0.0,0.0,,observational,0.0,best,
confounded,,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,1,78,,0.0,0.0,,observational,0.0,worst,
confounded,0.0035449700316030025,0.0,0.0,0.005886110164400549,0.0009544150085085007,0.0,0.0,logger2_heavy,1,78,,0.004302814568363988,0.005694000126467072,,neural,0.07906722982445213,best,
confounded,0.0035449700316030025,0.0,0.0,0.005886110164400549,0.0009544150085085007,0.0,0.0,logger2_heavy,1,78,,0.004302814568363988,0.005694000126467072,,neural,0.07906722982445213,worst,
confounded,0.0035449700316030025,0.0,0.0,0.005886110164400549,0.0009544150085085007,0.0,0.0,logger2_heavy,1,78,0.0,0.004302814568363988,0.005694000126467072,0.2692307692307692,neural_minus_observational,0.07906722982445213,best,0.7307692307692307
confounded,,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,2,78,,0.0,0.0,,observational,0.0,best,
confounded,,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,2,78,,0.0,0.0,,observational,0.0,worst,
confounded,0.004213161307856243,0.0,0.0,0.013251966247791458,0.001458401991181007,0.0,0.0,logger2_heavy,2,78,,0.004589099546733431,0.01275612802292187,,neural,0.1164953176176287,best,
confounded,0.004213161307856243,0.0,0.0,0.013251966247791458,0.001458401991181007,0.0,0.0,logger2_heavy,2,78,,0.004589099546733431,0.01275612802292187,,neural,0.1164953176176287,worst,
confounded,0.004213161307856243,0.0,0.0,0.013251966247791458,0.001458401991181007,0.0,0.0,logger2_heavy,2,78,0.0,0.004589099546733431,0.01275612802292187,0.34615384615384615,neural_minus_observational,0.1164953176176287,best,0.6538461538461539
independent_latents,,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,0,78,,0.0,0.0,,observational,0.0,best,
independent_latents,,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,0,78,,0.0,0.0,,observational,0.0,worst,
independent_latents,0.00443812880932697,0.0,0.0,0.014493368098094095,0.002048367142766294,0.0,0.0,logger1_heavy,0,78,,0.005280814083675399,0.013005923943949713,,neural,0.09071245463500724,best,
independent_latents,0.00443812880932697,0.0,0.0,0.014493368098094095,0.002048367142766294,0.0,0.0,logger1_heavy,0,78,,0.005280814083675399,0.013005923943949713,,neural,0.09071245463500724,worst,
independent_latents,0.00443812880932697,0.0,0.0,0.014493368098094095,0.002048367142766294,0.0,0.0,logger1_heavy,0,78,0.0,0.005280814083675399,0.013005923943949713,0.46153846153846156,neural_minus_observational,0.09071245463500724,best,0.5384615384615384
independent_latents,,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,1,78,,0.0,0.0,,observational,0.0,best,
independent_latents,,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,1,78,,0.0,0.0,,observational,0.0,worst,
independent_latents,0.005000119881218333,0.0,0.0,0.014169029059608373,0.0016667066270727776,0.0,0.0,logger1_heavy,1,78,,0.004822156753045846,0.013462890694509353,,neural,0.10898991805892413,best,
independent_latents,0.005000119881218333,0.0,0.0,0.014169029059608373,0.0016667066270727776,0.0,0.0,logger1_heavy,1,78,,0.004822156753045846,0.013462890694509353,,neural,0.10898991805892413,worst,
independent_latents,0.005000119881218333,0.0,0.0,0.014169029059608373,0.0016667066270727776,0.0,0.0,logger1_heavy,1,78,0.0,0.004822156753045846,0.013462890694509353,0.3333333333333333,neural_minus_observational,0.10898991805892413,best,0.6666666666666666
independent_latents,,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,2,78,,0.0,0.0,,observational,0.0,best,
independent_latents,,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,2,78,,0.0,0.0,,observational,0.0,worst,
independent_latents,0.004618029865444801,0.0,0.0,0.013251966247791458,0.002072192888340616,0.0,0.0,logger1_heavy,2,78,,0.005537158616446325,0.01275612802292187,,neural,0.08198899056779642,best,
independent_latents,0.004618029865444801,0.0,0.0,0.013251966247791458,0.002072192888340616,0.0,0.0,logger1_heavy,2,78,,0.005537158616446325,0.01275612802292187,,neural,0.08198899056779642,worst,
independent_latents,0.004618029865444801,0.0,0.0,0.013251966247791458,0.002072192888340616,0.0,0.0,logger1_heavy,2,78,0.0,0.005537158616446325,0.01275612802292187,0.44871794871794873,neural_minus_observational,0.08198899056779642,best,0.5512820512820513
independent_latents,,0.0,0.0,0.0,0.0,0.0,0.0,logger12_balanced,0,78,,0.0,0.0,,observational,0.0,best,
independent_latents,,0.0,0.0,0.0,0.0,0.0,0.0,logger12_balanced,0,78,,0.0,0.0,,observational,0.0,worst,
independent_latents,0.00443812880932697,0.0,0.0,0.014493368098094095,0.002048367142766294,0.0,0.0,logger12_balanced,0,78,,0.005280814083675399,0.013005923943949713,,neural,0.09071245463500724,best,
independent_latents,0.00443812880932697,0.0,0.0,0.014493368098094095,0.002048367142766294,0.0,0.0,logger12_balanced,0,78,,0.005280814083675399,0.013005923943949713,,neural,0.09071245463500724,worst,
independent_latents,0.00443812880932697,0.0,0.0,0.014493368098094095,0.002048367142766294,0.0,0.0,logger12_balanced,0,78,0.0,0.005280814083675399,0.013005923943949713,0.46153846153846156,neural_minus_observational,0.09071245463500724,best,0.5384615384615384
