action,condition,error_type,kappa,lambda_reward,mae,max,max_abs,mean_abs_common_shift,mean_centered_bias_l2,mean_max_abs_action_residual,median,min,mixture,model_seed,n,n_anchors,p90_abs,record_type,rmse,signed_mean
minus,independent_latents,total_neural_do_error,0.0,0.0,0.020107321470433846,0.07693315510113807,0.07693315510113807,,,,-0.004359154942477517,-0.0715731443511709,logger12_balanced,0,78,,0.052864278789589526,action_error,0.02761575311816403,-0.0022382220044507325
base,independent_latents,population_causal_bias,0.0,0.0,9.678867394168032e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,0,78,,4.440892098500626e-16,action_error,2.0732295032918125e-16,5.124106267500723e-17
base,independent_latents,neural_approximation_error,0.0,0.0,0.018635047566479185,0.07586535849078935,0.07586535849078935,,,,-0.0005417820616280267,-0.06654246219697146,logger12_balanced,0,78,,0.051681297414271424,action_error,0.026133884955587026,-0.0010428118810896809
base,independent_latents,total_neural_do_error,0.0,0.0,0.018635047566479192,0.07586535849078935,0.07586535849078935,,,,-0.0005417820616280267,-0.06654246219697146,logger12_balanced,0,78,,0.051681297414271424,action_error,0.026133884955587015,-0.0010428118810896297
plus,independent_latents,population_causal_bias,0.0,0.0,2.177745163687807e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,0,78,,4.440892098500626e-16,action_error,3.412688683932835e-16,1.8361380791877588e-16
plus,independent_latents,neural_approximation_error,0.0,0.0,0.01942030433107578,0.0790677965677351,0.0790677965677351,,,,-0.00047737973103467723,-0.06395974102589097,logger12_balanced,0,78,,0.04540878989388908,action_error,0.02637741072652642,0.0006853834369643346
plus,independent_latents,total_neural_do_error,0.0,0.0,0.01942030433107586,0.07906779656773555,0.07906779656773555,,,,-0.00047737973103467723,-0.06395974102589097,logger12_balanced,0,78,,0.04540878989388895,action_error,0.02637741072652649,0.0006853834369645182
minus,independent_latents,population_causal_bias,0.0,0.0,2.177745163687807e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,1,78,,4.440892098500626e-16,action_error,3.39411609061636e-16,1.9500071073544416e-16
minus,independent_latents,neural_approximation_error,0.0,0.0,0.028473932549760193,0.10958366120695784,0.26917836368452086,,,,0.0022233172824794867,-0.26917836368452086,logger12_balanced,1,78,,0.061725192244181666,action_error,0.04902272911144936,-0.0030677796321409248
minus,independent_latents,total_neural_do_error,0.0,0.0,0.028473932549760217,0.10958366120695828,0.26917836368452086,,,,0.0022233172824797087,-0.26917836368452086,logger12_balanced,1,78,,0.061725192244181666,action_error,0.04902272911144933,-0.00306777963214073
base,independent_latents,population_causal_bias,0.0,0.0,9.678867394168032e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,1,78,,4.440892098500626e-16,action_error,2.0732295032918125e-16,5.124106267500723e-17
base,independent_latents,neural_approximation_error,0.0,0.0,0.027252709101716493,0.11728234494619638,0.25564382613080694,,,,0.0010659372936081546,-0.25564382613080694,logger12_balanced,1,78,,0.06069462390609884,action_error,0.04775122971447319,-0.003067968799365166
base,independent_latents,total_neural_do_error,0.0,0.0,0.02725270910171651,0.11728234494619638,0.25564382613080694,,,,0.0010659372936083766,-0.25564382613080694,logger12_balanced,1,78,,0.06069462390609884,action_error,0.04775122971447319,-0.003067968799365115
plus,independent_latents,population_causal_bias,0.0,0.0,2.177745163687807e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,1,78,,4.440892098500626e-16,action_error,3.412688683932835e-16,1.8361380791877588e-16
plus,independent_latents,neural_approximation_error,0.0,0.0,0.027072883844374614,0.12937193961136773,0.24160036758767234,,,,0.0008412284749572674,-0.24160036758767234,logger12_balanced,1,78,,0.06570962870969409,action_error,0.046449636302160674,-0.002177227685795225
plus,independent_latents,total_neural_do_error,0.0,0.0,0.02707288384437465,0.12937193961136817,0.2416003675876719,,,,0.0008412284749574894,-0.2416003675876719,logger12_balanced,1,78,,0.06570962870969471,action_error,0.04644963630216069,-0.0021772276857950413
minus,independent_latents,population_causal_bias,0.0,0.0,2.177745163687807e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,2,78,,4.440892098500626e-16,action_error,3.39411609061636e-16,1.9500071073544416e-16
minus,independent_latents,neural_approximation_error,0.0,0.0,0.027326694961819192,0.1882959255205061,0.1882959255205061,,,,-0.002002634060178199,-0.16496279952200865,logger12_balanced,2,78,,0.058479528581606266,action_error,0.04684550015990121,-0.002347502630434868
minus,independent_latents,total_neural_do_error,0.0,0.0,0.027326694961819182,0.18829592552050656,0.18829592552050656,,,,-0.002002634060177977,-0.16496279952200865,logger12_balanced,2,78,,0.058479528581606266,action_error,0.04684550015990118,-0.0023475026304346732
base,independent_latents,population_causal_bias,0.0,0.0,9.678867394168032e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,2,78,,4.440892098500626e-16,action_error,2.0732295032918125e-16,5.124106267500723e-17
base,independent_latents,neural_approximation_error,0.0,0.0,0.026017784887039853,0.1739488958710247,0.1739488958710247,,,,-0.0002432206724791719,-0.14543910138697136,logger12_balanced,2,78,,0.058954949041496174,action_error,0.043044260948492535,-0.0008052667439281239
base,independent_latents,total_neural_do_error,0.0,0.0,0.02601778488703987,0.1739488958710247,0.1739488958710247,,,,-0.00024322067247894985,-0.14543910138697136,logger12_balanced,2,78,,0.058954949041496174,action_error,0.04304426094849254,-0.0008052667439280726
plus,independent_latents,population_causal_bias,0.0,0.0,2.177745163687807e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger12_balanced,2,78,,4.440892098500626e-16,action_error,3.412688683932835e-16,1.8361380791877588e-16
plus,independent_latents,neural_approximation_error,0.0,0.0,0.025469395376761284,0.15520379432299558,0.15520379432299558,,,,0.002012813862656726,-0.13158418321963694,logger12_balanced,2,78,,0.0573908244886918,action_error,0.039859111286949654,0.0010484318077252407
plus,independent_latents,total_neural_do_error,0.0,0.0,0.02546939537676132,0.15520379432299602,0.15520379432299602,,,,0.00201281386265717,-0.1315841832196365,logger12_balanced,2,78,,0.057390824488692115,action_error,0.039859111286949696,0.0010484318077254241
minus,independent_latents,population_causal_bias,0.0,0.0,1.8219044506669235e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,0,78,,4.440892098500626e-16,action_error,2.990688247378966e-16,1.4518301091252047e-16
minus,independent_latents,neural_approximation_error,0.0,0.0,0.02010732147043386,0.07693315510113763,0.07693315510113763,,,,-0.004359154942477517,-0.07157314435117179,logger2_heavy,0,78,,0.05286427878958983,action_error,0.02761575311816405,-0.0022382220044508774
minus,independent_latents,total_neural_do_error,0.0,0.0,0.020107321470433846,0.07693315510113807,0.07693315510113807,,,,-0.004359154942477517,-0.0715731443511709,logger2_heavy,0,78,,0.052864278789589526,action_error,0.02761575311816403,-0.0022382220044507325
base,independent_latents,population_causal_bias,0.0,0.0,6.832141690000964e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,0,78,,4.440892098500626e-16,action_error,1.741861189847285e-16,2.2773805633336544e-17
base,independent_latents,neural_approximation_error,0.0,0.0,0.018635047566479192,0.07586535849078935,0.07586535849078935,,,,-0.0005417820616280267,-0.06654246219697146,logger2_heavy,0,78,,0.051681297414271556,action_error,0.02613388495558702,-0.0010428118810896525
base,independent_latents,total_neural_do_error,0.0,0.0,0.018635047566479192,0.07586535849078935,0.07586535849078935,,,,-0.0005417820616280267,-0.06654246219697146,logger2_heavy,0,78,,0.051681297414271424,action_error,0.026133884955587015,-0.0010428118810896297
plus,independent_latents,population_causal_bias,0.0,0.0,1.7507363080627468e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,0,78,,4.440892098500626e-16,action_error,2.858302571409967e-16,1.2667929383543452e-16
plus,independent_latents,neural_approximation_error,0.0,0.0,0.01942030433107582,0.07906779656773555,0.07906779656773555,,,,-0.0004773797310348993,-0.06395974102589097,logger2_heavy,0,78,,0.04540878989388939,action_error,0.02637741072652647,0.0006853834369643916
plus,independent_latents,total_neural_do_error,0.0,0.0,0.01942030433107586,0.07906779656773555,0.07906779656773555,,,,-0.00047737973103467723,-0.06395974102589097,logger2_heavy,0,78,,0.04540878989388895,action_error,0.02637741072652649,0.0006853834369645182
minus,independent_latents,population_causal_bias,0.0,0.0,1.8219044506669235e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,1,78,,4.440892098500626e-16,action_error,2.990688247378966e-16,1.4518301091252047e-16
minus,independent_latents,neural_approximation_error,0.0,0.0,0.02847393254976022,0.10958366120695784,0.2691783636845213,,,,0.0022233172824794867,-0.2691783636845213,logger2_heavy,1,78,,0.061725192244181666,action_error,0.04902272911144937,-0.003067779632140875
minus,independent_latents,total_neural_do_error,0.0,0.0,0.028473932549760217,0.10958366120695828,0.26917836368452086,,,,0.0022233172824797087,-0.26917836368452086,logger2_heavy,1,78,,0.061725192244181666,action_error,0.04902272911144933,-0.00306777963214073
base,independent_latents,population_causal_bias,0.0,0.0,6.832141690000964e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,1,78,,4.440892098500626e-16,action_error,1.741861189847285e-16,2.2773805633336544e-17
base,independent_latents,neural_approximation_error,0.0,0.0,0.027252709101716534,0.11728234494619638,0.25564382613080694,,,,0.0010659372936083766,-0.25564382613080694,logger2_heavy,1,78,,0.06069462390609884,action_error,0.0477512297144732,-0.0030679687993651374
base,independent_latents,total_neural_do_error,0.0,0.0,0.02725270910171651,0.11728234494619638,0.25564382613080694,,,,0.0010659372936083766,-0.25564382613080694,logger2_heavy,1,78,,0.06069462390609884,action_error,0.04775122971447319,-0.003067968799365115
plus,independent_latents,population_causal_bias,0.0,0.0,1.7507363080627468e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,1,78,,4.440892098500626e-16,action_error,2.858302571409967e-16,1.2667929383543452e-16
plus,independent_latents,neural_approximation_error,0.0,0.0,0.027072883844374618,0.12937193961136817,0.24160036758767234,,,,0.0008412284749577115,-0.24160036758767234,logger2_heavy,1,78,,0.06570962870969409,action_error,0.0464496363021607,-0.002177227685795168
plus,independent_latents,total_neural_do_error,0.0,0.0,0.02707288384437465,0.12937193961136817,0.2416003675876719,,,,0.0008412284749574894,-0.2416003675876719,logger2_heavy,1,78,,0.06570962870969471,action_error,0.04644963630216069,-0.0021772276857950413
minus,independent_latents,population_causal_bias,0.0,0.0,1.8219044506669235e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,2,78,,4.440892098500626e-16,action_error,2.990688247378966e-16,1.4518301091252047e-16
minus,independent_latents,neural_approximation_error,0.0,0.0,0.027326694961819158,0.1882959255205061,0.1882959255205061,,,,-0.002002634060177755,-0.1649627995220091,logger2_heavy,2,78,,0.058479528581606266,action_error,0.046845500159901216,-0.002347502630434818
minus,independent_latents,total_neural_do_error,0.0,0.0,0.027326694961819182,0.18829592552050656,0.18829592552050656,,,,-0.002002634060177977,-0.16496279952200865,logger2_heavy,2,78,,0.058479528581606266,action_error,0.04684550015990118,-0.0023475026304346732
base,independent_latents,population_causal_bias,0.0,0.0,6.832141690000964e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,2,78,,4.440892098500626e-16,action_error,1.741861189847285e-16,2.2773805633336544e-17
base,independent_latents,neural_approximation_error,0.0,0.0,0.02601778488703987,0.1739488958710247,0.1739488958710247,,,,-0.00024322067247894985,-0.14543910138697136,logger2_heavy,2,78,,0.058954949041496486,action_error,0.043044260948492556,-0.0008052667439280954
base,independent_latents,total_neural_do_error,0.0,0.0,0.02601778488703987,0.1739488958710247,0.1739488958710247,,,,-0.00024322067247894985,-0.14543910138697136,logger2_heavy,2,78,,0.058954949041496174,action_error,0.04304426094849254,-0.0008052667439280726
plus,independent_latents,population_causal_bias,0.0,0.0,1.7507363080627468e-16,8.881784197001252e-16,8.881784197001252e-16,,,,0.0,-4.440892098500626e-16,logger2_heavy,2,78,,4.440892098500626e-16,action_error,2.858302571409967e-16,1.2667929383543452e-16
plus,independent_latents,neural_approximation_error,0.0,0.0,0.025469395376761312,0.15520379432299602,0.15520379432299602,,,,0.00201281386265717,-0.13158418321963694,logger2_heavy,2,78,,0.057390824488692115,action_error,0.039859111286949724,0.0010484318077252975
plus,independent_latents,total_neural_do_error,0.0,0.0,0.02546939537676132,0.15520379432299602,0.15520379432299602,,,,0.00201281386265717,-0.1315841832196365,logger2_heavy,2,78,,0.057390824488692115,action_error,0.039859111286949696,0.0010484318077254241
minus,confounded,population_causal_bias,0.0,0.05,0.03777777777777768,-0.03777777777777702,0.037777777777778354,,,,-0.03777777777777769,-0.037777777777778354,logger1_heavy,0,78,,0.03777777777777791,action_error,0.03777777777777769,-0.03777777777777768
minus,confounded,neural_approximation_error,0.0,0.05,0.03044497246722072,0.12952612519318052,0.15801630525040666,,,,-0.0027115914943631747,-0.15801630525040666,logger1_heavy,0,78,,0.0693958731611416,action_error,0.04535519689432249,0.0027453869788306327
minus,confounded,total_neural_do_error,0.0,0.05,0.045395654922735514,0.09174834741540305,0.19579408302818457,,,,-0.040489369272141196,-0.19579408302818457,logger1_heavy,0,78,,0.07674591787792057,action_error,0.05724355981898206,-0.03503239079894705
base,confounded,population_causal_bias,0.0,0.05,6.832141690000964e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,0,78,,4.440892098500626e-16,action_error,1.741861189847285e-16,2.2773805633336544e-17
base,confounded,neural_approximation_error,0.0,0.05,0.028833219071248972,0.1111646719613697,0.17138095746340287,,,,-0.0044195553044488745,-0.17138095746340287,logger1_heavy,0,78,,0.06531767475944349,action_error,0.04312406193617778,-0.0031559217764000626
base,confounded,total_neural_do_error,0.0,0.05,0.028833219071248983,0.1111646719613697,0.17138095746340287,,,,-0.0044195553044488745,-0.17138095746340287,logger1_heavy,0,78,,0.06531767475944349,action_error,0.043124061936177786,-0.00315592177640004
plus,confounded,population_causal_bias,0.0,0.05,0.03777777777777807,0.0377777777777788,0.0377777777777788,,,,0.03777777777777791,0.037777777777777466,logger1_heavy,0,78,,0.037777777777778354,action_error,0.03777777777777807,0.03777777777777807
plus,confounded,neural_approximation_error,0.0,0.05,0.027458473260560865,0.09218926758121349,0.17990245726591203,,,,-0.008714635869953413,-0.17990245726591203,logger1_heavy,0,78,,0.06163787117629131,action_error,0.04155935585706618,-0.009041412014520337
plus,confounded,total_neural_do_error,0.0,0.05,0.0399459032862735,0.1299670453589914,0.14212467948813412,,,,0.029063141907824386,-0.14212467948813412,logger1_heavy,0,78,,0.072937465668147,action_error,0.049711282877408,0.028736365763257738
minus,confounded,population_causal_bias,0.0,0.05,0.03777777777777768,-0.03777777777777702,0.037777777777778354,,,,-0.03777777777777769,-0.037777777777778354,logger1_heavy,1,78,,0.03777777777777791,action_error,0.03777777777777769,-0.03777777777777768
minus,confounded,neural_approximation_error,0.0,0.05,0.03145327434226392,0.11783493307110326,0.11783493307110326,,,,0.0029291629642689276,-0.10467396471536317,logger1_heavy,1,78,,0.07808296535066735,action_error,0.0422026587027866,0.008934494342799014
minus,confounded,total_neural_do_error,0.0,0.05,0.04189080290538156,0.0800571552933258,0.14245174249314108,,,,-0.034848614813508316,-0.14245174249314108,logger1_heavy,1,78,,0.07320734165870585,action_error,0.05033064883083564,-0.02884328343497867
base,confounded,population_causal_bias,0.0,0.05,6.832141690000964e-17,4.440892098500626e-16,4.440892098500626e-16,,,,0.0,-4.440892098500626e-16,logger1_heavy,1,78,,4.440892098500626e-16,action_error,1.741861189847285e-16,2.2773805633336544e-17
base,confounded,neural_approximation_error,0.0,0.05,0.027977460815484613,0.10039676318157076,0.1209746669560654,,,,-0.0013590154484444117,-0.1209746669560654,logger1_heavy,1,78,,0.06438221884960367,action_error,0.03841379852246725,5.07846423360052e-05
