condition,kappa,lambda_reward,mixture,model_seed,n_anchors,neural_calibration_mae,neural_gap_absolute_error,nn_do_rank_error,nn_obs_rank_error,nn_regret,obs_do_rank_error,obs_regret,random_action_regret
confounded,0.3,0.2,logger2_heavy,0,78,0.05663206740216227,0.045382863590259746,0.9487179487179487,0.0,0.0054403672426722085,0.9487179487179487,0.0054403672426722085,0.0027819140424818647
confounded,0.3,0.2,logger2_heavy,1,78,0.05751073867043972,0.0465036154435612,0.9487179487179487,0.0,0.0054403672426722085,0.9487179487179487,0.0054403672426722085,0.0027819140424818647
confounded,0.3,0.2,logger2_heavy,2,78,0.05624991529825488,0.04767717309721105,0.9487179487179487,0.0,0.0054403672426722085,0.9487179487179487,0.0054403672426722085,0.0027819140424818647
independent_latents,0.3,0.2,logger1_heavy,0,78,0.022935027282814796,0.00529076050073173,0.5128205128205128,0.5128205128205128,0.0021253883642395974,0.0,0.0,0.0027819140424818647
independent_latents,0.3,0.2,logger1_heavy,1,78,0.023637409261389773,0.005206002228433719,0.48717948717948717,0.48717948717948717,0.0018446075268282386,0.0,0.0,0.0027819140424818647
independent_latents,0.3,0.2,logger1_heavy,2,78,0.028415382068410145,0.005308194789167944,0.44871794871794873,0.44871794871794873,0.0017444976303937943,0.0,0.0,0.0027819140424818647
independent_latents,0.3,0.2,logger12_balanced,0,78,0.022935027282814796,0.00529076050073173,0.5128205128205128,0.5128205128205128,0.0021253883642395974,0.0,0.0,0.0027819140424818647
independent_latents,0.3,0.2,logger12_balanced,1,78,0.023637409261389773,0.005206002228433719,0.48717948717948717,0.48717948717948717,0.0018446075268282386,0.0,0.0,0.0027819140424818647
independent_latents,0.3,0.2,logger12_balanced,2,78,0.028415382068410145,0.005308194789167944,0.44871794871794873,0.44871794871794873,0.0017444976303937943,0.0,0.0,0.0027819140424818647
independent_latents,0.3,0.2,logger2_heavy,0,78,0.022935027282814796,0.00529076050073173,0.5128205128205128,0.5128205128205128,0.0021253883642395974,0.0,0.0,0.0027819140424818647
independent_latents,0.3,0.2,logger2_heavy,1,78,0.023637409261389773,0.005206002228433719,0.48717948717948717,0.48717948717948717,0.0018446075268282386,0.0,0.0,0.0027819140424818647
