absolute_gap_error,aggregate_margin_ratio,condition,kappa,lambda_reward,matched_aggregate_gap_ratio,mean_margin_do,mean_margin_on_do_pair,mean_matched_gap_difference,median_absolute_gap_error,mixture,model_seed,n_anchors,n_matching_top_sets,n_non_tied_do_pairs,overconfident_fraction,p90_absolute_gap_error,pearson_true_margin,sign_preservation_rate,signed_gap_error,source,spearman_true_margin,underconfident_fraction
1.6938017939794054e-16,0.9999999999999957,confounded,0.0,0.0,,0.0029923784019148868,0.0029923784019148737,,0.0,logger12_balanced,2,78,,78,,4.440892098500626e-16,0.9999999999999999,1.0,-1.2810265668751807e-17,observational,0.9999999999999999,
0.005114365675423795,1.1849737265890776,confounded,0.0,0.0,2.1616994776930736,0.0029923784019148868,0.003545889786281752,0.0037120550508387795,0.003862295133756799,logger12_balanced,2,78,51,78,0.7843137254901961,0.012251722115448692,0.06857895156557081,0.7051282051282052,0.0005535113843668654,neural,0.06913339824732229,0.21568627450980393
2.1065770210836303e-16,1.000000000000039,confounded,0.0,0.0,,0.0029923784019148868,0.0029923784019150034,,0.0,logger2_heavy,0,78,,78,,4.440892098500626e-16,0.9999999999999999,1.0,1.167157538708498e-16,observational,0.9999999999999999,
0.00578347824808483,1.1079696490301782,confounded,0.0,0.0,2.3710230046867986,0.0029923784019148868,0.0033154644477351226,0.004615733438966328,0.004561513355826774,logger2_heavy,0,78,46,78,0.8043478260869565,0.012952530848509928,0.3056060890064837,0.6410256410256411,0.000323086045820236,neural,0.2791006461892538,0.1956521739130435
2.1065770210836303e-16,1.000000000000039,confounded,0.0,0.0,,0.0029923784019148868,0.0029923784019150034,,0.0,logger2_heavy,1,78,,78,,4.440892098500626e-16,0.9999999999999999,1.0,1.167157538708498e-16,observational,0.9999999999999999,
0.005339221329748342,0.9010708498694363,confounded,0.0,0.0,1.6774662985239788,0.0029923784019148868,0.0026963449497443928,0.0022153545054940187,0.004537325128919356,logger2_heavy,1,78,57,78,0.6666666666666666,0.010266619530637119,0.13667266766444922,0.7307692307692307,-0.0002960334521704937,neural,0.07909811707280061,0.3333333333333333
2.1065770210836303e-16,1.000000000000039,confounded,0.0,0.0,,0.0029923784019148868,0.0029923784019150034,,0.0,logger2_heavy,2,78,,78,,4.440892098500626e-16,0.9999999999999999,1.0,1.167157538708498e-16,observational,0.9999999999999999,
0.005114365675423795,1.1849737265890776,confounded,0.0,0.0,2.1616994776930736,0.0029923784019148868,0.003545889786281752,0.0037120550508387795,0.003862295133756799,logger2_heavy,2,78,51,78,0.7843137254901961,0.012251722115448692,0.06857895156557081,0.7051282051282052,0.0005535113843668654,neural,0.06913339824732229,0.21568627450980393
2.4054832200211723e-16,1.000000000000065,independent_latents,0.0,0.0,,0.0029923784019148868,0.0029923784019150815,,2.220446049250313e-16,logger1_heavy,0,78,,78,,4.440892098500626e-16,0.9999999999999996,1.0,1.9500071073544416e-16,observational,0.9999999999999999,
0.005481594835794472,0.5432359343222832,independent_latents,0.0,0.0,1.9310783190128868,0.0029923784019148868,0.0016255674770100541,0.0031379935128842723,0.004105393750046815,logger1_heavy,0,78,42,78,0.8095238095238095,0.012445538079450324,0.2889439805789308,0.5897435897435898,-0.0013668109249048326,neural,0.24634858812074,0.19047619047619047
2.4054832200211723e-16,1.000000000000065,independent_latents,0.0,0.0,,0.0029923784019148868,0.0029923784019150815,,2.220446049250313e-16,logger1_heavy,1,78,,78,,4.440892098500626e-16,0.9999999999999996,1.0,1.9500071073544416e-16,observational,0.9999999999999999,
0.00524900489556412,1.1017243330170126,independent_latents,0.0,0.0,2.15420171122125,0.0029923784019148868,0.0032967760989841923,0.003593165292824776,0.004278307667950232,logger1_heavy,1,78,52,78,0.75,0.009734336689076039,0.13760050023513426,0.6794871794871795,0.00030439769706930585,neural,0.17148674110699424,0.25
2.4054832200211723e-16,1.000000000000065,independent_latents,0.0,0.0,,0.0029923784019148868,0.0029923784019150815,,2.220446049250313e-16,logger1_heavy,2,78,,78,,4.440892098500626e-16,0.9999999999999996,1.0,1.9500071073544416e-16,observational,0.9999999999999999,
0.006223436320094385,0.47087971989686855,independent_latents,0.0,0.0,1.8546428434472337,0.0029923784019148868,0.001409050303719121,0.002939039545559599,0.00423276103225434,logger1_heavy,2,78,43,78,0.6744186046511628,0.014408957238089925,0.22655624374171834,0.6282051282051282,-0.0015833280981957655,neural,0.22356124887770454,0.32558139534883723
2.3200814488961606e-16,1.0000000000000395,independent_latents,0.0,0.0,,0.0029923784019148868,0.0029923784019150047,,0.0,logger12_balanced,0,78,,78,,4.440892098500626e-16,0.9999999999999999,1.0,1.1813911672293332e-16,observational,0.9999999999999999,
0.005481594835794472,0.5432359343222832,independent_latents,0.0,0.0,1.9310783190128868,0.0029923784019148868,0.0016255674770100541,0.0031379935128842723,0.004105393750046815,logger12_balanced,0,78,42,78,0.8095238095238095,0.012445538079450324,0.2889439805789308,0.5897435897435898,-0.0013668109249048326,neural,0.24634858812074,0.19047619047619047
2.3200814488961606e-16,1.0000000000000395,independent_latents,0.0,0.0,,0.0029923784019148868,0.0029923784019150047,,0.0,logger12_balanced,1,78,,78,,4.440892098500626e-16,0.9999999999999999,1.0,1.1813911672293332e-16,observational,0.9999999999999999,
0.00524900489556412,1.1017243330170126,independent_latents,0.0,0.0,2.15420171122125,0.0029923784019148868,0.0032967760989841923,0.003593165292824776,0.004278307667950232,logger12_balanced,1,78,52,78,0.75,0.009734336689076039,0.13760050023513426,0.6794871794871795,0.00030439769706930585,neural,0.17148674110699424,0.25
2.3200814488961606e-16,1.0000000000000395,independent_latents,0.0,0.0,,0.0029923784019148868,0.0029923784019150047,,0.0,logger12_balanced,2,78,,78,,4.440892098500626e-16,0.9999999999999999,1.0,1.1813911672293332e-16,observational,0.9999999999999999,
0.006223436320094385,0.47087971989686855,independent_latents,0.0,0.0,1.8546428434472337,0.0029923784019148868,0.001409050303719121,0.002939039545559599,0.00423276103225434,logger12_balanced,2,78,43,78,0.6744186046511628,0.014408957238089925,0.22655624374171834,0.6282051282051282,-0.0015833280981957655,neural,0.22356124887770454,0.32558139534883723
