comparison,condition,do_base_top_fraction,do_minus_top_fraction,do_plus_top_fraction,kappa,lambda_reward,mixture,model_seed,n_anchors,nn_base_top_fraction,nn_minus_top_fraction,nn_plus_top_fraction,obs_base_top_fraction,obs_minus_top_fraction,obs_plus_top_fraction,strict_disjoint_flip,top_set_disagreement
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger12_balanced,0,78,0.14102564102564102,0.5384615384615384,0.32051282051282054,,,,0.41025641025641024,0.41025641025641024
observational_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger12_balanced,1,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,confounded,,,,0.0,0.0,logger12_balanced,1,78,0.08974358974358974,0.6923076923076923,0.21794871794871795,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.2692307692307692,0.2692307692307692
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger12_balanced,1,78,0.08974358974358974,0.6923076923076923,0.21794871794871795,,,,0.2692307692307692,0.2692307692307692
observational_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger12_balanced,2,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,confounded,,,,0.0,0.0,logger12_balanced,2,78,0.15384615384615385,0.6153846153846154,0.23076923076923078,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.34615384615384615,0.34615384615384615
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger12_balanced,2,78,0.15384615384615385,0.6153846153846154,0.23076923076923078,,,,0.34615384615384615,0.34615384615384615
observational_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger2_heavy,0,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,confounded,,,,0.0,0.0,logger2_heavy,0,78,0.14102564102564102,0.5384615384615384,0.32051282051282054,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.41025641025641024,0.41025641025641024
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger2_heavy,0,78,0.14102564102564102,0.5384615384615384,0.32051282051282054,,,,0.41025641025641024,0.41025641025641024
observational_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger2_heavy,1,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,confounded,,,,0.0,0.0,logger2_heavy,1,78,0.08974358974358974,0.6923076923076923,0.21794871794871795,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.2692307692307692,0.2692307692307692
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger2_heavy,1,78,0.08974358974358974,0.6923076923076923,0.21794871794871795,,,,0.2692307692307692,0.2692307692307692
observational_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger2_heavy,2,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,confounded,,,,0.0,0.0,logger2_heavy,2,78,0.15384615384615385,0.6153846153846154,0.23076923076923078,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.34615384615384615,0.34615384615384615
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger2_heavy,2,78,0.15384615384615385,0.6153846153846154,0.23076923076923078,,,,0.34615384615384615,0.34615384615384615
observational_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger1_heavy,0,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,independent_latents,,,,0.0,0.0,logger1_heavy,0,78,0.11538461538461539,0.5128205128205128,0.3717948717948718,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.46153846153846156,0.46153846153846156
neural_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger1_heavy,0,78,0.11538461538461539,0.5128205128205128,0.3717948717948718,,,,0.46153846153846156,0.46153846153846156
observational_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger1_heavy,1,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,independent_latents,,,,0.0,0.0,logger1_heavy,1,78,0.0641025641025641,0.6282051282051282,0.3076923076923077,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.3333333333333333,0.3333333333333333
neural_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger1_heavy,1,78,0.0641025641025641,0.6282051282051282,0.3076923076923077,,,,0.3333333333333333,0.3333333333333333
observational_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger1_heavy,2,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,independent_latents,,,,0.0,0.0,logger1_heavy,2,78,0.07692307692307693,0.5256410256410257,0.3974358974358974,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.44871794871794873,0.44871794871794873
neural_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger1_heavy,2,78,0.07692307692307693,0.5256410256410257,0.3974358974358974,,,,0.44871794871794873,0.44871794871794873
observational_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger12_balanced,0,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,independent_latents,,,,0.0,0.0,logger12_balanced,0,78,0.11538461538461539,0.5128205128205128,0.3717948717948718,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.46153846153846156,0.46153846153846156
neural_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger12_balanced,0,78,0.11538461538461539,0.5128205128205128,0.3717948717948718,,,,0.46153846153846156,0.46153846153846156
observational_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger12_balanced,1,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,independent_latents,,,,0.0,0.0,logger12_balanced,1,78,0.0641025641025641,0.6282051282051282,0.3076923076923077,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.3333333333333333,0.3333333333333333
neural_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger12_balanced,1,78,0.0641025641025641,0.6282051282051282,0.3076923076923077,,,,0.3333333333333333,0.3333333333333333
observational_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger12_balanced,2,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,independent_latents,,,,0.0,0.0,logger12_balanced,2,78,0.07692307692307693,0.5256410256410257,0.3974358974358974,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.44871794871794873,0.44871794871794873
neural_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger12_balanced,2,78,0.07692307692307693,0.5256410256410257,0.3974358974358974,,,,0.44871794871794873,0.44871794871794873
observational_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger2_heavy,0,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,independent_latents,,,,0.0,0.0,logger2_heavy,0,78,0.11538461538461539,0.5128205128205128,0.3717948717948718,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.46153846153846156,0.46153846153846156
neural_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger2_heavy,0,78,0.11538461538461539,0.5128205128205128,0.3717948717948718,,,,0.46153846153846156,0.46153846153846156
observational_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger2_heavy,1,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,independent_latents,,,,0.0,0.0,logger2_heavy,1,78,0.0641025641025641,0.6282051282051282,0.3076923076923077,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.3333333333333333,0.3333333333333333
neural_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger2_heavy,1,78,0.0641025641025641,0.6282051282051282,0.3076923076923077,,,,0.3333333333333333,0.3333333333333333
observational_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger2_heavy,2,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,independent_latents,,,,0.0,0.0,logger2_heavy,2,78,0.07692307692307693,0.5256410256410257,0.3974358974358974,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.44871794871794873,0.44871794871794873
neural_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0,logger2_heavy,2,78,0.07692307692307693,0.5256410256410257,0.3974358974358974,,,,0.44871794871794873,0.44871794871794873
observational_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger1_heavy,0,78,,,,0.0,0.0,1.0,0.9487179487179487,0.9487179487179487
neural_vs_observational,confounded,,,,0.0,0.05,logger1_heavy,0,78,0.0,0.02564102564102564,0.9743589743589743,0.0,0.0,1.0,0.02564102564102564,0.02564102564102564
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger1_heavy,0,78,0.0,0.02564102564102564,0.9743589743589743,,,,0.9230769230769231,0.9230769230769231
observational_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger1_heavy,1,78,,,,0.0,0.0,1.0,0.9487179487179487,0.9487179487179487
neural_vs_observational,confounded,,,,0.0,0.05,logger1_heavy,1,78,0.01282051282051282,0.038461538461538464,0.9487179487179487,0.0,0.0,1.0,0.05128205128205128,0.05128205128205128
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger1_heavy,1,78,0.01282051282051282,0.038461538461538464,0.9487179487179487,,,,0.9102564102564102,0.9102564102564102
observational_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger1_heavy,2,78,,,,0.0,0.0,1.0,0.9487179487179487,0.9487179487179487
neural_vs_observational,confounded,,,,0.0,0.05,logger1_heavy,2,78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger1_heavy,2,78,0.0,0.0,1.0,,,,0.9487179487179487,0.9487179487179487
observational_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger12_balanced,0,78,,,,0.0,0.0,1.0,0.9487179487179487,0.9487179487179487
neural_vs_observational,confounded,,,,0.0,0.05,logger12_balanced,0,78,0.0,0.038461538461538464,0.9615384615384616,0.0,0.0,1.0,0.038461538461538464,0.038461538461538464
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger12_balanced,0,78,0.0,0.038461538461538464,0.9615384615384616,,,,0.9102564102564102,0.9102564102564102
observational_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger12_balanced,1,78,,,,0.0,0.0,1.0,0.9487179487179487,0.9487179487179487
neural_vs_observational,confounded,,,,0.0,0.05,logger12_balanced,1,78,0.01282051282051282,0.01282051282051282,0.9743589743589743,0.0,0.0,1.0,0.02564102564102564,0.02564102564102564
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger12_balanced,1,78,0.01282051282051282,0.01282051282051282,0.9743589743589743,,,,0.9358974358974359,0.9358974358974359
observational_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger12_balanced,2,78,,,,0.0,0.0,1.0,0.9487179487179487,0.9487179487179487
neural_vs_observational,confounded,,,,0.0,0.05,logger12_balanced,2,78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger12_balanced,2,78,0.0,0.0,1.0,,,,0.9487179487179487,0.9487179487179487
observational_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger2_heavy,0,78,,,,0.0,0.0,1.0,0.9487179487179487,0.9487179487179487
neural_vs_observational,confounded,,,,0.0,0.05,logger2_heavy,0,78,0.01282051282051282,0.038461538461538464,0.9487179487179487,0.0,0.0,1.0,0.05128205128205128,0.05128205128205128
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger2_heavy,0,78,0.01282051282051282,0.038461538461538464,0.9487179487179487,,,,0.9102564102564102,0.9102564102564102
observational_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger2_heavy,1,78,,,,0.0,0.0,1.0,0.9487179487179487,0.9487179487179487
neural_vs_observational,confounded,,,,0.0,0.05,logger2_heavy,1,78,0.01282051282051282,0.02564102564102564,0.9615384615384616,0.0,0.0,1.0,0.038461538461538464,0.038461538461538464
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger2_heavy,1,78,0.01282051282051282,0.02564102564102564,0.9615384615384616,,,,0.9230769230769231,0.9230769230769231
observational_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger2_heavy,2,78,,,,0.0,0.0,1.0,0.9487179487179487,0.9487179487179487
neural_vs_observational,confounded,,,,0.0,0.05,logger2_heavy,2,78,0.05128205128205128,0.0,0.9487179487179487,0.0,0.0,1.0,0.05128205128205128,0.05128205128205128
neural_vs_do,confounded,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger2_heavy,2,78,0.05128205128205128,0.0,0.9487179487179487,,,,0.9487179487179487,0.9487179487179487
observational_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger1_heavy,0,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,independent_latents,,,,0.0,0.05,logger1_heavy,0,78,0.11538461538461539,0.5128205128205128,0.3717948717948718,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.46153846153846156,0.46153846153846156
neural_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger1_heavy,0,78,0.11538461538461539,0.5128205128205128,0.3717948717948718,,,,0.46153846153846156,0.46153846153846156
observational_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger1_heavy,1,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,independent_latents,,,,0.0,0.05,logger1_heavy,1,78,0.0641025641025641,0.6282051282051282,0.3076923076923077,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.3333333333333333,0.3333333333333333
neural_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger1_heavy,1,78,0.0641025641025641,0.6282051282051282,0.3076923076923077,,,,0.3333333333333333,0.3333333333333333
observational_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger1_heavy,2,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
neural_vs_observational,independent_latents,,,,0.0,0.05,logger1_heavy,2,78,0.07692307692307693,0.5256410256410257,0.3974358974358974,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.44871794871794873,0.44871794871794873
neural_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger1_heavy,2,78,0.07692307692307693,0.5256410256410257,0.3974358974358974,,,,0.44871794871794873,0.44871794871794873
observational_vs_do,independent_latents,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.05,logger12_balanced,0,78,,,,0.01282051282051282,0.9358974358974359,0.05128205128205128,0.0,0.0
