scope,subset,kappa,horizon,family,metric,mixture,n_anchors,mean,standard_deviation,median,p10,p25,p75,p90,maximum,ci95_low,ci95_high,bootstrap_unit,bootstrap_repetitions,bootstrap_seed,action,numerator_mean,denominator_mean,ratio_defined,valid_bootstrap_repetitions,positive_margin_count,reason
primary_common_horizon,all,0.3,1,decision_regret,decision_regret_worst,logger1_heavy,24,2.7318033025784208e-06,9.266038285485958e-06,0.0,0.0,0.0,0.0,0.0,3.4298527187059946e-05,0.0,6.899032269434833e-06,anchor_id,100,10101,,,,,,,
primary_common_horizon,all,0.3,1,top_action,top_action_fraction,logger1_heavy,24,0.875,0.3378319623460881,1.0,0.30000000000000027,1.0,1.0,1.0,1.0,0.75,0.9583333333333334,anchor_id,100,10200,minus,,,,,,
primary_common_horizon,all,0.3,1,top_action,top_action_fraction,logger1_heavy,24,0.125,0.3378319623460881,0.0,0.0,0.0,0.0,0.6999999999999993,1.0,0.0,0.27187499999999964,anchor_id,100,10201,base,,,,,,
primary_common_horizon,all,0.3,1,top_action,top_action_fraction,logger1_heavy,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,100,10202,plus,,,,,,
primary_common_horizon,all,0.3,1,decision_regret,decision_regret_best,logger12_balanced,24,2.7318033025784208e-06,9.266038285485958e-06,0.0,0.0,0.0,0.0,0.0,3.4298527187059946e-05,0.0,6.340294183717007e-06,anchor_id,100,10110,,,,,,,
primary_common_horizon,all,0.3,1,decision_regret,decision_regret_worst,logger12_balanced,24,2.7318033025784208e-06,9.266038285485958e-06,0.0,0.0,0.0,0.0,0.0,3.4298527187059946e-05,0.0,6.892711904617673e-06,anchor_id,100,10111,,,,,,,
primary_common_horizon,all,0.3,1,top_action,top_action_fraction,logger12_balanced,24,0.875,0.3378319623460881,1.0,0.30000000000000027,1.0,1.0,1.0,1.0,0.7083333333333334,0.980208333333333,anchor_id,100,10210,minus,,,,,,
primary_common_horizon,all,0.3,1,top_action,top_action_fraction,logger12_balanced,24,0.125,0.3378319623460881,0.0,0.0,0.0,0.0,0.6999999999999993,1.0,0.0,0.25,anchor_id,100,10211,base,,,,,,
primary_common_horizon,all,0.3,1,top_action,top_action_fraction,logger12_balanced,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,100,10212,plus,,,,,,
primary_common_horizon,all,0.3,1,decision_regret,decision_regret_best,logger2_heavy,24,2.7318033025784208e-06,9.266038285485958e-06,0.0,0.0,0.0,0.0,0.0,3.4298527187059946e-05,0.0,5.529970435737042e-06,anchor_id,100,10120,,,,,,,
primary_common_horizon,all,0.3,1,decision_regret,decision_regret_worst,logger2_heavy,24,2.7318033025784208e-06,9.266038285485958e-06,0.0,0.0,0.0,0.0,0.0,3.4298527187059946e-05,0.0,6.832668438854632e-06,anchor_id,100,10121,,,,,,,
primary_common_horizon,all,0.3,1,top_action,top_action_fraction,logger2_heavy,24,0.875,0.3378319623460881,1.0,0.30000000000000027,1.0,1.0,1.0,1.0,0.7083333333333334,1.0,anchor_id,100,10220,minus,,,,,,
