scope,subset,kappa,horizon,family,metric,mixture,n_anchors,mean,standard_deviation,median,p10,p25,p75,p90,maximum,ci95_low,ci95_high,bootstrap_unit,bootstrap_repetitions,bootstrap_seed,action,numerator_mean,denominator_mean,ratio_defined,valid_bootstrap_repetitions,positive_margin_count,reason
secondary_per_horizon,all,0.0,1,decision_regret,decision_regret_worst,logger2_heavy,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,100121,,,,,,,
secondary_per_horizon,all,0.0,1,top_action,top_action_fraction,logger2_heavy,2048,0.91162109375,0.28391448409481096,1.0,1.0,1.0,1.0,1.0,1.0,0.8994140625,0.9248046875,anchor_id,2000,100220,minus,,,,,,
secondary_per_horizon,all,0.0,1,top_action,top_action_fraction,logger2_heavy,2048,0.00537109375,0.07310851451341079,0.0,0.0,0.0,0.0,0.0,1.0,0.00244140625,0.0087890625,anchor_id,2000,100221,base,,,,,,
secondary_per_horizon,all,0.0,1,top_action,top_action_fraction,logger2_heavy,2048,0.0830078125,0.27596141120871737,0.0,0.0,0.0,0.0,0.0,1.0,0.07080078125,0.09521484375,anchor_id,2000,100222,plus,,,,,,
secondary_per_horizon,all,0.0,1,top_action,top_action_fraction,do,2048,0.91162109375,0.28391448409481096,1.0,1.0,1.0,1.0,1.0,1.0,0.8994140625,0.923828125,anchor_id,2000,100300,minus,,,,,,
secondary_per_horizon,all,0.0,1,top_action,top_action_fraction,do,2048,0.00537109375,0.07310851451341079,0.0,0.0,0.0,0.0,0.0,1.0,0.00244140625,0.0087890625,anchor_id,2000,100301,base,,,,,,
secondary_per_horizon,all,0.0,1,top_action,top_action_fraction,do,2048,0.0830078125,0.27596141120871737,0.0,0.0,0.0,0.0,0.0,1.0,0.07080078125,0.095703125,anchor_id,2000,100302,plus,,,,,,
secondary_per_horizon,all,0.0,1,decision_scale,balanced_error_over_action_range,logger12_balanced,2048,2.5754687122346734e-14,,,,,,,,2.430523153679927e-14,2.722195427691864e-14,anchor_id,2000,100400,,2.0285422647203788e-16,0.007876400342523519,True,2000,,
secondary_per_horizon,all,0.0,1,decision_scale,balanced_error_over_top_second_margin,logger12_balanced,2048,5.247480118938829e-14,,,,,,,,4.9724695176906314e-14,5.537967832237907e-14,anchor_id,2000,100401,,2.0285422647203788e-16,0.003865745498299478,True,2000,2048,
primary_common_horizon,all,0.0,5,long_horizon,absolute_initial_u_return_effect,none,1994,5.330258319497575e-17,5.76400451283153e-16,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-14,3.058588339321729e-17,8.270066529136905e-17,anchor_id,2000,1000,,,,,,,
primary_common_horizon,all,0.0,5,long_horizon,balanced_do_error,logger12_balanced,1994,3.101646136331597e-16,4.580428157561102e-16,0.0,0.0,0.0,5.921189464667501e-16,1.1842378929335002e-15,7.105427357601002e-15,2.9026894191135813e-16,3.309548482066318e-16,anchor_id,2000,1001,,,,,,,
primary_common_horizon,all,0.0,5,long_horizon,heavy_mixture_drift,none,1994,2.0845912759260712e-16,3.702741628766041e-16,0.0,0.0,0.0,5.921189464667501e-16,5.921189464667501e-16,2.3684757858670005e-15,1.9212685976127748e-16,2.243459699376277e-16,anchor_id,2000,1002,,,,,,,
primary_common_horizon,all,0.0,5,long_horizon,do_action_range,none,1994,0.040458863163245866,0.036408645680303296,0.03134517064297526,0.009600426278669262,0.018429149505267972,0.05026907515191947,0.08135097775855389,0.32239325743839586,0.03893466685870442,0.04204469130464313,anchor_id,2000,1003,,,,,,,
primary_common_horizon,all,0.0,5,long_horizon,do_top_second_margin,none,1994,0.020211021022382102,0.01961377389880019,0.015163278496705956,0.0035837980442092743,0.008805315293060278,0.025168255425493502,0.04123928611575476,0.1932037529796311,0.019369143985106183,0.021064138732856192,anchor_id,2000,1004,,,,,,,
