setting,lambda_reward,condition,seed,method,calibration_budget,do_mae,top_set_disagreement,mean_regret,selected_rank,calibration_replicates
M2_diverse,0.01,confounded,2,MSCSC_source_shuffle,16,0.038948429477822885,0.36103896103896105,0.0010844088708942593,0.0,5
M2_diverse,0.01,confounded,2,MSCSC_source_shuffle,64,0.031730663979600685,0.35324675324675325,0.0011772764300650648,0.2,5
M2_diverse,0.01,confounded,2,pooled_rank0,0,0.030503927153919353,0.6233766233766234,0.0028976711682604126,0.0,5
M2_diverse,0.01,confounded,2,pooled_rank0,16,0.04023604824630668,0.37922077922077924,0.0011329744318978997,0.0,5
M2_diverse,0.01,confounded,2,pooled_rank0,64,0.031635553441222694,0.36363636363636365,0.0013306192818729465,0.0,5
M2_diverse,0.05,confounded,0,MSCSC_correct_source,0,0.030172169246791253,0.922077922077922,0.005524038539298913,0.0,5
M2_diverse,0.05,confounded,0,MSCSC_correct_source,16,0.037073603961330234,0.5922077922077922,0.0021958070058862946,0.2,5
M2_diverse,0.05,confounded,0,MSCSC_correct_source,64,0.03331499514634031,0.33766233766233766,0.0011157313647095987,0.0,5
M2_diverse,0.05,confounded,0,MSCSC_source_shuffle,0,0.030081384894885793,0.8961038961038961,0.005343957710496702,0.0,5
M2_diverse,0.05,confounded,0,MSCSC_source_shuffle,16,0.036012772200384076,0.5922077922077922,0.0020310809009020684,0.0,5
M2_diverse,0.05,confounded,0,MSCSC_source_shuffle,64,0.03356338246310719,0.33506493506493507,0.001087044345121068,0.0,5
M2_diverse,0.05,confounded,0,pooled_rank0,0,0.03060265205917827,0.922077922077922,0.005555312041638156,0.0,5
M2_diverse,0.05,confounded,0,pooled_rank0,16,0.03732472707263623,0.5714285714285714,0.001990193646147502,0.0,5
M2_diverse,0.05,confounded,0,pooled_rank0,64,0.03429984921105739,0.33766233766233766,0.0012067601200138477,0.0,5
M2_diverse,0.05,confounded,1,MSCSC_correct_source,0,0.03684241834944909,0.8961038961038961,0.00556541784595753,0.0,5
M2_diverse,0.05,confounded,1,MSCSC_correct_source,16,0.04659698573422245,0.7038961038961039,0.0035373820527138757,0.2,5
M2_diverse,0.05,confounded,1,MSCSC_correct_source,64,0.03973632124390971,0.561038961038961,0.0018780333062231266,0.0,5
M2_diverse,0.05,confounded,1,MSCSC_source_shuffle,0,0.03655811349379077,0.8961038961038961,0.00556541784595753,0.0,5
M2_diverse,0.05,confounded,1,MSCSC_source_shuffle,16,0.04187948591630416,0.7558441558441558,0.0034373366427911506,0.0,5
M2_diverse,0.05,confounded,1,MSCSC_source_shuffle,64,0.03994156365733565,0.561038961038961,0.001832351891413763,0.0,5
M2_diverse,0.05,confounded,1,pooled_rank0,0,0.03531991093646746,0.909090909090909,0.0056027610138583255,0.0,5
M2_diverse,0.05,confounded,1,pooled_rank0,16,0.04021612045166905,0.7766233766233765,0.0034241445897547204,0.0,5
