setting,lambda_reward,condition,seed,method,calibration_budget,do_mae,top_set_disagreement,mean_regret,selected_rank,calibration_replicates
M5_redundant,0.0,confounded,2,pooled_rank0,16,0.03929890322369379,0.34025974025974026,0.0009969174875211575,0.0,5
M5_redundant,0.0,confounded,2,pooled_rank0,64,0.030569788335159755,0.3246753246753247,0.0011162683692915118,0.0,5
M5_redundant,0.01,confounded,0,MSCSC_correct_source,0,0.0262928669651324,0.6103896103896104,0.002936225581289582,0.0,5
M5_redundant,0.01,confounded,0,MSCSC_correct_source,16,0.03465138474439045,0.6337662337662338,0.0020557589883705802,0.4,5
M5_redundant,0.01,confounded,0,MSCSC_correct_source,64,0.030672108510531527,0.37402597402597404,0.0014042793077099984,0.2,5
M5_redundant,0.01,confounded,0,MSCSC_source_shuffle,0,0.026518777845142956,0.6103896103896104,0.002948896184287579,0.0,5
M5_redundant,0.01,confounded,0,MSCSC_source_shuffle,16,0.0364128160830896,0.5168831168831168,0.0016129620882877932,0.6,5
M5_redundant,0.01,confounded,0,MSCSC_source_shuffle,64,0.03069173659206126,0.3168831168831169,0.001195572859799523,0.0,5
M5_redundant,0.01,confounded,0,pooled_rank0,0,0.026219763162441435,0.5714285714285714,0.0029277022860471485,0.0,5
M5_redundant,0.01,confounded,0,pooled_rank0,16,0.031072502489377467,0.4701298701298701,0.0014847299061124459,0.0,5
M5_redundant,0.01,confounded,0,pooled_rank0,64,0.029364854486739655,0.3116883116883117,0.0013271640296629978,0.0,5
M5_redundant,0.01,confounded,1,MSCSC_correct_source,0,0.027185085702060862,0.7012987012987013,0.003626315849839276,0.0,5
M5_redundant,0.01,confounded,1,MSCSC_correct_source,16,0.03091707665901624,0.7610389610389611,0.0035332330482511914,0.0,5
M5_redundant,0.01,confounded,1,MSCSC_correct_source,64,0.03035191055725418,0.683116883116883,0.002633375140247481,0.4,5
M5_redundant,0.01,confounded,1,MSCSC_source_shuffle,0,0.027328694134570786,0.6883116883116883,0.003644189824830467,0.0,5
M5_redundant,0.01,confounded,1,MSCSC_source_shuffle,16,0.03144606358111083,0.6883116883116883,0.0034895149832075084,0.0,5
M5_redundant,0.01,confounded,1,MSCSC_source_shuffle,64,0.03435365004827329,0.7064935064935065,0.002934369965938932,0.4,5
M5_redundant,0.01,confounded,1,pooled_rank0,0,0.026743317752101932,0.7012987012987013,0.003855368764626139,0.0,5
M5_redundant,0.01,confounded,1,pooled_rank0,16,0.031137330231981064,0.7376623376623377,0.003641507934883491,0.0,5
M5_redundant,0.01,confounded,1,pooled_rank0,64,0.029623756072633695,0.7298701298701298,0.002687887114734791,0.0,5
M5_redundant,0.01,confounded,2,MSCSC_correct_source,0,0.02904531127098132,0.5454545454545454,0.0027709007459139974,0.0,5
M5_redundant,0.01,confounded,2,MSCSC_correct_source,16,0.04053347514377151,0.4207792207792208,0.0013305492329648391,0.2,5
M5_redundant,0.01,confounded,2,MSCSC_correct_source,64,0.030729315955524694,0.412987012987013,0.0015581698224264174,0.4,5
M5_redundant,0.01,confounded,2,MSCSC_source_shuffle,0,0.028834611283847195,0.5584415584415584,0.002673455724156026,0.0,5
M5_redundant,0.01,confounded,2,MSCSC_source_shuffle,16,0.03984471480711955,0.2597402597402597,0.0008799755341888992,0.4,5
M5_redundant,0.01,confounded,2,MSCSC_source_shuffle,64,0.030596512610029835,0.4051948051948052,0.0014428691968189893,0.4,5
M5_redundant,0.01,confounded,2,pooled_rank0,0,0.029432066229569787,0.5974025974025974,0.0028654478241515297,0.0,5
M5_redundant,0.01,confounded,2,pooled_rank0,16,0.03816430644720144,0.37662337662337664,0.00113385210238551,0.0,5
M5_redundant,0.01,confounded,2,pooled_rank0,64,0.029738624457017648,0.3142857142857143,0.0010049538741121907,0.0,5
M5_redundant,0.05,confounded,0,MSCSC_correct_source,0,0.030606686748598337,0.909090909090909,0.005611156392899065,0.0,5
M5_redundant,0.05,confounded,0,MSCSC_correct_source,16,0.04610248456271089,0.6285714285714287,0.002214791351652757,0.6,5
M5_redundant,0.05,confounded,0,MSCSC_correct_source,64,0.03231696072388849,0.33506493506493507,0.0011585858315552068,0.0,5
M5_redundant,0.05,confounded,0,MSCSC_source_shuffle,0,0.03111856939716459,0.909090909090909,0.0054956981622239455,0.0,5
M5_redundant,0.05,confounded,0,MSCSC_source_shuffle,16,0.035228051378410154,0.5974025974025974,0.002194177498441553,0.0,5
M5_redundant,0.05,confounded,0,MSCSC_source_shuffle,64,0.03151918935430418,0.33506493506493507,0.0011202914790434469,0.0,5
M5_redundant,0.05,confounded,0,pooled_rank0,0,0.029485194042015727,0.909090909090909,0.005557374694323905,0.0,5
M5_redundant,0.05,confounded,0,pooled_rank0,16,0.035764638227310235,0.5922077922077922,0.0019906823288133894,0.0,5
M5_redundant,0.05,confounded,0,pooled_rank0,64,0.030945615893295097,0.37662337662337664,0.0012501542271054563,0.0,5
M5_redundant,0.05,confounded,1,MSCSC_correct_source,0,0.035469636525515456,0.8961038961038961,0.005460543436690358,0.0,5
M5_redundant,0.05,confounded,1,MSCSC_correct_source,16,0.042615830008043885,0.7428571428571429,0.0033509531517530444,0.2,5
M5_redundant,0.05,confounded,1,MSCSC_correct_source,64,0.040511190807378264,0.6207792207792208,0.001998216313569361,0.2,5
M5_redundant,0.05,confounded,1,MSCSC_source_shuffle,0,0.036804988809732604,0.922077922077922,0.00573994627155006,0.0,5
M5_redundant,0.05,confounded,1,MSCSC_source_shuffle,16,0.04778228960471249,0.8389610389610389,0.0038207861356419994,0.4,5
M5_redundant,0.05,confounded,1,MSCSC_source_shuffle,64,0.039135769046252766,0.6155844155844157,0.002133806677042427,0.0,5
M5_redundant,0.05,confounded,1,pooled_rank0,0,0.0362767964411985,0.8961038961038961,0.005486004837857351,0.0,5
M5_redundant,0.05,confounded,1,pooled_rank0,16,0.04090576629189323,0.7662337662337662,0.003413817861148742,0.0,5
M5_redundant,0.05,confounded,1,pooled_rank0,64,0.03908325598838276,0.638961038961039,0.0020763098856771724,0.0,5
M5_redundant,0.05,confounded,2,MSCSC_correct_source,0,0.03359665269556254,0.922077922077922,0.00562332855803597,0.0,5
M5_redundant,0.05,confounded,2,MSCSC_correct_source,16,0.04036984646250081,0.4545454545454545,0.0014710851582484118,0.0,5
M5_redundant,0.05,confounded,2,MSCSC_correct_source,64,0.032404265515058615,0.34285714285714286,0.001101997842251482,0.0,5
M5_redundant,0.05,confounded,2,MSCSC_source_shuffle,0,0.03351995714631141,0.935064935064935,0.005698482596476361,0.0,5
M5_redundant,0.05,confounded,2,MSCSC_source_shuffle,16,0.04024945346751947,0.43896103896103894,0.0014185694033072315,0.0,5
M5_redundant,0.05,confounded,2,MSCSC_source_shuffle,64,0.03231050842482101,0.35584415584415585,0.0011421941034524424,0.0,5
M5_redundant,0.05,confounded,2,pooled_rank0,0,0.035647494627057956,0.9480519480519479,0.00569548750350587,0.0,5
M5_redundant,0.05,confounded,2,pooled_rank0,16,0.04222192451573118,0.4519480519480519,0.0014816331358063028,0.0,5
M5_redundant,0.05,confounded,2,pooled_rank0,64,0.0332774072025571,0.2155844155844156,0.0008303476953668962,0.0,5
