setting,source_count,lambda_reward,condition,seed,method,calibration_budget,calibration_replicate,selected_rank,do_mae,do_rmse,signed_bias,top_set_disagreement,strict_flip,mean_regret,worst_tie_mean_regret,conditional_mean_regret,p90_regret,max_regret,top_1pct_regret_contribution
M2_diverse,2,0.0,confounded,2,pooled_rank0,16,4,0,0.06083408897176023,0.0799834366430372,-0.04382164549248405,0.987012987012987,0.987012987012987,0.0030112639244249213,0.0030112639244249213,0.0030508858181673543,0.006269755787305798,0.0072405946980955704,0.031227318407775474
M2_diverse,2,0.0,confounded,2,pooled_rank0,64,4,0,0.03504303093820739,0.053121378416583556,-0.0051998862154264075,0.987012987012987,0.987012987012987,0.0030112639244249213,0.0030112639244249213,0.0030508858181673543,0.006269755787305798,0.0072405946980955704,0.031227318407775474
M2_diverse,2,0.0,confounded,2,MSCSC_correct_source,16,0,0,0.0386446822889876,0.05616330282265463,0.015277122457937243,0.06493506493506493,0.06493506493506493,0.0002157842816600642,0.0002157842816600642,0.003323077937564989,0.0,0.011505416024836235,0.6924553826905978
M2_diverse,2,0.0,confounded,2,MSCSC_correct_source,64,0,1,0.03395828007587582,0.05573708424707679,-0.002058413027714286,0.4025974025974026,0.4025974025974026,0.0023807944075967895,0.0023807944075967895,0.005913586109192025,0.01141408847783092,0.014169029059608373,0.07729074120106165
M2_diverse,2,0.0,confounded,2,MSCSC_correct_source,16,1,0,0.03122045275905388,0.05061487810009695,-0.005045377876908359,0.06493506493506493,0.06493506493506493,0.0002157842816600642,0.0002157842816600642,0.003323077937564989,0.0,0.011505416024836235,0.6924553826905978
M2_diverse,2,0.0,confounded,2,MSCSC_correct_source,64,1,1,0.03326511678929255,0.05274775618687468,-0.005794095835343108,0.33766233766233766,0.33766233766233766,0.0010797736714576727,0.0010797736714576727,0.003197791257778492,0.0039668759860303415,0.011505416024836235,0.13838176581377484
M2_diverse,2,0.0,confounded,2,MSCSC_correct_source,16,2,1,0.04550167520495497,0.06352185994731863,0.0006061903544472392,0.4935064935064935,0.4935064935064935,0.0017629095380907662,0.0017629095380907662,0.0035722114324470786,0.006194578235403725,0.011505416024836235,0.08475817057372025
M2_diverse,2,0.0,confounded,2,MSCSC_correct_source,64,2,0,0.0294407524209551,0.04936772583273058,-0.002337190637741764,0.2857142857142857,0.2857142857142857,0.0012428894908897922,0.0012428894908897922,0.004350113218114273,0.004772227820827804,0.012854773216770976,0.13432015310693016
M2_diverse,2,0.0,confounded,2,MSCSC_correct_source,16,3,1,0.07302105347820013,0.10223527765826244,-0.03364980243199768,0.2727272727272727,0.2727272727272727,0.0010878757313293485,0.0010878757313293485,0.003988877681540944,0.005114148108430161,0.011505416024836235,0.1373511542103692
M2_diverse,2,0.0,confounded,2,MSCSC_correct_source,64,3,1,0.03345749055120247,0.05620834123796738,-0.007788610233161755,0.3116883116883117,0.3116883116883117,0.0011924943163089026,0.0011924943163089026,0.0038259192648243956,0.004772227820827804,0.011505416024836235,0.12530121552112258
M2_diverse,2,0.0,confounded,2,MSCSC_correct_source,16,4,0,0.0583671615023044,0.07743461618048966,-0.04167668720074898,0.987012987012987,0.987012987012987,0.0030112639244249213,0.0030112639244249213,0.0030508858181673543,0.006269755787305798,0.0072405946980955704,0.031227318407775474
M2_diverse,2,0.0,confounded,2,MSCSC_correct_source,64,4,0,0.03404404283578868,0.05238131701450033,-0.004680282251544311,0.987012987012987,0.987012987012987,0.0030112639244249213,0.0030112639244249213,0.0030508858181673543,0.006269755787305798,0.0072405946980955704,0.031227318407775474
M2_diverse,2,0.0,confounded,2,MSCSC_source_shuffle,16,0,0,0.038805765340540345,0.05607260804971617,0.016714690331200013,0.06493506493506493,0.06493506493506493,0.0002157842816600642,0.0002157842816600642,0.003323077937564989,0.0,0.011505416024836235,0.6924553826905978
M2_diverse,2,0.0,confounded,2,MSCSC_source_shuffle,64,0,0,0.032335119426372336,0.051004713118354084,-0.0035200477376353375,0.07792207792207792,0.07792207792207792,0.00024130411100929184,0.00024130411100929184,0.003096736091285912,0.0,0.011505416024836235,0.6192227173857879
M2_diverse,2,0.0,confounded,2,MSCSC_source_shuffle,16,1,0,0.03100336365593534,0.05030549414248706,-0.004255413144582835,0.06493506493506493,0.06493506493506493,0.0002157842816600642,0.0002157842816600642,0.003323077937564989,0.0,0.011505416024836235,0.6924553826905978
M2_diverse,2,0.0,confounded,2,MSCSC_source_shuffle,64,1,1,0.03454755624049402,0.05417114404893693,-0.005651748653980243,0.3246753246753247,0.3246753246753247,0.0010620664236204208,0.0010620664236204208,0.003271164584750896,0.004289921318413378,0.006617142163728662,0.08091481785509201
