kappa,lambda_reward,condition,mixture,seed,method,split,scope,observational_nll,mae,rmse,signed_bias,logger_id
0.0,0.0,confounded,logger1_heavy,1,no_behavior,validation,mixture,-2.2700610987644385,0.01094213998523077,0.019166278841966134,0.0026713322442321694,
0.0,0.0,confounded,logger1_heavy,1,no_behavior,test,mixture,-2.3188683739689475,0.01036336447993375,0.015592167823807417,0.003906622310050126,
0.0,0.0,confounded,logger1_heavy,1,no_behavior,test,source,,0.01038380245206015,0.01562895263106131,0.003909002529319606,0
0.0,0.0,confounded,logger1_heavy,1,no_behavior,test,source,,0.01038380245206014,0.01562895263106132,0.0039090025293196055,1
0.0,0.0,confounded,logger1_heavy,1,no_behavior,test,source,,0.010179422730796184,0.015257114122996034,0.003885200336624652,2
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,validation,mixture,-2.277498570940127,0.010726591296937874,0.018696506827578774,-0.0021297349148841167,
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,test,mixture,-2.3140420191056332,0.0104044266933672,0.016028261929860843,-0.0017524761464581824,
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,test,source,,0.010374640287201637,0.016043181579115016,-0.001672834776753961,0
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,test,source,,0.01085715533674301,0.016201192474827222,-0.0019952503778918125,1
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,test,source,,0.010983458348039056,0.016525002504947223,-0.002146832872658289,2
0.0,0.0,confounded,logger1_heavy,2,pooled_mlp,validation,mixture,-2.3036094558572495,0.009831358685434286,0.016788607130171673,-0.0020795195107615734,
0.0,0.0,confounded,logger1_heavy,2,pooled_mlp,test,mixture,-2.308324063863968,0.010916521111585515,0.016427292064046337,-0.000961776188267434,
0.0,0.0,confounded,logger1_heavy,2,pooled_mlp,test,source,,0.010919343079729605,0.016415944978372458,-0.0009620277393713126,0
0.0,0.0,confounded,logger1_heavy,2,pooled_mlp,test,source,,0.01091934307972962,0.016415944978372482,-0.0009620277393713201,1
0.0,0.0,confounded,logger1_heavy,2,pooled_mlp,test,source,,0.010891123398288908,0.016529065302618523,-0.0009595122283325098,2
0.0,0.0,confounded,logger1_heavy,2,source_balanced_pooled_mlp,validation,mixture,-2.303635496866514,0.009879444020570295,0.017264212461679147,0.0017906156361631041,
0.0,0.0,confounded,logger1_heavy,2,source_balanced_pooled_mlp,test,mixture,-2.316723448405664,0.010884371473436513,0.016287702593928834,0.0026475663828145974,
0.0,0.0,confounded,logger1_heavy,2,source_balanced_pooled_mlp,test,source,,0.010894436140910799,0.016285204218786906,0.0026356061386136197,0
0.0,0.0,confounded,logger1_heavy,2,source_balanced_pooled_mlp,test,source,,0.010894436140910768,0.016285204218786903,0.0026356061386135755,1
0.0,0.0,confounded,logger1_heavy,2,source_balanced_pooled_mlp,test,source,,0.010793789466167937,0.01631017074878127,0.002755208580623278,2
0.0,0.0,confounded,logger1_heavy,2,source_conditioned_decoder,validation,mixture,-2.226390655318379,0.011986567085845484,0.01934599445881487,0.0003700667371014919,
0.0,0.0,confounded,logger1_heavy,2,source_conditioned_decoder,test,mixture,-2.254156265323836,0.011671015060615391,0.017190141765376664,0.00028137834055286546,
0.0,0.0,confounded,logger1_heavy,2,source_conditioned_decoder,test,source,,0.011682342650629328,0.017211433128403453,0.00023505699443065892,0
0.0,0.0,confounded,logger1_heavy,2,source_conditioned_decoder,test,source,,0.012459180658410672,0.017602366660491805,0.0005326207979176579,1
