kappa,lambda_reward,condition,seed,method,left_mixture,right_mixture,prediction_mae
0.0,0.005,confounded,1,source_balanced_pooled_mlp,logger1_heavy,logger2_heavy,0.0
0.0,0.005,confounded,1,source_balanced_pooled_mlp,logger12_balanced,logger2_heavy,0.0
0.0,0.005,confounded,1,source_conditioned_decoder,logger1_heavy,logger12_balanced,0.008199273990731606
0.0,0.005,confounded,1,source_conditioned_decoder,logger1_heavy,logger2_heavy,0.00976846099171807
0.0,0.005,confounded,1,source_conditioned_decoder,logger12_balanced,logger2_heavy,0.007377918578115808
0.0,0.005,confounded,1,per_source_models,logger1_heavy,logger12_balanced,0.007777536917732313
0.0,0.005,confounded,1,per_source_models,logger1_heavy,logger2_heavy,0.008538521791250907
0.0,0.005,confounded,1,per_source_models,logger12_balanced,logger2_heavy,0.004865926226383603
0.0,0.005,confounded,1,mechanism_separated,logger1_heavy,logger12_balanced,0.005637870299732156
0.0,0.005,confounded,1,mechanism_separated,logger1_heavy,logger2_heavy,0.007079828263775042
0.0,0.005,confounded,1,mechanism_separated,logger12_balanced,logger2_heavy,0.006992880214548643
0.0,0.005,confounded,1,oracle_u_aware,logger1_heavy,logger12_balanced,0.007305378298416384
0.0,0.005,confounded,1,oracle_u_aware,logger1_heavy,logger2_heavy,0.00633136173601877
0.0,0.005,confounded,1,oracle_u_aware,logger12_balanced,logger2_heavy,0.006929760511061242
0.0,0.005,confounded,1,source_shuffle,logger1_heavy,logger12_balanced,0.006687093794549182
0.0,0.005,confounded,1,source_shuffle,logger1_heavy,logger2_heavy,0.008805324467382684
0.0,0.005,confounded,1,source_shuffle,logger12_balanced,logger2_heavy,0.007585562532811729
0.0,0.005,confounded,1,no_behavior,logger1_heavy,logger12_balanced,0.0071838705606220715
0.0,0.005,confounded,1,no_behavior,logger1_heavy,logger2_heavy,0.011549175546135673
0.0,0.005,confounded,1,no_behavior,logger12_balanced,logger2_heavy,0.010623953974186074
0.0,0.005,confounded,1,source_dependent_reward,logger1_heavy,logger12_balanced,0.007702915946807817
0.0,0.005,confounded,1,source_dependent_reward,logger1_heavy,logger2_heavy,0.007394892393003138
0.0,0.005,confounded,1,source_dependent_reward,logger12_balanced,logger2_heavy,0.007949149742325549
0.0,0.005,confounded,2,pooled_mlp,logger1_heavy,logger12_balanced,0.007472835456343825
0.0,0.005,confounded,2,pooled_mlp,logger1_heavy,logger2_heavy,0.008404866052410582
0.0,0.005,confounded,2,pooled_mlp,logger12_balanced,logger2_heavy,0.00928532472260704
0.0,0.005,confounded,2,source_balanced_pooled_mlp,logger1_heavy,logger12_balanced,0.0
0.0,0.005,confounded,2,source_balanced_pooled_mlp,logger1_heavy,logger2_heavy,0.0
0.0,0.005,confounded,2,source_balanced_pooled_mlp,logger12_balanced,logger2_heavy,0.0
0.0,0.005,confounded,2,source_conditioned_decoder,logger1_heavy,logger12_balanced,0.010287318002702788
0.0,0.005,confounded,2,source_conditioned_decoder,logger1_heavy,logger2_heavy,0.008956419200123173
0.0,0.005,confounded,2,source_conditioned_decoder,logger12_balanced,logger2_heavy,0.009836956982633977
0.0,0.005,confounded,2,per_source_models,logger1_heavy,logger12_balanced,0.007269930167386889
0.0,0.005,confounded,2,per_source_models,logger1_heavy,logger2_heavy,0.007831535557874638
0.0,0.005,confounded,2,per_source_models,logger12_balanced,logger2_heavy,0.005546153246242799
0.0,0.005,confounded,2,mechanism_separated,logger1_heavy,logger12_balanced,0.01164403005311662
0.0,0.005,confounded,2,mechanism_separated,logger1_heavy,logger2_heavy,0.010637594802932788
0.0,0.005,confounded,2,mechanism_separated,logger12_balanced,logger2_heavy,0.009189031985770743
0.0,0.005,confounded,2,oracle_u_aware,logger1_heavy,logger12_balanced,0.007284181014055935
0.0,0.005,confounded,2,oracle_u_aware,logger1_heavy,logger2_heavy,0.0070879930207650346
0.0,0.005,confounded,2,oracle_u_aware,logger12_balanced,logger2_heavy,0.008615308800250677
0.0,0.005,confounded,2,source_shuffle,logger1_heavy,logger12_balanced,0.007180362565231503
0.0,0.005,confounded,2,source_shuffle,logger1_heavy,logger2_heavy,0.010033088033537401
0.0,0.005,confounded,2,source_shuffle,logger12_balanced,logger2_heavy,0.0080061829932691
0.0,0.005,confounded,2,no_behavior,logger1_heavy,logger12_balanced,0.006825879300564772
0.0,0.005,confounded,2,no_behavior,logger1_heavy,logger2_heavy,0.005777407097740854
0.0,0.005,confounded,2,no_behavior,logger12_balanced,logger2_heavy,0.006995038835578809
0.0,0.005,confounded,2,source_dependent_reward,logger1_heavy,logger12_balanced,0.010257255119417993
0.0,0.005,confounded,2,source_dependent_reward,logger1_heavy,logger2_heavy,0.008271205617579342
0.0,0.005,confounded,2,source_dependent_reward,logger12_balanced,logger2_heavy,0.010489205251716267
0.0,0.005,confounded,3,pooled_mlp,logger1_heavy,logger12_balanced,0.007100499259390758
0.0,0.005,confounded,3,pooled_mlp,logger1_heavy,logger2_heavy,0.010260684449268158
0.0,0.005,confounded,3,pooled_mlp,logger12_balanced,logger2_heavy,0.0077227578335446806
0.0,0.005,confounded,3,source_balanced_pooled_mlp,logger1_heavy,logger12_balanced,0.0
0.0,0.005,confounded,3,source_balanced_pooled_mlp,logger1_heavy,logger2_heavy,0.0
0.0,0.005,confounded,3,source_balanced_pooled_mlp,logger12_balanced,logger2_heavy,0.0
0.0,0.005,confounded,3,source_conditioned_decoder,logger1_heavy,logger12_balanced,0.005834025753181403
0.0,0.005,confounded,3,source_conditioned_decoder,logger1_heavy,logger2_heavy,0.010117139297633582
0.0,0.005,confounded,3,source_conditioned_decoder,logger12_balanced,logger2_heavy,0.007935306374155198
0.0,0.005,confounded,3,per_source_models,logger1_heavy,logger12_balanced,0.0046949734940009945
0.0,0.005,confounded,3,per_source_models,logger1_heavy,logger2_heavy,0.005799218673745936
0.0,0.005,confounded,3,per_source_models,logger12_balanced,logger2_heavy,0.004646463274075218
0.0,0.005,confounded,3,mechanism_separated,logger1_heavy,logger12_balanced,0.007953761831035707
0.0,0.005,confounded,3,mechanism_separated,logger1_heavy,logger2_heavy,0.006731336681352844
0.0,0.005,confounded,3,mechanism_separated,logger12_balanced,logger2_heavy,0.0075169661658204216
0.0,0.005,confounded,3,oracle_u_aware,logger1_heavy,logger12_balanced,0.0052295500613769134
0.0,0.005,confounded,3,oracle_u_aware,logger1_heavy,logger2_heavy,0.007310129913726216
0.0,0.005,confounded,3,oracle_u_aware,logger12_balanced,logger2_heavy,0.006471489796907724
0.0,0.005,confounded,3,source_shuffle,logger1_heavy,logger12_balanced,0.007738753223130892
0.0,0.005,confounded,3,source_shuffle,logger1_heavy,logger2_heavy,0.009502008404436579
0.0,0.005,confounded,3,source_shuffle,logger12_balanced,logger2_heavy,0.007419745891207196
0.0,0.005,confounded,3,no_behavior,logger1_heavy,logger12_balanced,0.005641148934685619
0.0,0.005,confounded,3,no_behavior,logger1_heavy,logger2_heavy,0.006967522320574473
0.0,0.005,confounded,3,no_behavior,logger12_balanced,logger2_heavy,0.006464723614974768
0.0,0.005,confounded,3,source_dependent_reward,logger1_heavy,logger12_balanced,0.008951740318924697
0.0,0.005,confounded,3,source_dependent_reward,logger1_heavy,logger2_heavy,0.007917456882819607
0.0,0.005,confounded,3,source_dependent_reward,logger12_balanced,logger2_heavy,0.006679657175748765
0.0,0.005,confounded,4,pooled_mlp,logger1_heavy,logger12_balanced,0.014226103817162702
0.0,0.005,confounded,4,pooled_mlp,logger1_heavy,logger2_heavy,0.011402327500469763
0.0,0.005,confounded,4,pooled_mlp,logger12_balanced,logger2_heavy,0.007451999795338104
0.0,0.005,confounded,4,source_balanced_pooled_mlp,logger1_heavy,logger12_balanced,0.0
0.0,0.005,confounded,4,source_balanced_pooled_mlp,logger1_heavy,logger2_heavy,0.0
0.0,0.005,confounded,4,source_balanced_pooled_mlp,logger12_balanced,logger2_heavy,0.0
0.0,0.005,confounded,4,source_conditioned_decoder,logger1_heavy,logger12_balanced,0.008267485438148208
0.0,0.005,confounded,4,source_conditioned_decoder,logger1_heavy,logger2_heavy,0.011088503591616894
0.0,0.005,confounded,4,source_conditioned_decoder,logger12_balanced,logger2_heavy,0.01053926964066878
0.0,0.005,confounded,4,per_source_models,logger1_heavy,logger12_balanced,0.004570400961118916
0.0,0.005,confounded,4,per_source_models,logger1_heavy,logger2_heavy,0.008526032442218652
0.0,0.005,confounded,4,per_source_models,logger12_balanced,logger2_heavy,0.00812102460115778
0.0,0.005,confounded,4,mechanism_separated,logger1_heavy,logger12_balanced,0.011001814070751827
0.0,0.005,confounded,4,mechanism_separated,logger1_heavy,logger2_heavy,0.013588924765690864
0.0,0.005,confounded,4,mechanism_separated,logger12_balanced,logger2_heavy,0.005808676942160741
0.0,0.005,confounded,4,oracle_u_aware,logger1_heavy,logger12_balanced,0.006386645159395139
0.0,0.005,confounded,4,oracle_u_aware,logger1_heavy,logger2_heavy,0.009796920037420368
0.0,0.005,confounded,4,oracle_u_aware,logger12_balanced,logger2_heavy,0.008990328400144527
0.0,0.005,confounded,4,source_shuffle,logger1_heavy,logger12_balanced,0.008392607120543983
0.0,0.005,confounded,4,source_shuffle,logger1_heavy,logger2_heavy,0.00979817106216527
0.0,0.005,confounded,4,source_shuffle,logger12_balanced,logger2_heavy,0.008835950913983995
0.0,0.005,confounded,4,no_behavior,logger1_heavy,logger12_balanced,0.007044217655125585
0.0,0.005,confounded,4,no_behavior,logger1_heavy,logger2_heavy,0.009312239307553602
0.0,0.005,confounded,4,no_behavior,logger12_balanced,logger2_heavy,0.007034458802560426
0.0,0.005,confounded,4,source_dependent_reward,logger1_heavy,logger12_balanced,0.005848220294789618
0.0,0.005,confounded,4,source_dependent_reward,logger1_heavy,logger2_heavy,0.007880987684542302
0.0,0.005,confounded,4,source_dependent_reward,logger12_balanced,logger2_heavy,0.006507734700377473
0.0,0.005,independent_latents,0,pooled_mlp,logger1_heavy,logger12_balanced,0.009624074421911197
0.0,0.005,independent_latents,0,pooled_mlp,logger1_heavy,logger2_heavy,0.010387267536767417
0.0,0.005,independent_latents,0,pooled_mlp,logger12_balanced,logger2_heavy,0.008601889115500359
0.0,0.005,independent_latents,0,source_balanced_pooled_mlp,logger1_heavy,logger12_balanced,0.0
0.0,0.005,independent_latents,0,source_balanced_pooled_mlp,logger1_heavy,logger2_heavy,0.0
0.0,0.005,independent_latents,0,source_balanced_pooled_mlp,logger12_balanced,logger2_heavy,0.0
0.0,0.005,independent_latents,0,source_conditioned_decoder,logger1_heavy,logger12_balanced,0.008169056177997886
0.0,0.005,independent_latents,0,source_conditioned_decoder,logger1_heavy,logger2_heavy,0.00819892104707239
0.0,0.005,independent_latents,0,source_conditioned_decoder,logger12_balanced,logger2_heavy,0.007376655018977185
0.0,0.005,independent_latents,0,per_source_models,logger1_heavy,logger12_balanced,0.004707353138033249
0.0,0.005,independent_latents,0,per_source_models,logger1_heavy,logger2_heavy,0.005055561917138887
0.0,0.005,independent_latents,0,per_source_models,logger12_balanced,logger2_heavy,0.005519970399872229
0.0,0.005,independent_latents,0,mechanism_separated,logger1_heavy,logger12_balanced,0.007267470115919344
0.0,0.005,independent_latents,0,mechanism_separated,logger1_heavy,logger2_heavy,0.010216037429041017
0.0,0.005,independent_latents,0,mechanism_separated,logger12_balanced,logger2_heavy,0.007489680871725486
0.0,0.005,independent_latents,0,oracle_u_aware,logger1_heavy,logger12_balanced,0.006934579006622447
0.0,0.005,independent_latents,0,oracle_u_aware,logger1_heavy,logger2_heavy,0.010464783246391754
0.0,0.005,independent_latents,0,oracle_u_aware,logger12_balanced,logger2_heavy,0.007056414711215362
0.0,0.005,independent_latents,0,source_shuffle,logger1_heavy,logger12_balanced,0.009004488531820988
0.0,0.005,independent_latents,0,source_shuffle,logger1_heavy,logger2_heavy,0.011647122935923097
0.0,0.005,independent_latents,0,source_shuffle,logger12_balanced,logger2_heavy,0.010201038249765638
0.0,0.005,independent_latents,0,no_behavior,logger1_heavy,logger12_balanced,0.010242743388560464
0.0,0.005,independent_latents,0,no_behavior,logger1_heavy,logger2_heavy,0.011789567240426886
0.0,0.005,independent_latents,0,no_behavior,logger12_balanced,logger2_heavy,0.007959749411774015
0.0,0.005,independent_latents,0,source_dependent_reward,logger1_heavy,logger12_balanced,0.0090524143787106
0.0,0.005,independent_latents,0,source_dependent_reward,logger1_heavy,logger2_heavy,0.012127469838767665
0.0,0.005,independent_latents,0,source_dependent_reward,logger12_balanced,logger2_heavy,0.007180607450159837
0.0,0.005,independent_latents,1,pooled_mlp,logger1_heavy,logger12_balanced,0.007375373322374225
0.0,0.005,independent_latents,1,pooled_mlp,logger1_heavy,logger2_heavy,0.008897867692545096
0.0,0.005,independent_latents,1,pooled_mlp,logger12_balanced,logger2_heavy,0.010341594087585487
0.0,0.005,independent_latents,1,source_balanced_pooled_mlp,logger1_heavy,logger12_balanced,0.0
0.0,0.005,independent_latents,1,source_balanced_pooled_mlp,logger1_heavy,logger2_heavy,0.0
0.0,0.005,independent_latents,1,source_balanced_pooled_mlp,logger12_balanced,logger2_heavy,0.0
0.0,0.005,independent_latents,1,source_conditioned_decoder,logger1_heavy,logger12_balanced,0.012147694342248442
0.0,0.005,independent_latents,1,source_conditioned_decoder,logger1_heavy,logger2_heavy,0.010612155838129862
0.0,0.005,independent_latents,1,source_conditioned_decoder,logger12_balanced,logger2_heavy,0.006796191294550643
0.0,0.005,independent_latents,1,per_source_models,logger1_heavy,logger12_balanced,0.0044758054736635895
0.0,0.005,independent_latents,1,per_source_models,logger1_heavy,logger2_heavy,0.0037480169505839005
0.0,0.005,independent_latents,1,per_source_models,logger12_balanced,logger2_heavy,0.005447922868563744
0.0,0.005,independent_latents,1,mechanism_separated,logger1_heavy,logger12_balanced,0.011164785155167846
0.0,0.005,independent_latents,1,mechanism_separated,logger1_heavy,logger2_heavy,0.008115341471840632
0.0,0.005,independent_latents,1,mechanism_separated,logger12_balanced,logger2_heavy,0.008959579608560617
0.0,0.005,independent_latents,1,oracle_u_aware,logger1_heavy,logger12_balanced,0.007709534262585184
0.0,0.005,independent_latents,1,oracle_u_aware,logger1_heavy,logger2_heavy,0.009086024381522905
0.0,0.005,independent_latents,1,oracle_u_aware,logger12_balanced,logger2_heavy,0.005201886215229666
0.0,0.005,independent_latents,1,source_shuffle,logger1_heavy,logger12_balanced,0.008133828346755493
0.0,0.005,independent_latents,1,source_shuffle,logger1_heavy,logger2_heavy,0.01152834650305104
0.0,0.005,independent_latents,1,source_shuffle,logger12_balanced,logger2_heavy,0.009230427747809588
0.0,0.005,independent_latents,1,no_behavior,logger1_heavy,logger12_balanced,0.007558614423953453
0.0,0.005,independent_latents,1,no_behavior,logger1_heavy,logger2_heavy,0.007997760026547836
0.0,0.005,independent_latents,1,no_behavior,logger12_balanced,logger2_heavy,0.007890767867847369
0.0,0.005,independent_latents,1,source_dependent_reward,logger1_heavy,logger12_balanced,0.009191713176280493
0.0,0.005,independent_latents,1,source_dependent_reward,logger1_heavy,logger2_heavy,0.009386937436786709
0.0,0.005,independent_latents,1,source_dependent_reward,logger12_balanced,logger2_heavy,0.0073010512272479065
0.0,0.005,independent_latents,2,pooled_mlp,logger1_heavy,logger12_balanced,0.010173246475245494
0.0,0.005,independent_latents,2,pooled_mlp,logger1_heavy,logger2_heavy,0.013219701487020166
0.0,0.005,independent_latents,2,pooled_mlp,logger12_balanced,logger2_heavy,0.008464227035653577
0.0,0.005,independent_latents,2,source_balanced_pooled_mlp,logger1_heavy,logger12_balanced,0.0
0.0,0.005,independent_latents,2,source_balanced_pooled_mlp,logger1_heavy,logger2_heavy,0.0
0.0,0.005,independent_latents,2,source_balanced_pooled_mlp,logger12_balanced,logger2_heavy,0.0
0.0,0.005,independent_latents,2,source_conditioned_decoder,logger1_heavy,logger12_balanced,0.010501287348796351
0.0,0.005,independent_latents,2,source_conditioned_decoder,logger1_heavy,logger2_heavy,0.007734203045870131
0.0,0.005,independent_latents,2,source_conditioned_decoder,logger12_balanced,logger2_heavy,0.008699221623038407
0.0,0.005,independent_latents,2,per_source_models,logger1_heavy,logger12_balanced,0.0033550516425938323
0.0,0.005,independent_latents,2,per_source_models,logger1_heavy,logger2_heavy,0.003772589313884172
0.0,0.005,independent_latents,2,per_source_models,logger12_balanced,logger2_heavy,0.003364004642848037
0.0,0.005,independent_latents,2,mechanism_separated,logger1_heavy,logger12_balanced,0.009082437842067073
0.0,0.005,independent_latents,2,mechanism_separated,logger1_heavy,logger2_heavy,0.012682344495220429
0.0,0.005,independent_latents,2,mechanism_separated,logger12_balanced,logger2_heavy,0.0074622636270136955
0.0,0.005,independent_latents,2,oracle_u_aware,logger1_heavy,logger12_balanced,0.014414426553731702
0.0,0.005,independent_latents,2,oracle_u_aware,logger1_heavy,logger2_heavy,0.011092985434038386
0.0,0.005,independent_latents,2,oracle_u_aware,logger12_balanced,logger2_heavy,0.006567812502744101
0.0,0.005,independent_latents,2,source_shuffle,logger1_heavy,logger12_balanced,0.010789520033248692
0.0,0.005,independent_latents,2,source_shuffle,logger1_heavy,logger2_heavy,0.009582838717361559
0.0,0.005,independent_latents,2,source_shuffle,logger12_balanced,logger2_heavy,0.007361073120569346
0.0,0.005,independent_latents,2,no_behavior,logger1_heavy,logger12_balanced,0.010078160933466042
0.0,0.005,independent_latents,2,no_behavior,logger1_heavy,logger2_heavy,0.00925175441868182
0.0,0.005,independent_latents,2,no_behavior,logger12_balanced,logger2_heavy,0.01263450254595264
0.0,0.005,independent_latents,2,source_dependent_reward,logger1_heavy,logger12_balanced,0.008073160555601349
0.0,0.005,independent_latents,2,source_dependent_reward,logger1_heavy,logger2_heavy,0.00838993529106504
0.0,0.005,independent_latents,2,source_dependent_reward,logger12_balanced,logger2_heavy,0.009281962170414677
0.0,0.005,independent_latents,3,pooled_mlp,logger1_heavy,logger12_balanced,0.007675561719488213
0.0,0.005,independent_latents,3,pooled_mlp,logger1_heavy,logger2_heavy,0.009750079668801075
0.0,0.005,independent_latents,3,pooled_mlp,logger12_balanced,logger2_heavy,0.006791906873010644
0.0,0.005,independent_latents,3,source_balanced_pooled_mlp,logger1_heavy,logger12_balanced,0.0
0.0,0.005,independent_latents,3,source_balanced_pooled_mlp,logger1_heavy,logger2_heavy,0.0
0.0,0.005,independent_latents,3,source_balanced_pooled_mlp,logger12_balanced,logger2_heavy,0.0
0.0,0.005,independent_latents,3,source_conditioned_decoder,logger1_heavy,logger12_balanced,0.007996006016729932
0.0,0.005,independent_latents,3,source_conditioned_decoder,logger1_heavy,logger2_heavy,0.011673621389932397
0.0,0.005,independent_latents,3,source_conditioned_decoder,logger12_balanced,logger2_heavy,0.008084600668892713
0.0,0.005,independent_latents,3,per_source_models,logger1_heavy,logger12_balanced,0.007894401180289973
0.0,0.005,independent_latents,3,per_source_models,logger1_heavy,logger2_heavy,0.00607818996447761
0.0,0.005,independent_latents,3,per_source_models,logger12_balanced,logger2_heavy,0.005079208215009633
0.0,0.005,independent_latents,3,mechanism_separated,logger1_heavy,logger12_balanced,0.007367801831149434
0.0,0.005,independent_latents,3,mechanism_separated,logger1_heavy,logger2_heavy,0.008210228246329465
0.0,0.005,independent_latents,3,mechanism_separated,logger12_balanced,logger2_heavy,0.007798680363893455
0.0,0.005,independent_latents,3,oracle_u_aware,logger1_heavy,logger12_balanced,0.0066108888497237546
0.0,0.005,independent_latents,3,oracle_u_aware,logger1_heavy,logger2_heavy,0.0060768643570998215
0.0,0.005,independent_latents,3,oracle_u_aware,logger12_balanced,logger2_heavy,0.005121131100497063
0.0,0.005,independent_latents,3,source_shuffle,logger1_heavy,logger12_balanced,0.006631302428721493
0.0,0.005,independent_latents,3,source_shuffle,logger1_heavy,logger2_heavy,0.006525158666999925
0.0,0.005,independent_latents,3,source_shuffle,logger12_balanced,logger2_heavy,0.0068718332753314884
0.0,0.005,independent_latents,3,no_behavior,logger1_heavy,logger12_balanced,0.006593129052318706
0.0,0.005,independent_latents,3,no_behavior,logger1_heavy,logger2_heavy,0.008166282124572754
0.0,0.005,independent_latents,3,no_behavior,logger12_balanced,logger2_heavy,0.006141549687403337
0.0,0.005,independent_latents,3,source_dependent_reward,logger1_heavy,logger12_balanced,0.01039452530306286
0.0,0.005,independent_latents,3,source_dependent_reward,logger1_heavy,logger2_heavy,0.011533800096587658
0.0,0.005,independent_latents,3,source_dependent_reward,logger12_balanced,logger2_heavy,0.005126005133500852
0.0,0.005,independent_latents,4,pooled_mlp,logger1_heavy,logger12_balanced,0.013145075018034885
0.0,0.005,independent_latents,4,pooled_mlp,logger1_heavy,logger2_heavy,0.015679702472047505
0.0,0.005,independent_latents,4,pooled_mlp,logger12_balanced,logger2_heavy,0.00831270839763512
0.0,0.005,independent_latents,4,source_balanced_pooled_mlp,logger1_heavy,logger12_balanced,0.0
0.0,0.005,independent_latents,4,source_balanced_pooled_mlp,logger1_heavy,logger2_heavy,0.0
0.0,0.005,independent_latents,4,source_balanced_pooled_mlp,logger12_balanced,logger2_heavy,0.0
0.0,0.005,independent_latents,4,source_conditioned_decoder,logger1_heavy,logger12_balanced,0.009679588453922144
0.0,0.005,independent_latents,4,source_conditioned_decoder,logger1_heavy,logger2_heavy,0.009034808649797126
0.0,0.005,independent_latents,4,source_conditioned_decoder,logger12_balanced,logger2_heavy,0.0070164591604922645
0.0,0.005,independent_latents,4,per_source_models,logger1_heavy,logger12_balanced,0.005843377853151806
0.0,0.005,independent_latents,4,per_source_models,logger1_heavy,logger2_heavy,0.005245916597512194
0.0,0.005,independent_latents,4,per_source_models,logger12_balanced,logger2_heavy,0.004069907186540279
0.0,0.005,independent_latents,4,mechanism_separated,logger1_heavy,logger12_balanced,0.00637170670498597
0.0,0.005,independent_latents,4,mechanism_separated,logger1_heavy,logger2_heavy,0.008123866506286216
0.0,0.005,independent_latents,4,mechanism_separated,logger12_balanced,logger2_heavy,0.005733177119657468
0.0,0.005,independent_latents,4,oracle_u_aware,logger1_heavy,logger12_balanced,0.006065788751060016
0.0,0.005,independent_latents,4,oracle_u_aware,logger1_heavy,logger2_heavy,0.009378211348236217
0.0,0.005,independent_latents,4,oracle_u_aware,logger12_balanced,logger2_heavy,0.007043583599334741
0.0,0.005,independent_latents,4,source_shuffle,logger1_heavy,logger12_balanced,0.01332556928355707
0.0,0.005,independent_latents,4,source_shuffle,logger1_heavy,logger2_heavy,0.015178326553639853
0.0,0.005,independent_latents,4,source_shuffle,logger12_balanced,logger2_heavy,0.009753825329578136
0.0,0.005,independent_latents,4,no_behavior,logger1_heavy,logger12_balanced,0.008306772491310602
0.0,0.005,independent_latents,4,no_behavior,logger1_heavy,logger2_heavy,0.009854248241571465
0.0,0.005,independent_latents,4,no_behavior,logger12_balanced,logger2_heavy,0.007200896649571111
0.0,0.005,independent_latents,4,source_dependent_reward,logger1_heavy,logger12_balanced,0.008816043090669155
0.0,0.005,independent_latents,4,source_dependent_reward,logger1_heavy,logger2_heavy,0.009959689454272525
0.0,0.005,independent_latents,4,source_dependent_reward,logger12_balanced,logger2_heavy,0.007707625515337836
0.0,0.01,confounded,0,pooled_mlp,logger1_heavy,logger12_balanced,0.012516659428953114
0.0,0.01,confounded,0,pooled_mlp,logger1_heavy,logger2_heavy,0.01566337807459116
0.0,0.01,confounded,0,pooled_mlp,logger12_balanced,logger2_heavy,0.01102073401400042
0.0,0.01,confounded,0,source_balanced_pooled_mlp,logger1_heavy,logger12_balanced,0.0
0.0,0.01,confounded,0,source_balanced_pooled_mlp,logger1_heavy,logger2_heavy,0.0
0.0,0.01,confounded,0,source_balanced_pooled_mlp,logger12_balanced,logger2_heavy,0.0
0.0,0.01,confounded,0,source_conditioned_decoder,logger1_heavy,logger12_balanced,0.010724934044120974
0.0,0.01,confounded,0,source_conditioned_decoder,logger1_heavy,logger2_heavy,0.013347016800197925
0.0,0.01,confounded,0,source_conditioned_decoder,logger12_balanced,logger2_heavy,0.007415594042931342
0.0,0.01,confounded,0,per_source_models,logger1_heavy,logger12_balanced,0.00689953416303848
0.0,0.01,confounded,0,per_source_models,logger1_heavy,logger2_heavy,0.005627135360745232
0.0,0.01,confounded,0,per_source_models,logger12_balanced,logger2_heavy,0.0064456169362681545
0.0,0.01,confounded,0,mechanism_separated,logger1_heavy,logger12_balanced,0.010321583638002813
0.0,0.01,confounded,0,mechanism_separated,logger1_heavy,logger2_heavy,0.009924879209396614
0.0,0.01,confounded,0,mechanism_separated,logger12_balanced,logger2_heavy,0.009152133796006108
0.0,0.01,confounded,0,oracle_u_aware,logger1_heavy,logger12_balanced,0.01033596406462706
0.0,0.01,confounded,0,oracle_u_aware,logger1_heavy,logger2_heavy,0.00949976625894731
0.0,0.01,confounded,0,oracle_u_aware,logger12_balanced,logger2_heavy,0.0077085548718166105
0.0,0.01,confounded,0,source_shuffle,logger1_heavy,logger12_balanced,0.011649110033770381
0.0,0.01,confounded,0,source_shuffle,logger1_heavy,logger2_heavy,0.013539316600941492
0.0,0.01,confounded,0,source_shuffle,logger12_balanced,logger2_heavy,0.008357886168257056
0.0,0.01,confounded,0,no_behavior,logger1_heavy,logger12_balanced,0.011616313728037616
0.0,0.01,confounded,0,no_behavior,logger1_heavy,logger2_heavy,0.012623946199033304
0.0,0.01,confounded,0,no_behavior,logger12_balanced,logger2_heavy,0.010842276491301138
0.0,0.01,confounded,0,source_dependent_reward,logger1_heavy,logger12_balanced,0.011587755056142835
0.0,0.01,confounded,0,source_dependent_reward,logger1_heavy,logger2_heavy,0.01306798027652369
0.0,0.01,confounded,0,source_dependent_reward,logger12_balanced,logger2_heavy,0.008373187871916734
0.0,0.01,confounded,1,pooled_mlp,logger1_heavy,logger12_balanced,0.01019301135339637
0.0,0.01,confounded,1,pooled_mlp,logger1_heavy,logger2_heavy,0.009385055898921737
0.0,0.01,confounded,1,pooled_mlp,logger12_balanced,logger2_heavy,0.009192909877700038
0.0,0.01,confounded,1,source_balanced_pooled_mlp,logger1_heavy,logger12_balanced,0.0
0.0,0.01,confounded,1,source_balanced_pooled_mlp,logger1_heavy,logger2_heavy,0.0
0.0,0.01,confounded,1,source_balanced_pooled_mlp,logger12_balanced,logger2_heavy,0.0
0.0,0.01,confounded,1,source_conditioned_decoder,logger1_heavy,logger12_balanced,0.0076697525223089185
0.0,0.01,confounded,1,source_conditioned_decoder,logger1_heavy,logger2_heavy,0.007991379817673304
0.0,0.01,confounded,1,source_conditioned_decoder,logger12_balanced,logger2_heavy,0.005519675521604028
0.0,0.01,confounded,1,per_source_models,logger1_heavy,logger12_balanced,0.005680442985427664
0.0,0.01,confounded,1,per_source_models,logger1_heavy,logger2_heavy,0.006870670407792782
0.0,0.01,confounded,1,per_source_models,logger12_balanced,logger2_heavy,0.006915570616316552
0.0,0.01,confounded,1,mechanism_separated,logger1_heavy,logger12_balanced,0.007256294542697699
0.0,0.01,confounded,1,mechanism_separated,logger1_heavy,logger2_heavy,0.008038933512266117
0.0,0.01,confounded,1,mechanism_separated,logger12_balanced,logger2_heavy,0.010243403219637718
0.0,0.01,confounded,1,oracle_u_aware,logger1_heavy,logger12_balanced,0.007368778332806158
0.0,0.01,confounded,1,oracle_u_aware,logger1_heavy,logger2_heavy,0.006279350731540128
0.0,0.01,confounded,1,oracle_u_aware,logger12_balanced,logger2_heavy,0.006803288420572661
0.0,0.01,confounded,1,source_shuffle,logger1_heavy,logger12_balanced,0.009160416159236255
0.0,0.01,confounded,1,source_shuffle,logger1_heavy,logger2_heavy,0.010432233058393633
0.0,0.01,confounded,1,source_shuffle,logger12_balanced,logger2_heavy,0.0054530889031669545
0.0,0.01,confounded,1,no_behavior,logger1_heavy,logger12_balanced,0.008362815674132386
0.0,0.01,confounded,1,no_behavior,logger1_heavy,logger2_heavy,0.009135977500188758
0.0,0.01,confounded,1,no_behavior,logger12_balanced,logger2_heavy,0.0095716155980902
