kappa,lambda_reward,condition,mixture,seed,method,action,anchor_id,prediction,mae,rmse,signed_bias
0.0,0.0,confounded,logger1_heavy,3,source_shuffle,plus,,,0.011099505206353276,0.015609103926170742,0.0029539063713241998
0.0,0.0,confounded,logger1_heavy,3,no_behavior,all,,,0.00969685681984067,0.014639538711891076,-0.0012807753093732185
0.0,0.0,confounded,logger1_heavy,3,no_behavior,minus,,,0.009705292278603294,0.014659829056015275,-0.0015373767440437917
0.0,0.0,confounded,logger1_heavy,3,no_behavior,base,,,0.009586449086198786,0.014592267847661168,-0.0012168868753073693
0.0,0.0,confounded,logger1_heavy,3,no_behavior,plus,,,0.009798829094719932,0.014666404201487043,-0.0010880623087684952
0.0,0.0,confounded,logger1_heavy,3,source_dependent_reward,all,,,0.010073610733359932,0.016033946994685355,-0.0029588119915630972
0.0,0.0,confounded,logger1_heavy,3,source_dependent_reward,minus,,,0.010126754718872758,0.016305338319630457,-0.003563425394562573
0.0,0.0,confounded,logger1_heavy,3,source_dependent_reward,base,,,0.010062411211378812,0.015955015442714358,-0.002901044916392607
0.0,0.0,confounded,logger1_heavy,3,source_dependent_reward,plus,,,0.010031666269828226,0.01583779634893301,-0.002411965663734111
0.0,0.0,confounded,logger1_heavy,4,pooled_mlp,all,,,0.010092635596203003,0.015271373627134792,-0.002809228383778407
0.0,0.0,confounded,logger1_heavy,4,pooled_mlp,minus,,,0.010321876517297636,0.015513709947876578,-0.003742433578370139
0.0,0.0,confounded,logger1_heavy,4,pooled_mlp,base,,,0.009863243405664792,0.014991473327719003,-0.002647208834504812
0.0,0.0,confounded,logger1_heavy,4,pooled_mlp,plus,,,0.010092786865646583,0.015304414020016874,-0.002038042738460272
0.0,0.0,confounded,logger1_heavy,4,source_balanced_pooled_mlp,all,,,0.009707448425437325,0.014589596323206565,-0.0015897780822732581
0.0,0.0,confounded,logger1_heavy,4,source_balanced_pooled_mlp,minus,,,0.009771421007484434,0.01467992317205121,-0.0022579043035951224
0.0,0.0,confounded,logger1_heavy,4,source_balanced_pooled_mlp,base,,,0.00960647228570206,0.014442927593381725,-0.0014668628892328614
0.0,0.0,confounded,logger1_heavy,4,source_balanced_pooled_mlp,plus,,,0.00974445198312548,0.014644816858444296,-0.0010445670539917908
0.0,0.0,confounded,logger1_heavy,4,source_conditioned_decoder,all,,,0.010952058775353815,0.016876740685128205,-0.0011656142555454638
0.0,0.0,confounded,logger1_heavy,4,source_conditioned_decoder,minus,,,0.01092658128701934,0.017197287471543535,-0.0015943679547880407
0.0,0.0,confounded,logger1_heavy,4,source_conditioned_decoder,base,,,0.010743889394188523,0.016730845271807744,-0.001090191039319928
0.0,0.0,confounded,logger1_heavy,4,source_conditioned_decoder,plus,,,0.011185705644853586,0.01669746233926297,-0.0008122837725284231
0.0,0.0,confounded,logger1_heavy,4,per_source_models,all,,,0.008572271314708078,0.013259989228871399,-0.0013678187706090046
0.0,0.0,confounded,logger1_heavy,4,per_source_models,minus,,,0.008753611316238577,0.013417232109955839,-0.0020673841697552617
0.0,0.0,confounded,logger1_heavy,4,per_source_models,base,,,0.008440345137589884,0.013109092559410927,-0.0013154568215848154
0.0,0.0,confounded,logger1_heavy,4,per_source_models,plus,,,0.008522857490295776,0.013251849600177468,-0.000720615320486937
0.0,0.0,confounded,logger1_heavy,4,mechanism_separated,all,,,0.010412436838798611,0.01640743267993505,0.003185613213708661
0.0,0.0,confounded,logger1_heavy,4,mechanism_separated,minus,,,0.01070561019492457,0.016677054159700427,0.002974599955539548
0.0,0.0,confounded,logger1_heavy,4,mechanism_separated,base,,,0.010310637788422878,0.016266464689364334,0.0032839465472762116
0.0,0.0,confounded,logger1_heavy,4,mechanism_separated,plus,,,0.010221062533048383,0.016275427260255982,0.0032982931383102234
0.0,0.0,confounded,logger1_heavy,4,oracle_u_aware,all,,,0.010954242883856108,0.01698630125955494,0.003581646070131838
0.0,0.0,confounded,logger1_heavy,4,oracle_u_aware,minus,,,0.011435340590858137,0.01732698960137617,0.0036447433278390933
0.0,0.0,confounded,logger1_heavy,4,oracle_u_aware,base,,,0.010721104780483099,0.016819390169876405,0.0035967232156647664
0.0,0.0,confounded,logger1_heavy,4,oracle_u_aware,plus,,,0.010706283280227085,0.01680734473699936,0.003503471666891654
0.0,0.0,confounded,logger1_heavy,4,source_shuffle,all,,,0.01067938451960332,0.01692159593394575,0.0011880987510153218
0.0,0.0,confounded,logger1_heavy,4,source_shuffle,minus,,,0.010945270080211206,0.017019743091929638,0.0005966870283288882
0.0,0.0,confounded,logger1_heavy,4,source_shuffle,base,,,0.010612228173826451,0.016833574239040597,0.0012469214444795489
0.0,0.0,confounded,logger1_heavy,4,source_shuffle,plus,,,0.010480655304772307,0.016910953559116967,0.0017206877802375276
0.0,0.0,confounded,logger1_heavy,4,no_behavior,all,,,0.01235186644465051,0.018467810129625437,0.004313539149537068
0.0,0.0,confounded,logger1_heavy,4,no_behavior,minus,,,0.012456651299040902,0.018468016453672857,0.003918224022647307
0.0,0.0,confounded,logger1_heavy,4,no_behavior,base,,,0.012271857496326673,0.018410546625620965,0.0043020305277000235
