kappa,lambda_reward,condition,mixture,seed,method,diagnostic,latent,value,posterior_entropy,reward_mode_separation,latent_collapse,logger_id,action
0.0,0.0,confounded,logger1_heavy,1,mechanism_separated,behavior_probability,0,0.13161903619766235,0.04020789638161659,0.0073282187804579735,True,1,base
0.0,0.0,confounded,logger1_heavy,1,mechanism_separated,behavior_probability,0,0.43448176980018616,0.04020789638161659,0.0073282187804579735,True,1,plus
0.0,0.0,confounded,logger1_heavy,1,mechanism_separated,behavior_probability,1,0.48973238468170166,0.04020789638161659,0.0073282187804579735,True,1,minus
0.0,0.0,confounded,logger1_heavy,1,mechanism_separated,behavior_probability,1,0.017708584666252136,0.04020789638161659,0.0073282187804579735,True,1,base
0.0,0.0,confounded,logger1_heavy,1,mechanism_separated,behavior_probability,1,0.49255895614624023,0.04020789638161659,0.0073282187804579735,True,1,plus
0.0,0.0,confounded,logger1_heavy,1,mechanism_separated,behavior_probability,0,0.18399469554424286,0.04020789638161659,0.0073282187804579735,True,2,minus
0.0,0.0,confounded,logger1_heavy,1,mechanism_separated,behavior_probability,0,0.6320105791091919,0.04020789638161659,0.0073282187804579735,True,2,base
0.0,0.0,confounded,logger1_heavy,1,mechanism_separated,behavior_probability,0,0.18399469554424286,0.04020789638161659,0.0073282187804579735,True,2,plus
0.0,0.0,confounded,logger1_heavy,1,mechanism_separated,behavior_probability,1,0.021331965923309326,0.04020789638161659,0.0073282187804579735,True,2,minus
0.0,0.0,confounded,logger1_heavy,1,mechanism_separated,behavior_probability,1,0.9573361277580261,0.04020789638161659,0.0073282187804579735,True,2,base
0.0,0.0,confounded,logger1_heavy,1,mechanism_separated,behavior_probability,1,0.021331965923309326,0.04020789638161659,0.0073282187804579735,True,2,plus
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,prior,0,0.025296786800026894,0.11799231171607971,0.0062702796421945095,False,,
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,prior,1,0.9747032523155212,0.11799231171607971,0.0062702796421945095,False,,
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,0,0.4144262969493866,0.11799231171607971,0.0062702796421945095,False,0,minus
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,0,0.1725715547800064,0.11799231171607971,0.0062702796421945095,False,0,base
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,0,0.4130021929740906,0.11799231171607971,0.0062702796421945095,False,0,plus
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,1,0.45331501960754395,0.11799231171607971,0.0062702796421945095,False,0,minus
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,1,0.0976538360118866,0.11799231171607971,0.0062702796421945095,False,0,base
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,1,0.44903111457824707,0.11799231171607971,0.0062702796421945095,False,0,plus
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,0,0.4170168340206146,0.11799231171607971,0.0062702796421945095,False,1,minus
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,0,0.1733843833208084,0.11799231171607971,0.0062702796421945095,False,1,base
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,0,0.40959879755973816,0.11799231171607971,0.0062702796421945095,False,1,plus
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,1,0.45512035489082336,0.11799231171607971,0.0062702796421945095,False,1,minus
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,1,0.09896916896104813,0.11799231171607971,0.0062702796421945095,False,1,base
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,1,0.4459105432033539,0.11799231171607971,0.0062702796421945095,False,1,plus
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,0,0.4060016870498657,0.11799231171607971,0.0062702796421945095,False,2,minus
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,0,0.17608846724033356,0.11799231171607971,0.0062702796421945095,False,2,base
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,0,0.4179098308086395,0.11799231171607971,0.0062702796421945095,False,2,plus
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,1,0.4403824806213379,0.11799231171607971,0.0062702796421945095,False,2,minus
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,1,0.097641721367836,0.11799231171607971,0.0062702796421945095,False,2,base
0.0,0.0,confounded,logger1_heavy,1,source_shuffle,behavior_probability,1,0.4619757831096649,0.11799231171607971,0.0062702796421945095,False,2,plus
0.0,0.0,confounded,logger1_heavy,1,no_behavior,prior,0,0.06586650758981705,0.24281319975852966,0.005735909566283226,False,,
0.0,0.0,confounded,logger1_heavy,1,no_behavior,prior,1,0.9341334700584412,0.24281319975852966,0.005735909566283226,False,,
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,prior,0,0.9931312203407288,0.04105697572231293,0.0067873867228627205,True,,
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,prior,1,0.006868788506835699,0.04105697572231293,0.0067873867228627205,True,,
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,0,0.4898965358734131,0.04105697572231293,0.0067873867228627205,True,0,minus
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,0,0.018536526709794998,0.04105697572231293,0.0067873867228627205,True,0,base
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,0,0.4915669560432434,0.04105697572231293,0.0067873867228627205,True,0,plus
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,1,0.4350455701351166,0.04105697572231293,0.0067873867228627205,True,0,minus
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,1,0.13195006549358368,0.04105697572231293,0.0067873867228627205,True,0,base
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,1,0.4330044388771057,0.04105697572231293,0.0067873867228627205,True,0,plus
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,0,0.4895964562892914,0.04105697572231293,0.0067873867228627205,True,1,minus
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,0,0.01798306219279766,0.04105697572231293,0.0067873867228627205,True,1,base
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,0,0.4924204647541046,0.04105697572231293,0.0067873867228627205,True,1,plus
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,1,0.43360763788223267,0.04105697572231293,0.0067873867228627205,True,1,minus
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,1,0.13189274072647095,0.04105697572231293,0.0067873867228627205,True,1,base
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,1,0.434499591588974,0.04105697572231293,0.0067873867228627205,True,1,plus
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,0,0.02174428664147854,0.04105697572231293,0.0067873867228627205,True,2,minus
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,0,0.9565114378929138,0.04105697572231293,0.0067873867228627205,True,2,base
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,0,0.02174428664147854,0.04105697572231293,0.0067873867228627205,True,2,plus
0.0,0.0,confounded,logger1_heavy,1,source_dependent_reward,behavior_probability,1,0.18482354283332825,0.04105697572231293,0.0067873867228627205,True,2,minus
