kappa,lambda_reward,condition,mixture,seed,method,validation_nll,do_mae,do_rmse,signed_bias,top_set_disagreement,strict_flip,mean_regret,worst_tie_mean_regret,conditional_mean_regret,p90_regret,max_regret,top_1pct_regret_contribution,predicted_top_fraction_minus,predicted_top_fraction_base,predicted_top_fraction_plus,do_top_fraction_minus,do_top_fraction_base,do_top_fraction_plus,prior_p_z1,reward_mode_separation,behavior_separation,posterior_entropy,posterior_effective_usage,latent_collapse,behavior_table_mae,label_permutation,posterior_u_accuracy,posterior_label_flipped,gap_closed_do_mae,gap_closed_rank_error,gap_closed_regret
0.0,0.005,confounded,logger12_balanced,3,source_shuffle_initialization,-1.1564255952835083,0.010322420020465132,0.015889130864927867,0.000720426006737109,0.42071197411003236,0.42071197411003236,0.0017862456768780002,0.0017862456768780002,0.0042457685704254,0.00555500223897134,0.014035884210632066,0.09759432168217297,0.4886731391585761,0.11974110032362459,0.39158576051779936,0.9029126213592233,0.006472491909385114,0.09061488673139159,0.6673869490623474,0.00828637663527478,0.016338272020220757,0.615180253982544,1.8499900375775988,False,0.35221499088737696,"(1, 0)",0.5087378640776699,False,2.1750168167294635,1.9999999999999967,1.2134970207147808
0.0,0.005,confounded,logger12_balanced,3,no_staged_training,-1.5787005424499512,0.010095719237896938,0.015200277632536488,-0.003261173248225778,0.43042071197411,0.43042071197411,0.0017722427073198939,0.0017722427073198939,0.004117466139562761,0.00550296211999468,0.014126174632168809,0.09765479470549726,0.47896440129449835,0.11650485436893204,0.4045307443365696,0.9029126213592233,0.006472491909385114,0.09061488673139159,0.3402820825576782,0.007389765611548469,0.024586278945207596,0.6214964985847473,1.8617120076109661,False,0.12513793474135698,"(0, 1)",0.5022653721682848,False,2.8579076404307475,1.399999999999998,1.3155931114153006
0.0,0.005,confounded,logger12_balanced,4,source_shuffle_initialization,-1.2359881401062012,0.031710382874259,0.035763644205571064,0.030370627297773234,0.42394822006472493,0.42394822006472493,0.0019449936094084023,0.0019449936094084023,0.004587809353490048,0.0058149346713247665,0.014977983325449529,0.09254193156241095,0.4854368932038835,0.08737864077669903,0.42718446601941745,0.9029126213592233,0.006472491909385114,0.09061488673139159,0.14946140348911285,0.18866681950956476,0.009887302294373512,3.4757802495732903e-05,1.0000347584065552,False,0.3555196582443184,"(0, 1)",0.5,False,7.364650312817238,0.17142857142857137,0.11550079287438396
0.0,0.005,confounded,logger12_balanced,4,no_staged_training,-1.5829116106033325,0.011488641316624576,0.017423919166400036,0.0019556668243571242,0.5080906148867314,0.5080906148867314,0.0023735401859381077,0.0023735401859381077,0.004671489920094748,0.006381720516402023,0.014977983325449529,0.07769193854228078,0.40129449838187703,0.12944983818770225,0.4692556634304207,0.9029126213592233,0.006472491909385114,0.09061488673139159,0.8485952019691467,0.009895829555748319,0.010023895651102066,0.40390118956565857,1.4976559556112465,False,0.1301653598097884,"(1, 0)",0.5009708737864078,False,0.5029826582437253,-0.5714285714285711,-0.47909454903844445
0.0,0.01,confounded,logger12_balanced,0,source_shuffle_initialization,-1.163496732711792,0.011635564756555878,0.016455162632254848,0.00042211540946422515,0.6537216828478964,0.6537216828478964,0.003740628470684198,0.003740628470684198,0.005722050482383253,0.007901060852301618,0.014961950454980055,0.050414214880842044,0.255663430420712,0.10355987055016182,0.6407766990291263,0.9029126213592233,0.006472491909385114,0.09061488673139159,0.36065611243247986,0.008353196541599476,0.05259070545434952,0.6088677048683167,1.8383486666248618,False,0.3407716267638736,"(0, 1)",0.5,False,0.8481715631231252,0.1650485436893204,0.08762761215471666
0.0,0.01,confounded,logger12_balanced,0,no_staged_training,-1.5873860120773315,0.01194281366780382,0.016825621140657086,-0.003055758134620518,0.6796116504854369,0.6796116504854369,0.0040913174048868685,0.0040913174048868685,0.006020081324333535,0.012413223326557964,0.016556744375404886,0.050713780563718475,0.2297734627831715,0.0744336569579288,0.6957928802588996,0.9029126213592233,0.006472491909385114,0.09061488673139159,0.6537743806838989,0.009551430248678676,0.020684819668531418,0.6091178059577942,1.8388084971288825,False,0.13124015884138843,"(1, 0)",0.5161812297734628,True,0.7031333289411286,0.08737864077669898,-0.06406915385703404
0.0,0.01,confounded,logger12_balanced,1,source_shuffle_initialization,-1.148122787475586,0.01083702497202983,0.015905090749967585,0.0010517366246775236,0.6181229773462783,0.6181229773462783,0.0033009911147014355,0.0033009911147014355,0.005340346881899181,0.0073422707119186175,0.016470852737632935,0.059829200295757924,0.2912621359223301,0.1423948220064725,0.5663430420711975,0.9029126213592233,0.006472491909385114,0.09061488673139159,0.2961808443069458,0.01018153948287966,0.04709606617689133,0.5546789169311523,1.7413817667994487,False,0.3414673847456773,"(0, 1)",0.5048543689320388,True,-0.9421459134951499,0.32142857142857134,0.36457080371350375
0.0,0.01,confounded,logger12_balanced,1,no_staged_training,-1.4669381380081177,0.013054630780164129,0.01849807012274848,0.001523411321870144,0.7313915857605178,0.7313915857605178,0.004457567874287215,0.004457567874287215,0.006094639261746678,0.012613575122046505,0.016470852737632935,0.044624218770775555,0.1779935275080906,0.08737864077669903,0.7346278317152104,0.9029126213592233,0.006472491909385114,0.09061488673139159,0.7987128496170044,0.009440137695908284,0.035146813839673996,0.4958702027797699,1.641926426501096,False,0.1216177598053288,"(1, 0)",0.5016181229773463,True,1.9178302403051122,-0.3035714285714287,-0.4828530137585119
0.0,0.01,confounded,logger12_balanced,2,source_shuffle_initialization,-1.2474088668823242,0.012191539479253341,0.0184838101435011,-0.00022920221094849082,0.656957928802589,0.656957928802589,0.0037780176990790215,0.0037780176990790215,0.005750775709435555,0.01042290277105716,0.015715033001301393,0.05117232174992695,0.2524271844660194,0.0744336569579288,0.6731391585760518,0.9029126213592233,0.006472491909385114,0.09061488673139159,0.3989070951938629,0.008886683282605322,0.03469192609190941,0.6250278949737549,1.868298072831048,False,0.34824574374490314,"(0, 1)",0.501294498381877,True,1.3921706116619368,0.181818181818182,0.0837497339864806
0.0,0.01,confounded,logger12_balanced,2,no_staged_training,-1.3744698762893677,0.0182605983084028,0.02536906726122585,0.002928330558224928,0.6213592233009708,0.6213592233009708,0.0032105251678396333,0.0032105251678396333,0.00516693894199191,0.006832292343618993,0.014901087993193673,0.05821994256530444,0.28802588996763756,0.1715210355987055,0.540453074433657,0.9029126213592233,0.006472491909385114,0.09061488673139159,0.2366780787706375,0.031056280364902267,0.02939942106604576,0.42362210154533386,1.5274842507645197,False,0.12353358420496686,"(0, 1)",0.5190938511326861,True,-7.968800105298306,0.30681818181818205,0.37134102850539635
