kappa,lambda_reward,condition,method,metric,n_model_seeds,mean,sd,ci95_low,ci95_high,inferential_unit
0.0,0.0,confounded,V0_random_init_mechanism,behavior_table_mae,5,0.19302077194054923,0.0026514676259298243,0.1897290678404748,0.19631247604062366,model_seed
0.0,0.0,confounded,V0_random_init_mechanism,do_mae,5,0.01140361446004735,0.0010463636953911904,0.0101045906165711,0.0127026383035236,model_seed
0.0,0.0,confounded,V0_random_init_mechanism,latent_collapse,5,1.0,0.0,1.0,1.0,model_seed
0.0,0.0,confounded,V0_random_init_mechanism,mean_regret,5,0.0008339244846357422,0.00012110078405623726,0.0006835821068892472,0.0009842668623822374,model_seed
0.0,0.0,confounded,V0_random_init_mechanism,reward_mode_separation,5,0.007055411964302816,0.0004626698983988417,0.006481023506134708,0.007629800422470924,model_seed
0.0,0.0,confounded,V0_random_init_mechanism,top_set_disagreement,5,0.2401294498381877,0.02500510520657845,0.20908648837550636,0.27117241130086905,model_seed
0.0,0.0,confounded,V0_random_init_mechanism,validation_nll,5,-1.2562926292419434,0.028714849681004843,-1.2919411084100938,-1.220644150073793,model_seed
0.0,0.0,confounded,V1_explicit_collapsed,do_mae,5,0.0134238286720954,0.002073468505947511,0.010849690215470224,0.015997967128720578,model_seed
0.0,0.0,confounded,V1_explicit_collapsed,mean_regret,5,0.0009199869892830006,0.0001778004168448944,0.0006992540052556968,0.0011407199733103044,model_seed
0.0,0.0,confounded,V1_explicit_collapsed,top_set_disagreement,5,0.24789644012944984,0.03974131115342072,0.19855899561881832,0.2972338846400814,model_seed
0.0,0.0,confounded,V1_explicit_collapsed,validation_nll,5,-1.2031302213668824,0.026671677145878838,-1.2362421734640394,-1.1700182692697254,model_seed
0.0,0.0,confounded,V6_oracle_initialized_joint,behavior_table_mae,5,0.004294789500147403,0.0008002471118852989,0.003301310766518967,0.0052882682337758394,model_seed
0.0,0.0,confounded,V6_oracle_initialized_joint,do_mae,5,0.011077705128740293,0.0011487527816794673,0.009651568824285077,0.012503841433195509,model_seed
0.0,0.0,confounded,V6_oracle_initialized_joint,latent_collapse,5,0.0,0.0,0.0,0.0,model_seed
0.0,0.0,confounded,V6_oracle_initialized_joint,mean_regret,5,0.0007484757225030758,5.402575064389584e-05,0.0006814046471616425,0.0008155467978445091,model_seed
0.0,0.0,confounded,V6_oracle_initialized_joint,reward_mode_separation,5,0.005502439416014641,0.0006266433889312578,0.004724483618079452,0.0062803952139498295,model_seed
0.0,0.0,confounded,V6_oracle_initialized_joint,top_set_disagreement,5,0.21359223300970873,0.01873112767441784,0.19033819469450333,0.23684627132491412,model_seed
0.0,0.0,confounded,V6_oracle_initialized_joint,validation_nll,5,-1.5606366634368896,0.05112048248535251,-1.6241009502149744,-1.4971723766588048,model_seed
0.0,0.0,confounded,V7_oracle_u_aware,do_mae,5,0.011436758502899769,0.001645896725271408,0.009393435421791042,0.013480081584008496,model_seed
0.0,0.0,confounded,V7_oracle_u_aware,mean_regret,5,0.0008785031112952879,0.00017736735241927096,0.0006583077615696365,0.0010986984610209393,model_seed
0.0,0.0,confounded,V7_oracle_u_aware,top_set_disagreement,5,0.25889967637540456,0.029126213592233,0.2227405033334274,0.29505884941738175,model_seed
0.0,0.0,confounded,no_staged_training,behavior_table_mae,5,0.12468250549066487,0.0066558550742613,0.11641949476287446,0.13294551621845527,model_seed
0.0,0.0,confounded,no_staged_training,do_mae,5,0.011977862536742902,0.003832267389695029,0.007220236927485502,0.016735488146000302,model_seed
0.0,0.0,confounded,no_staged_training,latent_collapse,5,0.0,0.0,0.0,0.0,model_seed
0.0,0.0,confounded,no_staged_training,mean_regret,5,0.0009378644375395539,0.00014732889412245176,0.0007549607806743348,0.001120768094404773,model_seed
0.0,0.0,confounded,no_staged_training,reward_mode_separation,5,0.01275831858249992,0.009156360878905092,0.0013910175632074855,0.024125619601792353,model_seed
0.0,0.0,confounded,no_staged_training,top_set_disagreement,5,0.24983818770226537,0.03525874744327468,0.20606568888406265,0.2936106865204681,model_seed
0.0,0.0,confounded,no_staged_training,validation_nll,5,-1.5866405010223388,0.07401469947497454,-1.6785271555471557,-1.4947538464975219,model_seed
0.0,0.0,confounded,pooled_mlp,do_mae,5,0.0111046770555315,0.0015109288276220518,0.009228911887529487,0.012980442223533513,model_seed
0.0,0.0,confounded,pooled_mlp,mean_regret,5,0.0008184745298627545,0.00012029337792799589,0.0006691345185177068,0.0009678145412078022,model_seed
0.0,0.0,confounded,pooled_mlp,top_set_disagreement,5,0.227831715210356,0.022952263076371708,0.19933728528195555,0.25632614513875646,model_seed
0.0,0.0,confounded,pooled_mlp,validation_nll,5,-1.9254481554031373,0.02937399589035205,-1.9619149414812564,-1.8889813693250181,model_seed
0.0,0.0,confounded,public_residual_init_nll_best,behavior_table_mae,5,0.12164528262542804,0.007824180900844538,0.11193183634414365,0.13135872890671244,model_seed
0.0,0.0,confounded,public_residual_init_nll_best,do_mae,5,0.016322562719322836,0.013005560715723657,0.00017661505130196764,0.032468510387343705,model_seed
0.0,0.0,confounded,public_residual_init_nll_best,latent_collapse,5,0.0,0.0,0.0,0.0,model_seed
0.0,0.0,confounded,public_residual_init_nll_best,mean_regret,5,0.0011512687245967279,4.9724983562157826e-05,0.0010895369008071432,0.0012130005483863126,model_seed
0.0,0.0,confounded,public_residual_init_nll_best,reward_mode_separation,5,0.04151394082026594,0.071692461585101,-0.047489736779360636,0.1305176184198925,model_seed
0.0,0.0,confounded,public_residual_init_nll_best,top_set_disagreement,5,0.29902912621359223,0.015282484081705605,0.2800564580131154,0.31800179441406906,model_seed
0.0,0.0,confounded,public_residual_init_nll_best,validation_nll,5,-1.5673009634017945,0.06223257201265425,-1.6445605197504765,-1.4900414070531125,model_seed
0.0,0.0,confounded,public_residual_init_uniform_candidate_ensemble,do_mae,6,0.01799648074466351,0.015641592498612876,0.005480600085188971,0.03051236140413805,model_seed
0.0,0.0,confounded,public_residual_init_uniform_candidate_ensemble,mean_regret,6,0.0011419387235411665,0.00019739984847465215,0.000983985948213066,0.0012998914988692671,model_seed
0.0,0.0,confounded,public_residual_init_uniform_candidate_ensemble,top_set_disagreement,6,0.28586839266450914,0.044404628115427607,0.2503372901715676,0.3213994951574507,model_seed
0.0,0.0,confounded,public_residual_init_uniform_candidate_ensemble,validation_nll,6,-1.4410167276859285,0.08014638246313624,-1.5051471899957076,-1.3768862653761493,model_seed
0.0,0.0,confounded,source_shuffle_initialization,behavior_table_mae,5,0.3460152618587017,0.004611347441896878,0.3402904356783192,0.3517400880390842,model_seed
0.0,0.0,confounded,source_shuffle_initialization,do_mae,5,0.0164911342868589,0.013731250441271117,-0.0005557317335513415,0.03353800030726914,model_seed
0.0,0.0,confounded,source_shuffle_initialization,latent_collapse,5,0.0,0.0,0.0,0.0,model_seed
0.0,0.0,confounded,source_shuffle_initialization,mean_regret,5,0.00115570680043889,8.707538512383471e-05,0.0010476057625741822,0.0012638078383035976,model_seed
0.0,0.0,confounded,source_shuffle_initialization,reward_mode_separation,5,0.04309449055075122,0.0750186161912545,-0.05003849138111943,0.13622747248262188,model_seed
0.0,0.0,confounded,source_shuffle_initialization,top_set_disagreement,5,0.29320388349514565,0.030582096193986923,0.25523728324472206,0.33117048374556923,model_seed
0.0,0.0,confounded,source_shuffle_initialization,validation_nll,5,-1.2563277721405028,0.07765151057859539,-1.3527294001478969,-1.1599261441331088,model_seed
0.0,0.0,independent_latents,V0_random_init_mechanism,behavior_table_mae,5,0.19315436815636028,0.0019582163152681155,0.19072331125384945,0.1955854250588711,model_seed
0.0,0.0,independent_latents,V0_random_init_mechanism,do_mae,5,0.010443118396380204,0.0010410161492670378,0.009150733343938046,0.011735503448822363,model_seed
0.0,0.0,independent_latents,V0_random_init_mechanism,latent_collapse,5,1.0,0.0,1.0,1.0,model_seed
0.0,0.0,independent_latents,V0_random_init_mechanism,mean_regret,5,0.0006738023113537567,0.00013527226122789611,0.0005058665415349365,0.000841738081172577,model_seed
0.0,0.0,independent_latents,V0_random_init_mechanism,reward_mode_separation,5,0.006751078958984036,0.0006351993324235059,0.005962501257165122,0.00753965666080295,model_seed
0.0,0.0,independent_latents,V0_random_init_mechanism,top_set_disagreement,5,0.1993527508090615,0.03224899202162619,0.15931675782814475,0.23938874378997826,model_seed
0.0,0.0,independent_latents,V0_random_init_mechanism,validation_nll,5,-1.276306414604187,0.015575536063045762,-1.2956428965654196,-1.2569699326429542,model_seed
0.0,0.0,independent_latents,V7_oracle_u_aware,do_mae,5,0.011096779917987475,0.0007489754369585964,0.01016695317125242,0.012026606664722531,model_seed
0.0,0.0,independent_latents,V7_oracle_u_aware,mean_regret,5,0.000566373425264558,0.00013868527533944798,0.0003942005180827396,0.0007385463324463763,model_seed
0.0,0.0,independent_latents,V7_oracle_u_aware,top_set_disagreement,5,0.17540453074433654,0.04057586542047244,0.12503101636970834,0.22577804511896474,model_seed
0.0,0.0,independent_latents,no_staged_training,behavior_table_mae,5,0.12438347533413183,0.008665163656352668,0.1136259784458078,0.13514097222245586,model_seed
0.0,0.0,independent_latents,no_staged_training,do_mae,5,0.01095907591986853,0.0013673816539098048,0.009261519535425394,0.012656632304311667,model_seed
0.0,0.0,independent_latents,no_staged_training,latent_collapse,5,0.0,0.0,0.0,0.0,model_seed
0.0,0.0,independent_latents,no_staged_training,mean_regret,5,0.0009747844882844736,0.00012704237117184877,0.0008170658384394086,0.0011325031381295386,model_seed
0.0,0.0,independent_latents,no_staged_training,reward_mode_separation,5,0.01328383810471961,0.009115712783162916,0.001967000271213883,0.02460067593822534,model_seed
0.0,0.0,independent_latents,no_staged_training,top_set_disagreement,5,0.2588996763754045,0.01314569321138505,0.24257975912691007,0.275219593623899,model_seed
0.0,0.0,independent_latents,no_staged_training,validation_nll,5,-1.5806361436843872,0.04932533285696343,-1.641871815134784,-1.5194004722339904,model_seed
0.0,0.0,independent_latents,pooled_mlp,do_mae,5,0.011826123678939614,0.001093737262233391,0.010468287213093539,0.013183960144785688,model_seed
0.0,0.0,independent_latents,pooled_mlp,mean_regret,5,0.0007457392888459609,8.259138197300108e-05,0.0006432049836888303,0.0008482735940030914,model_seed
0.0,0.0,independent_latents,pooled_mlp,top_set_disagreement,5,0.20906148867313917,0.015953084199179592,0.18925629393731558,0.22886668340896277,model_seed
0.0,0.0,independent_latents,pooled_mlp,validation_nll,5,-1.932509994506836,0.015049982675777196,-1.9511940203630944,-1.9138259686505776,model_seed
0.0,0.0,independent_latents,public_residual_init_nll_best,behavior_table_mae,5,0.12043792870607328,0.0045766386677374305,0.11475619225195857,0.126119665160188,model_seed
0.0,0.0,independent_latents,public_residual_init_nll_best,do_mae,5,0.010951407014140418,0.0010194686656230423,0.009685772407211376,0.01221704162106946,model_seed
0.0,0.0,independent_latents,public_residual_init_nll_best,latent_collapse,5,0.0,0.0,0.0,0.0,model_seed
0.0,0.0,independent_latents,public_residual_init_nll_best,mean_regret,5,0.0011353234573923251,5.2988694810298436e-05,0.0010695398505102744,0.0012011070642743758,model_seed
0.0,0.0,independent_latents,public_residual_init_nll_best,reward_mode_separation,5,0.009503861347497342,0.001131669965482821,0.008098932760445652,0.010908789934549032,model_seed
0.0,0.0,independent_latents,public_residual_init_nll_best,top_set_disagreement,5,0.2867313915857605,0.029976792691027595,0.2495162544129907,0.3239465287585303,model_seed
0.0,0.0,independent_latents,public_residual_init_nll_best,validation_nll,5,-1.5712259531021118,0.04673551301166156,-1.629246454010781,-1.5132054521934426,model_seed
0.0,0.0,independent_latents,public_residual_init_uniform_candidate_ensemble,do_mae,6,0.01542892515362341,0.009370621664576168,0.007930866214335567,0.022926984092911253,model_seed
0.0,0.0,independent_latents,public_residual_init_uniform_candidate_ensemble,mean_regret,6,0.0010619851317419902,0.00016115483566237084,0.0009330344068700608,0.0011909358566139197,model_seed
0.0,0.0,independent_latents,public_residual_init_uniform_candidate_ensemble,top_set_disagreement,6,0.27130528586839264,0.032902718081032685,0.2449776281883284,0.2976329435484569,model_seed
0.0,0.0,independent_latents,public_residual_init_uniform_candidate_ensemble,validation_nll,6,-1.3845443427562714,0.14743511580278387,-1.5025170053586947,-1.266571680153848,model_seed
0.0,0.0,independent_latents,source_shuffle_initialization,behavior_table_mae,5,0.34600105699565675,0.003576679956152456,0.3415607342245302,0.3504413797667833,model_seed
0.0,0.0,independent_latents,source_shuffle_initialization,do_mae,5,0.011250333646933444,0.0017938415184211595,0.009023342291909844,0.013477325001957044,model_seed
0.0,0.0,independent_latents,source_shuffle_initialization,latent_collapse,5,0.0,0.0,0.0,0.0,model_seed
0.0,0.0,independent_latents,source_shuffle_initialization,mean_regret,5,0.0012285448112234905,0.00026434312683420324,0.0009003720868359928,0.0015567175356109883,model_seed
0.0,0.0,independent_latents,source_shuffle_initialization,reward_mode_separation,5,0.010205101739859475,0.0017958860524455189,0.007975572167523731,0.01243463131219522,model_seed
0.0,0.0,independent_latents,source_shuffle_initialization,top_set_disagreement,5,0.29838187702265373,0.041406246217636125,0.2469774740005776,0.3497862800447299,model_seed
0.0,0.0,independent_latents,source_shuffle_initialization,validation_nll,5,-1.2368103981018066,0.0237269291049468,-1.2662665487457503,-1.207354247457863,model_seed
0.0,0.002,confounded,V0_random_init_mechanism,behavior_table_mae,5,0.19299199910213555,0.002491080477771479,0.18989941002350397,0.19608458818076713,model_seed
0.0,0.002,confounded,V0_random_init_mechanism,do_mae,5,0.010840819643659402,0.001213365299801025,0.009334469163199573,0.01234717012411923,model_seed
0.0,0.002,confounded,V0_random_init_mechanism,latent_collapse,5,1.0,0.0,1.0,1.0,model_seed
0.0,0.002,confounded,V0_random_init_mechanism,mean_regret,5,0.0011803082819556387,0.0001399811373860174,0.0010065266074744921,0.0013540899564367852,model_seed
0.0,0.002,confounded,V0_random_init_mechanism,reward_mode_separation,5,0.006837043495005406,0.00034446282794795864,0.0064094049705931385,0.007264682019417673,model_seed
0.0,0.002,confounded,V0_random_init_mechanism,top_set_disagreement,5,0.3203883495145631,0.03632677074537808,0.2752899372105127,0.36548676181861345,model_seed
0.0,0.002,confounded,V0_random_init_mechanism,validation_nll,5,-1.2776594877243042,0.02644354477793937,-1.3104882214847324,-1.2448307539638759,model_seed
0.0,0.002,confounded,V1_explicit_collapsed,do_mae,5,0.013571935751766245,0.0011063974117209653,0.012198382154182162,0.014945489349350327,model_seed
0.0,0.002,confounded,V1_explicit_collapsed,mean_regret,5,0.0012110579074383573,0.0004442587262404045,0.0006595262740296503,0.0017625895408470644,model_seed
0.0,0.002,confounded,V1_explicit_collapsed,top_set_disagreement,5,0.3061488673139159,0.08679536837616712,0.19839546042436054,0.41390227420347125,model_seed
0.0,0.002,confounded,V1_explicit_collapsed,validation_nll,5,-1.2188673496246338,0.011993743326636436,-1.2337571614772995,-1.2039775377719681,model_seed
0.0,0.002,confounded,V6_oracle_initialized_joint,behavior_table_mae,5,0.004586419596053553,0.0016093720437967362,0.002588440626480765,0.006584398565626342,model_seed
0.0,0.002,confounded,V6_oracle_initialized_joint,do_mae,5,0.010282294193868013,0.0005889248130438524,0.009551164685525556,0.01101342370221047,model_seed
0.0,0.002,confounded,V6_oracle_initialized_joint,latent_collapse,5,0.0,0.0,0.0,0.0,model_seed
0.0,0.002,confounded,V6_oracle_initialized_joint,mean_regret,5,0.000964741266414338,0.00017926763055870507,0.0007421867880002255,0.0011872957448284505,model_seed
0.0,0.002,confounded,V6_oracle_initialized_joint,reward_mode_separation,5,0.005106550610841183,0.0006658108611985472,0.00427996976925434,0.005933131452428026,model_seed
0.0,0.002,confounded,V6_oracle_initialized_joint,top_set_disagreement,5,0.2634304207119741,0.0335228845633102,0.22181293480181782,0.3050479066221303,model_seed
0.0,0.002,confounded,V6_oracle_initialized_joint,validation_nll,5,-1.5278195858001709,0.027575638357609893,-1.5620537740498133,-1.4935853975505284,model_seed
0.0,0.002,confounded,V7_oracle_u_aware,do_mae,5,0.012065569669049338,0.0010420088615377624,0.010771952199126468,0.013359187138972209,model_seed
0.0,0.002,confounded,V7_oracle_u_aware,mean_regret,5,0.0006820546965148899,8.724147827178692e-05,0.0005737474598300413,0.0007903619331997385,model_seed
0.0,0.002,confounded,V7_oracle_u_aware,top_set_disagreement,5,0.20647249190938508,0.03473503654368605,0.1633501618122977,0.24959482200647246,model_seed
0.0,0.002,confounded,no_staged_training,behavior_table_mae,5,0.1264587380403358,0.006368742500292599,0.11855216750727879,0.13436530857339282,model_seed
0.0,0.002,confounded,no_staged_training,do_mae,5,0.011093199467655995,0.0016709437529433206,0.00901878137981363,0.01316761755549836,model_seed
0.0,0.002,confounded,no_staged_training,latent_collapse,5,0.0,0.0,0.0,0.0,model_seed
0.0,0.002,confounded,no_staged_training,mean_regret,5,0.001275388622209641,0.0001955251577791319,0.0010326509937222614,0.0015181262506970205,model_seed
0.0,0.002,confounded,no_staged_training,reward_mode_separation,5,0.010854583856316217,0.0053879061944126965,0.00416568720997486,0.017543480502657575,model_seed
0.0,0.002,confounded,no_staged_training,top_set_disagreement,5,0.3236245954692557,0.040678980873710475,0.273123066874546,0.3741261240639654,model_seed
0.0,0.002,confounded,no_staged_training,validation_nll,5,-1.5744889974594116,0.07522720253362819,-1.6678809320225332,-1.48109706289629,model_seed
0.0,0.002,confounded,pooled_mlp,do_mae,5,0.0116304503910045,0.0009169813563396242,0.010492050185459302,0.012768850596549699,model_seed
0.0,0.002,confounded,pooled_mlp,mean_regret,5,0.0010905288086671592,0.00014332650610576414,0.000912593976205368,0.0012684636411289503,model_seed
0.0,0.002,confounded,pooled_mlp,top_set_disagreement,5,0.28673139158576044,0.024066009634405444,0.2568542843522815,0.31660849881923936,model_seed
0.0,0.002,confounded,pooled_mlp,validation_nll,5,-1.921248698234558,0.021207083682567494,-1.9475765491296066,-1.8949208473395094,model_seed
0.0,0.002,confounded,public_residual_init_nll_best,behavior_table_mae,5,0.12331489792025208,0.006556049149071344,0.11517579274949984,0.13145400309100433,model_seed
0.0,0.002,confounded,public_residual_init_nll_best,do_mae,5,0.015583583637446463,0.011163548063707018,0.0017244300979814085,0.029442737176911517,model_seed
0.0,0.002,confounded,public_residual_init_nll_best,latent_collapse,5,0.0,0.0,0.0,0.0,model_seed
0.0,0.002,confounded,public_residual_init_nll_best,mean_regret,5,0.0014125802216937698,0.0001437837830934975,0.0012340776958833322,0.0015910827475042074,model_seed
0.0,0.002,confounded,public_residual_init_nll_best,reward_mode_separation,5,0.04048641939961812,0.06971535471368423,-0.04606274933432105,0.12703558813355728,model_seed
0.0,0.002,confounded,public_residual_init_nll_best,top_set_disagreement,5,0.34822006472491907,0.015452862636004297,0.3290358775225638,0.36740425192727433,model_seed
0.0,0.002,confounded,public_residual_init_nll_best,validation_nll,5,-1.5872456073760985,0.0397076260238259,-1.6365412329793014,-1.5379499817728957,model_seed
0.0,0.002,confounded,public_residual_init_uniform_candidate_ensemble,do_mae,6,0.01741160471678446,0.014860733007354996,0.005520541780011004,0.029302667653557914,model_seed
0.0,0.002,confounded,public_residual_init_uniform_candidate_ensemble,mean_regret,6,0.0013992040703983204,0.0002723268045830523,0.001181297243658026,0.0016171108971386149,model_seed
0.0,0.002,confounded,public_residual_init_uniform_candidate_ensemble,top_set_disagreement,6,0.3403451995685005,0.043775136462486625,0.30531779530226083,0.3753726038347402,model_seed
0.0,0.002,confounded,public_residual_init_uniform_candidate_ensemble,validation_nll,6,-1.4606325554847717,0.09200985228521628,-1.534255770691265,-1.3870093402782784,model_seed
0.0,0.002,confounded,source_shuffle_initialization,behavior_table_mae,5,0.3472983515924878,0.002440685644084157,0.344268325933092,0.3503283772518836,model_seed
0.0,0.002,confounded,source_shuffle_initialization,do_mae,5,0.01561140911009184,0.011556642881440692,0.0012642421358792354,0.029958576084304446,model_seed
0.0,0.002,confounded,source_shuffle_initialization,latent_collapse,5,0.0,0.0,0.0,0.0,model_seed
0.0,0.002,confounded,source_shuffle_initialization,mean_regret,5,0.0014037221650078817,0.0001503485823316237,0.001217069671097899,0.0015903746589178646,model_seed
0.0,0.002,confounded,source_shuffle_initialization,reward_mode_separation,5,0.04064078142864942,0.07039038258306377,-0.046746410739395186,0.12802797359669404,model_seed
0.0,0.002,confounded,source_shuffle_initialization,top_set_disagreement,5,0.34951456310679613,0.012741113064744028,0.3336969179262248,0.36533220828736745,model_seed
0.0,0.002,confounded,source_shuffle_initialization,validation_nll,5,-1.2543385744094848,0.045063341194587325,-1.3102831326317477,-1.198394016187222,model_seed
0.0,0.002,independent_latents,V0_random_init_mechanism,behavior_table_mae,5,0.19315040624803967,0.0020174250181329884,0.19064584381671362,0.19565496867936572,model_seed
0.0,0.002,independent_latents,V0_random_init_mechanism,do_mae,5,0.011140635215117841,0.0009636849478150188,0.009944254138132116,0.012337016292103566,model_seed
0.0,0.002,independent_latents,V0_random_init_mechanism,latent_collapse,5,1.0,0.0,1.0,1.0,model_seed
0.0,0.002,independent_latents,V0_random_init_mechanism,mean_regret,5,0.0008015270947217348,7.810551540891476e-05,0.0007045618356344056,0.000898492353809064,model_seed
0.0,0.002,independent_latents,V0_random_init_mechanism,reward_mode_separation,5,0.006834787988216158,0.00042189742441141846,0.006311017127065669,0.007358558849366648,model_seed
0.0,0.002,independent_latents,V0_random_init_mechanism,top_set_disagreement,5,0.2297734627831715,0.025788636651309437,0.19775777450160104,0.261789151064742,model_seed
0.0,0.002,independent_latents,V0_random_init_mechanism,validation_nll,5,-1.2741461515426635,0.0291293250473208,-1.310309187347048,-1.237983115738279,model_seed
0.0,0.002,independent_latents,V7_oracle_u_aware,do_mae,5,0.010645651383047265,0.0012099178532887591,0.00914358078656876,0.01214772197952577,model_seed
0.0,0.002,independent_latents,V7_oracle_u_aware,mean_regret,5,0.0006487896304770294,5.5979593245309025e-05,0.0005792929280454985,0.0007182863329085603,model_seed
0.0,0.002,independent_latents,V7_oracle_u_aware,top_set_disagreement,5,0.19352750809061486,0.015920225082522766,0.1737631067961165,0.21329190938511322,model_seed
0.0,0.002,independent_latents,no_staged_training,behavior_table_mae,5,0.12496557551169465,0.0083035379387093,0.11465702427362784,0.13527412674976147,model_seed
0.0,0.002,independent_latents,no_staged_training,do_mae,5,0.012021071809162124,0.0015042776125264268,0.010153563891517097,0.01388857972680715,model_seed
0.0,0.002,independent_latents,no_staged_training,latent_collapse,5,0.0,0.0,0.0,0.0,model_seed
0.0,0.002,independent_latents,no_staged_training,mean_regret,5,0.0010301698884527494,0.00013308725142768027,0.0008649467316968742,0.0011953930452086245,model_seed
0.0,0.002,independent_latents,no_staged_training,reward_mode_separation,5,0.013101794062151614,0.009714521147044181,0.0010415566384451257,0.0251620314858581,model_seed
0.0,0.002,independent_latents,no_staged_training,top_set_disagreement,5,0.27249190938511325,0.018786958283106784,0.24916855932657983,0.29581525944364667,model_seed
0.0,0.002,independent_latents,no_staged_training,validation_nll,5,-1.5562001943588257,0.06379671073690553,-1.6354015740966947,-1.4769988146209567,model_seed
0.0,0.002,independent_latents,pooled_mlp,do_mae,5,0.011539514896194245,0.0007529735359607215,0.010604724649716972,0.012474305142671517,model_seed
0.0,0.002,independent_latents,pooled_mlp,mean_regret,5,0.0007803704922058709,0.00014942302453793932,0.0005948670458477163,0.0009658739385640254,model_seed
0.0,0.002,independent_latents,pooled_mlp,top_set_disagreement,5,0.22071197411003238,0.03692725391740042,0.17486808300019102,0.26655586521987373,model_seed
0.0,0.002,independent_latents,pooled_mlp,validation_nll,5,-1.9277989387512207,0.021539093510219372,-1.9545389682074024,-1.901058909295039,model_seed
0.0,0.002,independent_latents,public_residual_init_nll_best,behavior_table_mae,5,0.11917153877244639,0.003164703518332859,0.11524267030543538,0.12310040723945741,model_seed
0.0,0.002,independent_latents,public_residual_init_nll_best,do_mae,5,0.010868448165626555,0.0009257084123812658,0.009719213625966575,0.012017682705286536,model_seed
0.0,0.002,independent_latents,public_residual_init_nll_best,latent_collapse,5,0.0,0.0,0.0,0.0,model_seed
0.0,0.002,independent_latents,public_residual_init_nll_best,mean_regret,5,0.0011053950401113037,0.00010716230227183983,0.0009723567988324089,0.0012384332813901986,model_seed
0.0,0.002,independent_latents,public_residual_init_nll_best,reward_mode_separation,5,0.00907231198577238,0.0005169207062466411,0.008430573051634449,0.009714050919910311,model_seed
0.0,0.002,independent_latents,public_residual_init_nll_best,top_set_disagreement,5,0.2841423948220065,0.019738447484759742,0.25963780427777816,0.3086469853662348,model_seed
0.0,0.002,independent_latents,public_residual_init_nll_best,validation_nll,5,-1.569462203979492,0.02379059481914655,-1.5989973933755655,-1.5399270145834187,model_seed
0.0,0.002,independent_latents,public_residual_init_uniform_candidate_ensemble,do_mae,6,0.013066952507943964,0.0055234812332292,0.008647247037028865,0.017486657978859066,model_seed
0.0,0.002,independent_latents,public_residual_init_uniform_candidate_ensemble,mean_regret,6,0.001131698206349085,0.00017253841426860368,0.0009936387215266585,0.0012697576911715113,model_seed
0.0,0.002,independent_latents,public_residual_init_uniform_candidate_ensemble,top_set_disagreement,6,0.27831715210355984,0.03300336254752611,0.2519089620779701,0.3047253421291496,model_seed
0.0,0.002,independent_latents,public_residual_init_uniform_candidate_ensemble,validation_nll,6,-1.4422924447059635,0.04525260482779355,-1.4785020698835312,-1.4060828195283959,model_seed
0.0,0.002,independent_latents,source_shuffle_initialization,behavior_table_mae,5,0.3463183840943707,0.00343118278007815,0.3420586909663706,0.35057807722237083,model_seed
0.0,0.002,independent_latents,source_shuffle_initialization,do_mae,5,0.010773437169673616,0.0009622296603226462,0.009578862781088904,0.011968011558258327,model_seed
0.0,0.002,independent_latents,source_shuffle_initialization,latent_collapse,5,0.0,0.0,0.0,0.0,model_seed
0.0,0.002,independent_latents,source_shuffle_initialization,mean_regret,5,0.0010713398418219695,0.000129146263544291,0.0009110092833566531,0.0012316704002872858,model_seed
0.0,0.002,independent_latents,source_shuffle_initialization,reward_mode_separation,5,0.009387041144276279,0.0008051737631532143,0.00838744614582166,0.010386636142730898,model_seed
0.0,0.002,independent_latents,source_shuffle_initialization,top_set_disagreement,5,0.27702265372168283,0.025646100655221937,0.2451839188821009,0.30886138856126477,model_seed
0.0,0.002,independent_latents,source_shuffle_initialization,validation_nll,5,-1.2485971450805664,0.03408216144683347,-1.2909089536339888,-1.206285336527144,model_seed
0.0,0.005,confounded,V0_random_init_mechanism,behavior_table_mae,5,0.1928672487330106,0.0028994913261413367,0.18926763190455972,0.19646686556146145,model_seed
0.0,0.005,confounded,V0_random_init_mechanism,do_mae,5,0.01103614928990047,0.0009215466502211461,0.009892081432055508,0.012180217147745432,model_seed
0.0,0.005,confounded,V0_random_init_mechanism,latent_collapse,5,1.0,0.0,1.0,1.0,model_seed
0.0,0.005,confounded,V0_random_init_mechanism,mean_regret,5,0.0019744488256500567,0.00021203298330147843,0.001711217310522758,0.0022376803407773553,model_seed
0.0,0.005,confounded,V0_random_init_mechanism,reward_mode_separation,5,0.006958946839940787,0.0004849026593832815,0.006356957188466465,0.007560936491415108,model_seed
0.0,0.005,confounded,V0_random_init_mechanism,top_set_disagreement,5,0.4588996763754046,0.037420296490776085,0.4124436901962437,0.5053556625545654,model_seed
0.0,0.005,confounded,V0_random_init_mechanism,validation_nll,5,-1.2702019214630127,0.013597709621005762,-1.2870830012368568,-1.2533208416891686,model_seed
0.0,0.005,confounded,V1_explicit_collapsed,do_mae,5,0.014641385618211211,0.003616936283156146,0.0101510860284518,0.019131685207970622,model_seed
0.0,0.005,confounded,V1_explicit_collapsed,mean_regret,5,0.001981380903432017,0.0004349552593358548,0.0014413991980160661,0.0025213626088479682,model_seed
0.0,0.005,confounded,V1_explicit_collapsed,top_set_disagreement,5,0.4576051779935275,0.06261111445429231,0.3798756744748306,0.5353346815122244,model_seed
0.0,0.005,confounded,V1_explicit_collapsed,validation_nll,5,-1.1775086641311645,0.0651362046448787,-1.2583729785946098,-1.0966443496677192,model_seed
