kappa,lambda_reward,condition,seed,method,validation_nll
0.3,0.05,confounded,2,V0_random_init_mechanism,-0.6604248285293579
0.3,0.05,confounded,2,V7_oracle_u_aware,
0.3,0.05,confounded,3,pooled_mlp,-1.3244503736495972
0.3,0.05,confounded,3,V0_random_init_mechanism,-0.6794589161872864
0.3,0.05,confounded,3,V7_oracle_u_aware,
0.3,0.05,confounded,4,pooled_mlp,-1.320515513420105
0.3,0.05,confounded,4,V0_random_init_mechanism,-0.6703100800514221
0.3,0.05,confounded,4,V7_oracle_u_aware,
0.3,0.1,confounded,0,public_residual_init_nll_best,-1.0735530853271484
0.3,0.1,confounded,0,source_shuffle_initialization,-0.7406449317932129
0.3,0.1,confounded,0,no_staged_training,-0.9112321734428406
0.3,0.1,confounded,1,public_residual_init_nll_best,-1.105628490447998
0.3,0.1,confounded,1,source_shuffle_initialization,-0.7429471611976624
0.3,0.1,confounded,1,no_staged_training,-0.8817561864852905
0.3,0.1,confounded,2,public_residual_init_nll_best,-1.007711410522461
0.3,0.1,confounded,2,source_shuffle_initialization,-0.6516811847686768
0.3,0.1,confounded,2,no_staged_training,-0.83048415184021
0.3,0.1,confounded,3,public_residual_init_nll_best,-1.0680232048034668
0.3,0.1,confounded,3,source_shuffle_initialization,-0.743313193321228
0.3,0.1,confounded,3,no_staged_training,-0.9270004630088806
0.3,0.1,confounded,4,public_residual_init_nll_best,-1.088247299194336
0.3,0.1,confounded,4,source_shuffle_initialization,-0.7557027339935303
0.3,0.1,confounded,4,no_staged_training,-0.9157866835594177
0.3,0.1,confounded,-1,public_residual_init_uniform_candidate_ensemble,-0.8473614537715911
0.3,0.1,confounded,0,public_residual_init_uniform_candidate_ensemble,-0.8902402222156525
0.3,0.1,confounded,1,public_residual_init_uniform_candidate_ensemble,-0.9093045413494111
0.3,0.1,confounded,2,public_residual_init_uniform_candidate_ensemble,-0.8431640148162842
0.3,0.1,confounded,3,public_residual_init_uniform_candidate_ensemble,-0.7029187262058257
0.3,0.1,confounded,4,public_residual_init_uniform_candidate_ensemble,-0.8911797642707825
0.3,0.1,confounded,0,pooled_mlp,-0.6941688656806946
0.3,0.1,confounded,0,V0_random_init_mechanism,-0.032355111092329025
0.3,0.1,confounded,0,V7_oracle_u_aware,
0.3,0.1,confounded,1,pooled_mlp,-0.6883612275123596
0.3,0.1,confounded,1,V0_random_init_mechanism,-0.04213334619998932
0.3,0.1,confounded,1,V7_oracle_u_aware,
0.3,0.1,confounded,2,pooled_mlp,-0.6855692267417908
0.3,0.1,confounded,2,V0_random_init_mechanism,-0.039684392511844635
0.3,0.1,confounded,2,V7_oracle_u_aware,
0.3,0.1,confounded,3,pooled_mlp,-0.6872318983078003
0.3,0.1,confounded,3,V0_random_init_mechanism,-0.03837668150663376
0.3,0.1,confounded,3,V7_oracle_u_aware,
0.3,0.1,confounded,4,pooled_mlp,-0.681990385055542
0.3,0.1,confounded,4,V0_random_init_mechanism,-0.041507262736558914
0.3,0.1,confounded,4,V7_oracle_u_aware,
0.3,0.0,independent_latents,0,public_residual_init_nll_best,-1.4591386318206787
0.3,0.0,independent_latents,0,source_shuffle_initialization,-1.1320818662643433
0.3,0.0,independent_latents,0,no_staged_training,-1.547504186630249
0.3,0.0,independent_latents,1,public_residual_init_nll_best,-1.5134565830230713
0.3,0.0,independent_latents,1,source_shuffle_initialization,-1.169266700744629
0.3,0.0,independent_latents,1,no_staged_training,-1.5404188632965088
0.3,0.0,independent_latents,2,public_residual_init_nll_best,-1.4766874313354492
0.3,0.0,independent_latents,2,source_shuffle_initialization,-1.2149744033813477
0.3,0.0,independent_latents,2,no_staged_training,-1.4603357315063477
0.3,0.0,independent_latents,3,public_residual_init_nll_best,-1.4421281814575195
0.3,0.0,independent_latents,3,source_shuffle_initialization,-1.0682014226913452
0.3,0.0,independent_latents,3,no_staged_training,-1.5665723085403442
0.3,0.0,independent_latents,4,public_residual_init_nll_best,-1.5276589393615723
0.3,0.0,independent_latents,4,source_shuffle_initialization,-1.197411298751831
0.3,0.0,independent_latents,4,no_staged_training,-1.5505563020706177
0.3,0.0,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,-1.3275219011306765
0.3,0.0,independent_latents,0,public_residual_init_uniform_candidate_ensemble,-1.310844314098358
0.3,0.0,independent_latents,1,public_residual_init_uniform_candidate_ensemble,-1.3925717413425447
0.3,0.0,independent_latents,2,public_residual_init_uniform_candidate_ensemble,-1.1733575522899626
0.3,0.0,independent_latents,3,public_residual_init_uniform_candidate_ensemble,-1.3041517019271853
0.3,0.0,independent_latents,4,public_residual_init_uniform_candidate_ensemble,-1.4566841959953307
0.3,0.0,independent_latents,0,pooled_mlp,-1.8287622928619385
0.3,0.0,independent_latents,0,V0_random_init_mechanism,-1.238032341003418
0.3,0.0,independent_latents,0,V7_oracle_u_aware,
0.3,0.0,independent_latents,1,pooled_mlp,-1.9205851554870605
0.3,0.0,independent_latents,1,V0_random_init_mechanism,-1.2353585958480835
0.3,0.0,independent_latents,1,V7_oracle_u_aware,
0.3,0.0,independent_latents,2,pooled_mlp,-1.9078086614608765
0.3,0.0,independent_latents,2,V0_random_init_mechanism,-1.248000144958496
0.3,0.0,independent_latents,2,V7_oracle_u_aware,
0.3,0.0,independent_latents,3,pooled_mlp,-1.8825865983963013
0.3,0.0,independent_latents,3,V0_random_init_mechanism,-1.261107325553894
0.3,0.0,independent_latents,3,V7_oracle_u_aware,
0.3,0.0,independent_latents,4,pooled_mlp,-1.9122549295425415
0.3,0.0,independent_latents,4,V0_random_init_mechanism,-1.2512098550796509
0.3,0.0,independent_latents,4,V7_oracle_u_aware,
0.3,0.002,independent_latents,0,public_residual_init_nll_best,-1.4366192817687988
0.3,0.002,independent_latents,0,source_shuffle_initialization,-1.1164792776107788
0.3,0.002,independent_latents,0,no_staged_training,-1.5578930377960205
0.3,0.002,independent_latents,1,public_residual_init_nll_best,-1.5392478704452515
0.3,0.002,independent_latents,1,source_shuffle_initialization,-1.1904934644699097
0.3,0.002,independent_latents,1,no_staged_training,-1.5454269647598267
0.3,0.002,independent_latents,2,public_residual_init_nll_best,-1.5629736185073853
0.3,0.002,independent_latents,2,source_shuffle_initialization,-1.2751994132995605
0.3,0.002,independent_latents,2,no_staged_training,-1.4444537162780762
0.3,0.002,independent_latents,3,public_residual_init_nll_best,-1.452411413192749
0.3,0.002,independent_latents,3,source_shuffle_initialization,-1.0898914337158203
0.3,0.002,independent_latents,3,no_staged_training,-1.593009352684021
0.3,0.002,independent_latents,4,public_residual_init_nll_best,-1.5445326566696167
0.3,0.002,independent_latents,4,source_shuffle_initialization,-1.2138203382492065
0.3,0.002,independent_latents,4,no_staged_training,-1.5505998134613037
0.3,0.002,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,-1.3734693241119384
0.3,0.002,independent_latents,0,public_residual_init_uniform_candidate_ensemble,-1.366775107383728
0.3,0.002,independent_latents,1,public_residual_init_uniform_candidate_ensemble,-1.4465177297592162
0.3,0.002,independent_latents,2,public_residual_init_uniform_candidate_ensemble,-1.3210011363029481
0.3,0.002,independent_latents,3,public_residual_init_uniform_candidate_ensemble,-1.293039733171463
0.3,0.002,independent_latents,4,public_residual_init_uniform_candidate_ensemble,-1.4400129139423372
0.3,0.002,independent_latents,0,pooled_mlp,-1.847601294517517
0.3,0.002,independent_latents,0,V0_random_init_mechanism,-1.2408440113067627
0.3,0.002,independent_latents,0,V7_oracle_u_aware,
0.3,0.002,independent_latents,1,pooled_mlp,-1.9233187437057495
0.3,0.002,independent_latents,1,V0_random_init_mechanism,-1.20769464969635
0.3,0.002,independent_latents,1,V7_oracle_u_aware,
0.3,0.002,independent_latents,2,pooled_mlp,-1.911481499671936
0.3,0.002,independent_latents,2,V0_random_init_mechanism,-1.2441844940185547
0.3,0.002,independent_latents,2,V7_oracle_u_aware,
0.3,0.002,independent_latents,3,pooled_mlp,-1.9327727556228638
0.3,0.002,independent_latents,3,V0_random_init_mechanism,-1.2514697313308716
0.3,0.002,independent_latents,3,V7_oracle_u_aware,
0.3,0.002,independent_latents,4,pooled_mlp,-1.9145898818969727
0.3,0.002,independent_latents,4,V0_random_init_mechanism,-1.2409543991088867
0.3,0.002,independent_latents,4,V7_oracle_u_aware,
0.3,0.005,independent_latents,0,public_residual_init_nll_best,-1.4287009239196777
0.3,0.005,independent_latents,0,source_shuffle_initialization,-1.1081491708755493
0.3,0.005,independent_latents,0,no_staged_training,-1.5255346298217773
0.3,0.005,independent_latents,1,public_residual_init_nll_best,-1.527529239654541
0.3,0.005,independent_latents,1,source_shuffle_initialization,-1.221445918083191
0.3,0.005,independent_latents,1,no_staged_training,-1.5032953023910522
0.3,0.005,independent_latents,2,public_residual_init_nll_best,-1.5699732303619385
0.3,0.005,independent_latents,2,source_shuffle_initialization,-1.2717032432556152
0.3,0.005,independent_latents,2,no_staged_training,-1.4796675443649292
0.3,0.005,independent_latents,3,public_residual_init_nll_best,-1.437192440032959
0.3,0.005,independent_latents,3,source_shuffle_initialization,-1.099840521812439
0.3,0.005,independent_latents,3,no_staged_training,-1.5553953647613525
0.3,0.005,independent_latents,4,public_residual_init_nll_best,-1.578710675239563
0.3,0.005,independent_latents,4,source_shuffle_initialization,-1.2181174755096436
0.3,0.005,independent_latents,4,no_staged_training,-1.560957670211792
0.3,0.005,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,-1.333441982269287
0.3,0.005,independent_latents,0,public_residual_init_uniform_candidate_ensemble,-1.374175715446472
0.3,0.005,independent_latents,1,public_residual_init_uniform_candidate_ensemble,-1.3868750035762787
0.3,0.005,independent_latents,2,public_residual_init_uniform_candidate_ensemble,-1.1427500247955322
0.3,0.005,independent_latents,3,public_residual_init_uniform_candidate_ensemble,-1.2683481633663178
0.3,0.005,independent_latents,4,public_residual_init_uniform_candidate_ensemble,-1.4950610041618349
0.3,0.005,independent_latents,0,pooled_mlp,-1.8894330263137817
0.3,0.005,independent_latents,0,V0_random_init_mechanism,-1.2358478307724
0.3,0.005,independent_latents,0,V7_oracle_u_aware,
0.3,0.005,independent_latents,1,pooled_mlp,-1.9218368530273438
0.3,0.005,independent_latents,1,V0_random_init_mechanism,-1.2033218145370483
0.3,0.005,independent_latents,1,V7_oracle_u_aware,
0.3,0.005,independent_latents,2,pooled_mlp,-1.9142649173736572
0.3,0.005,independent_latents,2,V0_random_init_mechanism,-1.247128963470459
0.3,0.005,independent_latents,2,V7_oracle_u_aware,
0.3,0.005,independent_latents,3,pooled_mlp,-1.935899019241333
0.3,0.005,independent_latents,3,V0_random_init_mechanism,-1.2681361436843872
0.3,0.005,independent_latents,3,V7_oracle_u_aware,
0.3,0.005,independent_latents,4,pooled_mlp,-1.8962537050247192
0.3,0.005,independent_latents,4,V0_random_init_mechanism,-1.259222388267517
0.3,0.005,independent_latents,4,V7_oracle_u_aware,
0.3,0.01,independent_latents,0,public_residual_init_nll_best,-1.4572033882141113
0.3,0.01,independent_latents,0,source_shuffle_initialization,-1.1246531009674072
0.3,0.01,independent_latents,0,no_staged_training,-1.5608632564544678
0.3,0.01,independent_latents,1,public_residual_init_nll_best,-1.427858829498291
0.3,0.01,independent_latents,1,source_shuffle_initialization,-1.1025630235671997
0.3,0.01,independent_latents,1,no_staged_training,-1.4809517860412598
0.3,0.01,independent_latents,2,public_residual_init_nll_best,-1.5355454683303833
0.3,0.01,independent_latents,2,source_shuffle_initialization,-1.2081481218338013
0.3,0.01,independent_latents,2,no_staged_training,-1.412367582321167
0.3,0.01,independent_latents,3,public_residual_init_nll_best,-1.4441051483154297
0.3,0.01,independent_latents,3,source_shuffle_initialization,-1.1176241636276245
0.3,0.01,independent_latents,3,no_staged_training,-1.561299204826355
0.3,0.01,independent_latents,4,public_residual_init_nll_best,-1.499692678451538
0.3,0.01,independent_latents,4,source_shuffle_initialization,-1.1678318977355957
0.3,0.01,independent_latents,4,no_staged_training,-1.523174524307251
0.3,0.01,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,-1.2706179755926132
0.3,0.01,independent_latents,0,public_residual_init_uniform_candidate_ensemble,-1.3389965713024141
0.3,0.01,independent_latents,1,public_residual_init_uniform_candidate_ensemble,-1.270169258117676
0.3,0.01,independent_latents,2,public_residual_init_uniform_candidate_ensemble,-1.044314154982567
0.3,0.01,independent_latents,3,public_residual_init_uniform_candidate_ensemble,-1.310021299123764
0.3,0.01,independent_latents,4,public_residual_init_uniform_candidate_ensemble,-1.3895885944366457
0.3,0.01,independent_latents,0,pooled_mlp,-1.8302221298217773
0.3,0.01,independent_latents,0,V0_random_init_mechanism,-1.185255765914917
0.3,0.01,independent_latents,0,V7_oracle_u_aware,
0.3,0.01,independent_latents,1,pooled_mlp,-1.8918064832687378
0.3,0.01,independent_latents,1,V0_random_init_mechanism,-1.2278598546981812
0.3,0.01,independent_latents,1,V7_oracle_u_aware,
0.3,0.01,independent_latents,2,pooled_mlp,-1.890712022781372
0.3,0.01,independent_latents,2,V0_random_init_mechanism,-1.211506962776184
0.3,0.01,independent_latents,2,V7_oracle_u_aware,
0.3,0.01,independent_latents,3,pooled_mlp,-1.903404951095581
0.3,0.01,independent_latents,3,V0_random_init_mechanism,-1.2247101068496704
0.3,0.01,independent_latents,3,V7_oracle_u_aware,
0.3,0.01,independent_latents,4,pooled_mlp,-1.893343210220337
0.3,0.01,independent_latents,4,V0_random_init_mechanism,-1.2383061647415161
0.3,0.01,independent_latents,4,V7_oracle_u_aware,
0.3,0.02,independent_latents,0,public_residual_init_nll_best,-1.2670317888259888
0.3,0.02,independent_latents,0,source_shuffle_initialization,-0.9419735074043274
0.3,0.02,independent_latents,0,no_staged_training,-1.3241243362426758
0.3,0.02,independent_latents,1,public_residual_init_nll_best,-1.266054391860962
0.3,0.02,independent_latents,1,source_shuffle_initialization,-0.9378706812858582
0.3,0.02,independent_latents,1,no_staged_training,-1.2255340814590454
0.3,0.02,independent_latents,2,public_residual_init_nll_best,-1.3016067743301392
0.3,0.02,independent_latents,2,source_shuffle_initialization,-0.9841534495353699
0.3,0.02,independent_latents,2,no_staged_training,-1.1995465755462646
0.3,0.02,independent_latents,3,public_residual_init_nll_best,-1.238285779953003
0.3,0.02,independent_latents,3,source_shuffle_initialization,-0.9228407740592957
0.3,0.02,independent_latents,3,no_staged_training,-1.2650175094604492
0.3,0.02,independent_latents,4,public_residual_init_nll_best,-1.2837353944778442
0.3,0.02,independent_latents,4,source_shuffle_initialization,-0.9271019101142883
0.3,0.02,independent_latents,4,no_staged_training,-1.289726734161377
0.3,0.02,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,-1.1772054612636567
0.3,0.02,independent_latents,0,public_residual_init_uniform_candidate_ensemble,-1.2093186378479006
0.3,0.02,independent_latents,1,public_residual_init_uniform_candidate_ensemble,-1.2085325360298158
0.3,0.02,independent_latents,2,public_residual_init_uniform_candidate_ensemble,-1.1359111100435257
0.3,0.02,independent_latents,3,public_residual_init_uniform_candidate_ensemble,-1.109752216935158
0.3,0.02,independent_latents,4,public_residual_init_uniform_candidate_ensemble,-1.2225128054618835
0.3,0.02,independent_latents,0,pooled_mlp,-1.7190457582473755
0.3,0.02,independent_latents,0,V0_random_init_mechanism,-1.1081171035766602
0.3,0.02,independent_latents,0,V7_oracle_u_aware,
0.3,0.02,independent_latents,1,pooled_mlp,-1.7759051322937012
0.3,0.02,independent_latents,1,V0_random_init_mechanism,-1.1054922342300415
0.3,0.02,independent_latents,1,V7_oracle_u_aware,
0.3,0.02,independent_latents,2,pooled_mlp,-1.7864292860031128
0.3,0.02,independent_latents,2,V0_random_init_mechanism,-1.0938507318496704
0.3,0.02,independent_latents,2,V7_oracle_u_aware,
0.3,0.02,independent_latents,3,pooled_mlp,-1.7366691827774048
0.3,0.02,independent_latents,3,V0_random_init_mechanism,-1.0641295909881592
0.3,0.02,independent_latents,3,V7_oracle_u_aware,
0.3,0.02,independent_latents,4,pooled_mlp,-1.7725988626480103
0.3,0.02,independent_latents,4,V0_random_init_mechanism,-1.0920127630233765
0.3,0.02,independent_latents,4,V7_oracle_u_aware,
0.3,0.05,independent_latents,0,public_residual_init_nll_best,-0.90781569480896
0.3,0.05,independent_latents,0,source_shuffle_initialization,-0.5906621813774109
0.3,0.05,independent_latents,0,no_staged_training,-0.8517622351646423
0.3,0.05,independent_latents,1,public_residual_init_nll_best,-0.961808443069458
0.3,0.05,independent_latents,1,source_shuffle_initialization,-0.6321032643318176
0.3,0.05,independent_latents,1,no_staged_training,-0.9074810147285461
0.3,0.05,independent_latents,2,public_residual_init_nll_best,-0.9406850337982178
0.3,0.05,independent_latents,2,source_shuffle_initialization,-0.5985828638076782
0.3,0.05,independent_latents,2,no_staged_training,-0.8241698145866394
0.3,0.05,independent_latents,3,public_residual_init_nll_best,-0.8853524923324585
0.3,0.05,independent_latents,3,source_shuffle_initialization,-0.5232424139976501
0.3,0.05,independent_latents,3,no_staged_training,-0.8493478894233704
0.3,0.05,independent_latents,4,public_residual_init_nll_best,-0.9339349865913391
0.3,0.05,independent_latents,4,source_shuffle_initialization,-0.597460150718689
0.3,0.05,independent_latents,4,no_staged_training,-0.9210973978042603
0.3,0.05,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,-0.8323553228378296
0.3,0.05,independent_latents,0,public_residual_init_uniform_candidate_ensemble,-0.842023265361786
0.3,0.05,independent_latents,1,public_residual_init_uniform_candidate_ensemble,-0.8526908814907075
0.3,0.05,independent_latents,2,public_residual_init_uniform_candidate_ensemble,-0.8681577444076538
0.3,0.05,independent_latents,3,public_residual_init_uniform_candidate_ensemble,-0.8182577848434448
0.3,0.05,independent_latents,4,public_residual_init_uniform_candidate_ensemble,-0.7806469380855562
0.3,0.05,independent_latents,0,pooled_mlp,-1.2034902572631836
0.3,0.05,independent_latents,0,V0_random_init_mechanism,-0.558577299118042
0.3,0.05,independent_latents,0,V7_oracle_u_aware,
0.3,0.05,independent_latents,1,pooled_mlp,-1.2079110145568848
0.3,0.05,independent_latents,1,V0_random_init_mechanism,-0.544718325138092
0.3,0.05,independent_latents,1,V7_oracle_u_aware,
0.3,0.05,independent_latents,2,pooled_mlp,-1.1933811902999878
0.3,0.05,independent_latents,2,V0_random_init_mechanism,-0.5420923829078674
0.3,0.05,independent_latents,2,V7_oracle_u_aware,
0.3,0.05,independent_latents,3,pooled_mlp,-1.210574984550476
0.3,0.05,independent_latents,3,V0_random_init_mechanism,-0.5506967902183533
0.3,0.05,independent_latents,3,V7_oracle_u_aware,
0.3,0.05,independent_latents,4,pooled_mlp,-1.2049769163131714
0.3,0.05,independent_latents,4,V0_random_init_mechanism,-0.5657201409339905
0.3,0.05,independent_latents,4,V7_oracle_u_aware,
0.3,0.1,independent_latents,0,public_residual_init_nll_best,-0.8748303651809692
0.3,0.1,independent_latents,0,source_shuffle_initialization,-0.565365195274353
0.3,0.1,independent_latents,0,no_staged_training,-0.791733980178833
0.3,0.1,independent_latents,1,public_residual_init_nll_best,-0.8855839371681213
0.3,0.1,independent_latents,1,source_shuffle_initialization,-0.5763968825340271
0.3,0.1,independent_latents,1,no_staged_training,-0.7018447518348694
0.3,0.1,independent_latents,2,public_residual_init_nll_best,-0.9101604223251343
0.3,0.1,independent_latents,2,source_shuffle_initialization,-0.5806398391723633
0.3,0.1,independent_latents,2,no_staged_training,-0.7951706051826477
0.3,0.1,independent_latents,3,public_residual_init_nll_best,-0.8097237348556519
0.3,0.1,independent_latents,3,source_shuffle_initialization,-0.4747024178504944
0.3,0.1,independent_latents,3,no_staged_training,-0.8072277903556824
0.3,0.1,independent_latents,4,public_residual_init_nll_best,-0.8763044476509094
0.3,0.1,independent_latents,4,source_shuffle_initialization,-0.5428059697151184
0.3,0.1,independent_latents,4,no_staged_training,-0.7901150584220886
0.3,0.1,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,-0.7638956242799759
0.3,0.1,independent_latents,0,public_residual_init_uniform_candidate_ensemble,-0.7820866584777832
0.3,0.1,independent_latents,1,public_residual_init_uniform_candidate_ensemble,-0.7856589198112489
0.3,0.1,independent_latents,2,public_residual_init_uniform_candidate_ensemble,-0.781131061911583
0.3,0.1,independent_latents,3,public_residual_init_uniform_candidate_ensemble,-0.7115961492061615
0.3,0.1,independent_latents,4,public_residual_init_uniform_candidate_ensemble,-0.7590053319931032
0.3,0.1,independent_latents,0,pooled_mlp,-0.553373396396637
0.3,0.1,independent_latents,0,V0_random_init_mechanism,0.09301651269197464
0.3,0.1,independent_latents,0,V7_oracle_u_aware,
0.3,0.1,independent_latents,1,pooled_mlp,-0.5623526573181152
0.3,0.1,independent_latents,1,V0_random_init_mechanism,0.08742203563451767
0.3,0.1,independent_latents,1,V7_oracle_u_aware,
0.3,0.1,independent_latents,2,pooled_mlp,-0.559464156627655
0.3,0.1,independent_latents,2,V0_random_init_mechanism,0.09419713914394379
0.3,0.1,independent_latents,2,V7_oracle_u_aware,
0.3,0.1,independent_latents,3,pooled_mlp,-0.559878408908844
0.3,0.1,independent_latents,3,V0_random_init_mechanism,0.09425156563520432
0.3,0.1,independent_latents,3,V7_oracle_u_aware,
0.3,0.1,independent_latents,4,pooled_mlp,-0.5567429065704346
0.3,0.1,independent_latents,4,V0_random_init_mechanism,0.08947129547595978
0.3,0.1,independent_latents,4,V7_oracle_u_aware,
