kappa,lambda_reward,condition,seed,method,validation_nll
0.0,0.002,independent_latents,3,V0_random_init_mechanism,-1.2899138927459717
0.0,0.002,independent_latents,3,V7_oracle_u_aware,
0.0,0.002,independent_latents,4,pooled_mlp,-1.9141374826431274
0.0,0.002,independent_latents,4,V0_random_init_mechanism,-1.300338625907898
0.0,0.002,independent_latents,4,V7_oracle_u_aware,
0.0,0.005,independent_latents,0,public_residual_init_nll_best,-1.4894179105758667
0.0,0.005,independent_latents,0,source_shuffle_initialization,-1.1664667129516602
0.0,0.005,independent_latents,0,no_staged_training,-1.6036245822906494
0.0,0.005,independent_latents,1,public_residual_init_nll_best,-1.4335635900497437
0.0,0.005,independent_latents,1,source_shuffle_initialization,-1.1057463884353638
0.0,0.005,independent_latents,1,no_staged_training,-1.5203582048416138
0.0,0.005,independent_latents,2,public_residual_init_nll_best,-1.5842841863632202
0.0,0.005,independent_latents,2,source_shuffle_initialization,-1.2546188831329346
0.0,0.005,independent_latents,2,no_staged_training,-1.420755386352539
0.0,0.005,independent_latents,3,public_residual_init_nll_best,-1.4930181503295898
0.0,0.005,independent_latents,3,source_shuffle_initialization,-1.1514517068862915
0.0,0.005,independent_latents,3,no_staged_training,-1.6078720092773438
0.0,0.005,independent_latents,4,public_residual_init_nll_best,-1.6057392358779907
0.0,0.005,independent_latents,4,source_shuffle_initialization,-1.2271767854690552
0.0,0.005,independent_latents,4,no_staged_training,-1.5225940942764282
0.0,0.005,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,-1.4014270889759062
0.0,0.005,independent_latents,0,public_residual_init_uniform_candidate_ensemble,-1.3997244954109194
0.0,0.005,independent_latents,1,public_residual_init_uniform_candidate_ensemble,-1.3275344848632813
0.0,0.005,independent_latents,2,public_residual_init_uniform_candidate_ensemble,-1.454509836435318
0.0,0.005,independent_latents,3,public_residual_init_uniform_candidate_ensemble,-1.3795465111732483
0.0,0.005,independent_latents,4,public_residual_init_uniform_candidate_ensemble,-1.445820116996765
0.0,0.005,independent_latents,0,pooled_mlp,-1.876699447631836
0.0,0.005,independent_latents,0,V0_random_init_mechanism,-1.2745801210403442
0.0,0.005,independent_latents,0,V7_oracle_u_aware,
0.0,0.005,independent_latents,1,pooled_mlp,-1.9008203744888306
0.0,0.005,independent_latents,1,V0_random_init_mechanism,-1.233834147453308
0.0,0.005,independent_latents,1,V7_oracle_u_aware,
0.0,0.005,independent_latents,2,pooled_mlp,-1.912912368774414
0.0,0.005,independent_latents,2,V0_random_init_mechanism,-1.2454386949539185
0.0,0.005,independent_latents,2,V7_oracle_u_aware,
0.0,0.005,independent_latents,3,pooled_mlp,-1.9205678701400757
0.0,0.005,independent_latents,3,V0_random_init_mechanism,-1.257901668548584
0.0,0.005,independent_latents,3,V7_oracle_u_aware,
0.0,0.005,independent_latents,4,pooled_mlp,-1.9095782041549683
0.0,0.005,independent_latents,4,V0_random_init_mechanism,-1.2749319076538086
0.0,0.005,independent_latents,4,V7_oracle_u_aware,
0.0,0.01,independent_latents,0,public_residual_init_nll_best,-1.351574420928955
0.0,0.01,independent_latents,0,source_shuffle_initialization,-1.0292243957519531
0.0,0.01,independent_latents,0,no_staged_training,-1.5184881687164307
0.0,0.01,independent_latents,1,public_residual_init_nll_best,-1.3781726360321045
0.0,0.01,independent_latents,1,source_shuffle_initialization,-1.0483371019363403
0.0,0.01,independent_latents,1,no_staged_training,-1.4179506301879883
0.0,0.01,independent_latents,2,public_residual_init_nll_best,-1.3822559118270874
0.0,0.01,independent_latents,2,source_shuffle_initialization,-1.0913711786270142
0.0,0.01,independent_latents,2,no_staged_training,-1.3666110038757324
0.0,0.01,independent_latents,3,public_residual_init_nll_best,-1.4458181858062744
0.0,0.01,independent_latents,3,source_shuffle_initialization,-1.0906307697296143
0.0,0.01,independent_latents,3,no_staged_training,-1.482847809791565
0.0,0.01,independent_latents,4,public_residual_init_nll_best,-1.428347110748291
0.0,0.01,independent_latents,4,source_shuffle_initialization,-1.1117435693740845
0.0,0.01,independent_latents,4,no_staged_training,-1.3732439279556274
0.0,0.01,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,-1.2507697921991348
0.0,0.01,independent_latents,0,public_residual_init_uniform_candidate_ensemble,-1.2320346772670747
0.0,0.01,independent_latents,1,public_residual_init_uniform_candidate_ensemble,-1.3230289936065673
0.0,0.01,independent_latents,2,public_residual_init_uniform_candidate_ensemble,-1.0699163287878037
0.0,0.01,independent_latents,3,public_residual_init_uniform_candidate_ensemble,-1.303828203678131
0.0,0.01,independent_latents,4,public_residual_init_uniform_candidate_ensemble,-1.3250407576560974
0.0,0.01,independent_latents,0,pooled_mlp,-1.8218512535095215
0.0,0.01,independent_latents,0,V0_random_init_mechanism,-1.1903092861175537
0.0,0.01,independent_latents,0,V7_oracle_u_aware,
0.0,0.01,independent_latents,1,pooled_mlp,-1.874705195426941
0.0,0.01,independent_latents,1,V0_random_init_mechanism,-1.195190191268921
0.0,0.01,independent_latents,1,V7_oracle_u_aware,
0.0,0.01,independent_latents,2,pooled_mlp,-1.8750234842300415
0.0,0.01,independent_latents,2,V0_random_init_mechanism,-1.208064079284668
0.0,0.01,independent_latents,2,V7_oracle_u_aware,
0.0,0.01,independent_latents,3,pooled_mlp,-1.874564528465271
0.0,0.01,independent_latents,3,V0_random_init_mechanism,-1.1975743770599365
0.0,0.01,independent_latents,3,V7_oracle_u_aware,
0.0,0.01,independent_latents,4,pooled_mlp,-1.8788024187088013
0.0,0.01,independent_latents,4,V0_random_init_mechanism,-1.1834368705749512
0.0,0.01,independent_latents,4,V7_oracle_u_aware,
0.0,0.02,independent_latents,0,public_residual_init_nll_best,-1.1228270530700684
0.0,0.02,independent_latents,0,source_shuffle_initialization,-0.7908642292022705
0.0,0.02,independent_latents,0,no_staged_training,-1.1643428802490234
0.0,0.02,independent_latents,1,public_residual_init_nll_best,-1.133750557899475
0.0,0.02,independent_latents,1,source_shuffle_initialization,-0.7811341285705566
0.0,0.02,independent_latents,1,no_staged_training,-1.115732192993164
0.0,0.02,independent_latents,2,public_residual_init_nll_best,-1.1254277229309082
0.0,0.02,independent_latents,2,source_shuffle_initialization,-0.7990275621414185
0.0,0.02,independent_latents,2,no_staged_training,-1.0935417413711548
0.0,0.02,independent_latents,3,public_residual_init_nll_best,-1.1168828010559082
0.0,0.02,independent_latents,3,source_shuffle_initialization,-0.7467371821403503
0.0,0.02,independent_latents,3,no_staged_training,-1.1313968896865845
0.0,0.02,independent_latents,4,public_residual_init_nll_best,-1.125902771949768
0.0,0.02,independent_latents,4,source_shuffle_initialization,-0.8008822798728943
0.0,0.02,independent_latents,4,no_staged_training,-1.1772280931472778
0.0,0.02,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,-1.069834454059601
0.0,0.02,independent_latents,0,public_residual_init_uniform_candidate_ensemble,-1.0426394879817962
0.0,0.02,independent_latents,1,public_residual_init_uniform_candidate_ensemble,-1.0795833468437197
0.0,0.02,independent_latents,2,public_residual_init_uniform_candidate_ensemble,-1.055824452638626
0.0,0.02,independent_latents,3,public_residual_init_uniform_candidate_ensemble,-1.0664307236671449
0.0,0.02,independent_latents,4,public_residual_init_uniform_candidate_ensemble,-1.1046942591667175
0.0,0.02,independent_latents,0,pooled_mlp,-1.6471093893051147
0.0,0.02,independent_latents,0,V0_random_init_mechanism,-1.0409233570098877
0.0,0.02,independent_latents,0,V7_oracle_u_aware,
0.0,0.02,independent_latents,1,pooled_mlp,-1.6995861530303955
0.0,0.02,independent_latents,1,V0_random_init_mechanism,-1.0517054796218872
0.0,0.02,independent_latents,1,V7_oracle_u_aware,
0.0,0.02,independent_latents,2,pooled_mlp,-1.7405344247817993
0.0,0.02,independent_latents,2,V0_random_init_mechanism,-1.0589128732681274
0.0,0.02,independent_latents,2,V7_oracle_u_aware,
0.0,0.02,independent_latents,3,pooled_mlp,-1.694474458694458
0.0,0.02,independent_latents,3,V0_random_init_mechanism,-1.0280841588974
0.0,0.02,independent_latents,3,V7_oracle_u_aware,
0.0,0.02,independent_latents,4,pooled_mlp,-1.697002649307251
0.0,0.02,independent_latents,4,V0_random_init_mechanism,-1.031315565109253
0.0,0.02,independent_latents,4,V7_oracle_u_aware,
0.0,0.05,independent_latents,0,public_residual_init_nll_best,-0.940143346786499
0.0,0.05,independent_latents,0,source_shuffle_initialization,-0.6031952500343323
0.0,0.05,independent_latents,0,no_staged_training,-0.910511314868927
0.0,0.05,independent_latents,1,public_residual_init_nll_best,-0.9038108587265015
0.0,0.05,independent_latents,1,source_shuffle_initialization,-0.5954536199569702
0.0,0.05,independent_latents,1,no_staged_training,-0.9183779954910278
0.0,0.05,independent_latents,2,public_residual_init_nll_best,-0.919542670249939
0.0,0.05,independent_latents,2,source_shuffle_initialization,-0.5979881882667542
0.0,0.05,independent_latents,2,no_staged_training,-0.8920354843139648
0.0,0.05,independent_latents,3,public_residual_init_nll_best,-0.8644328117370605
0.0,0.05,independent_latents,3,source_shuffle_initialization,-0.5353425145149231
0.0,0.05,independent_latents,3,no_staged_training,-0.9060291051864624
0.0,0.05,independent_latents,4,public_residual_init_nll_best,-0.9811296463012695
0.0,0.05,independent_latents,4,source_shuffle_initialization,-0.6505347490310669
0.0,0.05,independent_latents,4,no_staged_training,-0.9278599619865417
0.0,0.05,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,-0.8335430896282197
0.0,0.05,independent_latents,0,public_residual_init_uniform_candidate_ensemble,-0.8660449624061586
0.0,0.05,independent_latents,1,public_residual_init_uniform_candidate_ensemble,-0.8223355114459991
0.0,0.05,independent_latents,2,public_residual_init_uniform_candidate_ensemble,-0.8455489337444306
0.0,0.05,independent_latents,3,public_residual_init_uniform_candidate_ensemble,-0.8106785893440247
0.0,0.05,independent_latents,4,public_residual_init_uniform_candidate_ensemble,-0.8231074512004853
0.0,0.05,independent_latents,0,pooled_mlp,-1.1416956186294556
0.0,0.05,independent_latents,0,V0_random_init_mechanism,-0.49338504672050476
0.0,0.05,independent_latents,0,V7_oracle_u_aware,
0.0,0.05,independent_latents,1,pooled_mlp,-1.1471279859542847
0.0,0.05,independent_latents,1,V0_random_init_mechanism,-0.4792725145816803
0.0,0.05,independent_latents,1,V7_oracle_u_aware,
0.0,0.05,independent_latents,2,pooled_mlp,-1.1435598134994507
0.0,0.05,independent_latents,2,V0_random_init_mechanism,-0.49061262607574463
0.0,0.05,independent_latents,2,V7_oracle_u_aware,
0.0,0.05,independent_latents,3,pooled_mlp,-1.1469448804855347
0.0,0.05,independent_latents,3,V0_random_init_mechanism,-0.4852248430252075
0.0,0.05,independent_latents,3,V7_oracle_u_aware,
0.0,0.05,independent_latents,4,pooled_mlp,-1.1363600492477417
0.0,0.05,independent_latents,4,V0_random_init_mechanism,-0.5001453757286072
0.0,0.05,independent_latents,4,V7_oracle_u_aware,
0.0,0.1,independent_latents,0,public_residual_init_nll_best,-0.8459653854370117
0.0,0.1,independent_latents,0,source_shuffle_initialization,-0.5285912156105042
0.0,0.1,independent_latents,0,no_staged_training,-0.8173347115516663
0.0,0.1,independent_latents,1,public_residual_init_nll_best,-0.88789963722229
0.0,0.1,independent_latents,1,source_shuffle_initialization,-0.6168568730354309
0.0,0.1,independent_latents,1,no_staged_training,-0.7578293085098267
0.0,0.1,independent_latents,2,public_residual_init_nll_best,-0.8650762438774109
0.0,0.1,independent_latents,2,source_shuffle_initialization,-0.5425577163696289
0.0,0.1,independent_latents,2,no_staged_training,-0.7624638676643372
0.0,0.1,independent_latents,3,public_residual_init_nll_best,-0.828676700592041
0.0,0.1,independent_latents,3,source_shuffle_initialization,-0.5063937902450562
0.0,0.1,independent_latents,3,no_staged_training,-0.8113678097724915
0.0,0.1,independent_latents,4,public_residual_init_nll_best,-0.923155665397644
0.0,0.1,independent_latents,4,source_shuffle_initialization,-0.637532114982605
0.0,0.1,independent_latents,4,no_staged_training,-0.750253438949585
0.0,0.1,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,-0.7920882260799409
0.0,0.1,independent_latents,0,public_residual_init_uniform_candidate_ensemble,-0.7763770282268525
0.0,0.1,independent_latents,1,public_residual_init_uniform_candidate_ensemble,-0.8024240791797639
0.0,0.1,independent_latents,2,public_residual_init_uniform_candidate_ensemble,-0.7826132953166962
0.0,0.1,independent_latents,3,public_residual_init_uniform_candidate_ensemble,-0.7674104988574983
0.0,0.1,independent_latents,4,public_residual_init_uniform_candidate_ensemble,-0.8316162288188935
0.0,0.1,independent_latents,0,pooled_mlp,-0.5182058215141296
0.0,0.1,independent_latents,0,V0_random_init_mechanism,0.12751653790473938
0.0,0.1,independent_latents,0,V7_oracle_u_aware,
0.0,0.1,independent_latents,1,pooled_mlp,-0.5239729881286621
0.0,0.1,independent_latents,1,V0_random_init_mechanism,0.12698428332805634
0.0,0.1,independent_latents,1,V7_oracle_u_aware,
0.0,0.1,independent_latents,2,pooled_mlp,-0.5220146775245667
0.0,0.1,independent_latents,2,V0_random_init_mechanism,0.127592071890831
0.0,0.1,independent_latents,2,V7_oracle_u_aware,
0.0,0.1,independent_latents,3,pooled_mlp,-0.5162219405174255
0.0,0.1,independent_latents,3,V0_random_init_mechanism,0.13017858564853668
0.0,0.1,independent_latents,3,V7_oracle_u_aware,
0.0,0.1,independent_latents,4,pooled_mlp,-0.5201498866081238
0.0,0.1,independent_latents,4,V0_random_init_mechanism,0.12598806619644165
0.0,0.1,independent_latents,4,V7_oracle_u_aware,
0.3,0.0,confounded,0,public_residual_init_nll_best,-1.5200740098953247
0.3,0.0,confounded,0,source_shuffle_initialization,-1.1765339374542236
0.3,0.0,confounded,0,no_staged_training,-1.6075388193130493
0.3,0.0,confounded,1,public_residual_init_nll_best,-1.5292941331863403
0.3,0.0,confounded,1,source_shuffle_initialization,-1.1984870433807373
0.3,0.0,confounded,1,no_staged_training,-1.4795234203338623
0.3,0.0,confounded,2,public_residual_init_nll_best,-1.5294488668441772
0.3,0.0,confounded,2,source_shuffle_initialization,-1.2116281986236572
0.3,0.0,confounded,2,no_staged_training,-1.4303637742996216
0.3,0.0,confounded,3,public_residual_init_nll_best,-1.4755630493164062
0.3,0.0,confounded,3,source_shuffle_initialization,-1.1838237047195435
0.3,0.0,confounded,3,no_staged_training,-1.5385992527008057
0.3,0.0,confounded,4,public_residual_init_nll_best,-1.4478003978729248
0.3,0.0,confounded,4,source_shuffle_initialization,-1.1367056369781494
0.3,0.0,confounded,4,no_staged_training,-1.5670067071914673
0.3,0.0,confounded,-1,public_residual_init_uniform_candidate_ensemble,-1.3736569797992706
0.3,0.0,confounded,0,public_residual_init_uniform_candidate_ensemble,-1.4311226725578308
0.3,0.0,confounded,1,public_residual_init_uniform_candidate_ensemble,-1.4027489125728607
0.3,0.0,confounded,2,public_residual_init_uniform_candidate_ensemble,-1.3337044298648837
0.3,0.0,confounded,3,public_residual_init_uniform_candidate_ensemble,-1.3852967619895935
0.3,0.0,confounded,4,public_residual_init_uniform_candidate_ensemble,-1.3154121220111847
0.3,0.0,confounded,0,pooled_mlp,-1.8554149866104126
0.3,0.0,confounded,0,V0_random_init_mechanism,-1.2404463291168213
0.3,0.0,confounded,0,V7_oracle_u_aware,
0.3,0.0,confounded,1,pooled_mlp,-1.9006611108779907
0.3,0.0,confounded,1,V0_random_init_mechanism,-1.2516217231750488
0.3,0.0,confounded,1,V7_oracle_u_aware,
0.3,0.0,confounded,2,pooled_mlp,-1.9209259748458862
0.3,0.0,confounded,2,V0_random_init_mechanism,-1.2631839513778687
0.3,0.0,confounded,2,V7_oracle_u_aware,
0.3,0.0,confounded,3,pooled_mlp,-1.8811649084091187
0.3,0.0,confounded,3,V0_random_init_mechanism,-1.2223063707351685
0.3,0.0,confounded,3,V7_oracle_u_aware,
0.3,0.0,confounded,4,pooled_mlp,-1.8960682153701782
0.3,0.0,confounded,4,V0_random_init_mechanism,-1.2608133554458618
0.3,0.0,confounded,4,V7_oracle_u_aware,
0.3,0.002,confounded,0,public_residual_init_nll_best,-1.4930511713027954
0.3,0.002,confounded,0,source_shuffle_initialization,-1.0779778957366943
0.3,0.002,confounded,0,no_staged_training,-1.6210243701934814
0.3,0.002,confounded,1,public_residual_init_nll_best,-1.5317624807357788
0.3,0.002,confounded,1,source_shuffle_initialization,-1.2137913703918457
0.3,0.002,confounded,1,no_staged_training,-1.4698752164840698
0.3,0.002,confounded,2,public_residual_init_nll_best,-1.4848322868347168
0.3,0.002,confounded,2,source_shuffle_initialization,-1.1883647441864014
0.3,0.002,confounded,2,no_staged_training,-1.4807467460632324
0.3,0.002,confounded,3,public_residual_init_nll_best,-1.5320467948913574
0.3,0.002,confounded,3,source_shuffle_initialization,-1.2230819463729858
0.3,0.002,confounded,3,no_staged_training,-1.5552960634231567
0.3,0.002,confounded,4,public_residual_init_nll_best,-1.4776628017425537
0.3,0.002,confounded,4,source_shuffle_initialization,-1.1305735111236572
0.3,0.002,confounded,4,no_staged_training,-1.547103762626648
0.3,0.002,confounded,-1,public_residual_init_uniform_candidate_ensemble,-1.3482914209365844
0.3,0.002,confounded,0,public_residual_init_uniform_candidate_ensemble,-1.3596191942691802
0.3,0.002,confounded,1,public_residual_init_uniform_candidate_ensemble,-1.4701968789100648
0.3,0.002,confounded,2,public_residual_init_uniform_candidate_ensemble,-1.1622785925865176
0.3,0.002,confounded,3,public_residual_init_uniform_candidate_ensemble,-1.4164416372776034
0.3,0.002,confounded,4,public_residual_init_uniform_candidate_ensemble,-1.332920801639557
0.3,0.002,confounded,0,pooled_mlp,-1.874896764755249
0.3,0.002,confounded,0,V0_random_init_mechanism,-1.238892912864685
0.3,0.002,confounded,0,V7_oracle_u_aware,
0.3,0.002,confounded,1,pooled_mlp,-1.9143164157867432
0.3,0.002,confounded,1,V0_random_init_mechanism,-1.2666962146759033
0.3,0.002,confounded,1,V7_oracle_u_aware,
0.3,0.002,confounded,2,pooled_mlp,-1.9276925325393677
0.3,0.002,confounded,2,V0_random_init_mechanism,-1.238890528678894
0.3,0.002,confounded,2,V7_oracle_u_aware,
0.3,0.002,confounded,3,pooled_mlp,-1.9115313291549683
0.3,0.002,confounded,3,V0_random_init_mechanism,-1.2548061609268188
0.3,0.002,confounded,3,V7_oracle_u_aware,
0.3,0.002,confounded,4,pooled_mlp,-1.8850913047790527
0.3,0.002,confounded,4,V0_random_init_mechanism,-1.2436319589614868
0.3,0.002,confounded,4,V7_oracle_u_aware,
0.3,0.005,confounded,0,public_residual_init_nll_best,-1.469279408454895
0.3,0.005,confounded,0,source_shuffle_initialization,-1.2028411626815796
0.3,0.005,confounded,0,no_staged_training,-1.6219627857208252
0.3,0.005,confounded,1,public_residual_init_nll_best,-1.5153323411941528
0.3,0.005,confounded,1,source_shuffle_initialization,-1.2101854085922241
0.3,0.005,confounded,1,no_staged_training,-1.5217210054397583
0.3,0.005,confounded,2,public_residual_init_nll_best,-1.4892617464065552
0.3,0.005,confounded,2,source_shuffle_initialization,-1.1624234914779663
0.3,0.005,confounded,2,no_staged_training,-1.5145111083984375
0.3,0.005,confounded,3,public_residual_init_nll_best,-1.5197299718856812
0.3,0.005,confounded,3,source_shuffle_initialization,-1.1862064599990845
0.3,0.005,confounded,3,no_staged_training,-1.5248041152954102
0.3,0.005,confounded,4,public_residual_init_nll_best,-1.5806992053985596
0.3,0.005,confounded,4,source_shuffle_initialization,-1.262702465057373
0.3,0.005,confounded,4,no_staged_training,-1.5761042833328247
0.3,0.005,confounded,-1,public_residual_init_uniform_candidate_ensemble,-1.3526086986064911
0.3,0.005,confounded,0,public_residual_init_uniform_candidate_ensemble,-1.2134581208229065
0.3,0.005,confounded,1,public_residual_init_uniform_candidate_ensemble,-1.4437501668930055
0.3,0.005,confounded,2,public_residual_init_uniform_candidate_ensemble,-1.2243720471858979
0.3,0.005,confounded,3,public_residual_init_uniform_candidate_ensemble,-1.4620869636535647
0.3,0.005,confounded,4,public_residual_init_uniform_candidate_ensemble,-1.4193761944770813
0.3,0.005,confounded,0,pooled_mlp,-1.9040814638137817
0.3,0.005,confounded,0,V0_random_init_mechanism,-1.2392122745513916
0.3,0.005,confounded,0,V7_oracle_u_aware,
0.3,0.005,confounded,1,pooled_mlp,-1.9092857837677002
0.3,0.005,confounded,1,V0_random_init_mechanism,-1.2475069761276245
0.3,0.005,confounded,1,V7_oracle_u_aware,
0.3,0.005,confounded,2,pooled_mlp,-1.9345239400863647
0.3,0.005,confounded,2,V0_random_init_mechanism,-1.268195629119873
0.3,0.005,confounded,2,V7_oracle_u_aware,
0.3,0.005,confounded,3,pooled_mlp,-1.896145224571228
0.3,0.005,confounded,3,V0_random_init_mechanism,-1.2352757453918457
0.3,0.005,confounded,3,V7_oracle_u_aware,
0.3,0.005,confounded,4,pooled_mlp,-1.8966195583343506
0.3,0.005,confounded,4,V0_random_init_mechanism,-1.2244446277618408
0.3,0.005,confounded,4,V7_oracle_u_aware,
0.3,0.01,confounded,0,public_residual_init_nll_best,-1.4477407932281494
0.3,0.01,confounded,0,source_shuffle_initialization,-1.127570390701294
0.3,0.01,confounded,0,no_staged_training,-1.570559024810791
0.3,0.01,confounded,1,public_residual_init_nll_best,-1.5302401781082153
0.3,0.01,confounded,1,source_shuffle_initialization,-1.2098530530929565
0.3,0.01,confounded,1,no_staged_training,-1.5133192539215088
0.3,0.01,confounded,2,public_residual_init_nll_best,-1.5004464387893677
0.3,0.01,confounded,2,source_shuffle_initialization,-1.1760629415512085
0.3,0.01,confounded,2,no_staged_training,-1.3945815563201904
0.3,0.01,confounded,3,public_residual_init_nll_best,-1.5194811820983887
0.3,0.01,confounded,3,source_shuffle_initialization,-1.1883519887924194
0.3,0.01,confounded,3,no_staged_training,-1.49282705783844
0.3,0.01,confounded,4,public_residual_init_nll_best,-1.504809856414795
0.3,0.01,confounded,4,source_shuffle_initialization,-1.1920279264450073
0.3,0.01,confounded,4,no_staged_training,-1.5749166011810303
0.3,0.01,confounded,-1,public_residual_init_uniform_candidate_ensemble,-1.3514821666479107
0.3,0.01,confounded,0,public_residual_init_uniform_candidate_ensemble,-1.233871504664421
0.3,0.01,confounded,1,public_residual_init_uniform_candidate_ensemble,-1.4518811702728274
0.3,0.01,confounded,2,public_residual_init_uniform_candidate_ensemble,-1.3183380722999574
0.3,0.01,confounded,3,public_residual_init_uniform_candidate_ensemble,-1.337140142917633
0.3,0.01,confounded,4,public_residual_init_uniform_candidate_ensemble,-1.4161799430847168
0.3,0.01,confounded,0,pooled_mlp,-1.8602848052978516
0.3,0.01,confounded,0,V0_random_init_mechanism,-1.2186611890792847
0.3,0.01,confounded,0,V7_oracle_u_aware,
0.3,0.01,confounded,1,pooled_mlp,-1.8825395107269287
0.3,0.01,confounded,1,V0_random_init_mechanism,-1.265571117401123
0.3,0.01,confounded,1,V7_oracle_u_aware,
0.3,0.01,confounded,2,pooled_mlp,-1.9067658185958862
0.3,0.01,confounded,2,V0_random_init_mechanism,-1.2421934604644775
0.3,0.01,confounded,2,V7_oracle_u_aware,
0.3,0.01,confounded,3,pooled_mlp,-1.9105277061462402
0.3,0.01,confounded,3,V0_random_init_mechanism,-1.242897391319275
0.3,0.01,confounded,3,V7_oracle_u_aware,
0.3,0.01,confounded,4,pooled_mlp,-1.8919905424118042
0.3,0.01,confounded,4,V0_random_init_mechanism,-1.1991353034973145
0.3,0.01,confounded,4,V7_oracle_u_aware,
0.3,0.02,confounded,0,public_residual_init_nll_best,-1.301325798034668
0.3,0.02,confounded,0,source_shuffle_initialization,-0.9425527453422546
0.3,0.02,confounded,0,no_staged_training,-1.421243667602539
0.3,0.02,confounded,1,public_residual_init_nll_best,-1.3164843320846558
0.3,0.02,confounded,1,source_shuffle_initialization,-1.0237196683883667
0.3,0.02,confounded,1,no_staged_training,-1.316961646080017
0.3,0.02,confounded,2,public_residual_init_nll_best,-1.4282796382904053
0.3,0.02,confounded,2,source_shuffle_initialization,-1.080891728401184
0.3,0.02,confounded,2,no_staged_training,-1.2909153699874878
0.3,0.02,confounded,3,public_residual_init_nll_best,-1.3497484922409058
0.3,0.02,confounded,3,source_shuffle_initialization,-1.0197116136550903
0.3,0.02,confounded,3,no_staged_training,-1.3665894269943237
0.3,0.02,confounded,4,public_residual_init_nll_best,-1.3201206922531128
0.3,0.02,confounded,4,source_shuffle_initialization,-0.9948911666870117
0.3,0.02,confounded,4,no_staged_training,-1.3739960193634033
0.3,0.02,confounded,-1,public_residual_init_uniform_candidate_ensemble,-1.1632396379113197
0.3,0.02,confounded,0,public_residual_init_uniform_candidate_ensemble,-1.051808127760887
0.3,0.02,confounded,1,public_residual_init_uniform_candidate_ensemble,-1.0743341073393822
0.3,0.02,confounded,2,public_residual_init_uniform_candidate_ensemble,-1.311130863428116
0.3,0.02,confounded,3,public_residual_init_uniform_candidate_ensemble,-1.2362136304378508
0.3,0.02,confounded,4,public_residual_init_uniform_candidate_ensemble,-1.1427114605903625
0.3,0.02,confounded,0,pooled_mlp,-1.7748725414276123
0.3,0.02,confounded,0,V0_random_init_mechanism,-1.14342200756073
0.3,0.02,confounded,0,V7_oracle_u_aware,
0.3,0.02,confounded,1,pooled_mlp,-1.8017009496688843
0.3,0.02,confounded,1,V0_random_init_mechanism,-1.155307412147522
0.3,0.02,confounded,1,V7_oracle_u_aware,
0.3,0.02,confounded,2,pooled_mlp,-1.8295716047286987
0.3,0.02,confounded,2,V0_random_init_mechanism,-1.149088978767395
0.3,0.02,confounded,2,V7_oracle_u_aware,
0.3,0.02,confounded,3,pooled_mlp,-1.8305120468139648
0.3,0.02,confounded,3,V0_random_init_mechanism,-1.1431454420089722
0.3,0.02,confounded,3,V7_oracle_u_aware,
0.3,0.02,confounded,4,pooled_mlp,-1.7994136810302734
0.3,0.02,confounded,4,V0_random_init_mechanism,-1.1536067724227905
0.3,0.02,confounded,4,V7_oracle_u_aware,
0.3,0.05,confounded,0,public_residual_init_nll_best,-1.0207499265670776
0.3,0.05,confounded,0,source_shuffle_initialization,-0.6903175115585327
0.3,0.05,confounded,0,no_staged_training,-1.0492379665374756
0.3,0.05,confounded,1,public_residual_init_nll_best,-1.0447803735733032
0.3,0.05,confounded,1,source_shuffle_initialization,-0.722690224647522
0.3,0.05,confounded,1,no_staged_training,-1.007684350013733
0.3,0.05,confounded,2,public_residual_init_nll_best,-1.1315726041793823
0.3,0.05,confounded,2,source_shuffle_initialization,-0.7560874819755554
0.3,0.05,confounded,2,no_staged_training,-0.9972763061523438
0.3,0.05,confounded,3,public_residual_init_nll_best,-1.109130859375
0.3,0.05,confounded,3,source_shuffle_initialization,-0.7551847100257874
0.3,0.05,confounded,3,no_staged_training,-1.0256093740463257
0.3,0.05,confounded,4,public_residual_init_nll_best,-1.0670130252838135
0.3,0.05,confounded,4,source_shuffle_initialization,-0.6635278463363647
0.3,0.05,confounded,4,no_staged_training,-0.9956062436103821
0.3,0.05,confounded,-1,public_residual_init_uniform_candidate_ensemble,-0.8883435314893723
0.3,0.05,confounded,0,public_residual_init_uniform_candidate_ensemble,-0.9398744046688079
0.3,0.05,confounded,1,public_residual_init_uniform_candidate_ensemble,-0.7169217526912689
0.3,0.05,confounded,2,public_residual_init_uniform_candidate_ensemble,-0.8741523891687395
0.3,0.05,confounded,3,public_residual_init_uniform_candidate_ensemble,-0.9517128705978395
0.3,0.05,confounded,4,public_residual_init_uniform_candidate_ensemble,-0.9590562403202059
0.3,0.05,confounded,0,pooled_mlp,-1.3101059198379517
0.3,0.05,confounded,0,V0_random_init_mechanism,-0.626661479473114
0.3,0.05,confounded,0,V7_oracle_u_aware,
0.3,0.05,confounded,1,pooled_mlp,-1.3117053508758545
0.3,0.05,confounded,1,V0_random_init_mechanism,-0.6698839068412781
0.3,0.05,confounded,1,V7_oracle_u_aware,
0.3,0.05,confounded,2,pooled_mlp,-1.32865571975708
