kappa,lambda_reward,condition,seed,method,latent_collapse,reward_mode_separation,behavior_separation,posterior_entropy,posterior_u_accuracy
0.0,0.1,confounded,2,public_residual_init_nll_best,False,0.1988507754345065,0.39781221747398376,0.0007314695394597948,0.9996763754045307
0.0,0.1,confounded,2,source_shuffle_initialization,False,0.1978487233516743,0.5380939841270447,0.00014375911268871278,1.0
0.0,0.1,confounded,2,no_staged_training,False,0.20047603899057842,0.38002127408981323,0.0018742148531600833,0.9983818770226537
0.0,0.1,confounded,3,public_residual_init_nll_best,False,0.2009131187059802,0.39553695917129517,0.0002511975762899965,1.0
0.0,0.1,confounded,3,source_shuffle_initialization,False,0.19868944568566346,0.5393378734588623,0.000688841799274087,1.0
0.0,0.1,confounded,3,no_staged_training,False,0.19984342863796764,0.3977294862270355,0.00015945741324685514,1.0
0.0,0.1,confounded,4,public_residual_init_nll_best,False,0.19749523637830851,0.4022468030452728,0.0003916107234545052,1.0
0.0,0.1,confounded,4,source_shuffle_initialization,False,0.19848351899677993,0.5397073030471802,0.0005906353471800685,1.0
0.0,0.1,confounded,4,no_staged_training,False,0.19938148326427496,0.3792508542537689,0.00047435826854780316,1.0
0.0,0.1,confounded,-1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.1,confounded,0,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.1,confounded,1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.1,confounded,2,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.1,confounded,3,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.1,confounded,4,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.1,confounded,0,pooled_mlp,,,,,
0.0,0.1,confounded,0,V0_random_init_mechanism,True,0.011430169742253339,0.17769591510295868,0.047566838562488556,0.5
0.0,0.1,confounded,0,V7_oracle_u_aware,,,,,1.0
0.0,0.1,confounded,0,V1_explicit_collapsed,,,,,
0.0,0.1,confounded,0,V6_oracle_initialized_joint,False,0.2000315971732765,0.3952523469924927,1.234679136707939e-09,1.0
0.0,0.1,confounded,1,pooled_mlp,,,,,
0.0,0.1,confounded,1,V0_random_init_mechanism,True,0.012311878244763912,0.1844402402639389,0.041966766119003296,0.5
0.0,0.1,confounded,1,V7_oracle_u_aware,,,,,1.0
0.0,0.1,confounded,1,V1_explicit_collapsed,,,,,
0.0,0.1,confounded,1,V6_oracle_initialized_joint,False,0.1982567365552514,0.394016832113266,0.0010020300978794694,0.998705501618123
0.0,0.1,confounded,2,pooled_mlp,,,,,
0.0,0.1,confounded,2,V0_random_init_mechanism,True,0.011924108169358164,0.16752630472183228,0.03876113146543503,0.5
0.0,0.1,confounded,2,V7_oracle_u_aware,,,,,1.0
0.0,0.1,confounded,2,V1_explicit_collapsed,,,,,
0.0,0.1,confounded,2,V6_oracle_initialized_joint,False,0.1991209454794522,0.39778733253479004,2.4296004994539544e-06,1.0
0.0,0.1,confounded,3,pooled_mlp,,,,,
0.0,0.1,confounded,3,V0_random_init_mechanism,True,0.011193247172261134,0.18012306094169617,0.042185597121715546,0.5
0.0,0.1,confounded,3,V7_oracle_u_aware,,,,,1.0
0.0,0.1,confounded,3,V1_explicit_collapsed,,,,,
0.0,0.1,confounded,3,V6_oracle_initialized_joint,False,0.20120722088620926,0.39889559149742126,3.089947995249531e-07,1.0
0.0,0.1,confounded,4,pooled_mlp,,,,,
0.0,0.1,confounded,4,V0_random_init_mechanism,True,0.011652264678339354,0.17149579524993896,0.04533301293849945,0.5
0.0,0.1,confounded,4,V7_oracle_u_aware,,,,,1.0
0.0,0.1,confounded,4,V1_explicit_collapsed,,,,,
0.0,0.1,confounded,4,V6_oracle_initialized_joint,False,0.19989443294046877,0.40066075325012207,0.0004719732969533652,0.9977346278317152
0.0,0.0,independent_latents,0,public_residual_init_nll_best,False,0.008291581779777922,0.02306240424513817,0.6259593963623047,0.5
0.0,0.0,independent_latents,0,source_shuffle_initialization,False,0.008309767907149828,0.036875247955322266,0.6128789782524109,0.5
0.0,0.0,independent_latents,0,no_staged_training,False,0.008709103613349034,0.03279809281229973,0.511713981628418,0.5
0.0,0.0,independent_latents,1,public_residual_init_nll_best,False,0.009166307255083508,0.02974579483270645,0.6628080606460571,0.5
0.0,0.0,independent_latents,1,source_shuffle_initialization,False,0.00913852079616521,0.03425192832946777,0.6628636717796326,0.5
0.0,0.0,independent_latents,1,no_staged_training,False,0.010797109402289,0.00489416066557169,0.4363422989845276,0.5
0.0,0.0,independent_latents,2,public_residual_init_nll_best,False,0.010638403839330561,0.0494418665766716,0.556857168674469,0.5
0.0,0.0,independent_latents,2,source_shuffle_initialization,False,0.01304635019858663,0.05959440395236015,0.5437589287757874,0.5
0.0,0.0,independent_latents,2,no_staged_training,False,0.029353718953161575,0.06960378587245941,0.31167811155319214,0.5
0.0,0.0,independent_latents,3,public_residual_init_nll_best,False,0.010752113265589048,0.05605483055114746,0.41372400522232056,0.5
0.0,0.0,independent_latents,3,source_shuffle_initialization,False,0.010478705410346257,0.02897205948829651,0.31588464975357056,0.5
0.0,0.0,independent_latents,3,no_staged_training,False,0.006982965971280373,0.013591557741165161,0.666664183139801,0.5
0.0,0.0,independent_latents,4,public_residual_init_nll_best,False,0.008670900597705677,0.035127222537994385,0.6331269145011902,0.5
0.0,0.0,independent_latents,4,source_shuffle_initialization,False,0.010052164387049449,0.05766744539141655,0.6523256897926331,0.5
0.0,0.0,independent_latents,4,no_staged_training,False,0.010576292583518084,0.013360931538045406,0.28129228949546814,0.5
0.0,0.0,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.0,independent_latents,0,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.0,independent_latents,1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.0,independent_latents,2,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.0,independent_latents,3,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.0,independent_latents,4,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.0,independent_latents,0,pooled_mlp,,,,,
0.0,0.0,independent_latents,0,V0_random_init_mechanism,True,0.006755664003784961,0.17889803647994995,0.03497689589858055,0.5
0.0,0.0,independent_latents,0,V7_oracle_u_aware,,,,,1.0
0.0,0.0,independent_latents,1,pooled_mlp,,,,,
0.0,0.0,independent_latents,1,V0_random_init_mechanism,True,0.007735432997317727,0.18383567035198212,0.03477589413523674,0.5
0.0,0.0,independent_latents,1,V7_oracle_u_aware,,,,,1.0
0.0,0.0,independent_latents,2,pooled_mlp,,,,,
0.0,0.0,independent_latents,2,V0_random_init_mechanism,True,0.006735880885556637,0.16586057841777802,0.0355025939643383,0.5
0.0,0.0,independent_latents,2,V7_oracle_u_aware,,,,,1.0
0.0,0.0,independent_latents,3,pooled_mlp,,,,,
0.0,0.0,independent_latents,3,V0_random_init_mechanism,True,0.005972127888364166,0.17839199304580688,0.03503045812249184,0.5
0.0,0.0,independent_latents,3,V7_oracle_u_aware,,,,,1.0
0.0,0.0,independent_latents,4,pooled_mlp,,,,,
0.0,0.0,independent_latents,4,V0_random_init_mechanism,True,0.006556289019896691,0.17676930129528046,0.0362858921289444,0.5
0.0,0.0,independent_latents,4,V7_oracle_u_aware,,,,,1.0
0.0,0.002,independent_latents,0,public_residual_init_nll_best,False,0.00831594767569188,0.05139237642288208,0.6106147170066833,0.502588996763754
0.0,0.002,independent_latents,0,source_shuffle_initialization,False,0.008184306375549387,0.06091507524251938,0.6205084323883057,0.5051779935275081
0.0,0.002,independent_latents,0,no_staged_training,False,0.008838175636524228,0.036099910736083984,0.45857444405555725,0.5009708737864078
0.0,0.002,independent_latents,1,public_residual_init_nll_best,False,0.009124246967748575,0.033044617623090744,0.6455016732215881,0.5200647249190938
0.0,0.002,independent_latents,1,source_shuffle_initialization,False,0.010343539288714109,0.02987256459891796,0.48945319652557373,0.5
0.0,0.002,independent_latents,1,no_staged_training,False,0.009074024949221217,0.008740879595279694,0.5187433362007141,0.5003236245954693
0.0,0.002,independent_latents,2,public_residual_init_nll_best,False,0.009762260514763588,0.04982559010386467,0.5738857984542847,0.5003236245954693
0.0,0.002,independent_latents,2,source_shuffle_initialization,False,0.009832514605272163,0.0606050007045269,0.5764352083206177,0.5006472491909385
0.0,0.002,independent_latents,2,no_staged_training,False,0.030405207595778975,0.06384482234716415,0.2930442988872528,0.5019417475728155
0.0,0.002,independent_latents,3,public_residual_init_nll_best,False,0.00898492143151075,0.03149799257516861,0.47159576416015625,0.5019417475728155
0.0,0.002,independent_latents,3,source_shuffle_initialization,False,0.00920537009567383,0.040016405284404755,0.44566479325294495,0.5019417475728155
0.0,0.002,independent_latents,3,no_staged_training,False,0.007356851652699927,0.0041938768699765205,0.48973268270492554,0.502588996763754
0.0,0.002,independent_latents,4,public_residual_init_nll_best,False,0.009174183339147112,0.04666727036237717,0.6321471929550171,0.5055016181229773
0.0,0.002,independent_latents,4,source_shuffle_initialization,False,0.009369475356171907,0.0265812948346138,0.5976220965385437,0.5032362459546925
0.0,0.002,independent_latents,4,no_staged_training,False,0.009834710476533726,0.012637533247470856,0.2800784111022949,0.5003236245954693
0.0,0.002,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.002,independent_latents,0,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.002,independent_latents,1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.002,independent_latents,2,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.002,independent_latents,3,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.002,independent_latents,4,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.002,independent_latents,0,pooled_mlp,,,,,
0.0,0.002,independent_latents,0,V0_random_init_mechanism,True,0.006819051655056375,0.17883199453353882,0.03507396578788757,0.5
0.0,0.002,independent_latents,0,V7_oracle_u_aware,,,,,1.0
0.0,0.002,independent_latents,1,pooled_mlp,,,,,
0.0,0.002,independent_latents,1,V0_random_init_mechanism,True,0.0074571893108239095,0.18363818526268005,0.03522058203816414,0.5
0.0,0.002,independent_latents,1,V7_oracle_u_aware,,,,,1.0
0.0,0.002,independent_latents,2,pooled_mlp,,,,,
0.0,0.002,independent_latents,2,V0_random_init_mechanism,True,0.006913280404583974,0.1657523512840271,0.03552528843283653,0.5
0.0,0.002,independent_latents,2,V7_oracle_u_aware,,,,,1.0
0.0,0.002,independent_latents,3,pooled_mlp,,,,,
0.0,0.002,independent_latents,3,V0_random_init_mechanism,True,0.006287908877164531,0.1784178614616394,0.03524264693260193,0.5
0.0,0.002,independent_latents,3,V7_oracle_u_aware,,,,,1.0
0.0,0.002,independent_latents,4,pooled_mlp,,,,,
0.0,0.002,independent_latents,4,V0_random_init_mechanism,True,0.006696509693451998,0.1769644021987915,0.03547988459467888,0.5
0.0,0.002,independent_latents,4,V7_oracle_u_aware,,,,,1.0
0.0,0.005,independent_latents,0,public_residual_init_nll_best,False,0.00864714213645621,0.03235514461994171,0.6351147294044495,0.5064724919093851
0.0,0.005,independent_latents,0,source_shuffle_initialization,False,0.008593618614017296,0.045861776918172836,0.6393813490867615,0.5074433656957928
0.0,0.005,independent_latents,0,no_staged_training,False,0.008973195192125213,0.03816719725728035,0.4317013621330261,0.5016181229773463
0.0,0.005,independent_latents,1,public_residual_init_nll_best,False,0.03287655392928285,0.014771009795367718,0.3582981526851654,0.5003236245954693
0.0,0.005,independent_latents,1,source_shuffle_initialization,False,0.03355014903847737,0.019287345930933952,0.35675209760665894,0.5006472491909385
0.0,0.005,independent_latents,1,no_staged_training,False,0.011636805858320163,0.005714091472327709,0.539207935333252,0.5032362459546925
0.0,0.005,independent_latents,2,public_residual_init_nll_best,False,0.008703673225518481,0.03263363242149353,0.6368642449378967,0.5161812297734628
0.0,0.005,independent_latents,2,source_shuffle_initialization,False,0.008977384115158055,0.05184359848499298,0.6325422525405884,0.5019417475728155
0.0,0.005,independent_latents,2,no_staged_training,False,0.027734024767872543,0.07456913590431213,0.22479155659675598,0.5029126213592233
0.0,0.005,independent_latents,3,public_residual_init_nll_best,False,0.008237070277470079,0.05007605254650116,0.6618344187736511,0.5135922330097087
0.0,0.005,independent_latents,3,source_shuffle_initialization,False,0.008868328961386292,0.03579911217093468,0.6564377546310425,0.516504854368932
0.0,0.005,independent_latents,3,no_staged_training,False,0.00745287814410387,0.04512426257133484,0.6643239855766296,0.5035598705501618
0.0,0.005,independent_latents,4,public_residual_init_nll_best,False,0.15281630407334035,0.01833008974790573,0.007895311340689659,0.5003236245954693
0.0,0.005,independent_latents,4,source_shuffle_initialization,False,0.010360863448555862,0.03372391313314438,0.5201994776725769,0.5058252427184466
0.0,0.005,independent_latents,4,no_staged_training,False,0.00956277543804622,0.03026457130908966,0.3251231610774994,0.5003236245954693
0.0,0.005,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.005,independent_latents,0,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.005,independent_latents,1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.005,independent_latents,2,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.005,independent_latents,3,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.005,independent_latents,4,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.005,independent_latents,0,pooled_mlp,,,,,
0.0,0.005,independent_latents,0,V0_random_init_mechanism,True,0.007124284416979455,0.1788402795791626,0.034873008728027344,0.5
0.0,0.005,independent_latents,0,V7_oracle_u_aware,,,,,1.0
0.0,0.005,independent_latents,1,pooled_mlp,,,,,
0.0,0.005,independent_latents,1,V0_random_init_mechanism,True,0.007739640428206169,0.1836259812116623,0.03532593697309494,0.5
0.0,0.005,independent_latents,1,V7_oracle_u_aware,,,,,1.0
0.0,0.005,independent_latents,2,pooled_mlp,,,,,
0.0,0.005,independent_latents,2,V0_random_init_mechanism,True,0.007040825756529081,0.1653868854045868,0.035855021327733994,0.5
0.0,0.005,independent_latents,2,V7_oracle_u_aware,,,,,1.0
0.0,0.005,independent_latents,3,pooled_mlp,,,,,
0.0,0.005,independent_latents,3,V0_random_init_mechanism,True,0.00591408688826266,0.1784387081861496,0.035216186195611954,0.5
0.0,0.005,independent_latents,3,V7_oracle_u_aware,,,,,1.0
0.0,0.005,independent_latents,4,pooled_mlp,,,,,
0.0,0.005,independent_latents,4,V0_random_init_mechanism,True,0.006521005296095584,0.17694517970085144,0.03543030098080635,0.5
0.0,0.005,independent_latents,4,V7_oracle_u_aware,,,,,1.0
0.0,0.01,independent_latents,0,public_residual_init_nll_best,False,0.009106779690624685,0.04038764163851738,0.3992505371570587,0.502588996763754
0.0,0.01,independent_latents,0,source_shuffle_initialization,False,0.010192061843728485,0.047946035861968994,0.38147926330566406,0.5022653721682848
0.0,0.01,independent_latents,0,no_staged_training,False,0.008938816097243325,0.04293132945895195,0.5249760150909424,0.510032362459547
0.0,0.01,independent_latents,1,public_residual_init_nll_best,False,0.010804747403237346,0.014685387723147869,0.5633395314216614,0.5064724919093851
0.0,0.01,independent_latents,1,source_shuffle_initialization,False,0.0107916477402831,0.019873540848493576,0.5631341934204102,0.5090614886731392
0.0,0.01,independent_latents,1,no_staged_training,False,0.011824627779919257,0.006287991069257259,0.5765241384506226,0.5016181229773463
0.0,0.01,independent_latents,2,public_residual_init_nll_best,False,0.010314659636878413,0.05216459557414055,0.608727216720581,0.5508090614886731
0.0,0.01,independent_latents,2,source_shuffle_initialization,False,0.010341765241168461,0.06875717639923096,0.6130825281143188,0.5168284789644013
0.0,0.01,independent_latents,2,no_staged_training,False,0.018176450565142055,0.07351677119731903,0.2839522659778595,0.5077669902912622
0.0,0.01,independent_latents,3,public_residual_init_nll_best,False,0.0091568450039709,0.021745335310697556,0.5853880643844604,0.5064724919093851
0.0,0.01,independent_latents,3,source_shuffle_initialization,False,0.009052231582907102,0.00915488786995411,0.629335343837738,0.5174757281553398
0.0,0.01,independent_latents,3,no_staged_training,False,0.008131805407748782,0.06396710127592087,0.6122181415557861,0.501294498381877
0.0,0.01,independent_latents,4,public_residual_init_nll_best,False,0.010972809505138442,0.032602351158857346,0.5041295289993286,0.5067961165048543
0.0,0.01,independent_latents,4,source_shuffle_initialization,False,0.010946606895612625,0.035865411162376404,0.4925609529018402,0.5103559870550162
0.0,0.01,independent_latents,4,no_staged_training,False,0.010494708255460759,0.03182153403759003,0.4648694097995758,0.5110032362459547
0.0,0.01,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.01,independent_latents,0,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.01,independent_latents,1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.01,independent_latents,2,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.01,independent_latents,3,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.01,independent_latents,4,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.01,independent_latents,0,pooled_mlp,,,,,
0.0,0.01,independent_latents,0,V0_random_init_mechanism,True,0.006896371971801949,0.1785150170326233,0.036385539919137955,0.5
0.0,0.01,independent_latents,0,V7_oracle_u_aware,,,,,1.0
0.0,0.01,independent_latents,1,pooled_mlp,,,,,
0.0,0.01,independent_latents,1,V0_random_init_mechanism,True,0.007435766535905144,0.1838168501853943,0.035013869404792786,0.5
0.0,0.01,independent_latents,1,V7_oracle_u_aware,,,,,1.0
0.0,0.01,independent_latents,2,pooled_mlp,,,,,
0.0,0.01,independent_latents,2,V0_random_init_mechanism,True,0.006779793049207776,0.1653394103050232,0.036178044974803925,0.5
0.0,0.01,independent_latents,2,V7_oracle_u_aware,,,,,1.0
0.0,0.01,independent_latents,3,pooled_mlp,,,,,
0.0,0.01,independent_latents,3,V0_random_init_mechanism,True,0.006173940040627675,0.17838643491268158,0.03589263930916786,0.5
0.0,0.01,independent_latents,3,V7_oracle_u_aware,,,,,1.0
0.0,0.01,independent_latents,4,pooled_mlp,,,,,
0.0,0.01,independent_latents,4,V0_random_init_mechanism,True,0.006661796260652897,0.17674939334392548,0.03652246296405792,0.5
0.0,0.01,independent_latents,4,V7_oracle_u_aware,,,,,1.0
0.0,0.02,independent_latents,0,public_residual_init_nll_best,False,0.012934335910375502,0.04031285271048546,0.5976073741912842,0.5766990291262136
0.0,0.02,independent_latents,0,source_shuffle_initialization,False,0.012689160964745165,0.060685645788908005,0.6038857698440552,0.56957928802589
0.0,0.02,independent_latents,0,no_staged_training,False,0.017291173616781154,0.017592746764421463,0.5844827890396118,0.5245954692556635
0.0,0.02,independent_latents,1,public_residual_init_nll_best,False,0.015174429186021935,0.01729901134967804,0.6153313517570496,0.626537216828479
0.0,0.02,independent_latents,1,source_shuffle_initialization,False,0.015223786329474262,0.029153555631637573,0.6153004765510559,0.6190938511326861
0.0,0.02,independent_latents,1,no_staged_training,False,0.016922083559890774,0.017696645110845566,0.5849816799163818,0.5802588996763755
0.0,0.02,independent_latents,2,public_residual_init_nll_best,False,0.01847233169528288,0.03354346379637718,0.5310471057891846,0.587378640776699
0.0,0.02,independent_latents,2,source_shuffle_initialization,False,0.014211229793491403,0.03978371620178223,0.447160929441452,0.517799352750809
0.0,0.02,independent_latents,2,no_staged_training,False,0.01728337201649846,0.044151462614536285,0.4951605498790741,0.513915857605178
0.0,0.02,independent_latents,3,public_residual_init_nll_best,False,0.017346575752301627,0.013459163717925549,0.5525864362716675,0.5029126213592233
0.0,0.02,independent_latents,3,source_shuffle_initialization,False,0.014412256983530797,0.04408393055200577,0.5543298721313477,0.5579288025889968
0.0,0.02,independent_latents,3,no_staged_training,False,0.01595576773154506,0.047987207770347595,0.5972017049789429,0.5207119741100323
0.0,0.02,independent_latents,4,public_residual_init_nll_best,False,0.015012331166810462,0.022350048646330833,0.6100532412528992,0.5216828478964401
0.0,0.02,independent_latents,4,source_shuffle_initialization,False,0.0151077437660239,0.03283638879656792,0.6098716259002686,0.5258899676375405
0.0,0.02,independent_latents,4,no_staged_training,False,0.013073395690961682,0.07287976145744324,0.5951449275016785,0.5262135922330097
0.0,0.02,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.02,independent_latents,0,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.02,independent_latents,1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.02,independent_latents,2,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.02,independent_latents,3,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.02,independent_latents,4,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.02,independent_latents,0,pooled_mlp,,,,,
0.0,0.02,independent_latents,0,V0_random_init_mechanism,True,0.006990849388781158,0.17876200377941132,0.035491496324539185,0.5
0.0,0.02,independent_latents,0,V7_oracle_u_aware,,,,,1.0
0.0,0.02,independent_latents,1,pooled_mlp,,,,,
0.0,0.02,independent_latents,1,V0_random_init_mechanism,True,0.007516538374619757,0.18373088538646698,0.03542941063642502,0.5
0.0,0.02,independent_latents,1,V7_oracle_u_aware,,,,,1.0
0.0,0.02,independent_latents,2,pooled_mlp,,,,,
0.0,0.02,independent_latents,2,V0_random_init_mechanism,True,0.007479191070875093,0.16632354259490967,0.035786379128694534,0.5
0.0,0.02,independent_latents,2,V7_oracle_u_aware,,,,,1.0
0.0,0.02,independent_latents,3,pooled_mlp,,,,,
0.0,0.02,independent_latents,3,V0_random_init_mechanism,True,0.006507112069804551,0.17818951606750488,0.03667580336332321,0.5
0.0,0.02,independent_latents,3,V7_oracle_u_aware,,,,,1.0
0.0,0.02,independent_latents,4,pooled_mlp,,,,,
0.0,0.02,independent_latents,4,V0_random_init_mechanism,True,0.006475446480512986,0.1768854260444641,0.03544268757104874,0.5
0.0,0.02,independent_latents,4,V7_oracle_u_aware,,,,,1.0
0.0,0.05,independent_latents,0,public_residual_init_nll_best,False,0.10049813648002347,0.0033620053436607122,0.006885190028697252,0.9941747572815534
0.0,0.05,independent_latents,0,source_shuffle_initialization,False,0.10030971337567818,0.013245444744825363,0.00896593276411295,0.9935275080906149
0.0,0.05,independent_latents,0,no_staged_training,False,0.10055685741505198,0.0026695828419178724,0.013286956585943699,0.9925566343042072
0.0,0.05,independent_latents,1,public_residual_init_nll_best,False,0.09857378560849459,0.0006650242721661925,0.012058843858540058,0.9909385113268608
0.0,0.05,independent_latents,1,source_shuffle_initialization,False,0.1004532452468232,0.01151618268340826,0.007661620620638132,0.9909385113268608
0.0,0.05,independent_latents,1,no_staged_training,False,0.1016537855471908,0.0017208860954269767,0.010646787472069263,0.989967637540453
0.0,0.05,independent_latents,2,public_residual_init_nll_best,False,0.10037542815839438,0.005936106201261282,0.010473636910319328,0.989967637540453
0.0,0.05,independent_latents,2,source_shuffle_initialization,False,0.10044971672426992,0.014219101518392563,0.010291842743754387,0.9889967637540453
0.0,0.05,independent_latents,2,no_staged_training,False,0.09964308593568637,0.001989450305700302,0.01739944890141487,0.9877022653721683
0.0,0.05,independent_latents,3,public_residual_init_nll_best,False,0.10100897174961049,0.003764853812754154,0.0114508718252182,0.9970873786407767
0.0,0.05,independent_latents,3,source_shuffle_initialization,False,0.10110076600051156,0.015591852366924286,0.011583101935684681,0.9967637540453075
0.0,0.05,independent_latents,3,no_staged_training,False,0.09925030344453872,0.0013473782455548644,0.01772347465157509,0.9948220064724919
0.0,0.05,independent_latents,4,public_residual_init_nll_best,False,0.09992691607671117,0.003114959690719843,0.009600227698683739,0.983495145631068
0.0,0.05,independent_latents,4,source_shuffle_initialization,False,0.099875820963559,0.008064396679401398,0.010961801744997501,0.9831715210355987
0.0,0.05,independent_latents,4,no_staged_training,False,0.09929926037835263,0.0033349597360938787,0.020507384091615677,0.9809061488673139
0.0,0.05,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.05,independent_latents,0,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.05,independent_latents,1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.05,independent_latents,2,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.05,independent_latents,3,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.05,independent_latents,4,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.05,independent_latents,0,pooled_mlp,,,,,
0.0,0.05,independent_latents,0,V0_random_init_mechanism,True,0.008559940291362296,0.17828726768493652,0.03632564842700958,0.5
0.0,0.05,independent_latents,0,V7_oracle_u_aware,,,,,1.0
0.0,0.05,independent_latents,1,pooled_mlp,,,,,
0.0,0.05,independent_latents,1,V0_random_init_mechanism,True,0.008216468902896776,0.1832035481929779,0.0362379290163517,0.5
0.0,0.05,independent_latents,1,V7_oracle_u_aware,,,,,1.0
0.0,0.05,independent_latents,2,pooled_mlp,,,,,
0.0,0.05,independent_latents,2,V0_random_init_mechanism,True,0.009073730698587692,0.16667258739471436,0.0366172157227993,0.5
0.0,0.05,independent_latents,2,V7_oracle_u_aware,,,,,1.0
0.0,0.05,independent_latents,3,pooled_mlp,,,,,
0.0,0.05,independent_latents,3,V0_random_init_mechanism,True,0.006774291954886856,0.17793439328670502,0.03819325566291809,0.5
0.0,0.05,independent_latents,3,V7_oracle_u_aware,,,,,1.0
0.0,0.05,independent_latents,4,pooled_mlp,,,,,
0.0,0.05,independent_latents,4,V0_random_init_mechanism,True,0.008172199769288457,0.17690704762935638,0.036032285541296005,0.5
0.0,0.05,independent_latents,4,V7_oracle_u_aware,,,,,1.0
0.0,0.1,independent_latents,0,public_residual_init_nll_best,False,0.2003815529945956,0.002444674726575613,4.714054284704616e-06,1.0
0.0,0.1,independent_latents,0,source_shuffle_initialization,False,0.20030094680547014,0.012645304203033447,2.274838379889843e-07,1.0
0.0,0.1,independent_latents,0,no_staged_training,False,0.20081654626798026,0.0027331761084496975,6.904757901793346e-05,1.0
0.0,0.1,independent_latents,1,public_residual_init_nll_best,False,0.19966443805927184,0.0054808109998703,0.00022455134603660554,0.9990291262135922
0.0,0.1,independent_latents,1,source_shuffle_initialization,False,0.20020537817207576,0.011710569262504578,0.00014614428800996393,0.9990291262135922
0.0,0.1,independent_latents,1,no_staged_training,False,0.19953994203362418,0.0023937176447361708,0.0006656736950390041,1.0
0.0,0.1,independent_latents,2,public_residual_init_nll_best,False,0.1984909155154324,0.0007214051438495517,0.00042899081017822027,1.0
0.0,0.1,independent_latents,2,source_shuffle_initialization,False,0.19798429351948363,0.012897144071757793,0.00020962570852134377,1.0
0.0,0.1,independent_latents,2,no_staged_training,False,0.19971601073951797,0.0024774079211056232,0.0004360791062936187,0.9983818770226537
0.0,0.1,independent_latents,3,public_residual_init_nll_best,False,0.2002906322694209,0.003023604629561305,4.030830677947961e-05,1.0
0.0,0.1,independent_latents,3,source_shuffle_initialization,False,0.19952455512285114,0.015705373138189316,6.828218465670943e-05,1.0
0.0,0.1,independent_latents,3,no_staged_training,False,0.1990369280029601,0.001360277528874576,1.6495319869136438e-05,1.0
0.0,0.1,independent_latents,4,public_residual_init_nll_best,False,0.1988434561703989,0.003404563060030341,0.0001875167799880728,0.9993527508090615
0.0,0.1,independent_latents,4,source_shuffle_initialization,False,0.1991905636541131,0.007708045653998852,0.0003645562974270433,1.0
0.0,0.1,independent_latents,4,no_staged_training,False,0.2000127128258723,0.002835830207914114,0.0006752820336259902,1.0
0.0,0.1,independent_latents,-1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.1,independent_latents,0,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.1,independent_latents,1,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.1,independent_latents,2,public_residual_init_uniform_candidate_ensemble,,,,,
0.0,0.1,independent_latents,3,public_residual_init_uniform_candidate_ensemble,,,,,
