kappa,lambda_reward,condition,seed,method,top_set_disagreement,strict_flip,calibration_budget,calibration_replicate
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,64,15
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,128,15
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,128,15
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,128,15
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2686084142394822,0.2686084142394822,128,15
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.31715210355987056,0.31715210355987056,128,15
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.313915857605178,0.313915857605178,128,15
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.20388349514563106,0.20388349514563106,0,16
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,16
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,0,16
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,0,16
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,16
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,0,16
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2524271844660194,0.2524271844660194,8,16
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,8,16
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.27184466019417475,0.27184466019417475,8,16
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.31715210355987056,0.31715210355987056,8,16
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.3365695792880259,0.3365695792880259,8,16
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,8,16
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.23300970873786409,0.23300970873786409,16,16
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,16,16
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2750809061488673,16,16
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,16,16
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,16,16
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,16,16
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,32,16
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,32,16
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,32,16
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,32,16
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.31715210355987056,0.31715210355987056,32,16
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,32,16
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,64,16
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,64,16
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,64,16
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,64,16
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.31715210355987056,0.31715210355987056,64,16
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,64,16
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,128,16
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,128,16
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,128,16
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.27184466019417475,0.27184466019417475,128,16
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.313915857605178,0.313915857605178,128,16
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.3786407766990291,0.3786407766990291,128,16
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.20388349514563106,0.20388349514563106,0,17
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,17
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,0,17
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,0,17
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,17
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,0,17
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,8,17
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,8,17
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,8,17
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.3786407766990291,0.3786407766990291,8,17
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.3074433656957929,0.3074433656957929,8,17
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,8,17
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.27184466019417475,0.27184466019417475,16,17
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,16,17
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.27184466019417475,0.27184466019417475,16,17
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.3786407766990291,0.3786407766990291,16,17
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,16,17
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.3074433656957929,0.3074433656957929,16,17
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2686084142394822,0.2686084142394822,32,17
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,32,17
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2686084142394822,0.2686084142394822,32,17
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.27184466019417475,0.27184466019417475,32,17
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.3074433656957929,0.3074433656957929,32,17
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.32038834951456313,0.32038834951456313,32,17
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,64,17
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,64,17
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,64,17
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,64,17
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,64,17
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.3656957928802589,0.3656957928802589,64,17
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,128,17
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,128,17
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,128,17
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,128,17
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.313915857605178,0.313915857605178,128,17
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.37540453074433655,0.37540453074433655,128,17
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.20388349514563106,0.20388349514563106,0,18
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,18
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,0,18
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,0,18
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,18
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,0,18
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.21035598705501618,0.21035598705501618,8,18
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.313915857605178,0.313915857605178,8,18
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,8,18
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,8,18
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,8,18
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.3300970873786408,0.3300970873786408,8,18
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2297734627831715,0.2297734627831715,16,18
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.3074433656957929,0.3074433656957929,16,18
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,16,18
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,16,18
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,16,18
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.3559870550161812,0.3559870550161812,16,18
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2459546925566343,0.2459546925566343,32,18
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.30097087378640774,0.30097087378640774,32,18
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.284789644012945,0.284789644012945,32,18
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,32,18
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,32,18
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,32,18
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.27184466019417475,0.27184466019417475,64,18
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.30097087378640774,0.30097087378640774,64,18
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,64,18
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,64,18
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.31715210355987056,0.31715210355987056,64,18
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,64,18
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,128,18
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,128,18
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,128,18
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,128,18
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.313915857605178,0.313915857605178,128,18
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,128,18
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.20388349514563106,0.20388349514563106,0,19
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,19
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,0,19
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,0,19
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,0,19
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,0,19
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.24271844660194175,0.24271844660194175,8,19
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,8,19
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,8,19
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,8,19
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,8,19
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,8,19
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.24919093851132687,0.24919093851132687,16,19
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.3042071197411003,0.3042071197411003,16,19
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.27184466019417475,0.27184466019417475,16,19
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,16,19
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.31715210355987056,0.31715210355987056,16,19
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.37540453074433655,0.37540453074433655,16,19
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,32,19
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,32,19
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,32,19
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2783171521035599,0.2783171521035599,32,19
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.31715210355987056,0.31715210355987056,32,19
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.3818770226537217,0.3818770226537217,32,19
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,64,19
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,64,19
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,64,19
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.27184466019417475,0.27184466019417475,64,19
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.313915857605178,0.313915857605178,64,19
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.3786407766990291,0.3786407766990291,64,19
0.0,0.0,confounded,-1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,128,19
0.0,0.0,confounded,0,public_residual_init_intervention_calibrated,0.2912621359223301,0.2912621359223301,128,19
0.0,0.0,confounded,1,public_residual_init_intervention_calibrated,0.2750809061488673,0.2750809061488673,128,19
0.0,0.0,confounded,2,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,128,19
0.0,0.0,confounded,3,public_residual_init_intervention_calibrated,0.313915857605178,0.313915857605178,128,19
0.0,0.0,confounded,4,public_residual_init_intervention_calibrated,0.3786407766990291,0.3786407766990291,128,19
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2621359223300971,0.2621359223300971,0,0
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.3818770226537217,0.3818770226537217,0,0
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.32038834951456313,0.32038834951456313,0,0
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,0,0
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.34627831715210355,0.34627831715210355,0,0
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.36893203883495146,0.36893203883495146,0,0
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2815533980582524,0.2815533980582524,8,0
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.37216828478964403,0.37216828478964403,8,0
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.32038834951456313,0.32038834951456313,8,0
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.35275080906148865,0.35275080906148865,8,0
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.34951456310679613,0.34951456310679613,8,0
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,8,0
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,16,0
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.37216828478964403,0.37216828478964403,16,0
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.32038834951456313,0.32038834951456313,16,0
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.34951456310679613,0.34951456310679613,16,0
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,16,0
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.35275080906148865,0.35275080906148865,16,0
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,32,0
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.37540453074433655,0.37540453074433655,32,0
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,32,0
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.34627831715210355,0.34627831715210355,32,0
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,32,0
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.35275080906148865,0.35275080906148865,32,0
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.313915857605178,0.313915857605178,64,0
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.36893203883495146,0.36893203883495146,64,0
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.3268608414239482,0.3268608414239482,64,0
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.34627831715210355,0.34627831715210355,64,0
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3559870550161812,0.3559870550161812,64,0
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.343042071197411,0.343042071197411,64,0
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.3300970873786408,0.3300970873786408,128,0
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.3656957928802589,0.3656957928802589,128,0
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.3300970873786408,0.3300970873786408,128,0
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.343042071197411,0.343042071197411,128,0
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3559870550161812,0.3559870550161812,128,0
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.34627831715210355,0.34627831715210355,128,0
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2621359223300971,0.2621359223300971,0,1
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.3818770226537217,0.3818770226537217,0,1
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.32038834951456313,0.32038834951456313,0,1
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,0,1
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.34627831715210355,0.34627831715210355,0,1
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.36893203883495146,0.36893203883495146,0,1
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.3042071197411003,0.3042071197411003,8,1
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.37216828478964403,0.37216828478964403,8,1
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,8,1
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.34951456310679613,0.34951456310679613,8,1
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3559870550161812,0.3559870550161812,8,1
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3656957928802589,0.3656957928802589,8,1
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.28802588996763756,0.28802588996763756,16,1
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.37540453074433655,0.37540453074433655,16,1
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.3106796116504854,0.3106796116504854,16,1
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3559870550161812,0.3559870550161812,16,1
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.34951456310679613,0.34951456310679613,16,1
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3559870550161812,0.3559870550161812,16,1
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,32,1
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.37216828478964403,0.37216828478964403,32,1
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,32,1
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,32,1
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,32,1
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.343042071197411,0.343042071197411,32,1
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.313915857605178,0.313915857605178,64,1
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.36893203883495146,0.36893203883495146,64,1
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.3268608414239482,0.3268608414239482,64,1
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.34951456310679613,0.34951456310679613,64,1
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,64,1
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.3656957928802589,0.3656957928802589,64,1
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.3300970873786408,0.3300970873786408,128,1
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.37216828478964403,0.37216828478964403,128,1
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.3300970873786408,0.3300970873786408,128,1
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.343042071197411,0.343042071197411,128,1
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3786407766990291,0.3786407766990291,128,1
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.34951456310679613,0.34951456310679613,128,1
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2621359223300971,0.2621359223300971,0,2
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.3818770226537217,0.3818770226537217,0,2
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.32038834951456313,0.32038834951456313,0,2
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,0,2
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.34627831715210355,0.34627831715210355,0,2
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.36893203883495146,0.36893203883495146,0,2
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.29449838187702265,0.29449838187702265,8,2
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.37216828478964403,0.37216828478964403,8,2
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.31715210355987056,0.31715210355987056,8,2
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.34951456310679613,0.34951456310679613,8,2
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3559870550161812,0.3559870550161812,8,2
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.35275080906148865,0.35275080906148865,8,2
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.32038834951456313,0.32038834951456313,16,2
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.37216828478964403,0.37216828478964403,16,2
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,16,2
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.34951456310679613,0.34951456310679613,16,2
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,16,2
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.36893203883495146,0.36893203883495146,16,2
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.3365695792880259,0.3365695792880259,32,2
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.36893203883495146,0.36893203883495146,32,2
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.32038834951456313,0.32038834951456313,32,2
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.343042071197411,0.343042071197411,32,2
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.3592233009708738,0.3592233009708738,32,2
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.343042071197411,0.343042071197411,32,2
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,64,2
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.37216828478964403,0.37216828478964403,64,2
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.32362459546925565,0.32362459546925565,64,2
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.34627831715210355,0.34627831715210355,64,2
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.36245954692556637,0.3592233009708738,64,2
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.36893203883495146,0.36893203883495146,64,2
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.3268608414239482,0.3268608414239482,128,2
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.37540453074433655,0.37540453074433655,128,2
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.3268608414239482,0.3268608414239482,128,2
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.34951456310679613,0.34627831715210355,128,2
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,128,2
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.33980582524271846,0.33980582524271846,128,2
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2621359223300971,0.2621359223300971,0,3
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.3818770226537217,0.3818770226537217,0,3
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.32038834951456313,0.32038834951456313,0,3
0.0,0.002,confounded,2,public_residual_init_intervention_calibrated,0.36245954692556637,0.36245954692556637,0,3
0.0,0.002,confounded,3,public_residual_init_intervention_calibrated,0.34627831715210355,0.34627831715210355,0,3
0.0,0.002,confounded,4,public_residual_init_intervention_calibrated,0.36893203883495146,0.36893203883495146,0,3
0.0,0.002,confounded,-1,public_residual_init_intervention_calibrated,0.2977346278317152,0.2977346278317152,8,3
0.0,0.002,confounded,0,public_residual_init_intervention_calibrated,0.37216828478964403,0.37216828478964403,8,3
0.0,0.002,confounded,1,public_residual_init_intervention_calibrated,0.32038834951456313,0.32038834951456313,8,3
