kappa,lambda_reward,condition,seed,method,mean_regret,worst_tie_mean_regret,conditional_mean_regret,p90_regret,max_regret,calibration_budget,calibration_replicate
0.0,0.0,confounded,0,V1_explicit_collapsed,0.0009703612660630621,0.0009703612660630621,0.0037954636862466604,0.003833446151047148,0.01961267904161268,,
0.0,0.0,confounded,0,V6_oracle_initialized_joint,0.000737906775503894,0.000737906775503894,0.003507895286626204,0.003265227419792714,0.010482394787229232,,
0.0,0.0,confounded,1,pooled_mlp,0.0007033718514818981,0.0007033718514818981,0.0032439089866851717,0.002965807560945374,0.013315073235235175,,
0.0,0.0,confounded,1,V0_random_init_mechanism,0.0010156344462020597,0.0010156344462020597,0.003781096914173933,0.0039754026911644706,0.016470852737632935,,
0.0,0.0,confounded,1,V7_oracle_u_aware,0.0007915888598979124,0.0007915888598979124,0.0030197649099809247,0.0036080258154182585,0.008790968552991885,,
0.0,0.0,confounded,1,V1_explicit_collapsed,0.0007833506103431018,0.0007833506103431018,0.0036127662477017683,0.003199258058648091,0.012308935171883473,,
0.0,0.0,confounded,1,V6_oracle_initialized_joint,0.0007777003695617823,0.0007777003695617823,0.003337630752702649,0.0034615912988604325,0.008790968552991885,,
0.0,0.0,confounded,2,pooled_mlp,0.0008703387554489394,0.0008703387554489394,0.003735203825468365,0.0034041829065577273,0.014334114235150075,,
0.0,0.0,confounded,2,V0_random_init_mechanism,0.0008136359989696388,0.0008136359989696388,0.003444020872350937,0.0034482771098602407,0.010190327602197957,,
0.0,0.0,confounded,2,V7_oracle_u_aware,0.0011834240910294153,0.0011834240910294153,0.003932021979871928,0.004448446244465563,0.014126174632168809,,
0.0,0.0,confounded,2,V1_explicit_collapsed,0.0009710752836532853,0.0009710752836532853,0.0034489915246995995,0.0037128802811563937,0.011463213393994476,,
0.0,0.0,confounded,2,V6_oracle_initialized_joint,0.0006630831737141013,0.0006630831737141013,0.003594608783818549,0.0032663596210944926,0.007581168661232152,,
0.0,0.0,confounded,3,pooled_mlp,0.0007015648012114061,0.0007015648012114061,0.003613058726238742,0.0030781919834840005,0.012069758204197978,,
0.0,0.0,confounded,3,V0_random_init_mechanism,0.0008652874399804655,0.0008652874399804655,0.0034723872591423876,0.003726009881116886,0.014126174632168809,,
0.0,0.0,confounded,3,V7_oracle_u_aware,0.0007736808088645987,0.0007736808088645987,0.0033203801380439026,0.0035466855364766113,0.008626156031328769,,
0.0,0.0,confounded,3,V1_explicit_collapsed,0.0007117240836681404,0.0007117240836681404,0.003605290850056646,0.003070523114912492,0.012069758204197978,,
0.0,0.0,confounded,3,V6_oracle_initialized_joint,0.0007574458537274796,0.0007574458537274796,0.0035462237697241094,0.0034615912988604325,0.007581168661232152,,
0.0,0.0,confounded,4,pooled_mlp,0.0009861659328772986,0.0009861659328772986,0.003906734272552375,0.003875860922243123,0.014169029059608373,,
0.0,0.0,confounded,4,V0_random_init_mechanism,0.0006843114395387468,0.0006843114395387468,0.003410519916410851,0.003192764655500202,0.011353203446494042,,
0.0,0.0,confounded,4,V7_oracle_u_aware,0.00088481061065554,0.00088481061065554,0.0032940539601513477,0.0036464245686680377,0.010190327602197957,,
0.0,0.0,confounded,4,V1_explicit_collapsed,0.0011634237026874128,0.0011634237026874128,0.00403930251831922,0.004522261147366002,0.014169029059608373,,
0.0,0.0,confounded,4,V6_oracle_initialized_joint,0.0008062424400081216,0.0008062424400081216,0.0035589844851787083,0.0036464245686680377,0.010190327602197957,,
0.0,0.002,confounded,0,public_residual_init_nll_best,0.001591128434140496,0.001591128434140496,0.004238436949563907,0.005566339158272537,0.014224412301706568,,
0.0,0.002,confounded,0,source_shuffle_initialization,0.0015609741295051285,0.0015609741295051285,0.004231061456290217,0.005543459163667297,0.013773933719116727,,
0.0,0.002,confounded,0,no_staged_training,0.0010625935884500937,0.0010625935884500937,0.003774039296908953,0.004535239382100364,0.01638699095829299,,
0.0,0.002,confounded,1,public_residual_init_nll_best,0.0014235047513119132,0.0014235047513119132,0.004229451616878665,0.005167657989332763,0.015054098040339525,,
0.0,0.002,confounded,1,source_shuffle_initialization,0.001398644486761805,0.001398644486761805,0.003964964645957777,0.004953680445726416,0.015054098040339525,,
0.0,0.002,confounded,1,no_staged_training,0.0012638804991826284,0.0012638804991826284,0.004199344884380991,0.005090444332821863,0.014126174632168809,,
0.0,0.002,confounded,2,public_residual_init_nll_best,0.0013657772134960688,0.0013657772134960688,0.003981369424247974,0.005173179375305104,0.01417503823033428,,
0.0,0.002,confounded,2,source_shuffle_initialization,0.0013811459403195562,0.0013811459403195562,0.003951611995914286,0.005173179375305104,0.01417503823033428,,
0.0,0.002,confounded,2,no_staged_training,0.0013910324920767055,0.0013910324920767055,0.003803796814616832,0.005167657989332763,0.01332595466526243,,
0.0,0.002,confounded,3,public_residual_init_nll_best,0.0012028104466802606,0.0012028104466802606,0.003506305924756609,0.004281400837784942,0.014126174632168809,,
0.0,0.002,confounded,3,source_shuffle_initialization,0.0011704634847843737,0.0011704634847843737,0.003477627084599726,0.004390445430639289,0.013251966247791458,,
0.0,0.002,confounded,3,no_staged_training,0.0011196834339686334,0.0011196834339686334,0.0037202385064119114,0.004157616671132834,0.013251966247791458,,
0.0,0.002,confounded,4,public_residual_init_nll_best,0.0014796802628401094,0.0014796802628401094,0.0043134075586565455,0.0052695969770449646,0.014126174632168809,,
0.0,0.002,confounded,4,source_shuffle_initialization,0.0015073827836685455,0.0015073827836685455,0.004436012191938863,0.0052695969770449646,0.014126174632168809,,
0.0,0.002,confounded,4,no_staged_training,0.0015397530973701432,0.0015397530973701432,0.0041735412902401256,0.005272923765303527,0.014126174632168809,,
0.0,0.002,confounded,-1,public_residual_init_uniform_candidate_ensemble,0.0009436459611140773,0.0009436459611140773,0.003599834592398147,0.0037736216166605265,0.013251966247791458,,
0.0,0.002,confounded,0,public_residual_init_uniform_candidate_ensemble,0.0016101403511071246,0.0016101403511071246,0.004216384478746623,0.0055992712579349116,0.013507415283356305,,
0.0,0.002,confounded,1,public_residual_init_uniform_candidate_ensemble,0.0013615662954281163,0.0013615662954281163,0.004249737225124121,0.00512245871229986,0.015054098040339525,,
0.0,0.002,confounded,2,public_residual_init_uniform_candidate_ensemble,0.0015238557820155935,0.0015238557820155935,0.00420420925573945,0.0051946663308688025,0.01417503823033428,,
0.0,0.002,confounded,3,public_residual_init_uniform_candidate_ensemble,0.0012665755662687396,0.0012665755662687396,0.003657680840906921,0.004741047948370358,0.013401369475007474,,
0.0,0.002,confounded,4,public_residual_init_uniform_candidate_ensemble,0.001689440466456272,0.001689440466456272,0.004579272843289369,0.005535654362967879,0.014977983325449529,,
0.0,0.002,confounded,0,pooled_mlp,0.001166655106327299,0.001166655106327299,0.004050521661293656,0.004429133114892458,0.019895244686231273,,
0.0,0.002,confounded,0,V0_random_init_mechanism,0.0012348152405246792,0.0012348152405246792,0.003633884850686913,0.004537610543617453,0.012391259752272621,,
0.0,0.002,confounded,0,V7_oracle_u_aware,0.0005896531305464937,0.0005896531305464937,0.0032536217381940458,0.00283093789066795,0.010482394787229232,,
0.0,0.002,confounded,0,V1_explicit_collapsed,0.0011197842166794942,0.0011197842166794942,0.0038023442082853152,0.004634583630201126,0.01206398621466409,,
0.0,0.002,confounded,0,V6_oracle_initialized_joint,0.0006923529303168496,0.0006923529303168496,0.003241470537392523,0.0031991590922767267,0.007581168661232152,,
0.0,0.002,confounded,1,pooled_mlp,0.0010689172073825772,0.0010689172073825772,0.0036699490786801818,0.003822409269457779,0.012308935171883473,,
0.0,0.002,confounded,1,V0_random_init_mechanism,0.0013552119623125075,0.0013552119623125075,0.003738933003165757,0.00512245871229986,0.014126174632168809,,
0.0,0.002,confounded,1,V7_oracle_u_aware,0.0007836825581678196,0.0007836825581678196,0.00310458859581867,0.003642557555412606,0.00662180623265618,,
0.0,0.002,confounded,1,V1_explicit_collapsed,0.0008660554234295639,0.0008660554234295639,0.003994195908055749,0.003352571505205226,0.013315073235235175,,
