method,budget,do_mae_mean,do_mae_sd,top_set_disagreement_mean,top_set_disagreement_sd,mean_regret_mean,mean_regret_sd,rank1_selection_rate,rank1_selections_out_of_15
pooled_rank0,64,0.03280493799506059,0.0017588378906382973,0.4380952380952381,0.15598118074214323,0.0014507933489969272,0.00043668158669866287,0.0,0
MSCSC_correct_source,64,0.03411072806289291,0.0009231716746105532,0.4883116883116883,0.15534552264213694,0.0016433560375188605,0.0004474367845115834,0.06666666666666667,1
MSCSC_source_shuffle,64,0.03330331503070399,0.00032814647375147953,0.42857142857142855,0.11463935839331894,0.0014272733945459657,0.0003766705837970807,0.0,0
