family,kappa,condition,action,mixture,metric,n_anchors,mean,standard_deviation,median,p10,p25,p75,p90,maximum,ci95_low,ci95_high,bootstrap_unit,bootstrap_repetitions,bootstrap_seed,numerator_mean,denominator_mean,pointwise_ratios_computed
u_outcome_effect,0.1,do_oracle,base,none,termination_u_disagreement,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
u_outcome_effect,0.1,do_oracle,plus,none,reward_u_effect_abs,2048,0.00400332387205935,0.0022814602326582914,0.003308371829049417,0.001454727076802609,0.002241578139236422,0.0063375643464320675,0.007085766667815729,0.01046446442719251,0.0039051689711226433,0.004104147669108637,anchor_id,2000,0,,,
u_outcome_effect,0.1,do_oracle,plus,none,delta_u_effect_l2,2048,0.2609657076166355,0.04381289854747991,0.259495052650486,0.1836988799989832,0.24318586319746344,0.3112201573809644,0.3143869395515709,0.3239396856143692,0.25899263579302817,0.2628256847758322,anchor_id,2000,0,,,
u_outcome_effect,0.1,do_oracle,plus,none,termination_u_disagreement,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
u_outcome_effect,0.1,do_oracle,all,none,reward_u_effect_abs,2048,0.003915342859748667,0.00227634156760698,0.0031748185348168256,0.0013882078523791974,0.0021427347366658744,0.006239777334068959,0.006997589925388577,0.01054291342316116,0.003819683428039168,0.004014485140792469,anchor_id,2000,0,,,
u_outcome_effect,0.1,do_oracle,all,none,delta_u_effect_l2,2048,0.2629800534749367,0.0421182507248543,0.25958385050852306,0.2025626793018395,0.24330564818747877,0.30619647469194433,0.3143002286964611,0.45675416560050824,0.2610717499699593,0.2648450454373922,anchor_id,2000,0,,,
u_outcome_effect,0.1,do_oracle,all,none,termination_u_disagreement,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,minus,logger1_heavy_vs_logger2_heavy,signed_reward_drift,2048,0.0021223061806058645,0.0027613687784971527,0.0021543063039577426,-0.00018282434130858477,0.0012467898629672236,0.004585400908189263,0.005144472886100448,0.012422427942788694,0.0020027320391395533,0.002244743078815938,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,minus,logger1_heavy_vs_logger2_heavy,absolute_reward_drift,2048,0.0029435939111298604,0.0018607964490514736,0.002380734518014238,0.0008039137448512257,0.0015268874532600174,0.004767672047886751,0.005416473634814211,0.012422427942788694,0.0028624098577408872,0.0030266391409330333,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,minus,logger1_heavy_vs_logger2_heavy,three_mixture_reward_range,2048,0.0029435939111298604,0.0018607964490514736,0.002380734518014238,0.0008039137448512257,0.0015268874532600174,0.004767672047886751,0.005416473634814211,0.012422427942788694,0.0028624098577408872,0.0030266391409330333,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,minus,logger1_heavy_vs_logger2_heavy,delta_drift_heavy_contrast,2048,0.2050178559280687,0.03378935790340185,0.20191563815810845,0.16103346380529995,0.18927023154222977,0.2419945093397593,0.24451978252975745,0.47923255450365393,0.20347001587444044,0.20648690212676718,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,minus,logger1_heavy_vs_logger2_heavy,three_mixture_delta_drift,2048,0.2050178559280687,0.03378935790340185,0.20191563815810845,0.16103346380529995,0.18927023154222977,0.2419945093397593,0.24451978252975745,0.47923255450365393,0.20347001587444044,0.20648690212676718,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,base,logger1_heavy_vs_logger2_heavy,signed_reward_drift,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,base,logger1_heavy_vs_logger2_heavy,absolute_reward_drift,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,base,logger1_heavy_vs_logger2_heavy,three_mixture_reward_range,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,base,logger1_heavy_vs_logger2_heavy,delta_drift_heavy_contrast,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,base,logger1_heavy_vs_logger2_heavy,three_mixture_delta_drift,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,plus,logger1_heavy_vs_logger2_heavy,signed_reward_drift,2048,-0.0024969788231085388,0.0025711150387003777,-0.0024077796979493638,-0.005355096310611795,-0.004838349490057348,-0.0015230636930591013,-0.00040350714767485346,0.008139027887816397,-0.002607456094728006,-0.002384270675225039,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,plus,logger1_heavy_vs_logger2_heavy,absolute_reward_drift,2048,0.0031136963449350987,0.0017744690698453906,0.002573178089260608,0.0011314543930685207,0.001743449663850427,0.004929216713891571,0.005511151852745755,0.008139027887816397,0.0030373536442065067,0.0031921148537512106,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,plus,logger1_heavy_vs_logger2_heavy,three_mixture_reward_range,2048,0.0031136963449350987,0.0017744690698453906,0.002573178089260608,0.0011314543930685207,0.001743449663850427,0.004929216713891571,0.005511151852745755,0.008139027887816397,0.0030373536442065067,0.0031921148537512106,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,plus,logger1_heavy_vs_logger2_heavy,delta_drift_heavy_contrast,2048,0.20297332814627206,0.03407669887026215,0.2018294853948226,0.14287690666587588,0.1891445602646938,0.2420601224074166,0.24452317520677727,0.25195308881117595,0.20143871672791075,0.2044199770478695,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,plus,logger1_heavy_vs_logger2_heavy,three_mixture_delta_drift,2048,0.20297332814627206,0.03407669887026215,0.2018294853948226,0.14287690666587588,0.1891445602646938,0.2420601224074166,0.24452317520677727,0.25195308881117595,0.20143871672791075,0.2044199770478695,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,all,logger1_heavy_vs_logger2_heavy,signed_reward_drift,2048,-0.00012489088083422476,0.0003218082823242975,-4.2592992656113424e-05,-0.00044380675135139434,-4.397105466110347e-05,-4.168725616497208e-05,-3.188891933817809e-05,0.003758802877464292,-0.0001392854069230869,-0.00011081108047331952,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,all,logger1_heavy_vs_logger2_heavy,absolute_reward_drift,2048,0.002019096752021653,0.0011715370166953435,0.0016522499733856815,0.0007176500974140021,0.001090867364414864,0.00322065384705561,0.0036029810084690526,0.005465631342343495,0.0019701199820734926,0.0020698649519650014,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,all,logger1_heavy_vs_logger2_heavy,three_mixture_reward_range,2048,0.002019096752021653,0.0011715370166953435,0.0016522499733856815,0.0007176500974140021,0.001090867364414864,0.00322065384705561,0.0036029810084690526,0.005465631342343495,0.0019701199820734926,0.0020698649519650014,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,all,logger1_heavy_vs_logger2_heavy,delta_drift_heavy_contrast,2048,0.13599706135811357,0.021831297872298937,0.13456558657908982,0.10521380188332684,0.12610258902876953,0.15700851908888294,0.16296793277301524,0.2145656214902402,0.13500961889816518,0.13695769862573004,anchor_id,2000,0,,,
primary_mixture_drift,0.1,confounded,all,logger1_heavy_vs_logger2_heavy,three_mixture_delta_drift,2048,0.13599706135811357,0.021831297872298937,0.13456558657908982,0.10521380188332684,0.12610258902876953,0.15700851908888294,0.16296793277301524,0.2145656214902402,0.13500961889816518,0.13695769862573004,anchor_id,2000,0,,,
do_error,0.1,confounded,minus,logger1_heavy,reward_do_error_signed,2048,0.001061153090302761,0.0013806843892485723,0.0010771531519788713,-9.141217065451443e-05,0.0006233949314833342,0.002292700454094576,0.002572236443049913,0.006211213971394347,0.0010013660195696073,0.0011223715394077937,anchor_id,2000,0,,,
do_error,0.1,confounded,minus,logger1_heavy,reward_do_error_abs,2048,0.0014717969555647975,0.0009303982245257455,0.001190367259007008,0.0004019568724253908,0.0007634437266306193,0.002383836023943542,0.0027082368174067284,0.006211213971394347,0.0014312049288703087,0.0015133195704663965,anchor_id,2000,0,,,
do_error,0.1,confounded,minus,logger1_heavy,delta_do_error_l2,2048,0.10250892796403432,0.01689467895170093,0.10095781907905424,0.08051673190264998,0.09463511577111489,0.12099725466987962,0.12225989126487871,0.239616277251827,0.10173500793722022,0.10324345106338359,anchor_id,2000,0,,,
do_error,0.1,confounded,minus,logger1_heavy,termination_do_error_abs,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,base,logger1_heavy,reward_do_error_signed,2048,1.0863705768304754e-16,3.475702919389011e-15,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-13,-3.3610267347050637e-18,2.7462841029057827e-16,anchor_id,2000,0,,,
do_error,0.1,confounded,base,logger1_heavy,reward_do_error_abs,2048,1.1557595158695477e-16,3.475478993395264e-15,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-13,3.577867169202165e-18,2.8167572441173405e-16,anchor_id,2000,0,,,
do_error,0.1,confounded,base,logger1_heavy,delta_do_error_l2,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,base,logger1_heavy,termination_do_error_abs,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,plus,logger1_heavy,reward_do_error_signed,2048,-0.0012484894115544713,0.0012855575193502272,-0.001203889848974793,-0.0026775481553062085,-0.0024191747450287293,-0.0007615318465294951,-0.00020175357383771537,0.00406951394390731,-0.001303728047364207,-0.0011921353376127763,anchor_id,2000,0,,,
do_error,0.1,confounded,plus,logger1_heavy,reward_do_error_abs,2048,0.0015568481724677267,0.0008872345349227232,0.0012865890446305261,0.0005657271965332945,0.0008717248319253246,0.002464608356946063,0.0027555759263730105,0.00406951394390731,0.0015186768221034013,0.001596057426875776,anchor_id,2000,0,,,
do_error,0.1,confounded,plus,logger1_heavy,delta_do_error_l2,2048,0.10148666407313602,0.017038349435131068,0.1009147426974113,0.07143845333293788,0.09457228013234686,0.12103006120370823,0.12226158760338858,0.12597654440558792,0.10071935836395537,0.10220998852393472,anchor_id,2000,0,,,
do_error,0.1,confounded,plus,logger1_heavy,termination_do_error_abs,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,all,logger1_heavy,reward_do_error_signed,2048,-6.244544041720049e-05,0.00016090414116215368,-2.1296496328130726e-05,-0.00022190337567590997,-2.198552733075528e-05,-2.0843628082708086e-05,-1.5944459669163063e-05,0.0018794014387320719,-6.964270346165437e-05,-5.540554023675353e-05,anchor_id,2000,0,,,
do_error,0.1,confounded,all,logger1_heavy,reward_do_error_abs,2048,0.00100954837601088,0.0005857685083476423,0.0008261249866927667,0.00035882504870705283,0.0005454336822074413,0.0016103269235278606,0.0018014905042345781,0.0027328156711717475,0.0009850599910367721,0.001034932475982547,anchor_id,2000,0,,,
do_error,0.1,confounded,all,logger1_heavy,delta_do_error_l2,2048,0.06799853067905678,0.010915648936149465,0.06728279328954491,0.05260690094166341,0.06305129451438476,0.07850425954444144,0.08148396638650762,0.10728281074512004,0.06750480944908259,0.06847884931286502,anchor_id,2000,0,,,
do_error,0.1,confounded,all,logger1_heavy,termination_do_error_abs,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,minus,logger12_midpoint,reward_do_error_signed,2048,3.469446951953614e-18,1.5883943001640847e-16,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,-8.673617379884035e-19,1.0842021724855044e-17,anchor_id,2000,0,,,
do_error,0.1,confounded,minus,logger12_midpoint,reward_do_error_abs,2048,4.336808689942018e-18,1.5881810467570705e-16,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,2.168404344971009e-19,1.1714804473705846e-17,anchor_id,2000,0,,,
do_error,0.1,confounded,minus,logger12_midpoint,delta_do_error_l2,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,minus,logger12_midpoint,termination_do_error_abs,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,base,logger12_midpoint,reward_do_error_signed,2048,1.0863705768304754e-16,3.475702919389011e-15,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-13,-3.3610267347050637e-18,2.7462841029057827e-16,anchor_id,2000,0,,,
do_error,0.1,confounded,base,logger12_midpoint,reward_do_error_abs,2048,1.1557595158695477e-16,3.475478993395264e-15,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-13,3.577867169202165e-18,2.8167572441173405e-16,anchor_id,2000,0,,,
do_error,0.1,confounded,base,logger12_midpoint,delta_do_error_l2,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,base,logger12_midpoint,termination_do_error_abs,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,plus,logger12_midpoint,reward_do_error_signed,2048,-2.6346112791397758e-17,1.2324789883602836e-15,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,-8.305259691782085e-17,4.553649124439119e-18,anchor_id,2000,0,,,
do_error,0.1,confounded,plus,logger12_midpoint,reward_do_error_abs,2048,3.220080452281948e-17,1.2323398537517697e-15,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-14,1.5178830414797062e-18,9.042246118529107e-17,anchor_id,2000,0,,,
do_error,0.1,confounded,plus,logger12_midpoint,delta_do_error_l2,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,plus,logger12_midpoint,termination_do_error_abs,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,all,logger12_midpoint,reward_do_error_signed,2048,2.858679728120113e-17,1.2306231954601038e-15,0.0,0.0,0.0,0.0,0.0,3.700743415417188e-14,-1.699125504646866e-17,8.981440446688874e-17,anchor_id,2000,0,,,
do_error,0.1,confounded,all,logger12_midpoint,reward_do_error_abs,2048,5.0704521599905426e-17,1.229910097907219e-15,0.0,0.0,0.0,0.0,0.0,3.700743415417188e-14,5.3487307175951555e-18,1.1183274358644848e-16,anchor_id,2000,0,,,
do_error,0.1,confounded,all,logger12_midpoint,delta_do_error_l2,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,all,logger12_midpoint,termination_do_error_abs,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,minus,logger2_heavy,reward_do_error_signed,2048,-0.0010611530903031038,0.0013806843892485803,-0.0010771531519788713,-0.002572236443050535,-0.002292700454094687,-0.0006233949314838894,9.141217065407011e-05,0.0041289330696061555,-0.0011223715394081438,-0.0010013660195699462,anchor_id,2000,0,,,
do_error,0.1,confounded,minus,logger2_heavy,reward_do_error_abs,2048,0.001471796955565063,0.0009303982245257282,0.00119036725900723,0.0004019568724258349,0.0007634437266293981,0.002383836023943209,0.002708236817407483,0.006211213971394347,0.0014312049288705787,0.0015133195704666368,anchor_id,2000,0,,,
do_error,0.1,confounded,minus,logger2_heavy,delta_do_error_l2,2048,0.10250892796403435,0.016894678951700923,0.10095781907905421,0.08051673190264999,0.09463511577111491,0.12099725466987968,0.12225989126487875,0.23961627725182696,0.10173500793722026,0.10324345106338362,anchor_id,2000,0,,,
do_error,0.1,confounded,minus,logger2_heavy,termination_do_error_abs,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,base,logger2_heavy,reward_do_error_signed,2048,1.0863705768304754e-16,3.475702919389011e-15,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-13,-3.3610267347050637e-18,2.7462841029057827e-16,anchor_id,2000,0,,,
do_error,0.1,confounded,base,logger2_heavy,reward_do_error_abs,2048,1.1557595158695477e-16,3.475478993395264e-15,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-13,3.577867169202165e-18,2.8167572441173405e-16,anchor_id,2000,0,,,
do_error,0.1,confounded,base,logger2_heavy,delta_do_error_l2,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,base,logger2_heavy,termination_do_error_abs,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,plus,logger2_heavy,reward_do_error_signed,2048,0.001248489411554068,0.0012855575193501507,0.0012038898489745709,0.00020175357383713795,0.0007615318465296061,0.0024191747450286183,0.0026775481553055866,0.003770445570257408,0.0011921353376122628,0.0013037280473637998,anchor_id,2000,0,,,
do_error,0.1,confounded,plus,logger2_heavy,reward_do_error_abs,2048,0.001556848172467372,0.0008872345349226675,0.001286589044630082,0.0005657271965352263,0.0008717248319251025,0.002464608356945508,0.0027555759263727443,0.004069513943909087,0.0015186768221031055,0.0015960574268754349,anchor_id,2000,0,,,
do_error,0.1,confounded,plus,logger2_heavy,delta_do_error_l2,2048,0.10148666407313606,0.01703834943513108,0.10091474269741127,0.07143845333293798,0.09457228013234692,0.12103006120370838,0.12226158760338869,0.12597654440558803,0.1007193583639554,0.10220998852393474,anchor_id,2000,0,,,
do_error,0.1,confounded,plus,logger2_heavy,termination_do_error_abs,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
do_error,0.1,confounded,all,logger2_heavy,reward_do_error_signed,2048,6.244544041702428e-05,0.00016090414116214379,2.1296496327982695e-05,1.5944459669015032e-05,2.0843628082263994e-05,2.1985527330348198e-05,0.00022190337567548434,0.0013149341637885836,5.5405540236565995e-05,6.964270346143249e-05,anchor_id,2000,0,,,
do_error,0.1,confounded,all,logger2_heavy,reward_do_error_abs,2048,0.00100954837601085,0.0005857685083476282,0.0008261249866929148,0.00035882504870694923,0.0005454336822074227,0.0016103269235277495,0.0018014905042344747,0.0027328156711717475,0.0009850599910367268,0.0010349324759825263,anchor_id,2000,0,,,
do_error,0.1,confounded,all,logger2_heavy,delta_do_error_l2,2048,0.06799853067905681,0.010915648936149469,0.0672827932895449,0.052606900941663426,0.06305129451438478,0.07850425954444151,0.08148396638650762,0.10728281074512018,0.06750480944908262,0.06847884931286505,anchor_id,2000,0,,,
do_error,0.1,confounded,all,logger2_heavy,termination_do_error_abs,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
action_ranking,0.1,confounded,all,logger1_heavy_vs_logger2_heavy,top_set_different,2048,0.0087890625,0.09335989917680856,0.0,0.0,0.0,0.0,0.0,1.0,0.0048828125,0.0126953125,anchor_id,2000,0,,,
action_ranking,0.1,confounded,all,logger1_heavy_vs_logger2_heavy,strict_flip,2048,0.0087890625,0.09335989917680856,0.0,0.0,0.0,0.0,0.0,1.0,0.0048828125,0.0126953125,anchor_id,2000,0,,,
action_ranking,0.1,confounded,all,logger1_heavy,top_set_differs_from_do,2048,0.00439453125,0.06616159555442107,0.0,0.0,0.0,0.0,0.0,1.0,0.001953125,0.00732421875,anchor_id,2000,0,,,
action_ranking,0.1,confounded,minus,logger1_heavy,fraction_action_in_top_set,2048,0.9072265625,0.2901855334230356,1.0,1.0,1.0,1.0,1.0,1.0,0.89453125,0.91943359375,anchor_id,2000,0,,,
action_ranking,0.1,confounded,base,logger1_heavy,fraction_action_in_top_set,2048,0.01123046875,0.10540289376504301,0.0,0.0,0.0,0.0,0.0,1.0,0.0068359375,0.015625,anchor_id,2000,0,,,
action_ranking,0.1,confounded,plus,logger1_heavy,fraction_action_in_top_set,2048,0.08154296875,0.27373399507187945,0.0,0.0,0.0,0.0,0.0,1.0,0.06982421875,0.09326171875,anchor_id,2000,0,,,
action_ranking,0.1,confounded,all,logger12_midpoint,top_set_differs_from_do,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
action_ranking,0.1,confounded,minus,logger12_midpoint,fraction_action_in_top_set,2048,0.90966796875,0.28672687021612153,1.0,1.0,1.0,1.0,1.0,1.0,0.89744873046875,0.921875,anchor_id,2000,0,,,
action_ranking,0.1,confounded,base,logger12_midpoint,fraction_action_in_top_set,2048,0.0078125,0.08806390627089683,0.0,0.0,0.0,0.0,0.0,1.0,0.00439453125,0.01171875,anchor_id,2000,0,,,
action_ranking,0.1,confounded,plus,logger12_midpoint,fraction_action_in_top_set,2048,0.08251953125,0.27522180886267783,0.0,0.0,0.0,0.0,0.0,1.0,0.07080078125,0.09425048828124993,anchor_id,2000,0,,,
action_ranking,0.1,confounded,all,logger2_heavy,top_set_differs_from_do,2048,0.0048828125,0.06972334146742745,0.0,0.0,0.0,0.0,0.0,1.0,0.001953125,0.0078125,anchor_id,2000,0,,,
action_ranking,0.1,confounded,minus,logger2_heavy,fraction_action_in_top_set,2048,0.91162109375,0.28391448409481096,1.0,1.0,1.0,1.0,1.0,1.0,0.89892578125,0.923828125,anchor_id,2000,0,,,
action_ranking,0.1,confounded,base,logger2_heavy,fraction_action_in_top_set,2048,0.00341796875,0.05837765221251732,0.0,0.0,0.0,0.0,0.0,1.0,0.0009765625,0.005859375,anchor_id,2000,0,,,
action_ranking,0.1,confounded,plus,logger2_heavy,fraction_action_in_top_set,2048,0.0849609375,0.2788916552819941,0.0,0.0,0.0,0.0,0.0,1.0,0.0732421875,0.09669189453124993,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,minus,logger1_heavy_vs_logger2_heavy,signed_reward_drift,2048,4.683753385137379e-17,1.3600443738747305e-15,0.0,0.0,0.0,0.0,0.0,4.3520742565306136e-14,1.734723475976807e-18,1.1297928738385196e-16,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,minus,logger1_heavy_vs_logger2_heavy,absolute_reward_drift,2048,4.683753385137379e-17,1.3600443738747305e-15,0.0,0.0,0.0,0.0,0.0,4.3520742565306136e-14,1.734723475976807e-18,1.1297928738385196e-16,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,minus,logger1_heavy_vs_logger2_heavy,three_mixture_reward_range,2048,2.0263738603754078e-16,1.377373357956985e-15,0.0,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,4.3520742565306136e-14,1.5536481606445717e-16,2.7161026249292164e-16,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,minus,logger1_heavy_vs_logger2_heavy,delta_drift_heavy_contrast,2048,1.5107567021314186e-16,1.8801234020674126e-16,1.110799915938558e-16,7.996680103938911e-18,2.862053702434857e-17,2.2215477134701e-16,3.855947063037084e-16,9.486336557610775e-16,1.429098593075565e-16,1.592181491800904e-16,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,minus,logger1_heavy_vs_logger2_heavy,three_mixture_delta_drift,2048,1.5840983101224016e-16,1.883963885297198e-16,1.1145693252047738e-16,1.39116278673411e-17,3.179800655392251e-17,2.22593228026956e-16,4.441787269875396e-16,9.486336557610775e-16,1.5022158508771065e-16,1.6648357848086552e-16,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,base,logger1_heavy_vs_logger2_heavy,signed_reward_drift,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,base,logger1_heavy_vs_logger2_heavy,absolute_reward_drift,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,base,logger1_heavy_vs_logger2_heavy,three_mixture_reward_range,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,base,logger1_heavy_vs_logger2_heavy,delta_drift_heavy_contrast,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,base,logger1_heavy_vs_logger2_heavy,three_mixture_delta_drift,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,plus,logger1_heavy_vs_logger2_heavy,signed_reward_drift,2048,-1.4203048459560108e-17,9.845931377703824e-16,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-14,-6.212749498885062e-17,1.702197410802242e-17,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,plus,logger1_heavy_vs_logger2_heavy,absolute_reward_drift,2048,2.8514517136368767e-17,9.842824783493011e-16,0.0,0.0,0.0,0.0,0.0,4.3076653355456074e-14,8.673617379884035e-19,7.665580410015636e-17,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,plus,logger1_heavy_vs_logger2_heavy,three_mixture_reward_range,2048,1.951563910473908e-16,1.0117555828499875e-15,0.0,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,4.3076653355456074e-14,1.6219528975111585e-16,2.4600818344239213e-16,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,plus,logger1_heavy_vs_logger2_heavy,delta_drift_heavy_contrast,2048,1.4305902904552443e-16,1.7730597638007207e-16,1.1107705493408117e-16,7.770031522344854e-18,2.861698178046455e-17,1.671557425763328e-16,3.188903158966268e-16,9.487034418227347e-16,1.35287791963084e-16,1.5063812156136277e-16,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,plus,logger1_heavy_vs_logger2_heavy,three_mixture_delta_drift,2048,1.511633791559784e-16,1.7946963520595694e-16,1.1135387052649602e-16,1.399251010623041e-17,3.123763139956169e-17,2.2205686000685725e-16,3.3337358951587806e-16,9.487034418227347e-16,1.4345112107041156e-16,1.588387825475696e-16,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,all,logger1_heavy_vs_logger2_heavy,signed_reward_drift,2048,1.0878161797271226e-17,5.598090415827858e-16,0.0,0.0,0.0,0.0,0.0,1.4506914188435378e-14,-1.214487133545846e-17,3.600454714462274e-17,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,all,logger1_heavy_vs_logger2_heavy,absolute_reward_drift,2048,2.5117350329247518e-17,5.593508431790095e-16,0.0,0.0,0.0,0.0,0.0,1.4506914188435378e-14,3.503780020748989e-18,5.244195558131343e-17,anchor_id,2000,0,,,
primary_mixture_drift,0.1,independent_latents,all,logger1_heavy_vs_logger2_heavy,three_mixture_reward_range,2048,1.325979256949772e-16,5.715541159307639e-16,1.4802973661668753e-16,0.0,0.0,1.4802973661668753e-16,2.9605947323337506e-16,1.4802973661668755e-14,1.114193915081885e-16,1.6048089506587312e-16,anchor_id,2000,0,,,
