variant,late_monotone_instability,late_monotone_metric_count,prediction_std_epoch0,prediction_std_epoch200,std_growth_ratio,prediction_p99_epoch0,prediction_p99_epoch200,p99_abs_growth_ratio,gradient_epoch1,gradient_epoch200,gradient_growth_ratio,best_validation_loss,final_validation_loss,final_over_best_validation_ratio
reward_only,False,0,5.2120563877682587e-08,0.770694620579996,14786766.743135687,5.68006868206794e-08,5.025033473968506,88467829.44425672,7.726260073355638,0.048379099884308024,0.006261645275331278,0.0024461226215089613,0.0027584525805332827,1.1276836885763526
real_transition_bootstrap,True,6,5.2120563877682587e-08,34.5258238725527,662422301.3699254,5.68006868206794e-08,220.37191772460938,3879740370.399512,7.72626002041983,52.840082869215564,6.839024667764719,0.03783944293901106,94.53525238033869,2498.325689749422
full_aamas_frozen,True,6,5.2120563877682587e-08,224.48867317736688,4307103693.356055,5.68006868206794e-08,1776.8525390625,31282236862.24164,14.159921255621446,1458.3305140059026,102.99001581148976,0.18669221104443226,436.4873755671184,2338.0052821980644
