variant,epoch,quantity,count,mean,std,min,p50,p90,p95,p99,max
frozen_outer_target,50,road_return,1428,65.58315702750903,4.790990240311386,55.99014301300049,65.09276973724366,71.97951766204834,74.021826587677,82.33074789733887,82.5876276397705
frozen_outer_target,50,observed_weight,1428,0.4702308426258045,0.2058579862551834,9.595814987051199e-08,0.5,0.69263916015625,0.7325337946414946,0.9573150128126148,0.9999998807907104
frozen_outer_target,50,road_weight,1428,0.529769157077752,0.20585798614916728,1.1920928955078125e-07,0.5,0.8616777181625366,0.9507464617490767,0.9945641452074051,0.9999998807907104
frozen_outer_target,50,final_backup,1428,63.69819097667358,5.019942952318423,52.965801939922045,63.172669331343755,70.49199884474594,72.20301174924363,81.29566045176364,82.4243664863339
frozen_outer_target,50,reward_contribution,1428,4.259386231898901,0.7204991668068677,0.9282265567889286,4.24306420126512,5.230302661744067,5.442941170275663,5.538212976455881,5.546590780230448
frozen_outer_target,50,observed_continuation_contribution,1428,27.617471534156113,12.415812533224218,6.6321194894898225e-06,29.41524867589044,40.854277690064734,44.317646811109476,56.30302272681095,76.29360385461268
frozen_outer_target,50,road_continuation_contribution,1428,31.821333713165096,12.791043233633987,6.705382385026716e-06,28.953598882905794,52.219453421525074,57.13056489222575,65.59667542507609,75.26127146637009
frozen_outer_target,100,observed_return,1428,149.5646896330932,24.372466874708117,112.89189954701382,151.27242684371674,172.3570961319468,187.63577027050164,235.01371888627338,238.08624216918548
frozen_outer_target,100,road_return,1428,157.14366579312238,23.951147399399204,121.94197814941406,160.15666397094728,179.73366773986817,193.3499616622925,239.11746754760742,240.2076340484619
frozen_outer_target,100,observed_weight,1428,0.4702308426258045,0.2058579862551834,9.595814987051199e-08,0.5,0.69263916015625,0.7325337946414946,0.9573150128126148,0.9999998807907104
frozen_outer_target,100,road_weight,1428,0.529769157077752,0.20585798614916728,1.1920928955078125e-07,0.5,0.8616777181625366,0.9507464617490767,0.9945641452074051,0.9999998807907104
frozen_outer_target,100,final_backup,1428,153.56629112004603,24.230004411505487,117.82821134089625,156.01174810062838,176.25225748699833,190.60676601120406,237.15958439313616,239.40016337450146
frozen_outer_target,100,reward_contribution,1428,4.259386231898901,0.7204991668068677,0.9282265567889286,4.24306420126512,5.230302661744067,5.442941170275663,5.538212976455881,5.546590780230448
frozen_outer_target,100,observed_continuation_contribution,1428,68.9235362644388,32.969086749368664,2.0409606733978475e-05,71.13024371162373,106.90515047897198,115.62152269734779,150.69435514816354,232.63907074649978
frozen_outer_target,100,road_continuation_contribution,1428,80.38336989394855,34.96395532970117,1.719790019902084e-05,72.60738612573596,127.55363623415069,149.44204722743396,183.5717042031193,228.9135144467
frozen_outer_target,150,observed_return,1428,363.4165982016278,84.50891876316909,212.59486453070534,368.2616156546836,463.36394290637986,489.8088740152467,585.9357191221859,594.7341651428183
frozen_outer_target,150,road_return,1428,383.635597808902,83.84037948203195,225.54002632141112,388.4740468597412,485.11510780334476,500.92769004821776,595.5571379425048,598.9598055267334
frozen_outer_target,150,observed_weight,1428,0.4702308426258045,0.2058579862551834,9.595814987051199e-08,0.5,0.69263916015625,0.7325337946414946,0.9573150128126148,0.9999998807907104
frozen_outer_target,150,road_weight,1428,0.529769157077752,0.20585798614916728,1.1920928955078125e-07,0.5,0.8616777181625366,0.9507464617490767,0.9945641452074051,0.9999998807907104
frozen_outer_target,150,final_backup,1428,374.0907770376548,84.32292743763946,220.32262262981706,378.47473848684365,476.2001975069249,495.7938658479477,590.9092208680822,597.2581849036645
frozen_outer_target,150,reward_contribution,1428,4.259386231898901,0.7204991668068677,0.9282265567889286,4.24306420126512,5.230302661744067,5.442941170275663,5.538212976455881,5.546590780230448
frozen_outer_target,150,observed_continuation_contribution,1428,169.53057778985618,87.0137021613251,5.1803999936012035e-05,168.03619510129647,273.22720343957826,295.89949549935534,396.86497458312164,587.2298577780675
frozen_outer_target,150,road_continuation_contribution,1428,200.30081617467823,93.37802766050928,4.165736241813767e-05,178.4899101087476,333.8790106473045,384.3630591641121,483.2466886809364,579.1828825600678
frozen_outer_target,200,observed_return,1428,929.6341541167551,214.59026077551684,532.7503145063737,925.949648438181,1224.9259083557092,1268.0874440664227,1439.1156506891964,1455.7781145554056
frozen_outer_target,200,road_return,1428,979.7713538399064,214.29354354553058,545.5156368255615,978.5766771697997,1281.2897639007567,1302.8977526092528,1456.7808981536866,1464.3872426605224
frozen_outer_target,200,observed_weight,1428,0.4702308426258045,0.2058579862551834,9.595814987051199e-08,0.5,0.69263916015625,0.7325337946414946,0.9573150128126148,0.9999998807907104
frozen_outer_target,200,road_weight,1428,0.529769157077752,0.20585798614916728,1.1920928955078125e-07,0.5,0.8616777181625366,0.9507464617490767,0.9945641452074051,0.9999998807907104
frozen_outer_target,200,final_backup,1428,956.0707832208012,214.68377082387119,541.4328627892136,960.251486316491,1256.9632493665285,1289.226114378695,1448.118394257017,1460.7862223634081
frozen_outer_target,200,reward_contribution,1428,4.259386231898901,0.7204991668068677,0.9282265567889286,4.24306420126512,5.230302661744067,5.442941170275663,5.538212976455881,5.546590780230448
frozen_outer_target,200,observed_continuation_contribution,1428,435.9731328933958,223.04148651036684,0.00012121052036510871,433.2746008839713,691.40919808717,776.6875609382914,1030.9321013820525,1443.1181784090295
frozen_outer_target,200,road_continuation_contribution,1428,515.8382722489697,238.2794127896495,0.00012005914598524,464.26005510695177,860.4564866000001,983.6208578213054,1245.7130933133446,1424.1604549564654
matched_moving_target,0,max_selection_increment,51,1.1545374303176121,0.41465197283096983,0.28545157598982485,1.1489070584544772,1.6425437663526026,1.7647585877504195,2.1874767160422035,2.395411782684118
matched_moving_target,50,max_selection_increment,51,1.6866791022560523,0.6147244157442846,0.5049635728161306,1.7128820066442856,2.549464835870566,2.942847702340476,3.0477983674235674,3.0750940793684833
matched_moving_target,100,max_selection_increment,51,5.0125225191563905,2.6392851570347204,1.5435518417995695,4.510471801645934,7.726387985363374,8.440859123112332,13.865064358453779,16.919702983110795
matched_moving_target,150,max_selection_increment,51,27.90467501356146,16.367703705829793,6.639474729083531,25.131971218010108,48.78833600371934,50.836743811981535,80.01834474133369,99.8997149426159
matched_moving_target,200,max_selection_increment,51,183.09497742342094,102.63448772506571,60.626195635315526,155.62854299674154,306.52712121762943,344.49340099896835,501.9267520644014,615.9655820927187
frozen_outer_target,0,max_selection_increment,51,1.1545374303176121,0.41465197283096983,0.28545157598982485,1.1489070584544772,1.6425437663526026,1.7647585877504195,2.1874767160422035,2.395411782684118
frozen_outer_target,50,max_selection_increment,51,1.875436402815748,0.6263637205387633,0.723480494290925,1.756266096632963,2.7424875297933653,3.0678975457846747,3.2121523682268105,3.2932035816958916
frozen_outer_target,100,max_selection_increment,51,3.9969396466073968,1.8201111431391417,1.3807587885179373,3.804242614116646,5.420463073235169,6.913153789968362,10.108626087356114,11.566599288969371
frozen_outer_target,150,max_selection_increment,51,12.178922774475442,5.550183816681674,4.234327479933484,12.148889564241472,18.802726677808778,20.936335603878376,27.844926669001296,31.335874632063053
frozen_outer_target,200,max_selection_increment,51,32.40973580420732,15.22360642156484,8.808981339180946,32.559232656866016,53.78284853610364,56.34796844753129,70.39481429165045,83.22160970890968
