variant,epoch,candidate_statistic,selected_diagnostic,error_scope,bellman_error_mean,count,mean,std,min,p50,p90,p95,p99,max,selected_transition_error_mean,all_transition_error_mean,selected_reward_error_mean,all_reward_error_mean,selected_value_extrapolation_error_mean,all_value_extrapolation_error_mean,selected_bellman_error_mean,all_bellman_error_mean,selected_bellman_abs_error_mean,all_bellman_abs_error_mean,selected_positive_bellman_error_mean,all_positive_bellman_error_mean,selected_observed_weight_mean,all_observed_weight_mean,spearman_model_backup_vs_bellman_error
frozen_outer_target,100,not_applicable,negative_behavior_log_density,not_applicable,0.0,51,3.541431836053437,2.567867869361679,0.17574596405029297,3.050199508666992,5.825267791748047,7.783466815948486,13.032838344573975,13.714051246643066,,,,,,,,,,,,,,,
frozen_outer_target,100,not_applicable,standardized_nearest_train_distance,not_applicable,0.0,51,1.0364291183428638,0.4440843980655537,0.3700416466925689,0.9985539296838564,1.521358748230895,1.6105839898369587,2.5079858755497106,2.9535628762546438,,,,,,,,,,,,,,,
frozen_outer_target,100,not_applicable,not_applicable,all_candidates,4.983607191386559,,0.0,,,,,,,,0.8030407775460212,0.7268176305992194,-0.007091752504062498,-0.007424314159551761,1.128672955082912,0.9994242612053367,7.303156652172706,4.983607191386559,7.606255871753253,5.344098984255684,7.454706261962979,5.163853087821122,0.1322864145040512,0.4702308177947998,0.08600865883934065
frozen_outer_target,100,not_applicable,not_applicable,max_selected,7.303156652172706,,0.0,,,,,,,,0.8030407775460212,0.7268176305992194,-0.007091752504062498,-0.007424314159551761,1.128672955082912,0.9994242612053367,7.303156652172706,4.983607191386559,7.606255871753253,5.344098984255684,7.454706261962979,5.163853087821122,0.1322864145040512,0.4702308177947998,0.08600865883934065
frozen_outer_target,150,candidate_mean,not_applicable,not_applicable,0.0,51,374.09077703765485,84.09286640904912,226.90457313020883,380.94307737434485,472.8374394939501,493.2399419741514,572.1070242411076,591.5007090713776,,,,,,,,,,,,,,,
frozen_outer_target,150,candidate_p95,not_applicable,not_applicable,0.0,51,383.12698815802065,84.0561290241904,233.14897163311176,392.82760565899486,483.9726245940253,500.77557955572365,576.693889394288,596.1644759256228,,,,,,,,,,,,,,,
frozen_outer_target,150,candidate_max,not_applicable,not_applicable,0.0,51,386.26969981213017,83.8070681982235,234.18886919829842,394.5560430089568,484.67658022311997,501.960809592884,578.1934403736515,597.2581849036645,,,,,,,,,,,,,,,
frozen_outer_target,150,not_applicable,negative_behavior_log_density,not_applicable,0.0,51,2.7799138099539515,2.225476412088077,-1.7290254831314087,2.584137201309204,5.325558185577393,6.144558906555176,9.551609516143799,12.351625442504883,,,,,,,,,,,,,,,
frozen_outer_target,150,not_applicable,standardized_nearest_train_distance,not_applicable,0.0,51,1.0182393380106394,0.47719293744217095,0.32663958943317867,0.9715813678609172,1.521358748230895,1.8412658121753922,2.5168058497572723,2.9535628762546438,,,,,,,,,,,,,,,
frozen_outer_target,150,not_applicable,not_applicable,all_candidates,13.581990046726224,,0.0,,,,,,,,0.7938925435434198,0.7268176305992194,-0.0034772795462286233,-0.007424314159551761,4.427213033040364,2.9446823483421687,17.9554573242797,13.581990046726224,20.250939832472866,15.981538142799932,19.103198578376283,14.781764094763076,0.19957181811332703,0.4702308177947998,0.14000910407449924
frozen_outer_target,150,not_applicable,not_applicable,max_selected,17.9554573242797,,0.0,,,,,,,,0.7938925435434198,0.7268176305992194,-0.0034772795462286233,-0.007424314159551761,4.427213033040364,2.9446823483421687,17.9554573242797,13.581990046726224,20.250939832472866,15.981538142799932,19.103198578376283,14.781764094763076,0.19957181811332703,0.4702308177947998,0.14000910407449924
frozen_outer_target,200,candidate_mean,not_applicable,not_applicable,0.0,51,956.0707832208012,214.0432116156482,551.4095613024355,949.8866051992619,1250.2099846437595,1282.465642155596,1380.7864284605482,1448.8498523402347,,,,,,,,,,,,,,,
frozen_outer_target,200,candidate_p95,not_applicable,not_applicable,0.0,51,979.8740568577342,214.0749816380314,559.8346932735883,975.699383837652,1289.0051324002802,1295.4785825631025,1402.6330670465702,1459.292608841338,,,,,,,,,,,,,,,
frozen_outer_target,200,candidate_max,not_applicable,not_applicable,0.0,51,988.4805190250084,213.0239149241609,567.5120228773136,993.0281042778636,1294.7772815533724,1300.6997260600751,1407.3374365168006,1460.7862223634081,,,,,,,,,,,,,,,
frozen_outer_target,200,not_applicable,negative_behavior_log_density,not_applicable,0.0,51,2.6246728651663838,2.3514950272522155,-1.7290254831314087,2.513155221939087,5.325558185577393,6.144558906555176,9.551609516143799,12.351625442504883,,,,,,,,,,,,,,,
frozen_outer_target,200,not_applicable,standardized_nearest_train_distance,not_applicable,0.0,51,1.009406423276787,0.4663571746961327,0.17621811104118335,0.9534186411104634,1.521358748230895,1.760340489452929,2.5079858755497106,2.9535628762546438,,,,,,,,,,,,,,,
frozen_outer_target,200,not_applicable,not_applicable,all_candidates,34.85184594650804,,0.0,,,,,,,,0.7244395485569355,0.7268176305992194,-0.003503967556541252,-0.007424314159551761,8.738567277496935,8.507718340021556,44.106457505734035,34.85184594650804,53.669451358822776,43.12488217908861,48.8879544322784,38.988364062798325,0.21553994715213776,0.4702308177947998,0.14192762658444313
frozen_outer_target,200,not_applicable,not_applicable,max_selected,44.106457505734035,,0.0,,,,,,,,0.7244395485569355,0.7268176305992194,-0.003503967556541252,-0.007424314159551761,8.738567277496935,8.507718340021556,44.106457505734035,34.85184594650804,53.669451358822776,43.12488217908861,48.8879544322784,38.988364062798325,0.21553994715213776,0.4702308177947998,0.14192762658444313
