kappa,lambda_reward,condition,mixture,seed,variant,do_mae,do_rmse,rank_error,strict_flip,mean_regret,worst_tie_mean_regret
0.0,0.002,confounded,logger12_balanced,2,oracle_reward_fixed_learn_behavior,0.011518841539225428,0.017216329449183405,0.2588996763754045,0.2588996763754045,0.0010122705501770508,0.0010122705501770508
0.0,0.002,confounded,logger12_balanced,2,oracle_compatible_plugin,0.011518841539225428,0.017216329449183405,0.2588996763754045,0.2588996763754045,0.0010122705501770508,0.0010122705501770508
0.0,0.002,confounded,logger12_balanced,2,oracle_initialized_joint,0.00994068059606241,0.015517095403842354,0.29449838187702265,0.29449838187702265,0.0011529453946082088,0.0011529453946082088
0.0,0.002,confounded,logger12_balanced,2,oracle_u_aware_ceiling,0.013768775970049444,0.01890248616852264,0.1941747572815534,0.1941747572815534,0.0006319087212504527,0.0006319087212504527
0.0,0.002,confounded,logger12_balanced,3,current_random_init,0.009667332093763107,0.014680959270149408,0.26537216828478966,0.26537216828478966,0.0009698307744979573,0.0009698307744979573
0.0,0.002,confounded,logger12_balanced,3,collapsed_constrained_reference,0.014391047179732091,0.01959324163083492,0.2588996763754045,0.2588996763754045,0.0009327471212177313,0.0009327471212177313
0.0,0.002,confounded,logger12_balanced,3,true_behavior_fixed,0.013313073385944839,0.01773898788061463,0.33980582524271846,0.33980582524271846,0.001427050013209842,0.001427050013209842
0.0,0.002,confounded,logger12_balanced,3,true_behavior_fixed_em,0.011835162025120392,0.017175321538251336,0.3042071197411003,0.3042071197411003,0.0012549399436322273,0.0012549399436322273
0.0,0.002,confounded,logger12_balanced,3,oracle_reward_fixed_learn_behavior,0.010598980947033298,0.015338429679407456,0.2686084142394822,0.2686084142394822,0.0009972795134268752,0.0009972795134268752
0.0,0.002,confounded,logger12_balanced,3,oracle_compatible_plugin,0.010598980947033298,0.015338429679407456,0.2686084142394822,0.2686084142394822,0.0009972795134268752,0.0009972795134268752
0.0,0.002,confounded,logger12_balanced,3,oracle_initialized_joint,0.010940993783533842,0.0157180162164226,0.2459546925566343,0.2459546925566343,0.0009137884408569346,0.0009137884408569346
0.0,0.002,confounded,logger12_balanced,3,oracle_u_aware_ceiling,0.011345077636080501,0.016752023457927565,0.1715210355987055,0.1715210355987055,0.0006383810756819138,0.0006383810756819138
0.0,0.002,confounded,logger12_balanced,4,current_random_init,0.010487714392988142,0.016964751614130504,0.3106796116504854,0.3106796116504854,0.001157869505894974,0.001157869505894974
0.0,0.002,confounded,logger12_balanced,4,collapsed_constrained_reference,0.013004318990707073,0.0181556945767881,0.44660194174757284,0.44660194174757284,0.0019741416703642164,0.0019741416703642164
0.0,0.002,confounded,logger12_balanced,4,true_behavior_fixed,0.014221581785170998,0.01961617728839476,0.3365695792880259,0.3365695792880259,0.001390889468969387,0.001390889468969387
0.0,0.002,confounded,logger12_balanced,4,true_behavior_fixed_em,0.019074273231410158,0.023482262888997334,0.45307443365695793,0.45307443365695793,0.0020079468365733354,0.0020079468365733354
0.0,0.002,confounded,logger12_balanced,4,oracle_reward_fixed_learn_behavior,0.01355317068862372,0.01832617370912235,0.313915857605178,0.313915857605178,0.0013784086136598228,0.0013784086136598228
0.0,0.002,confounded,logger12_balanced,4,oracle_compatible_plugin,0.01355317068862372,0.01832617370912235,0.313915857605178,0.313915857605178,0.0013784086136598228,0.0013784086136598228
0.0,0.002,confounded,logger12_balanced,4,oracle_initialized_joint,0.010898537111207989,0.017273452703016272,0.28802588996763756,0.28802588996763756,0.0010923270082337782,0.0010923270082337782
0.0,0.002,confounded,logger12_balanced,4,oracle_u_aware_ceiling,0.011151997790749126,0.01669756443327388,0.23300970873786409,0.23300970873786409,0.0007666479969277694,0.0007666479969277694
0.0,0.005,confounded,logger12_balanced,0,current_random_init,0.012128746493828472,0.0171911484141556,0.511326860841424,0.511326860841424,0.0021619781940189755,0.0021619781940189755
0.0,0.005,confounded,logger12_balanced,0,collapsed_constrained_reference,0.013288016066850853,0.018299428529370766,0.37216828478964403,0.37216828478964403,0.0013940763626216445,0.0013940763626216445
0.0,0.005,confounded,logger12_balanced,0,true_behavior_fixed,0.011533330866502193,0.015867367940242155,0.33980582524271846,0.33980582524271846,0.0013516707142864814,0.0013516707142864814
0.0,0.005,confounded,logger12_balanced,0,true_behavior_fixed_em,0.016469135029327387,0.020532058972013795,0.40129449838187703,0.40129449838187703,0.001631142777514189,0.001631142777514189
0.0,0.005,confounded,logger12_balanced,0,oracle_reward_fixed_learn_behavior,0.012176989656395755,0.01768099096492934,0.2168284789644013,0.2168284789644013,0.0007126153474347272,0.0007126153474347272
0.0,0.005,confounded,logger12_balanced,0,oracle_compatible_plugin,0.012176989656395755,0.01768099096492934,0.2168284789644013,0.2168284789644013,0.0007126153474347272,0.0007126153474347272
0.0,0.005,confounded,logger12_balanced,0,oracle_initialized_joint,0.011084486172591067,0.01589729932878188,0.3106796116504854,0.3106796116504854,0.001318020372163274,0.001318020372163274
