kappa,lambda_reward,condition,mixture,seed,alpha,validation_nll,do_mae,rank_error,mean_regret
0.0,0.002,confounded,logger12_balanced,1,0.5,-1.610229463751797,0.011186158180301251,0.23300970873786409,0.0008840442066563246
0.0,0.002,confounded,logger12_balanced,1,0.75,-1.610513273206189,0.011186158180301251,0.23300970873786409,0.0008840442066563246
0.0,0.002,confounded,logger12_balanced,1,1.0,-1.6107354970675383,0.011186158180301251,0.23300970873786409,0.0008840442066563246
0.0,0.002,confounded,logger12_balanced,2,0.0,-1.5805472916120287,0.011518842399182324,0.2588996763754045,0.0010122705501770508
0.0,0.002,confounded,logger12_balanced,2,0.1,-1.5807660079496457,0.011518842399182324,0.2588996763754045,0.0010122705501770508
0.0,0.002,confounded,logger12_balanced,2,0.25,-1.5810568537437457,0.011518842399182324,0.2588996763754045,0.0010122705501770508
0.0,0.002,confounded,logger12_balanced,2,0.5,-1.581443304219208,0.011518842399182324,0.2588996763754045,0.0010122705501770508
0.0,0.002,confounded,logger12_balanced,2,0.75,-1.5817056350964946,0.011518842399182324,0.2588996763754045,0.0010122705501770508
0.0,0.002,confounded,logger12_balanced,2,1.0,-1.5818377067936171,0.011518842399182324,0.2588996763754045,0.0010122705501770508
0.0,0.002,confounded,logger12_balanced,3,0.0,-1.6251580122082674,0.010598981683026058,0.2686084142394822,0.0009972795134268752
0.0,0.002,confounded,logger12_balanced,3,0.1,-1.6251407060276886,0.010598981683026058,0.2686084142394822,0.0009972795134268752
0.0,0.002,confounded,logger12_balanced,3,0.25,-1.625091823265414,0.010598981683026058,0.2686084142394822,0.0009972795134268752
0.0,0.002,confounded,logger12_balanced,3,0.5,-1.6249486800287039,0.010598981683026058,0.2686084142394822,0.0009972795134268752
0.0,0.002,confounded,logger12_balanced,3,0.75,-1.624726337076509,0.010598981683026058,0.2686084142394822,0.0009972795134268752
0.0,0.002,confounded,logger12_balanced,3,1.0,-1.624420372637514,0.010598981683026058,0.2686084142394822,0.0009972795134268752
0.0,0.002,confounded,logger12_balanced,4,0.0,-1.590944326743305,0.013553170405277143,0.313915857605178,0.0013784086136598228
0.0,0.002,confounded,logger12_balanced,4,0.1,-1.5910456044703367,0.013553170405277143,0.313915857605178,0.0013784086136598228
0.0,0.002,confounded,logger12_balanced,4,0.25,-1.5911585120265057,0.013553170405277143,0.313915857605178,0.0013784086136598228
0.0,0.002,confounded,logger12_balanced,4,0.5,-1.5912417766439135,0.013553170405277143,0.313915857605178,0.0013784086136598228
0.0,0.002,confounded,logger12_balanced,4,0.75,-1.5911904444068548,0.013553170405277143,0.313915857605178,0.0013784086136598228
0.0,0.002,confounded,logger12_balanced,4,1.0,-1.5909972641944268,0.013553170405277143,0.313915857605178,0.0013784086136598228
0.0,0.005,confounded,logger12_balanced,0,0.0,-1.5804252018156695,0.012176992499102177,0.2168284789644013,0.0007126153474347272
0.0,0.005,confounded,logger12_balanced,0,0.1,-1.5810183961242394,0.012176992499102177,0.2168284789644013,0.0007126153474347272
0.0,0.005,confounded,logger12_balanced,0,0.25,-1.5818525889475066,0.012176992499102177,0.2168284789644013,0.0007126153474347272
0.0,0.005,confounded,logger12_balanced,0,0.5,-1.583093121924837,0.012176992499102177,0.2168284789644013,0.0007126153474347272
0.0,0.005,confounded,logger12_balanced,0,0.75,-1.584137437343875,0.012176992499102177,0.2168284789644013,0.0007126153474347272
0.0,0.005,confounded,logger12_balanced,0,1.0,-1.5849614341603067,0.012176992499102177,0.2168284789644013,0.0007126153474347272
0.0,0.005,confounded,logger12_balanced,1,0.0,-1.5829115036064896,0.009980009345928482,0.2621359223300971,0.0009785409696010678
0.0,0.005,confounded,logger12_balanced,1,0.1,-1.583585060418609,0.009980009345928482,0.2621359223300971,0.0009785409696010678
0.0,0.005,confounded,logger12_balanced,1,0.25,-1.5845512626809413,0.009980009345928482,0.2621359223300971,0.0009785409696010678
0.0,0.005,confounded,logger12_balanced,1,0.5,-1.5860487738202276,0.009980009345928482,0.2621359223300971,0.0009785409696010678
0.0,0.005,confounded,logger12_balanced,1,0.75,-1.5874107394536678,0.009980009345928482,0.2621359223300971,0.0009785409696010678
0.0,0.005,confounded,logger12_balanced,1,1.0,-1.5886407070268371,0.009980009345928482,0.2621359223300971,0.0009785409696010678
0.0,0.005,confounded,logger12_balanced,2,0.0,-1.5734693690135244,0.012667201321210108,0.2297734627831715,0.0007396063322178348
0.0,0.005,confounded,logger12_balanced,2,0.1,-1.5743062858133243,0.012667201321210108,0.2297734627831715,0.0007396063322178348
0.0,0.005,confounded,logger12_balanced,2,0.25,-1.5754793893306995,0.012667201321210108,0.2297734627831715,0.0007396063322178348
0.0,0.005,confounded,logger12_balanced,2,0.5,-1.5772063219057018,0.012667201321210108,0.2297734627831715,0.0007396063322178348
0.0,0.005,confounded,logger12_balanced,2,0.75,-1.5786090100633814,0.012667201321210108,0.2297734627831715,0.0007396063322178348
0.0,0.005,confounded,logger12_balanced,2,1.0,-1.5795669316899614,0.012667201321210108,0.2297734627831715,0.0007396063322178348
