kappa,lambda_reward,condition,mixture,seed,variant,update,train_observational_nll,validation_observational_nll,prior_p_z1,reward_mode_separation,behavior_separation,posterior_entropy,posterior_effective_usage,latent_collapse,do_mae,rank_error,mean_regret,posterior_u_accuracy,em_iteration
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,1200,0.3324334919452667,0.33618104457855225,0.5,0.008151529227620219,0.3999999761581421,0.5129870772361755,1.6702729851577591,False,0.01890063183309057,0.3365695792880259,0.0015233769150432887,0.5,12
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,1300,0.2433653324842453,0.2492741346359253,0.5,0.008883232089237025,0.3999999761581421,0.5129318237304688,1.6701806992694248,False,0.024223155911450495,0.31715210355987056,0.0014920706536141752,0.5,13
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,1400,0.1316261887550354,0.13744831085205078,0.5,0.007650452990039137,0.3999999761581421,0.5129575729370117,1.6702237056509022,False,0.012600491157318995,0.255663430420712,0.0010465172299554816,0.5,14
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,1500,0.0334080308675766,0.04214027151465416,0.5,0.007478208464302075,0.3999999761581421,0.5128915905952454,1.6701135040152506,False,0.013648069036677837,0.23948220064724918,0.0009293447830453104,0.5,15
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,1600,-0.06213910132646561,-0.05363989621400833,0.5,0.007603923558252947,0.3999999761581421,0.5129081010818481,1.670141078629518,False,0.017014249723140147,0.22330097087378642,0.0008128488529958224,0.5,16
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,1700,-0.15698115527629852,-0.1451464742422104,0.5,0.007997139217255684,0.3999999761581421,0.5128013491630554,1.669962797380822,False,0.01801630823051184,0.29449838187702265,0.0012262257776731425,0.5,17
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,1800,-0.2587446868419647,-0.24829934537410736,0.5,0.007505359278833442,0.3999999761581421,0.512980580329895,1.6702621335859626,False,0.01405332125725956,0.24271844660194175,0.0009564756797904121,0.5,18
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,1900,-0.36115193367004395,-0.3452874720096588,0.5,0.006536674005969043,0.3999999761581421,0.5129492282867432,1.6702097682763595,False,0.012450740094651722,0.2524271844660194,0.0010714708481144965,0.5,19
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,2000,-0.45768454670906067,-0.4397626221179962,0.5,0.006707184956105389,0.3999999761581421,0.5128781795501709,1.6700911061979582,False,0.014251593008603786,0.2297734627831715,0.0008911523120617731,0.5,20
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,2100,-0.5488793253898621,-0.5245310068130493,0.5,0.007074376624717224,0.3999999761581421,0.5128397345542908,1.6700269007864572,False,0.01439848456273185,0.2168284789644013,0.0008376397805761582,0.5,21
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,2200,-0.630290150642395,-0.5933857560157776,0.5,0.0068745367273724,0.3999999761581421,0.5131970643997192,1.6706237578718508,False,0.01641196249992978,0.284789644012945,0.0011569382828818873,0.5,22
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,2300,-0.7410635948181152,-0.7138699889183044,0.5,0.00696039993888696,0.3999999761581421,0.5129627585411072,1.670232366792247,False,0.01240940756244471,0.2459546925566343,0.0010293567643884106,0.5,23
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,2400,-0.8412010669708252,-0.8049185276031494,0.5,0.005982866207227239,0.3999999761581421,0.5128527283668518,1.6700486009439615,False,0.011981257170797153,0.19093851132686085,0.0007026196383727081,0.5,24
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,2500,-0.9297865629196167,-0.8803237080574036,0.5,0.006636820173124201,0.3999999761581421,0.5124824643135071,1.6694303564436137,False,0.012472947904770241,0.30097087378640774,0.0012088978457106,0.5,25
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,2600,-0.9977176189422607,-0.9379879832267761,0.5,0.006121041375808257,0.3999999761581421,0.5127419233322144,1.6698635614027333,False,0.016039121778764102,0.20388349514563106,0.0007079335812013167,0.5,26
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,2700,-1.0997824668884277,-1.0321941375732422,0.5,0.006452639585381753,0.3999999761581421,0.5125640630722046,1.6695665854464148,False,0.013995681801166393,0.2783171521035599,0.0011626408186067082,0.5,27
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,2800,-1.2140491008758545,-1.1381644010543823,0.5,0.005513968810077025,0.3999999761581421,0.512780487537384,1.6699279596054455,False,0.011228860321277621,0.22653721682847897,0.0008191598945319892,0.5,28
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,2900,-1.261985182762146,-1.1452127695083618,0.5,0.005506500645188031,0.3999999761581421,0.5123920440673828,1.669279412964173,False,0.014947592749372636,0.1650485436893204,0.0006893220764936104,0.5,29
0.0,0.0,confounded,logger12_balanced,0,true_behavior_fixed_em,3000,-1.3095686435699463,-1.1885883808135986,0.5,0.005640510635725359,0.3999999761581421,0.5117872357368469,1.6682701241131386,False,0.016365696126035403,0.18446601941747573,0.0006356304347382741,0.5,30
0.0,0.0,confounded,logger12_balanced,0,oracle_reward_fixed_learn_behavior,0,-1.3529731035232544,-1.238015055656433,0.5,0.005268137611705398,0.0,0.6914660334587097,1.9966405304699864,False,0.01207970331469208,0.2297734627831715,0.0007816006605589165,0.5,
0.0,0.0,confounded,logger12_balanced,0,oracle_reward_fixed_learn_behavior,300,-1.352989912033081,-1.238025426864624,0.5,0.005268137611705398,0.003939594142138958,0.6914422512054443,1.996593046423852,False,0.01207970331469208,0.2297734627831715,0.0007816006605589165,0.5,
0.0,0.0,confounded,logger12_balanced,0,oracle_reward_fixed_learn_behavior,750,-1.3529727458953857,-1.2379977703094482,0.5,0.005268137611705398,0.010201245546340942,0.6913474798202515,1.9964038355012081,False,0.01207970331469208,0.2297734627831715,0.0007816006605589165,0.5,
0.0,0.0,confounded,logger12_balanced,0,oracle_reward_fixed_learn_behavior,1500,-1.3530579805374146,-1.2380653619766235,0.5,0.005268137611705398,0.020440321415662766,0.6910417079925537,1.9957934847703889,False,0.01207970331469208,0.2297734627831715,0.0007816006605589165,0.5,
0.0,0.0,confounded,logger12_balanced,0,oracle_reward_fixed_learn_behavior,2250,-1.3530972003936768,-1.2380863428115845,0.5,0.005268137611705398,0.030616741627454758,0.6905512809753418,1.994814933698237,False,0.01207970331469208,0.2297734627831715,0.0007816006605589165,0.5,
0.0,0.0,confounded,logger12_balanced,0,oracle_reward_fixed_learn_behavior,3000,-1.3531525135040283,-1.2381236553192139,0.5,0.005268137611705398,0.040693074464797974,0.6898815035820007,1.9934792990906103,False,0.01207970331469208,0.2297734627831715,0.0007816006605589165,0.5,
0.0,0.0,confounded,logger12_balanced,0,oracle_initialized_joint,0,-1.354658603668213,-1.2385166883468628,0.5,0.005268137611705398,0.3999999761581421,0.5118523836135864,1.6683788119099037,False,0.01207970331469208,0.2297734627831715,0.0007816006605589165,0.5,
0.0,0.0,confounded,logger12_balanced,0,oracle_initialized_joint,300,-1.6508396863937378,-1.426927924156189,0.5018302202224731,0.004830831674919826,0.40327954292297363,0.5087030529975891,1.6631328004866197,False,0.010650238329757034,0.19741100323624594,0.000671799916323117,0.5,
0.0,0.0,confounded,logger12_balanced,0,oracle_initialized_joint,750,-1.965718388557434,-1.554341435432434,0.5058015584945679,0.006716785944309203,0.4111846387386322,0.49289238452911377,1.637044340611875,False,0.011073070578140977,0.21035598705501618,0.000737906775503894,0.5,
0.0,0.0,confounded,logger12_balanced,0,oracle_initialized_joint,1500,-1.7135568857192993,-0.7149704694747925,0.5043541789054871,0.02180436100025602,0.39841651916503906,0.3563917875289917,1.4281669766789313,False,0.01660409341087856,0.1488673139158576,0.0005281509464695293,0.5,
0.0,0.0,confounded,logger12_balanced,0,oracle_initialized_joint,2250,-2.3247275352478027,-0.30824217200279236,0.5131844878196716,0.011109244942457333,0.35917460918426514,0.40554362535476685,1.5001177804937431,False,0.012237971926192005,0.19741100323624594,0.0006870130127030711,0.5,
0.0,0.0,confounded,logger12_balanced,0,oracle_initialized_joint,3000,-2.5472021102905273,0.06369435787200928,0.4291527271270752,0.006605343956137561,0.2825918197631836,0.47333404421806335,1.6053375471456668,False,0.01074056553164799,0.1779935275080906,0.0006413943220783301,0.5,
0.0,0.0,confounded,logger12_balanced,1,collapsed_constrained_reference,0,2.5472023487091064,2.7375271320343018,0.5,0.0,0.0,0.6931471805599453,2.0,True,0.5148761965730104,0.7508090614886731,0.0049932077910158175,0.5,
0.0,0.0,confounded,logger12_balanced,1,collapsed_constrained_reference,300,1.546036720275879,1.5468047857284546,0.5,0.0,0.0,0.6931471805599453,2.0,True,0.020775563904508448,0.4110032362459547,0.001994703681724742,0.5,
0.0,0.0,confounded,logger12_balanced,1,collapsed_constrained_reference,750,0.9642196893692017,0.9655286073684692,0.5,0.0,0.0,0.6931471805599453,2.0,True,0.024643673722204006,0.36893203883495146,0.0017652847520211053,0.5,
0.0,0.0,confounded,logger12_balanced,1,collapsed_constrained_reference,1500,0.12988834083080292,0.13715790212154388,0.5,0.0,0.0,0.6931471805599453,2.0,True,0.019928120046063737,0.3268608414239482,0.0013987827283103483,0.5,
0.0,0.0,confounded,logger12_balanced,1,collapsed_constrained_reference,2250,-0.6280516386032104,-0.6056264638900757,0.5,0.0,0.0,0.6931471805599453,2.0,True,0.015654002800073154,0.32362459546925565,0.0013306668162599601,0.5,
0.0,0.0,confounded,logger12_balanced,1,collapsed_constrained_reference,3000,-1.2699077129364014,-1.1396150588989258,0.5,0.0,0.0,0.6931471805599453,2.0,True,0.01671338483399538,0.2168284789644013,0.0007833506103431018,0.5,
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed,0,2.0462303161621094,2.2477610111236572,0.5,0.0148969368990917,0.3999999761581421,0.5130274891853333,1.6703404855086161,False,0.502753020151143,0.37216828478964403,0.0036866293319266167,0.5,
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed,300,1.234215497970581,1.23486328125,0.5,0.013486733560392187,0.3999999761581421,0.5129954218864441,1.6702869230598267,False,0.01942374416954478,0.3786407766990291,0.002042270740812467,0.5,
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed,750,0.7834019660949707,0.7851025462150574,0.5,0.010043308048365033,0.3999999761581421,0.5130117535591125,1.6703142018618702,False,0.023343100126370697,0.3656957928802589,0.0018539833959503624,0.5,
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed,1500,0.038471292704343796,0.04492444172501564,0.5,0.008561697811351627,0.3999999761581421,0.5129007697105408,1.6701288342500191,False,0.014520256699927505,0.32362459546925565,0.001258566522462598,0.5,
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed,2250,-0.6818821430206299,-0.6587603688240051,0.5,0.006420185605490013,0.3999999761581421,0.512804388999939,1.6699678738030432,False,0.015361799107888959,0.3042071197411003,0.0012347229216590357,0.5,
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed,3000,-0.8399032354354858,-0.7284470796585083,0.5,0.00739584786348987,0.3999999761581421,0.5061478018760681,1.6588885034646608,False,0.03406329219167025,0.35275080906148865,0.0014743963965009766,0.5,
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,0,2.0462303161621094,2.2477610111236572,0.5,0.0148969368990917,0.3999999761581421,0.5130274891853333,1.6703404855086161,False,0.502753020151143,0.37216828478964403,0.0036866293319266167,0.5,0
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,100,1.4392355680465698,1.439635992050171,0.5,0.019580972806761493,0.3999999761581421,0.5129647850990295,1.670235751618312,False,0.02920489225227693,0.4401294498381877,0.0034021839580560946,0.5,1
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,200,1.3356120586395264,1.336152195930481,0.5,0.015952936596378836,0.3999999761581421,0.5129833221435547,1.670266713139774,False,0.01886808333287696,0.36893203883495146,0.0020556977994859956,0.5,2
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,300,1.2341859340667725,1.2348095178604126,0.5,0.013621248520488965,0.3999999761581421,0.5129944682121277,1.6702853301508467,False,0.019237485794538035,0.3786407766990291,0.002023692865814162,0.5,3
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,400,1.133257508277893,1.134206771850586,0.5,0.012791928279458803,0.3999999761581421,0.5130017995834351,1.6702975756776794,False,0.01816112987731994,0.3851132686084142,0.002017500224638702,0.5,4
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,500,1.0326520204544067,1.0336929559707642,0.5,0.011665884248013642,0.3999999761581421,0.5129905939102173,1.670278858973737,False,0.016423815688039634,0.3106796116504854,0.0015903094194346665,0.5,5
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,600,0.9323573708534241,0.9335100650787354,0.5,0.01051279381056761,0.3999999761581421,0.5129979848861694,1.6702912040102378,False,0.01615563987573418,0.4627831715210356,0.002458946193432292,0.5,6
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,700,0.8341298699378967,0.8359622359275818,0.5,0.01156831677456455,0.3999999761581421,0.5129702091217041,1.6702448110394699,False,0.021940078355875307,0.2750809061488673,0.0013667057409908244,0.5,7
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,800,0.7320231795310974,0.7334998846054077,0.5,0.009759161874259169,0.3999999761581421,0.5129695534706116,1.6702437159419936,False,0.013946511726262276,0.2750809061488673,0.0011249166905075902,0.5,8
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,900,0.6325544714927673,0.6345992088317871,0.5,0.009455252281647718,0.3999999761581421,0.5130160450935364,1.6703213700881474,False,0.015726410643887474,0.43042071197411,0.002088967634701626,0.5,9
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,1000,0.5323896408081055,0.5344997644424438,0.5,0.009229326011456662,0.3999999761581421,0.5129672288894653,1.6702398333294546,False,0.01317824629857455,0.29449838187702265,0.0013003419842286068,0.5,10
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,1100,0.4324115216732025,0.43515416979789734,0.5,0.008617095401655875,0.3999999761581421,0.5129842162132263,1.6702682064752532,False,0.01352291688220181,0.28802588996763756,0.0012248403666316895,0.5,11
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,1200,0.3337997794151306,0.3370569050312042,0.5,0.008807366487010686,0.3999999761581421,0.512908935546875,1.6701424723044198,False,0.014688666222890953,0.4336569579288026,0.002203557487195341,0.5,12
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,1300,0.23327283561229706,0.23713961243629456,0.5,0.00796868231110696,0.3999999761581421,0.5129401683807373,1.6701946364013955,False,0.01297756971847773,0.32038834951456313,0.001346245001267374,0.5,13
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,1400,0.1371406465768814,0.14269903302192688,0.5,0.008502335323518165,0.3999999761581421,0.5129006505012512,1.6701286351551592,False,0.016289566421875516,0.2459546925566343,0.001065875697560551,0.5,14
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,1500,0.040717970579862595,0.0491451658308506,0.5,0.007692754204668885,0.3999999761581421,0.5129408240318298,1.6701957314666926,False,0.017682616891744794,0.284789644012945,0.0010901816739537968,0.5,15
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,1600,-0.060324132442474365,-0.0535103976726532,0.5,0.008042914806318533,0.3999999761581421,0.5128138661384583,1.6699837003949014,False,0.013597053914990888,0.36245954692556637,0.001505799256518602,0.5,16
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,1700,-0.15774445235729218,-0.14672276377677917,0.5,0.007039148923864339,0.3999999761581421,0.5128976702690125,1.6701236577913747,False,0.015178694251179336,0.21359223300970873,0.0008513338496075093,0.5,17
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,1800,-0.2590774893760681,-0.2492666095495224,0.5,0.008257271429347082,0.3999999761581421,0.5128206610679626,1.6699950478549717,False,0.013773471898198823,0.28802588996763756,0.001106341651181684,0.5,18
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,1900,-0.3568294644355774,-0.3435874879360199,0.5,0.006647980722711235,0.3999999761581421,0.5128079652786255,1.6699738460842368,False,0.012616406880303669,0.2168284789644013,0.0008715061812303082,0.5,19
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,2000,-0.44729721546173096,-0.4346233010292053,0.5,0.006878582393764828,0.3999999761581421,0.5127928256988525,1.669948563573359,False,0.013208105100167606,0.23624595469255663,0.000903869670681709,0.5,20
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,2100,-0.5532326102256775,-0.5353953838348389,0.5,0.006402276587551252,0.3999999761581421,0.51275634765625,1.669887648229556,False,0.011459463362562199,0.284789644012945,0.001110357096230348,0.5,21
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,2200,-0.6515971422195435,-0.6295952796936035,0.5,0.006511653388122798,0.3999999761581421,0.5125434994697571,1.6695322534958874,False,0.010495772997403723,0.2621359223300971,0.0009599349418981687,0.5,22
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,2300,-0.6559546589851379,-0.6356421113014221,0.5,0.006910863672753921,0.3999999761581421,0.5127424001693726,1.6698643576559185,False,0.0285754503612899,0.4110032362459547,0.002078399608879138,0.5,23
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,2400,-0.8235101699829102,-0.7896912693977356,0.5,0.006429049824063523,0.3999999761581421,0.5124080181121826,1.6693060783212752,False,0.011961921049392381,0.255663430420712,0.0009359644085307141,0.5,24
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,2500,-0.9276498556137085,-0.8864970207214355,0.5,0.0058477064095395865,0.3999999761581421,0.5122088193893433,1.6689735877993888,False,0.010702489389138366,0.3074433656957929,0.0012127333604541662,0.5,25
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,2600,-1.0215749740600586,-0.9747738242149353,0.5,0.006186393892668132,0.3999999761581421,0.5119127035140991,1.6684794513891068,False,0.010183046951431471,0.2459546925566343,0.0009064945736771903,0.5,26
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,2700,-1.0537878274917603,-0.9675827622413635,0.5,0.0062971391673123656,0.3999999761581421,0.5117354393005371,1.6681837159037454,False,0.01580555390711314,0.30097087378640774,0.0012833738122348978,0.5,27
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,2800,-1.2033950090408325,-1.134588360786438,0.5,0.005431364917689038,0.3999999761581421,0.5119715332984924,1.6685776105628098,False,0.011205123818663155,0.24919093851132687,0.0009223738809138149,0.5,28
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,2900,-1.246246576309204,-1.1637375354766846,0.5,0.006539848287959142,0.3999999761581421,0.5106630325317383,1.6663957033049765,False,0.014050158942939577,0.2524271844660194,0.0009927239361134641,0.5,29
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,3000,-1.3504542112350464,-1.2366164922714233,0.5,0.005752678230351089,0.3999999761581421,0.5116948485374451,1.6681160044279786,False,0.012227055552012993,0.284789644012945,0.0010618900705136431,0.5,30
0.0,0.0,confounded,logger12_balanced,1,oracle_reward_fixed_learn_behavior,0,-1.344746708869934,-1.2380748987197876,0.5,0.006571335011464573,0.0,0.6908898949623108,1.995490520311285,False,0.011092264121797011,0.21359223300970873,0.000933752250739862,0.5,
0.0,0.0,confounded,logger12_balanced,1,oracle_reward_fixed_learn_behavior,300,-1.344778060913086,-1.2381083965301514,0.5,0.006571335011464573,0.00672169029712677,0.6908090114593506,1.9953291245750926,False,0.011092264121797011,0.21359223300970873,0.000933752250739862,0.5,
0.0,0.0,confounded,logger12_balanced,1,oracle_reward_fixed_learn_behavior,750,-1.3448150157928467,-1.2381480932235718,0.5,0.006571335011464573,0.01616556942462921,0.6905615329742432,1.9948353846435771,False,0.011092264121797011,0.21359223300970873,0.000933752250739862,0.5,
0.0,0.0,confounded,logger12_balanced,1,oracle_reward_fixed_learn_behavior,1500,-1.3449403047561646,-1.2382766008377075,0.5,0.006571335011464573,0.031605493277311325,0.6898083686828613,1.9933335115142796,False,0.011092264121797011,0.21359223300970873,0.000933752250739862,0.5,
0.0,0.0,confounded,logger12_balanced,1,oracle_reward_fixed_learn_behavior,2250,-1.3450511693954468,-1.2383893728256226,0.5,0.006571335011464573,0.04627947509288788,0.6887043714523315,1.9911340911384372,False,0.011092264121797011,0.21359223300970873,0.000933752250739862,0.5,
0.0,0.0,confounded,logger12_balanced,1,oracle_reward_fixed_learn_behavior,3000,-1.345119833946228,-1.2384579181671143,0.5,0.006571335011464573,0.06063871085643768,0.6872404217720032,1.9882213036296068,False,0.011092264121797011,0.21359223300970873,0.000933752250739862,0.5,
0.0,0.0,confounded,logger12_balanced,1,oracle_initialized_joint,0,-1.347198486328125,-1.2401334047317505,0.5,0.006571335011464573,0.3999999761581421,0.5107088685035706,1.666472085922017,False,0.011092264121797011,0.21359223300970873,0.000933752250739862,0.5,
