kappa,lambda_reward,condition,mixture,seed,variant,train_nll,validation_nll,test_nll,observational_reward_mae
0.0,0.005,confounded,logger12_balanced,1,oracle_reward_fixed_learn_behavior,-1.3413612842559814,-1.2358115911483765,-1.2757785320281982,0.010097069661210187
0.0,0.005,confounded,logger12_balanced,1,oracle_compatible_plugin,-1.3461016416549683,-1.239206075668335,-1.2789793014526367,0.01005576696706559
0.0,0.005,confounded,logger12_balanced,1,oracle_initialized_joint,-1.9648139476776123,-1.5752460956573486,-1.7130602598190308,0.009813074418723297
0.0,0.005,confounded,logger12_balanced,1,oracle_u_aware_ceiling,-1.4179393628428458,-1.3024809776962962,-1.3491500336380768,0.009924690131803738
0.0,0.005,confounded,logger12_balanced,2,current_random_init,-1.3943816423416138,-1.274733304977417,-1.2951416969299316,0.011595160821162062
0.0,0.005,confounded,logger12_balanced,2,collapsed_constrained_reference,-1.3340116739273071,-1.2269924879074097,-1.2498582601547241,0.012267996284074878
0.0,0.005,confounded,logger12_balanced,2,true_behavior_fixed,-1.117398977279663,-0.8591299653053284,-0.990010678768158,0.020390455121233383
0.0,0.005,confounded,logger12_balanced,2,true_behavior_fixed_em,-1.3476988077163696,-1.2276313304901123,-1.2704854011535645,0.013483872939862402
0.0,0.005,confounded,logger12_balanced,2,oracle_reward_fixed_learn_behavior,-1.3229384422302246,-1.227102518081665,-1.2462232112884521,0.012685551380284852
0.0,0.005,confounded,logger12_balanced,2,oracle_compatible_plugin,-1.3278305530548096,-1.2301324605941772,-1.2497721910476685,0.012722697229262295
