kappa,lambda_reward,condition,mixture,seed,variant,train_nll,validation_nll,test_nll,observational_reward_mae
0.0,0.02,confounded,logger12_balanced,3,oracle_u_aware_ceiling,-1.2625559901241281,-1.1666037122763881,-1.1932926661714287,0.010080741915347373
0.0,0.02,confounded,logger12_balanced,4,current_random_init,-1.2305330038070679,-1.1225974559783936,-1.1496667861938477,0.012646886186899898
0.0,0.02,confounded,logger12_balanced,4,collapsed_constrained_reference,-1.1618092060089111,-1.0584173202514648,-1.0891813039779663,0.014567023807578114
0.0,0.02,confounded,logger12_balanced,4,true_behavior_fixed,-1.182959794998169,-1.0726975202560425,-1.1134557723999023,0.013815478193011549
0.0,0.02,confounded,logger12_balanced,4,true_behavior_fixed_em,-1.1499592065811157,-1.0712459087371826,-1.0849716663360596,0.013314750662236769
0.0,0.02,confounded,logger12_balanced,4,oracle_reward_fixed_learn_behavior,-1.1975289583206177,-1.1069179773330688,-1.1191049814224243,0.01618709697470098
0.0,0.02,confounded,logger12_balanced,4,oracle_compatible_plugin,-1.1890950202941895,-1.102295994758606,-1.1140131950378418,0.01598396118980086
0.0,0.02,confounded,logger12_balanced,4,oracle_initialized_joint,-1.3942762613296509,-1.2135215997695923,-1.2605284452438354,0.014685361640535303
0.0,0.02,confounded,logger12_balanced,4,oracle_u_aware_ceiling,-1.2596212902055968,-1.164713858502359,-1.1711884587144648,0.011174186087839868
0.0,0.05,confounded,logger12_balanced,0,current_random_init,-0.6498897075653076,-0.5653622150421143,-0.5876786112785339,0.017881544169541828
0.0,0.05,confounded,logger12_balanced,0,collapsed_constrained_reference,-0.6444482803344727,-0.5726711750030518,-0.5943281054496765,0.018555959061562863
0.0,0.05,confounded,logger12_balanced,0,true_behavior_fixed,-0.7194395661354065,-0.6635181307792664,-0.6724778413772583,0.015766431745616025
0.0,0.05,confounded,logger12_balanced,0,true_behavior_fixed_em,-0.682611346244812,-0.6346142292022705,-0.6311659216880798,0.019069357799258425
0.0,0.05,confounded,logger12_balanced,0,oracle_reward_fixed_learn_behavior,-0.9123499989509583,-0.8348184823989868,-0.8682437539100647,0.010748266290656283
0.0,0.05,confounded,logger12_balanced,0,oracle_compatible_plugin,-0.9114240407943726,-0.8343110680580139,-0.8673248887062073,0.010659988511400698
0.0,0.05,confounded,logger12_balanced,0,oracle_initialized_joint,-2.137692928314209,-1.0124815702438354,-1.170581579208374,0.009159740418896455
0.0,0.05,confounded,logger12_balanced,0,oracle_u_aware_ceiling,-0.9398526769129109,-0.857201247473905,-0.8757165729707046,0.01262541429568769
0.0,0.05,confounded,logger12_balanced,1,current_random_init,-0.6908779144287109,-0.5987250208854675,-0.608165442943573,0.01801403300546076
0.0,0.05,confounded,logger12_balanced,1,collapsed_constrained_reference,-0.6378768682479858,-0.5850129723548889,-0.5887218713760376,0.019853568096163475
0.0,0.05,confounded,logger12_balanced,1,true_behavior_fixed,-0.6856878399848938,-0.6264727711677551,-0.6572306752204895,0.01904980451049174
0.0,0.05,confounded,logger12_balanced,1,true_behavior_fixed_em,-0.6510767340660095,-0.6066415309906006,-0.6190105080604553,0.015406522407624787
0.0,0.05,confounded,logger12_balanced,1,oracle_reward_fixed_learn_behavior,-0.8846896290779114,-0.807918906211853,-0.8385847210884094,0.01104311670907757
0.0,0.05,confounded,logger12_balanced,1,oracle_compatible_plugin,-0.8828174471855164,-0.8066824674606323,-0.8370269536972046,0.010991767714256891
0.0,0.05,confounded,logger12_balanced,1,oracle_initialized_joint,-1.4306460618972778,-1.1261508464813232,-1.1977146863937378,0.011559133557366427
0.0,0.05,confounded,logger12_balanced,1,oracle_u_aware_ceiling,-0.9441299345808644,-0.8611130709953839,-0.8751950414708415,0.012596591636798004
0.0,0.05,confounded,logger12_balanced,2,current_random_init,-0.698887288570404,-0.607369601726532,-0.6329202055931091,0.016888795254235672
0.0,0.05,confounded,logger12_balanced,2,collapsed_constrained_reference,-0.6489854454994202,-0.573440432548523,-0.601303219795227,0.01869827077831347
0.0,0.05,confounded,logger12_balanced,2,true_behavior_fixed,-0.7016316652297974,-0.629112958908081,-0.6600173115730286,0.017081387003692338
0.0,0.05,confounded,logger12_balanced,2,true_behavior_fixed_em,-0.7008280754089355,-0.6319929957389832,-0.6615206003189087,0.016704470820622937
0.0,0.05,confounded,logger12_balanced,2,oracle_reward_fixed_learn_behavior,-0.8860575556755066,-0.820395290851593,-0.8292962908744812,0.012303782171127882
0.0,0.05,confounded,logger12_balanced,2,oracle_compatible_plugin,-0.8842495679855347,-0.8186817765235901,-0.8275858163833618,0.012414516148646715
0.0,0.05,confounded,logger12_balanced,2,oracle_initialized_joint,-1.7966054677963257,-1.109465479850769,-1.2100272178649902,0.010699243735096835
0.0,0.05,confounded,logger12_balanced,2,oracle_u_aware_ceiling,-0.9667574738171623,-0.868145684297096,-0.8961355708563249,0.009827301292215172
0.0,0.05,confounded,logger12_balanced,3,current_random_init,-0.6803767085075378,-0.6058443188667297,-0.614858865737915,0.01824002076950921
0.0,0.05,confounded,logger12_balanced,3,collapsed_constrained_reference,-0.6474038362503052,-0.5708028078079224,-0.5838805437088013,0.020194221573369857
0.0,0.05,confounded,logger12_balanced,3,true_behavior_fixed,-0.7025696039199829,-0.6450268626213074,-0.6667898297309875,0.016694411752162186
0.0,0.05,confounded,logger12_balanced,3,true_behavior_fixed_em,-0.6971258521080017,-0.629582941532135,-0.657861590385437,0.016710397755972054
0.0,0.05,confounded,logger12_balanced,3,oracle_reward_fixed_learn_behavior,-0.9081424474716187,-0.8351356387138367,-0.8624187707901001,0.010509066844026051
0.0,0.05,confounded,logger12_balanced,3,oracle_compatible_plugin,-0.9069049954414368,-0.8343226909637451,-0.861161470413208,0.010453916920366322
0.0,0.05,confounded,logger12_balanced,3,oracle_initialized_joint,-1.8083869218826294,-1.2199913263320923,-1.3861266374588013,0.009197866706012164
0.0,0.05,confounded,logger12_balanced,3,oracle_u_aware_ceiling,-0.9481460362314054,-0.8564495594130056,-0.8696055234837161,0.012366144957386345
0.0,0.05,confounded,logger12_balanced,4,current_random_init,-0.7027386426925659,-0.613330602645874,-0.635737955570221,0.016924459546144337
0.0,0.05,confounded,logger12_balanced,4,collapsed_constrained_reference,-0.5405723452568054,-0.438118577003479,-0.4766625463962555,0.03000914130435781
0.0,0.05,confounded,logger12_balanced,4,true_behavior_fixed,-0.6590588092803955,-0.578366219997406,-0.6122432351112366,0.02321787172513158
0.0,0.05,confounded,logger12_balanced,4,true_behavior_fixed_em,-0.6596827507019043,-0.6044734716415405,-0.6117910146713257,0.020992932278891974
0.0,0.05,confounded,logger12_balanced,4,oracle_reward_fixed_learn_behavior,-0.8971338272094727,-0.8241002559661865,-0.8410592079162598,0.012324373473378317
0.0,0.05,confounded,logger12_balanced,4,oracle_compatible_plugin,-0.8959209322929382,-0.823215663433075,-0.8400196433067322,0.012260657533362782
0.0,0.05,confounded,logger12_balanced,4,oracle_initialized_joint,-1.518932580947876,-1.200967788696289,-1.2504849433898926,0.010703514292859673
0.0,0.05,confounded,logger12_balanced,4,oracle_u_aware_ceiling,-0.9449960196920769,-0.8763926409404919,-0.8771751406240648,0.011792990904037319
0.0,0.1,confounded,logger12_balanced,0,current_random_init,-0.04821037873625755,0.022068344056606293,0.016293954104185104,0.028128033326617077
0.0,0.1,confounded,logger12_balanced,0,collapsed_constrained_reference,-0.004356049001216888,0.037707775831222534,0.02671309933066368,0.03101195950915804
0.0,0.1,confounded,logger12_balanced,0,true_behavior_fixed,-0.6090856194496155,-0.5366408228874207,-0.5665663480758667,0.013901492634153356
0.0,0.1,confounded,logger12_balanced,0,true_behavior_fixed_em,-0.21471662819385529,-0.17532601952552795,-0.1867642104625702,0.02029549596111297
0.0,0.1,confounded,logger12_balanced,0,oracle_reward_fixed_learn_behavior,-0.8650205731391907,-0.7704089283943176,-0.7982708811759949,0.012348847065579708
0.0,0.1,confounded,logger12_balanced,0,oracle_compatible_plugin,-0.8650859594345093,-0.7704494595527649,-0.7983382344245911,0.012357361006671319
0.0,0.1,confounded,logger12_balanced,0,oracle_initialized_joint,-1.3945789337158203,-1.0148159265518188,-1.2046483755111694,0.012105898793244913
0.0,0.1,confounded,logger12_balanced,0,oracle_u_aware_ceiling,-0.9400801462014216,-0.8325392223877403,-0.8724907646144463,0.010252722719894136
0.0,0.1,confounded,logger12_balanced,1,current_random_init,-0.055736783891916275,0.0037090519908815622,0.0033386058639734983,0.027060064956187305
0.0,0.1,confounded,logger12_balanced,1,collapsed_constrained_reference,0.00408116914331913,0.04033747315406799,0.045125462114810944,0.033526065960413756
0.0,0.1,confounded,logger12_balanced,1,true_behavior_fixed,-0.5152397751808167,-0.4391290843486786,-0.4623262882232666,0.02242508419176951
0.0,0.1,confounded,logger12_balanced,1,true_behavior_fixed_em,-0.21192577481269836,-0.18501952290534973,-0.19514451920986176,0.018248833417605657
0.0,0.1,confounded,logger12_balanced,1,oracle_reward_fixed_learn_behavior,-0.8532990217208862,-0.7572290897369385,-0.7764440774917603,0.011809245203662085
0.0,0.1,confounded,logger12_balanced,1,oracle_compatible_plugin,-0.8533467650413513,-0.7572545409202576,-0.7764987945556641,0.011850635973058875
0.0,0.1,confounded,logger12_balanced,1,oracle_initialized_joint,-1.137189269065857,-0.960724949836731,-0.993301272392273,0.011323657966744142
0.0,0.1,confounded,logger12_balanced,1,oracle_u_aware_ceiling,-0.936887690949973,-0.8335261383767927,-0.8579488187185976,0.010195090608419981
0.0,0.1,confounded,logger12_balanced,2,current_random_init,-0.06645657122135162,0.010741738602519035,0.001714454498142004,0.026776143671938615
0.0,0.1,confounded,logger12_balanced,2,collapsed_constrained_reference,-0.019415685907006264,0.025118010118603706,0.02482644096016884,0.030452550727532602
0.0,0.1,confounded,logger12_balanced,2,true_behavior_fixed,-0.5842952728271484,-0.5211659073829651,-0.5449048280715942,0.015667420077149732
0.0,0.1,confounded,logger12_balanced,2,true_behavior_fixed_em,-0.21756099164485931,-0.18821419775485992,-0.20096367597579956,0.016901696139936497
0.0,0.1,confounded,logger12_balanced,2,oracle_reward_fixed_learn_behavior,-0.8757826685905457,-0.7969600558280945,-0.8141123056411743,0.01134305521856413
0.0,0.1,confounded,logger12_balanced,2,oracle_compatible_plugin,-0.8758308291435242,-0.7969839572906494,-0.8141633868217468,0.011354915576131545
0.0,0.1,confounded,logger12_balanced,2,oracle_initialized_joint,-1.4247230291366577,-1.024552583694458,-1.1904733180999756,0.01132128118386429
0.0,0.1,confounded,logger12_balanced,2,oracle_u_aware_ceiling,-0.9259239525214925,-0.8183157884580141,-0.8379827215899558,0.012344925228348024
0.0,0.1,confounded,logger12_balanced,3,current_random_init,-0.05041387677192688,0.006140456069260836,0.015141776762902737,0.028752693858284016
0.0,0.1,confounded,logger12_balanced,3,collapsed_constrained_reference,-0.027400052174925804,0.021899808198213577,0.01901763491332531,0.029317337410256408
0.0,0.1,confounded,logger12_balanced,3,true_behavior_fixed,-0.5633907914161682,-0.49209800362586975,-0.5354555249214172,0.01477121522772657
0.0,0.1,confounded,logger12_balanced,3,true_behavior_fixed_em,-0.21601323783397675,-0.18292362987995148,-0.2003237009048462,0.017747700675728638
0.0,0.1,confounded,logger12_balanced,3,oracle_reward_fixed_learn_behavior,-0.8793534636497498,-0.7875727415084839,-0.8185380101203918,0.011928921264910375
0.0,0.1,confounded,logger12_balanced,3,oracle_compatible_plugin,-0.8793959021568298,-0.7875884175300598,-0.8185814023017883,0.011891030483358584
0.0,0.1,confounded,logger12_balanced,3,oracle_initialized_joint,-1.4967217445373535,-1.109948992729187,-1.242003321647644,0.01096935767749497
0.0,0.1,confounded,logger12_balanced,3,oracle_u_aware_ceiling,-0.9337500460874268,-0.8348412339154554,-0.8435738628707925,0.010986100566048313
0.0,0.1,confounded,logger12_balanced,4,current_random_init,-0.05086789280176163,0.0032890220172703266,0.0006170416017994285,0.026586944865260018
0.0,0.1,confounded,logger12_balanced,4,collapsed_constrained_reference,-0.01198336947709322,0.0337815023958683,0.03429975360631943,0.03296595234851106
0.0,0.1,confounded,logger12_balanced,4,true_behavior_fixed,-0.5945329070091248,-0.5311119556427002,-0.5526573657989502,0.016081917320098518
0.0,0.1,confounded,logger12_balanced,4,true_behavior_fixed_em,-0.18594631552696228,-0.14743606746196747,-0.1667114645242691,0.023951186148085772
0.0,0.1,confounded,logger12_balanced,4,oracle_reward_fixed_learn_behavior,-0.9030470252037048,-0.8021524548530579,-0.8198414444923401,0.01105644385811404
0.0,0.1,confounded,logger12_balanced,4,oracle_compatible_plugin,-0.9031322002410889,-0.8021868467330933,-0.8199345469474792,0.011022314960456194
0.0,0.1,confounded,logger12_balanced,4,oracle_initialized_joint,-1.4633240699768066,-1.0626636743545532,-1.0969103574752808,0.012197818238037684
0.0,0.1,confounded,logger12_balanced,4,oracle_u_aware_ceiling,-0.9074123510578875,-0.8320177924159721,-0.8201822555387556,0.01099467360263146
