kappa,lambda_reward,condition,mixture,seed,alpha,validation_nll,train_fitted_log_scale,do_mae,rank_error,mean_regret
0.0,0.01,confounded,logger12_balanced,0,0.0,-1.5250189269474037,-4.205171511801144,0.012681061666373306,0.18122977346278318,0.0006349945045263475
0.0,0.01,confounded,logger12_balanced,0,0.1,-1.5181682197705766,-4.224851651411641,0.012681061666373306,0.18122977346278318,0.0006349945045263475
0.0,0.01,confounded,logger12_balanced,0,0.25,-1.505230433415981,-4.2588159830363175,0.012681061666373306,0.18122977346278318,0.0006349945045263475
0.0,0.01,confounded,logger12_balanced,0,0.5,-1.4657957083452064,-4.328623353863256,0.012681061666373306,0.18122977346278318,0.0006349945045263475
0.0,0.01,confounded,logger12_balanced,0,0.75,-1.3959651846929941,-4.4114385318303375,0.012681061666373306,0.18122977346278318,0.0006349945045263475
0.0,0.01,confounded,logger12_balanced,0,1.0,-1.3303742284140734,-4.475055879875642,0.012681061666373306,0.18122977346278318,0.0006349945045263475
0.0,0.01,confounded,logger12_balanced,1,0.0,-1.4803644674097935,-4.226087535132831,0.011726077987223854,0.2686084142394822,0.001092861124860163
0.0,0.01,confounded,logger12_balanced,1,0.1,-1.4721768760252305,-4.244821878927047,0.011726077987223854,0.2686084142394822,0.001092861124860163
0.0,0.01,confounded,logger12_balanced,1,0.25,-1.4567476512866013,-4.277979163668817,0.011726077987223854,0.2686084142394822,0.001092861124860163
0.0,0.01,confounded,logger12_balanced,1,0.5,-1.4125930566601697,-4.347632532789774,0.011726077987223854,0.2686084142394822,0.001092861124860163
0.0,0.01,confounded,logger12_balanced,1,0.75,-1.3418300626413255,-4.429842090896347,0.011726077987223854,0.2686084142394822,0.001092861124860163
0.0,0.01,confounded,logger12_balanced,1,1.0,-1.2894306128862618,-4.489101140284391,0.011726077987223854,0.2686084142394822,0.001092861124860163
0.0,0.01,confounded,logger12_balanced,2,0.0,-1.616958827717289,-4.092356520072175,0.013998131151465264,0.2686084142394822,0.0010666624636007551
0.0,0.01,confounded,logger12_balanced,2,0.1,-1.6181666044124094,-4.1064914387874945,0.013998131151465264,0.2686084142394822,0.0010666624636007551
0.0,0.01,confounded,logger12_balanced,2,0.25,-1.61884550742018,-4.13029715431903,0.013998131151465264,0.2686084142394822,0.0010666624636007551
0.0,0.01,confounded,logger12_balanced,2,0.5,-1.6143652196468448,-4.176706290974392,0.013998131151465264,0.2686084142394822,0.0010666624636007551
0.0,0.01,confounded,logger12_balanced,2,0.75,-1.5996593357765208,-4.228606517237907,0.013998131151465264,0.2686084142394822,0.0010666624636007551
0.0,0.01,confounded,logger12_balanced,2,1.0,-1.578163510903915,-4.273381536058356,0.013998131151465264,0.2686084142394822,0.0010666624636007551
0.0,0.01,confounded,logger12_balanced,3,0.0,-1.5012299711011878,-4.215349162177678,0.012885503888187697,0.2459546925566343,0.0009356134315825069
0.0,0.01,confounded,logger12_balanced,3,0.1,-1.4923632065775687,-4.234124757171236,0.012885503888187697,0.2459546925566343,0.0009356134315825069
0.0,0.01,confounded,logger12_balanced,3,0.25,-1.4774754725611434,-4.266959744128382,0.012885503888187697,0.2459546925566343,0.0009356134315825069
0.0,0.01,confounded,logger12_balanced,3,0.5,-1.4389513706907422,-4.335909275074227,0.012885503888187697,0.2459546925566343,0.0009356134315825069
0.0,0.01,confounded,logger12_balanced,3,0.75,-1.3737184393999946,-4.419243246966287,0.012885503888187695,0.2459546925566343,0.0009356134315825069
0.0,0.01,confounded,logger12_balanced,3,1.0,-1.324314315643063,-4.480551034688296,0.012885503888187697,0.2459546925566343,0.0009356134315825069
0.0,0.01,confounded,logger12_balanced,4,0.0,-1.5896453444841383,-4.1986089845820045,0.01362111012072711,0.3365695792880259,0.0013085419788578987
0.0,0.01,confounded,logger12_balanced,4,0.1,-1.5843980622392155,-4.216477172499538,0.01362111012072711,0.3365695792880259,0.0013085419788578987
0.0,0.01,confounded,logger12_balanced,4,0.25,-1.5727683233547256,-4.248289484106959,0.01362111012072711,0.3365695792880259,0.0013085419788578987
0.0,0.01,confounded,logger12_balanced,4,0.5,-1.536539376484284,-4.316111363047381,0.01362111012072711,0.3365695792880259,0.0013085419788578987
0.0,0.01,confounded,logger12_balanced,4,0.75,-1.4709936089246876,-4.399615259695412,0.01362111012072711,0.3365695792880259,0.0013085419788578987
0.0,0.01,confounded,logger12_balanced,4,1.0,-1.4066824454565148,-4.466475817315234,0.01362111012072711,0.3365695792880259,0.0013085419788578987
0.0,0.02,confounded,logger12_balanced,0,0.0,-1.4752140824472217,-3.827716094144739,0.011471989433583766,0.18770226537216828,0.0006621904548374774
0.0,0.02,confounded,logger12_balanced,0,0.1,-1.4845091469155964,-3.8619098145541795,0.011471989433583766,0.18770226537216828,0.0006621904548374774
0.0,0.02,confounded,logger12_balanced,0,0.25,-1.4910530592041058,-3.9274471982815484,0.011471989433583766,0.18770226537216828,0.0006621904548374774
0.0,0.02,confounded,logger12_balanced,0,0.5,-1.4284695622028276,-4.1346701362915415,0.011471989433583766,0.18770226537216828,0.0006621904548374774
0.0,0.02,confounded,logger12_balanced,0,0.75,-0.9236035100786912,-4.606114993955495,0.011471989433583766,0.18770226537216828,0.0006621904548374774
0.0,0.02,confounded,logger12_balanced,0,1.0,-0.7683664762573598,-4.756512534498915,0.011471989433583766,0.18770226537216828,0.0006621904548374774
0.0,0.02,confounded,logger12_balanced,1,0.0,-1.5044999671468167,-3.7815782753690605,0.01185236478597113,0.2168284789644013,0.0007606561099675835
0.0,0.02,confounded,logger12_balanced,1,0.1,-1.517927764668671,-3.8128047696867036,0.01185236478597113,0.2168284789644013,0.0007606561099675835
0.0,0.02,confounded,logger12_balanced,1,0.25,-1.5333000831647579,-3.8715009874907866,0.011852364785971133,0.2168284789644013,0.0007606561099675835
0.0,0.02,confounded,logger12_balanced,1,0.5,-1.5272912706834463,-4.034485160803392,0.01185236478597113,0.2168284789644013,0.0007606561099675835
0.0,0.02,confounded,logger12_balanced,1,0.75,-1.376126272220902,-4.364841062800679,0.01185236478597113,0.2168284789644013,0.0007606561099675835
0.0,0.02,confounded,logger12_balanced,1,1.0,-1.3111963321236766,-4.508556954132449,0.01185236478597113,0.2168284789644013,0.0007606561099675835
0.0,0.02,confounded,logger12_balanced,2,0.0,-1.5205496235739941,-3.788235138284929,0.013224083512291778,0.2783171521035599,0.0010183040556504463
