kappa,lambda_reward,condition,mixture,seed,variant,train_nll,validation_nll,test_nll,observational_reward_mae,do_mae,do_rmse,rank_error,strict_flip,mean_regret,worst_tie_mean_regret,latent_collapse,reward_mode_separation,behavior_separation,prior_p_z1,prior_error,posterior_entropy,posterior_effective_usage,posterior_u_accuracy,behavior_table_mae,label_permutation,posterior_label_flipped
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed,-0.8399032354354858,-0.7284470796585083,-0.7645218372344971,0.034041439934468946,0.03406329219167025,0.041791683500774154,0.35275080906148865,0.35275080906148865,0.0014743963965009766,0.0014743963965009766,False,0.0077294830243942085,0.3999999761581421,0.5,0.0,0.5066319704055786,1.659691879541018,0.5,6.623182749422238e-09,"(0, 1)",False
0.0,0.0,confounded,logger12_balanced,1,true_behavior_fixed_em,-1.3504542112350464,-1.2366164922714233,-1.2982943058013916,0.01232140341457926,0.012227055552012993,0.017594708266880622,0.284789644012945,0.284789644012945,0.0010618900705136431,0.0010618900705136431,False,0.006063650173563186,0.3999999761581421,0.5,0.0,0.5116180181503296,1.6679878473528469,0.5,6.623182749422238e-09,"(0, 1)",False
0.0,0.0,confounded,logger12_balanced,1,oracle_reward_fixed_learn_behavior,-1.345119833946228,-1.2384579181671143,-1.291616678237915,0.011159628556813954,0.011092264121797011,0.016339158523787766,0.21359223300970873,0.21359223300970873,0.000933752250739862,0.000933752250739862,False,0.0063137624500139294,0.06063871085643768,0.5,0.0,0.6871654987335205,1.9880723456286256,0.5,0.11312042971496429,"(0, 1)",False
0.0,0.0,confounded,logger12_balanced,1,oracle_compatible_plugin,-1.347198486328125,-1.2401334047317505,-1.2915759086608887,0.011206037672508431,0.011092264121797011,0.016339158523787766,0.21359223300970873,0.21359223300970873,0.000933752250739862,0.000933752250739862,False,0.0063137624500139294,0.3999999761581421,0.5,0.0,0.5116221904754639,1.6679948067549843,0.5,6.623182749422238e-09,"(0, 1)",False
0.0,0.0,confounded,logger12_balanced,1,oracle_initialized_joint,-1.972185730934143,-1.5146421194076538,-1.6812585592269897,0.011562103927734366,0.011484014038992352,0.017044966643303072,0.23300970873786409,0.23300970873786409,0.0007777003695617823,0.0007777003695617823,False,0.005409642033428701,0.4156580865383148,0.5021384358406067,0.0021384358406066895,0.4923688471317291,1.636187510989134,0.5,0.005219358040666577,"(0, 1)",False
0.0,0.0,confounded,logger12_balanced,1,oracle_u_aware_ceiling,-1.4231793059454234,-1.3023235416539363,-1.3552772314356587,0.010102025953625996,0.009983043633998339,0.015005522808887345,0.2621359223300971,0.2621359223300971,0.0007915888598979124,0.0007915888598979124,False,0.005901716838023375,,0.5,,0.0,1.0,1.0,,,False
0.0,0.0,confounded,logger12_balanced,2,current_random_init,-1.4057916402816772,-1.2743198871612549,-1.2991974353790283,0.012522272985942854,0.01249387188910031,0.018090939531830483,0.23624595469255663,0.23624595469255663,0.0008136359989696388,0.0008136359989696388,True,0.007447920797253806,0.16271331906318665,0.00659622997045517,0.49340377002954483,0.03511791303753853,1.0357418290648668,0.5,0.18851723602662485,"(1, 0)",False
0.0,0.0,confounded,logger12_balanced,2,collapsed_constrained_reference,-1.321648359298706,-1.2217668294906616,-1.231819987297058,0.013658858002322383,0.013633544345980169,0.019123367375336934,0.2815533980582524,0.2815533980582524,0.0009710752836532853,0.0009710752836532853,True,0.0,0.0,0.5,,0.6931471805599453,2.0,0.5,0.15317546812196572,"(0, 1)",False
0.0,0.0,confounded,logger12_balanced,2,true_behavior_fixed,-1.3694815635681152,-1.2459807395935059,-1.2818633317947388,0.013399704888574273,0.013402931613253595,0.01904729086204967,0.27184466019417475,0.27184466019417475,0.0011625654050577744,0.0011625654050577744,False,0.006086930649234469,0.3999999761581421,0.5,0.0,0.510698139667511,1.666454206712121,0.5,6.623182749422238e-09,"(0, 1)",False
0.0,0.0,confounded,logger12_balanced,2,true_behavior_fixed_em,-1.3674708604812622,-1.2604018449783325,-1.2989615201950073,0.012392035000452939,0.012388021000829471,0.017561395832975304,0.2621359223300971,0.2621359223300971,0.0010411684712720627,0.0010411684712720627,False,0.005571174834928383,0.3999999761581421,0.5,0.0,0.5112752318382263,1.6674161819351574,0.5,6.623182749422238e-09,"(0, 1)",False
