kappa,lambda_reward,variant,metric,n_seeds,mean,sd,min,max,ci95_low,ci95_high,inferential_unit
0.0,0.002,current_random_init,rank_error,5,0.3203883495145631,0.03632677074537808,0.26537216828478966,0.36245954692556637,0.27528270610902533,0.3654939929201008,model_seed
0.0,0.002,current_random_init,reward_mode_separation,5,0.006837043495005406,0.00034446282794795864,0.006517000005717439,0.007340186237406111,0.0064093364028229675,0.007264750587187844,model_seed
0.0,0.002,current_random_init,validation_nll,5,-1.281955599784851,0.026589803968628114,-1.3140841722488403,-1.250820517539978,-1.3149712020919921,-1.24893999747771,model_seed
0.0,0.002,oracle_compatible_plugin,behavior_table_mae,5,6.623182749422238e-09,0.0,6.623182749422238e-09,6.623182749422238e-09,6.623182749422238e-09,6.623182749422238e-09,model_seed
0.0,0.002,oracle_compatible_plugin,do_mae,5,0.012232046705069477,0.0016049933903666284,0.010598980947033298,0.01430308384970057,0.01023918419489623,0.014224909215242724,model_seed
0.0,0.002,oracle_compatible_plugin,latent_collapse,5,0.0,0.0,0.0,0.0,0.0,0.0,model_seed
0.0,0.002,oracle_compatible_plugin,mean_regret,5,0.0009914052491141274,0.00025280314789511246,0.0006850233616505644,0.0013784086136598228,0.000677508681740184,0.0013053018164880708,model_seed
0.0,0.002,oracle_compatible_plugin,rank_error,5,0.2524271844660194,0.04650520344077642,0.18770226537216828,0.313915857605178,0.19468334762446543,0.3101710213075734,model_seed
0.0,0.002,oracle_compatible_plugin,reward_mode_separation,5,0.007296566305524212,0.0011129456842371216,0.006262920209683526,0.008531559985482788,0.005914661717450721,0.008678470893597703,model_seed
0.0,0.002,oracle_compatible_plugin,validation_nll,5,-1.248540735244751,0.018896896589472675,-1.2749747037887573,-1.2323919534683228,-1.2720043314176788,-1.2250771390718234,model_seed
0.0,0.002,oracle_initialized_joint,behavior_table_mae,5,0.004586419596053553,0.0016093720437967362,0.003129561659804838,0.007319058975025232,0.002588120269555531,0.006584718922551576,model_seed
0.0,0.002,oracle_initialized_joint,do_mae,5,0.010282294193868013,0.0005889248130438524,0.009712097177971404,0.010940993783533842,0.009551047455862577,0.011013540931873449,model_seed
0.0,0.002,oracle_initialized_joint,latent_collapse,5,0.0,0.0,0.0,0.0,0.0,0.0,model_seed
0.0,0.002,oracle_initialized_joint,mean_regret,5,0.000964741266414338,0.00017926763055870507,0.0006923529303168496,0.0011529453946082088,0.0007421511035063007,0.0011873314293223754,model_seed
0.0,0.002,oracle_initialized_joint,rank_error,5,0.2634304207119741,0.0335228845633102,0.21359223300970873,0.29449838187702265,0.22180626183377103,0.3050545795901772,model_seed
0.0,0.002,oracle_initialized_joint,reward_mode_separation,5,0.005106550610841183,0.0006658108611985472,0.004496948414202596,0.006147425632458103,0.004279837234877902,0.005933263986804464,model_seed
0.0,0.002,oracle_initialized_joint,validation_nll,5,-1.5654955863952638,0.03302588715633161,-1.6022642850875854,-1.5176219940185547,-1.6065026414860208,-1.5244885313045067,model_seed
0.0,0.002,oracle_reward_fixed_learn_behavior,behavior_table_mae,5,0.11526409586314998,0.011323990529247858,0.10206766890199169,0.13333333333377778,0.1012035045069825,0.12932468721931745,model_seed
0.0,0.002,oracle_reward_fixed_learn_behavior,do_mae,5,0.012232046705069477,0.0016049933903666284,0.010598980947033298,0.01430308384970057,0.01023918419489623,0.014224909215242724,model_seed
0.0,0.002,oracle_reward_fixed_learn_behavior,latent_collapse,5,0.0,0.0,0.0,0.0,0.0,0.0,model_seed
0.0,0.002,oracle_reward_fixed_learn_behavior,mean_regret,5,0.0009914052491141274,0.00025280314789511246,0.0006850233616505644,0.0013784086136598228,0.000677508681740184,0.0013053018164880708,model_seed
0.0,0.002,oracle_reward_fixed_learn_behavior,rank_error,5,0.2524271844660194,0.04650520344077642,0.18770226537216828,0.313915857605178,0.19468334762446543,0.3101710213075734,model_seed
0.0,0.002,oracle_reward_fixed_learn_behavior,reward_mode_separation,5,0.007296566305524212,0.0011129456842371216,0.006262920209683526,0.008531559985482788,0.005914661717450721,0.008678470893597703,model_seed
0.0,0.002,oracle_reward_fixed_learn_behavior,validation_nll,5,-1.2482776165008544,0.019219632267924783,-1.275712251663208,-1.2313259840011597,-1.272141941946652,-1.224413291055057,model_seed
0.0,0.002,oracle_u_aware_ceiling,do_mae,5,0.012065569669049338,0.0010420088615377624,0.011151997790749126,0.013768775970049444,0.010771744779868605,0.013359394558230072,model_seed
0.0,0.002,oracle_u_aware_ceiling,latent_collapse,5,0.0,0.0,0.0,0.0,0.0,0.0,model_seed
0.0,0.002,oracle_u_aware_ceiling,mean_regret,5,0.0006820546965148899,8.724147827178692e-05,0.0005896531305464937,0.0007836825581678196,0.0005737300937947359,0.0007903792992350439,model_seed
0.0,0.002,oracle_u_aware_ceiling,rank_error,5,0.20647249190938508,0.03473503654368605,0.1715210355987055,0.2524271844660194,0.1633432475567979,0.24960173626197224,model_seed
0.0,0.002,oracle_u_aware_ceiling,reward_mode_separation,5,0.007239487254546341,0.0005054201324950397,0.006671277621125224,0.007887075671317988,0.006611925272059872,0.00786704923703281,model_seed
0.0,0.002,oracle_u_aware_ceiling,validation_nll,5,-1.2918286312319915,0.011931450267062564,-1.3102537327831305,-1.2804054741190194,-1.3066434834749618,-1.2770137789890212,model_seed
0.0,0.002,true_behavior_fixed,behavior_table_mae,5,6.623182749422238e-09,0.0,6.623182749422238e-09,6.623182749422238e-09,6.623182749422238e-09,6.623182749422238e-09,model_seed
0.0,0.002,true_behavior_fixed,do_mae,5,0.0163013685690886,0.00312115999809247,0.013313073385944839,0.021046061935460693,0.012425936566823443,0.020176800571353754,model_seed
0.0,0.002,true_behavior_fixed,latent_collapse,5,0.0,0.0,0.0,0.0,0.0,0.0,model_seed
0.0,0.002,true_behavior_fixed,mean_regret,5,0.0012242305698153635,0.0003596816450114806,0.0007472940339671027,0.0016060835278849954,0.0007776268203899007,0.0016708343192408264,model_seed
0.0,0.002,true_behavior_fixed,rank_error,5,0.3035598705501618,0.06043207330134666,0.22330097087378642,0.36245954692556637,0.22852354079506865,0.378596200305255,model_seed
0.0,0.002,true_behavior_fixed,reward_mode_separation,5,0.006249741457799457,0.0007478077693344005,0.005240393330740526,0.007017397270571255,0.005321215473039865,0.007178267442559049,model_seed
0.0,0.002,true_behavior_fixed,validation_nll,5,-1.12793710231781,0.1744421068871949,-1.245106816291809,-0.8221435546875,-1.344535586210453,-0.9113386184251668,model_seed
0.0,0.002,true_behavior_fixed_em,behavior_table_mae,5,6.623182749422238e-09,0.0,6.623182749422238e-09,6.623182749422238e-09,6.623182749422238e-09,6.623182749422238e-09,model_seed
0.0,0.002,true_behavior_fixed_em,do_mae,5,0.014902737052874492,0.0030565351696840914,0.011835162025120392,0.019074273231410158,0.011107547373434116,0.01869792673231487,model_seed
0.0,0.002,true_behavior_fixed_em,latent_collapse,5,0.0,0.0,0.0,0.0,0.0,0.0,model_seed
0.0,0.002,true_behavior_fixed_em,mean_regret,5,0.0013112144304207175,0.00041953411406705967,0.0009144898837556663,0.0020079468365733354,0.0007902940249653372,0.001832134835876098,model_seed
0.0,0.002,true_behavior_fixed_em,rank_error,5,0.31650485436893205,0.08299567120152648,0.23624595469255663,0.45307443365695793,0.21345211743123949,0.4195575913066246,model_seed
0.0,0.002,true_behavior_fixed_em,reward_mode_separation,5,0.005643255552190354,0.0006294010189826139,0.004963017688212423,0.006468148760411707,0.004861750966486877,0.006424760137893831,model_seed
0.0,0.002,true_behavior_fixed_em,validation_nll,5,-1.2059697151184081,0.03288454868491679,-1.2600009441375732,-1.1823240518569946,-1.2468012753176483,-1.165138154919168,model_seed
0.0,0.005,collapsed_constrained_reference,behavior_table_mae,5,0.15315799928373758,0.0001480246884190005,0.15292490385472773,0.15329471963147323,0.15297420235728237,0.15334179621019278,model_seed
0.0,0.005,collapsed_constrained_reference,do_mae,5,0.014641385618211211,0.003616936283156146,0.011829272364060946,0.020820795032955648,0.010150366051619281,0.019132405184803143,model_seed
0.0,0.005,collapsed_constrained_reference,latent_collapse,5,1.0,0.0,1.0,1.0,1.0,1.0,model_seed
0.0,0.005,collapsed_constrained_reference,mean_regret,5,0.001981380903432017,0.0004349552593358548,0.0013940763626216445,0.0025492104982957364,0.0014413126170853036,0.0025214491897787308,model_seed
0.0,0.005,collapsed_constrained_reference,rank_error,5,0.4576051779935275,0.06261111445429231,0.37216828478964403,0.540453074433657,0.3798632112882173,0.5353471446988377,model_seed
0.0,0.005,collapsed_constrained_reference,reward_mode_separation,5,0.0,0.0,0.0,0.0,0.0,0.0,model_seed
0.0,0.005,collapsed_constrained_reference,validation_nll,5,-1.183198094367981,0.07083994246494826,-1.2448209524154663,-1.073747158050537,-1.2711575005615334,-1.0952386881744285,model_seed
0.0,0.005,current_random_init,behavior_table_mae,5,0.1928672487330106,0.0028994913261413367,0.18792730940298905,0.19537247798095148,0.1892670547402368,0.19646744272578437,model_seed
0.0,0.005,current_random_init,do_mae,5,0.01103614928990047,0.0009215466502211461,0.01000632158984545,0.012128746493828472,0.009891897991655595,0.012180400588145346,model_seed
0.0,0.005,current_random_init,latent_collapse,5,1.0,0.0,1.0,1.0,1.0,1.0,model_seed
0.0,0.005,current_random_init,mean_regret,5,0.001974448825650058,0.0002120329833014788,0.001622602191594071,0.0021619781940189755,0.0017111751038528713,0.002237722547447245,model_seed
