kappa,lambda_reward,condition,mixture,seed,variant,behavior_table_mae,label_permutation,posterior_u_accuracy,posterior_label_flipped
0.0,0.05,confounded,logger12_balanced,4,oracle_reward_fixed_learn_behavior,0.005957272649196289,"(0, 1)",0.9660194174757282,False
0.0,0.05,confounded,logger12_balanced,4,oracle_compatible_plugin,6.623182749422238e-09,"(0, 1)",0.9728155339805825,False
0.0,0.05,confounded,logger12_balanced,4,oracle_initialized_joint,0.0012207913734320266,"(0, 1)",0.9896440129449838,False
0.0,0.05,confounded,logger12_balanced,4,oracle_u_aware_ceiling,,,1.0,False
0.0,0.1,confounded,logger12_balanced,0,current_random_init,0.19778636199318703,"(0, 1)",0.5,False
0.0,0.1,confounded,logger12_balanced,0,collapsed_constrained_reference,0.15292490385472773,"(0, 1)",0.5,False
0.0,0.1,confounded,logger12_balanced,0,true_behavior_fixed,6.623182749422238e-09,"(0, 1)",0.9980582524271845,False
0.0,0.1,confounded,logger12_balanced,0,true_behavior_fixed_em,6.623182749422238e-09,"(0, 1)",0.9789644012944984,False
0.0,0.1,confounded,logger12_balanced,0,oracle_reward_fixed_learn_behavior,0.0018570424785821782,"(0, 1)",0.9996763754045307,False
0.0,0.1,confounded,logger12_balanced,0,oracle_compatible_plugin,6.623182749422238e-09,"(0, 1)",0.9996763754045307,False
0.0,0.1,confounded,logger12_balanced,0,oracle_initialized_joint,0.0015825493472639888,"(0, 1)",1.0,False
0.0,0.1,confounded,logger12_balanced,0,oracle_u_aware_ceiling,,,1.0,False
0.0,0.1,confounded,logger12_balanced,1,current_random_init,0.1976455836867293,"(1, 0)",0.5,False
0.0,0.1,confounded,logger12_balanced,1,collapsed_constrained_reference,0.15327228903770446,"(0, 1)",0.5,False
0.0,0.1,confounded,logger12_balanced,1,true_behavior_fixed,6.623182749422238e-09,"(0, 1)",0.9951456310679612,False
0.0,0.1,confounded,logger12_balanced,1,true_behavior_fixed_em,6.623182749422238e-09,"(0, 1)",0.9867313915857605,False
0.0,0.1,confounded,logger12_balanced,1,oracle_reward_fixed_learn_behavior,0.0013251274828063183,"(0, 1)",0.9980582524271845,False
0.0,0.1,confounded,logger12_balanced,1,oracle_compatible_plugin,6.623182749422238e-09,"(0, 1)",0.9980582524271845,False
0.0,0.1,confounded,logger12_balanced,1,oracle_initialized_joint,0.0019943917795513374,"(0, 1)",0.998705501618123,False
0.0,0.1,confounded,logger12_balanced,1,oracle_u_aware_ceiling,,,1.0,False
0.0,0.1,confounded,logger12_balanced,2,current_random_init,0.19112102726681368,"(1, 0)",0.5,False
0.0,0.1,confounded,logger12_balanced,2,collapsed_constrained_reference,0.15317546812196572,"(0, 1)",0.5,False
0.0,0.1,confounded,logger12_balanced,2,true_behavior_fixed,6.623182749422238e-09,"(0, 1)",0.9990291262135922,False
0.0,0.1,confounded,logger12_balanced,2,true_behavior_fixed_em,6.623182749422238e-09,"(0, 1)",0.9851132686084142,False
0.0,0.1,confounded,logger12_balanced,2,oracle_reward_fixed_learn_behavior,0.0015088552406045267,"(0, 1)",0.9996763754045307,False
0.0,0.1,confounded,logger12_balanced,2,oracle_compatible_plugin,6.623182749422238e-09,"(0, 1)",0.9996763754045307,False
0.0,0.1,confounded,logger12_balanced,2,oracle_initialized_joint,0.0007375471298376822,"(0, 1)",1.0,False
0.0,0.1,confounded,logger12_balanced,2,oracle_u_aware_ceiling,,,1.0,False
0.0,0.1,confounded,logger12_balanced,3,current_random_init,0.19619635438753502,"(1, 0)",0.5,False
0.0,0.1,confounded,logger12_balanced,3,collapsed_constrained_reference,0.15312261577281686,"(0, 1)",0.5,False
0.0,0.1,confounded,logger12_balanced,3,true_behavior_fixed,6.623182749422238e-09,"(0, 1)",0.998705501618123,False
0.0,0.1,confounded,logger12_balanced,3,true_behavior_fixed_em,6.623182749422238e-09,"(0, 1)",0.9857605177993527,False
0.0,0.1,confounded,logger12_balanced,3,oracle_reward_fixed_learn_behavior,0.0011662997309312888,"(0, 1)",1.0,False
0.0,0.1,confounded,logger12_balanced,3,oracle_compatible_plugin,6.623182749422238e-09,"(0, 1)",1.0,False
0.0,0.1,confounded,logger12_balanced,3,oracle_initialized_joint,0.0011178149121822847,"(0, 1)",1.0,False
0.0,0.1,confounded,logger12_balanced,3,oracle_u_aware_ceiling,,,1.0,False
0.0,0.1,confounded,logger12_balanced,4,current_random_init,0.1943931291707688,"(0, 1)",0.5,False
0.0,0.1,confounded,logger12_balanced,4,collapsed_constrained_reference,0.15329471963147323,"(0, 1)",0.5,False
0.0,0.1,confounded,logger12_balanced,4,true_behavior_fixed,6.623182749422238e-09,"(0, 1)",0.9996763754045307,False
0.0,0.1,confounded,logger12_balanced,4,true_behavior_fixed_em,6.623182749422238e-09,"(0, 1)",0.9624595469255663,False
0.0,0.1,confounded,logger12_balanced,4,oracle_reward_fixed_learn_behavior,0.0020932405363137847,"(0, 1)",0.9990291262135922,False
0.0,0.1,confounded,logger12_balanced,4,oracle_compatible_plugin,6.623182749422238e-09,"(0, 1)",0.9990291262135922,False
0.0,0.1,confounded,logger12_balanced,4,oracle_initialized_joint,0.001292520182444066,"(0, 1)",0.9977346278317152,False
0.0,0.1,confounded,logger12_balanced,4,oracle_u_aware_ceiling,,,1.0,False
