anchor_id,kappa,condition,mixture,left_action,right_action,crossing,status,top_left,top_point,top_right
0,0.0,confounded,logger1_heavy,minus,base,0.0030515779987966285,nonnegative,minus,minus|base,base
0,0.0,confounded,logger1_heavy,minus,plus,0.003919089238386458,nonnegative,base,base,base
0,0.0,confounded,logger1_heavy,base,plus,0.004786600477976286,nonnegative,base,base|plus,plus
1,0.0,confounded,logger1_heavy,minus,base,0.009520913521478058,nonnegative,minus,minus|base,base
1,0.0,confounded,logger1_heavy,minus,plus,0.009574030645638058,nonnegative,base,base,base
1,0.0,confounded,logger1_heavy,base,plus,0.009627147769798058,nonnegative,base,base|plus,plus
2,0.0,confounded,logger1_heavy,minus,base,0.0032999785542258916,nonnegative,minus,minus|base,base
2,0.0,confounded,logger1_heavy,minus,plus,0.003354515156949701,nonnegative,base,base,base
2,0.0,confounded,logger1_heavy,base,plus,0.00340905175967351,nonnegative,base,base|plus,plus
3,0.0,confounded,logger1_heavy,minus,base,0.0041695763587929905,nonnegative,minus,minus|base,base
3,0.0,confounded,logger1_heavy,minus,plus,0.0042250857611288405,nonnegative,base,base,base
3,0.0,confounded,logger1_heavy,base,plus,0.004280595163464691,nonnegative,base,base|plus,plus
4,0.0,confounded,logger1_heavy,minus,base,0.0031691798323259493,nonnegative,minus,minus|base,base
4,0.0,confounded,logger1_heavy,minus,plus,0.0032250516382386534,nonnegative,base,base,base
4,0.0,confounded,logger1_heavy,base,plus,0.0032809234441513574,nonnegative,base,base|plus,plus
5,0.0,confounded,logger1_heavy,minus,base,0.0033829854540507235,nonnegative,minus,minus|base,base
5,0.0,confounded,logger1_heavy,minus,plus,0.0034380408307559526,nonnegative,base,base,base
5,0.0,confounded,logger1_heavy,base,plus,0.0034930962074611817,nonnegative,base,base|plus,plus
6,0.0,confounded,logger1_heavy,minus,base,0.0036808305598919314,nonnegative,minus,minus|base,base
6,0.0,confounded,logger1_heavy,minus,plus,0.0037349447241562333,nonnegative,base,base,base
6,0.0,confounded,logger1_heavy,base,plus,0.003789058888420535,nonnegative,base,base|plus,plus
7,0.0,confounded,logger1_heavy,minus,base,0.003744629853598789,nonnegative,plus,plus,plus
7,0.0,confounded,logger1_heavy,minus,plus,0.0036676564856945072,nonnegative,minus,minus|plus,plus
7,0.0,confounded,logger1_heavy,base,plus,0.003590683117790225,nonnegative,minus,minus,minus
8,0.0,confounded,logger1_heavy,minus,base,0.0041909245573442735,nonnegative,minus,minus|base,base
8,0.0,confounded,logger1_heavy,minus,plus,0.004246091464884952,nonnegative,base,base,base
8,0.0,confounded,logger1_heavy,base,plus,0.00430125837242563,nonnegative,base,base|plus,plus
9,0.0,confounded,logger1_heavy,minus,base,0.002291804687589912,nonnegative,minus,minus|base,base
9,0.0,confounded,logger1_heavy,minus,plus,0.002347639174756581,nonnegative,base,base,base
9,0.0,confounded,logger1_heavy,base,plus,0.0024034736619232507,nonnegative,base,base|plus,plus
10,0.0,confounded,logger1_heavy,minus,base,0.0021463540773514855,nonnegative,minus,minus|base,base
10,0.0,confounded,logger1_heavy,minus,plus,0.0021882636181380644,nonnegative,base,base,base
10,0.0,confounded,logger1_heavy,base,plus,0.0022301731589246436,nonnegative,base,base|plus,plus
11,0.0,confounded,logger1_heavy,minus,base,0.0019226349678815933,nonnegative,minus,minus|base,base
11,0.0,confounded,logger1_heavy,minus,plus,0.001975434541403897,nonnegative,base,base,base
11,0.0,confounded,logger1_heavy,base,plus,0.002028234114926201,nonnegative,base,base|plus,plus
12,0.0,confounded,logger1_heavy,minus,base,0.009493338132036776,nonnegative,minus,minus|base,base
12,0.0,confounded,logger1_heavy,minus,plus,0.009546352339828408,nonnegative,base,base,base
12,0.0,confounded,logger1_heavy,base,plus,0.00959936654762004,nonnegative,base,base|plus,plus
13,0.0,confounded,logger1_heavy,minus,base,0.003158104364349092,nonnegative,minus,minus|base,base
13,0.0,confounded,logger1_heavy,minus,plus,0.0034167984482309055,nonnegative,base,base,base
13,0.0,confounded,logger1_heavy,base,plus,0.003675492532112719,nonnegative,base,base|plus,plus
14,0.0,confounded,logger1_heavy,minus,base,0.00449923447583427,nonnegative,minus,minus|base,base
14,0.0,confounded,logger1_heavy,minus,plus,0.004554375893511199,nonnegative,base,base,base
14,0.0,confounded,logger1_heavy,base,plus,0.004609517311188129,nonnegative,base,base|plus,plus
15,0.0,confounded,logger1_heavy,minus,base,0.003058536671125871,nonnegative,minus,minus|base,base
15,0.0,confounded,logger1_heavy,minus,plus,0.003114275943086821,nonnegative,base,base,base
15,0.0,confounded,logger1_heavy,base,plus,0.0031700152150477704,nonnegative,base,base|plus,plus
16,0.0,confounded,logger1_heavy,minus,base,0.0037333533590342026,nonnegative,minus,minus|base,base
16,0.0,confounded,logger1_heavy,minus,plus,0.0037880225520796748,nonnegative,base,base,base
16,0.0,confounded,logger1_heavy,base,plus,0.0038426917451251474,nonnegative,base,base|plus,plus
17,0.0,confounded,logger1_heavy,minus,base,0.004491151105025091,nonnegative,minus,minus|base,base
17,0.0,confounded,logger1_heavy,minus,plus,0.006277291349972961,nonnegative,base,base,base
17,0.0,confounded,logger1_heavy,base,plus,0.008063431594920832,nonnegative,base,base|plus,plus
18,0.0,confounded,logger1_heavy,minus,base,0.003712543686307442,nonnegative,minus,minus|base,base
18,0.0,confounded,logger1_heavy,minus,plus,0.003767607023362991,nonnegative,base,base,base
18,0.0,confounded,logger1_heavy,base,plus,0.0038226703604185403,nonnegative,base,base|plus,plus
19,0.0,confounded,logger1_heavy,minus,base,0.009196286974821822,nonnegative,minus,minus|base,base
19,0.0,confounded,logger1_heavy,minus,plus,0.009250270252636798,nonnegative,base,base,base
19,0.0,confounded,logger1_heavy,base,plus,0.009304253530451775,nonnegative,base,base|plus,plus
20,0.0,confounded,logger1_heavy,minus,base,0.010056096048432528,nonnegative,minus,minus|base,base
20,0.0,confounded,logger1_heavy,minus,plus,0.01010963929657069,nonnegative,base,base,base
20,0.0,confounded,logger1_heavy,base,plus,0.010163182544708852,nonnegative,base,base|plus,plus
21,0.0,confounded,logger1_heavy,minus,base,0.0034788777045637615,nonnegative,minus,minus|base,base
21,0.0,confounded,logger1_heavy,minus,plus,0.0035340154331972083,nonnegative,base,base,base
21,0.0,confounded,logger1_heavy,base,plus,0.0035891531618306555,nonnegative,base,base|plus,plus
22,0.0,confounded,logger1_heavy,minus,base,0.003772511794974496,nonnegative,minus,minus|base,base
22,0.0,confounded,logger1_heavy,minus,plus,0.0038272332898296162,nonnegative,base,base,base
22,0.0,confounded,logger1_heavy,base,plus,0.003881954784684737,nonnegative,base,base|plus,plus
23,0.0,confounded,logger1_heavy,minus,base,0.003961166911081138,nonnegative,minus,minus|base,base
23,0.0,confounded,logger1_heavy,minus,plus,0.004211650733885774,nonnegative,base,base,base
23,0.0,confounded,logger1_heavy,base,plus,0.0044621345566904095,nonnegative,base,base|plus,plus
24,0.0,confounded,logger1_heavy,minus,base,0.00423266412773192,nonnegative,minus,minus|base,base
24,0.0,confounded,logger1_heavy,minus,plus,0.00428738348212247,nonnegative,base,base,base
24,0.0,confounded,logger1_heavy,base,plus,0.004342102836513021,nonnegative,base,base|plus,plus
25,0.0,confounded,logger1_heavy,minus,base,0.008686090668127226,nonnegative,minus,minus|base,base
25,0.0,confounded,logger1_heavy,minus,plus,0.008739798152464147,nonnegative,base,base,base
25,0.0,confounded,logger1_heavy,base,plus,0.008793505636801069,nonnegative,base,base|plus,plus
26,0.0,confounded,logger1_heavy,minus,base,0.009065905826348893,nonnegative,minus,minus|base,base
26,0.0,confounded,logger1_heavy,minus,plus,0.009215556140798772,nonnegative,base,base,base
26,0.0,confounded,logger1_heavy,base,plus,0.00936520645524865,nonnegative,base,base|plus,plus
27,0.0,confounded,logger1_heavy,minus,base,0.003781104258023804,nonnegative,minus,minus|base,base
27,0.0,confounded,logger1_heavy,minus,plus,0.0038358773477672864,nonnegative,base,base,base
27,0.0,confounded,logger1_heavy,base,plus,0.0038906504375107683,nonnegative,base,base|plus,plus
28,0.0,confounded,logger1_heavy,minus,base,0.008833712221251112,nonnegative,minus,minus|base,base
28,0.0,confounded,logger1_heavy,minus,plus,0.008887477248988666,nonnegative,base,base,base
28,0.0,confounded,logger1_heavy,base,plus,0.00894124227672622,nonnegative,base,base|plus,plus
29,0.0,confounded,logger1_heavy,minus,base,0.00953782921452435,nonnegative,minus,minus|base,base
29,0.0,confounded,logger1_heavy,minus,plus,0.009591199476679916,nonnegative,base,base,base
29,0.0,confounded,logger1_heavy,base,plus,0.009644569738835481,nonnegative,base,base|plus,plus
30,0.0,confounded,logger1_heavy,minus,plus,2.435777962828123e-05,nonnegative,base,base,base
30,0.0,confounded,logger1_heavy,base,plus,7.943711857952122e-05,nonnegative,base,base|plus,plus
31,0.0,confounded,logger1_heavy,minus,base,0.0026917848992286434,nonnegative,minus,minus|base,base
31,0.0,confounded,logger1_heavy,minus,plus,0.0027456888004277515,nonnegative,base,base,base
31,0.0,confounded,logger1_heavy,base,plus,0.002799592701626859,nonnegative,base,base|plus,plus
32,0.0,confounded,logger1_heavy,minus,base,0.008515154425477293,nonnegative,minus,minus|base,base
32,0.0,confounded,logger1_heavy,minus,plus,0.008567842234302835,nonnegative,base,base,base
32,0.0,confounded,logger1_heavy,base,plus,0.008620530043128375,nonnegative,base,base|plus,plus
33,0.0,confounded,logger1_heavy,minus,base,0.0034893628282412917,nonnegative,minus,minus|base,base
33,0.0,confounded,logger1_heavy,minus,plus,0.0035438079188486868,nonnegative,base,base,base
33,0.0,confounded,logger1_heavy,base,plus,0.0035982530094560822,nonnegative,base,base|plus,plus
34,0.0,confounded,logger1_heavy,minus,base,0.0032375594439871358,nonnegative,minus,minus|base,base
34,0.0,confounded,logger1_heavy,minus,plus,0.0042901155885038955,nonnegative,base,base,base
34,0.0,confounded,logger1_heavy,base,plus,0.005342671733020656,nonnegative,base,base|plus,plus
35,0.0,confounded,logger1_heavy,minus,base,0.009724623854719427,nonnegative,minus,minus|base,base
35,0.0,confounded,logger1_heavy,minus,plus,0.00977808707292344,nonnegative,base,base,base
35,0.0,confounded,logger1_heavy,base,plus,0.009831550291127452,nonnegative,base,base|plus,plus
36,0.0,confounded,logger1_heavy,minus,base,0.0030237732256683018,nonnegative,minus,minus|base,base
36,0.0,confounded,logger1_heavy,minus,plus,0.003077471672748692,nonnegative,base,base,base
36,0.0,confounded,logger1_heavy,base,plus,0.0031311701198290815,nonnegative,base,base|plus,plus
37,0.0,confounded,logger1_heavy,minus,base,0.003974829364868273,nonnegative,minus,minus|base,base
37,0.0,confounded,logger1_heavy,minus,plus,0.004029630974887014,nonnegative,base,base,base
37,0.0,confounded,logger1_heavy,base,plus,0.004084432584905756,nonnegative,base,base|plus,plus
38,0.0,confounded,logger1_heavy,minus,base,0.0024817854351858394,nonnegative,minus,minus|base,base
38,0.0,confounded,logger1_heavy,minus,plus,0.002535865548894825,nonnegative,base,base,base
38,0.0,confounded,logger1_heavy,base,plus,0.0025899456626038105,nonnegative,base,base|plus,plus
39,0.0,confounded,logger1_heavy,minus,base,0.003467652692653785,nonnegative,minus,minus|base,base
39,0.0,confounded,logger1_heavy,minus,plus,0.003521310984099181,nonnegative,base,base,base
39,0.0,confounded,logger1_heavy,base,plus,0.003574969275544577,nonnegative,base,base|plus,plus
40,0.0,confounded,logger1_heavy,minus,base,0.0019203503769489839,nonnegative,minus,minus|base,base
40,0.0,confounded,logger1_heavy,minus,plus,0.001974874940647428,nonnegative,base,base,base
40,0.0,confounded,logger1_heavy,base,plus,0.0020293995043458727,nonnegative,base,base|plus,plus
41,0.0,confounded,logger1_heavy,minus,base,0.0035769830357666814,nonnegative,minus,minus|base,base
41,0.0,confounded,logger1_heavy,minus,plus,0.0035827742732092212,nonnegative,base,base,base
41,0.0,confounded,logger1_heavy,base,plus,0.0035885655106517606,nonnegative,base,base|plus,plus
42,0.0,confounded,logger1_heavy,minus,base,0.005557965266213582,nonnegative,minus,minus|base,base
42,0.0,confounded,logger1_heavy,minus,plus,0.005611373380555239,nonnegative,base,base,base
42,0.0,confounded,logger1_heavy,base,plus,0.005664781494896896,nonnegative,base,base|plus,plus
43,0.0,confounded,logger1_heavy,minus,base,0.007225734701405319,nonnegative,minus,minus|base,base
43,0.0,confounded,logger1_heavy,minus,plus,0.007278489209019412,nonnegative,base,base,base
43,0.0,confounded,logger1_heavy,base,plus,0.007331243716633505,nonnegative,base,base|plus,plus
44,0.0,confounded,logger1_heavy,minus,base,0.0017468424339322727,nonnegative,minus,minus|base,base
44,0.0,confounded,logger1_heavy,minus,plus,0.0018007151457520658,nonnegative,base,base,base
44,0.0,confounded,logger1_heavy,base,plus,0.001854587857571859,nonnegative,base,base|plus,plus
45,0.0,confounded,logger1_heavy,minus,base,0.0023137688858018866,nonnegative,plus,plus,plus
45,0.0,confounded,logger1_heavy,minus,plus,0.0022072655138852424,nonnegative,minus,minus|plus,plus
45,0.0,confounded,logger1_heavy,base,plus,0.0021007621419685983,nonnegative,minus,minus,minus
46,0.0,confounded,logger1_heavy,minus,base,0.009411745104881474,nonnegative,minus,minus|base,base
46,0.0,confounded,logger1_heavy,minus,plus,0.00946514310540188,nonnegative,base,base,base
46,0.0,confounded,logger1_heavy,base,plus,0.009518541105922285,nonnegative,base,base|plus,plus
47,0.0,confounded,logger1_heavy,minus,base,0.006698147076636244,nonnegative,minus,minus|base,base
47,0.0,confounded,logger1_heavy,minus,plus,0.00771871054587902,nonnegative,base,base,base
47,0.0,confounded,logger1_heavy,base,plus,0.008739274015121796,nonnegative,base,base|plus,plus
48,0.0,confounded,logger1_heavy,minus,base,0.0032925304746439835,nonnegative,minus,minus|base,base
48,0.0,confounded,logger1_heavy,minus,plus,0.003346942302715124,nonnegative,base,base,base
48,0.0,confounded,logger1_heavy,base,plus,0.0034013541307862643,nonnegative,base,base|plus,plus
49,0.0,confounded,logger1_heavy,minus,base,0.003309646875619377,nonnegative,minus,minus|base,base
49,0.0,confounded,logger1_heavy,minus,plus,0.0033652050828394792,nonnegative,base,base,base
49,0.0,confounded,logger1_heavy,base,plus,0.003420763290059581,nonnegative,base,base|plus,plus
50,0.0,confounded,logger1_heavy,minus,base,0.004098989759722508,nonnegative,plus,plus,plus
50,0.0,confounded,logger1_heavy,minus,plus,0.004091613906710031,nonnegative,minus,minus|plus,plus
50,0.0,confounded,logger1_heavy,base,plus,0.004084238053697555,nonnegative,minus,minus,minus
51,0.0,confounded,logger1_heavy,minus,base,0.0018755070068067726,nonnegative,minus,minus|base,base
51,0.0,confounded,logger1_heavy,minus,plus,0.0019282769597737295,nonnegative,base,base,base
51,0.0,confounded,logger1_heavy,base,plus,0.001981046912740686,nonnegative,base,base|plus,plus
52,0.0,confounded,logger1_heavy,minus,base,0.003718547325397428,nonnegative,minus,minus|base,base
52,0.0,confounded,logger1_heavy,minus,plus,0.0056904890982653125,nonnegative,base,base,base
52,0.0,confounded,logger1_heavy,base,plus,0.007662430871133196,nonnegative,base,base|plus,plus
53,0.0,confounded,logger1_heavy,minus,base,0.003278487554067011,nonnegative,minus,minus|base,base
53,0.0,confounded,logger1_heavy,minus,plus,0.003333226899998337,nonnegative,base,base,base
53,0.0,confounded,logger1_heavy,base,plus,0.0033879662459296626,nonnegative,base,base|plus,plus
54,0.0,confounded,logger1_heavy,minus,base,0.0030195795765656165,nonnegative,minus,minus|base,base
54,0.0,confounded,logger1_heavy,minus,plus,0.0030755422500168142,nonnegative,base,base,base
54,0.0,confounded,logger1_heavy,base,plus,0.003131504923468012,nonnegative,base,base|plus,plus
55,0.0,confounded,logger1_heavy,minus,base,0.003889071685830205,nonnegative,minus,minus|base,base
55,0.0,confounded,logger1_heavy,minus,plus,0.003944323483640109,nonnegative,base,base,base
55,0.0,confounded,logger1_heavy,base,plus,0.003999575281450014,nonnegative,base,base|plus,plus
56,0.0,confounded,logger1_heavy,minus,base,0.0035866998245526194,nonnegative,minus,minus|base,base
56,0.0,confounded,logger1_heavy,minus,plus,0.003634266541959589,nonnegative,base,base,base
56,0.0,confounded,logger1_heavy,base,plus,0.003681833259366558,nonnegative,base,base|plus,plus
57,0.0,confounded,logger1_heavy,minus,base,0.0033086246251980062,nonnegative,minus,minus|base,base
57,0.0,confounded,logger1_heavy,minus,plus,0.003363269284045864,nonnegative,base,base,base
57,0.0,confounded,logger1_heavy,base,plus,0.0034179139428937217,nonnegative,base,base|plus,plus
58,0.0,confounded,logger1_heavy,minus,base,0.008757982275523817,nonnegative,minus,minus|base,base
58,0.0,confounded,logger1_heavy,minus,plus,0.008811445523317689,nonnegative,base,base,base
58,0.0,confounded,logger1_heavy,base,plus,0.008864908771111561,nonnegative,base,base|plus,plus
59,0.0,confounded,logger1_heavy,minus,base,0.0029616027243094993,nonnegative,minus,minus|base,base
59,0.0,confounded,logger1_heavy,minus,plus,0.0030168361626592747,nonnegative,base,base,base
59,0.0,confounded,logger1_heavy,base,plus,0.0030720696010090504,nonnegative,base,base|plus,plus
60,0.0,confounded,logger1_heavy,minus,base,0.004215362374090958,nonnegative,minus,minus|base,base
60,0.0,confounded,logger1_heavy,minus,plus,0.004270270566278966,nonnegative,base,base,base
60,0.0,confounded,logger1_heavy,base,plus,0.004325178758466974,nonnegative,base,base|plus,plus
61,0.0,confounded,logger1_heavy,minus,base,0.0023397029434432835,nonnegative,minus,minus|base,base
61,0.0,confounded,logger1_heavy,minus,plus,0.0023952494990272587,nonnegative,base,base,base
61,0.0,confounded,logger1_heavy,base,plus,0.0024507960546112342,nonnegative,base,base|plus,plus
62,0.0,confounded,logger1_heavy,minus,base,0.0021999874680965563,nonnegative,minus,minus|base,base
62,0.0,confounded,logger1_heavy,minus,plus,0.0022562438528812437,nonnegative,base,base,base
62,0.0,confounded,logger1_heavy,base,plus,0.002312500237665931,nonnegative,base,base|plus,plus
65,0.0,confounded,logger1_heavy,minus,base,0.001196314459977052,nonnegative,minus,minus|base,base
65,0.0,confounded,logger1_heavy,minus,plus,0.0012495130862814978,nonnegative,base,base,base
65,0.0,confounded,logger1_heavy,base,plus,0.0013027117125859434,nonnegative,base,base|plus,plus
66,0.0,confounded,logger1_heavy,minus,base,0.002802283914968448,nonnegative,minus,minus|base,base
66,0.0,confounded,logger1_heavy,minus,plus,0.0028568663334972303,nonnegative,base,base,base
66,0.0,confounded,logger1_heavy,base,plus,0.0029114487520260127,nonnegative,base,base|plus,plus
67,0.0,confounded,logger1_heavy,minus,base,0.0034058363964566537,nonnegative,plus,plus,plus
67,0.0,confounded,logger1_heavy,minus,plus,0.003333932894557915,nonnegative,minus,minus|plus,plus
67,0.0,confounded,logger1_heavy,base,plus,0.003262029392659176,nonnegative,minus,minus,minus
68,0.0,confounded,logger1_heavy,minus,base,0.004527982629494818,nonnegative,minus,minus|base,base
68,0.0,confounded,logger1_heavy,minus,plus,0.004583449639716438,nonnegative,base,base,base
68,0.0,confounded,logger1_heavy,base,plus,0.004638916649938057,nonnegative,base,base|plus,plus
69,0.0,confounded,logger1_heavy,minus,base,0.003915958588771911,nonnegative,plus,plus,plus
69,0.0,confounded,logger1_heavy,minus,plus,0.0038822186451153004,nonnegative,minus,minus|plus,plus
69,0.0,confounded,logger1_heavy,base,plus,0.0038484787014586904,nonnegative,minus,minus,minus
71,0.0,confounded,logger1_heavy,minus,base,0.0019124097357812928,nonnegative,minus,minus|base,base
71,0.0,confounded,logger1_heavy,minus,plus,0.001965199934306568,nonnegative,base,base,base
71,0.0,confounded,logger1_heavy,base,plus,0.0020179901328318426,nonnegative,base,base|plus,plus
72,0.0,confounded,logger1_heavy,minus,base,0.007402494200027091,nonnegative,minus,minus|base,base
72,0.0,confounded,logger1_heavy,minus,plus,0.007455488090984038,nonnegative,base,base,base
72,0.0,confounded,logger1_heavy,base,plus,0.007508481981940984,nonnegative,base,base|plus,plus
73,0.0,confounded,logger1_heavy,minus,base,0.0017783003799997546,nonnegative,minus,minus|base,base
73,0.0,confounded,logger1_heavy,minus,plus,0.0018322136443508807,nonnegative,base,base,base
73,0.0,confounded,logger1_heavy,base,plus,0.001886126908702007,nonnegative,base,base|plus,plus
74,0.0,confounded,logger1_heavy,minus,base,0.002268502743081259,nonnegative,minus,minus|base,base
74,0.0,confounded,logger1_heavy,minus,plus,0.002324681060997095,nonnegative,base,base,base
74,0.0,confounded,logger1_heavy,base,plus,0.0023808593789129305,nonnegative,base,base|plus,plus
75,0.0,confounded,logger1_heavy,minus,base,0.003939787352201404,nonnegative,minus,minus|base,base
75,0.0,confounded,logger1_heavy,minus,plus,0.003995442945041662,nonnegative,base,base,base
75,0.0,confounded,logger1_heavy,base,plus,0.00405109853788192,nonnegative,base,base|plus,plus
76,0.0,confounded,logger1_heavy,minus,base,0.0021008384191361215,nonnegative,minus,minus|base,base
76,0.0,confounded,logger1_heavy,minus,plus,0.002157526744451211,nonnegative,base,base,base
76,0.0,confounded,logger1_heavy,base,plus,0.0022142150697663002,nonnegative,base,base|plus,plus
77,0.0,confounded,logger1_heavy,minus,base,0.0017911150773383187,nonnegative,minus,minus|base,base
77,0.0,confounded,logger1_heavy,minus,plus,0.0018440050899167929,nonnegative,base,base,base
77,0.0,confounded,logger1_heavy,base,plus,0.001896895102495267,nonnegative,base,base|plus,plus
78,0.0,confounded,logger1_heavy,minus,base,0.001708953127818504,nonnegative,minus,minus|base,base
78,0.0,confounded,logger1_heavy,minus,plus,0.00176208752275596,nonnegative,base,base,base
78,0.0,confounded,logger1_heavy,base,plus,0.0018152219176934157,nonnegative,base,base|plus,plus
79,0.0,confounded,logger1_heavy,minus,base,0.0022266986661393963,nonnegative,minus,minus|base,base
79,0.0,confounded,logger1_heavy,minus,plus,0.002495942686769239,nonnegative,base,base,base
79,0.0,confounded,logger1_heavy,base,plus,0.002765186707399082,nonnegative,base,base|plus,plus
80,0.0,confounded,logger1_heavy,minus,base,0.0024271560349023937,nonnegative,minus,minus|base,base
80,0.0,confounded,logger1_heavy,minus,plus,0.002483430367168817,nonnegative,base,base,base
80,0.0,confounded,logger1_heavy,base,plus,0.0025397046994352405,nonnegative,base,base|plus,plus
81,0.0,confounded,logger1_heavy,minus,base,0.0038008782061938573,nonnegative,minus,minus|base,base
81,0.0,confounded,logger1_heavy,minus,plus,0.0038565700503607617,nonnegative,base,base,base
81,0.0,confounded,logger1_heavy,base,plus,0.0039122618945276666,nonnegative,base,base|plus,plus
82,0.0,confounded,logger1_heavy,minus,base,0.0020899184179381265,nonnegative,minus,minus|base,base
82,0.0,confounded,logger1_heavy,minus,plus,0.002145860061125617,nonnegative,base,base,base
82,0.0,confounded,logger1_heavy,base,plus,0.002201801704313108,nonnegative,base,base|plus,plus
83,0.0,confounded,logger1_heavy,minus,base,0.003636467554773067,nonnegative,minus,minus|base,base
83,0.0,confounded,logger1_heavy,minus,plus,0.0036923505094282882,nonnegative,base,base,base
83,0.0,confounded,logger1_heavy,base,plus,0.0037482334640835096,nonnegative,base,base|plus,plus
85,0.0,confounded,logger1_heavy,base,plus,3.481895961789677e-05,nonnegative,base,base|plus,plus
86,0.0,confounded,logger1_heavy,minus,base,0.001756843181099725,nonnegative,minus,minus|base,base
86,0.0,confounded,logger1_heavy,minus,plus,0.0018096910170418978,nonnegative,base,base,base
86,0.0,confounded,logger1_heavy,base,plus,0.001862538852984071,nonnegative,base,base|plus,plus
87,0.0,confounded,logger1_heavy,minus,base,0.009486318814113399,nonnegative,minus,minus|base,base
87,0.0,confounded,logger1_heavy,minus,plus,0.009539386185219956,nonnegative,base,base,base
87,0.0,confounded,logger1_heavy,base,plus,0.009592453556326515,nonnegative,base,base|plus,plus
88,0.0,confounded,logger1_heavy,minus,base,0.003690727366362158,nonnegative,minus,minus|base,base
88,0.0,confounded,logger1_heavy,minus,plus,0.0037450791002150204,nonnegative,base,base,base
88,0.0,confounded,logger1_heavy,base,plus,0.0037994308340678824,nonnegative,base,base|plus,plus
89,0.0,confounded,logger1_heavy,minus,base,0.0046657201692045045,nonnegative,minus,minus|base,base
89,0.0,confounded,logger1_heavy,minus,plus,0.004720906399076565,nonnegative,base,base,base
89,0.0,confounded,logger1_heavy,base,plus,0.004776092628948625,nonnegative,base,base|plus,plus
90,0.0,confounded,logger1_heavy,minus,base,0.002889236796431193,nonnegative,minus,minus|base,base
90,0.0,confounded,logger1_heavy,minus,plus,0.002945041110922916,nonnegative,base,base,base
90,0.0,confounded,logger1_heavy,base,plus,0.0030008454254146387,nonnegative,base,base|plus,plus
91,0.0,confounded,logger1_heavy,minus,base,0.0035320569532149015,nonnegative,minus,minus|base,base
91,0.0,confounded,logger1_heavy,minus,plus,0.0035861774109387807,nonnegative,base,base,base
91,0.0,confounded,logger1_heavy,base,plus,0.00364029786866266,nonnegative,base,base|plus,plus
92,0.0,confounded,logger1_heavy,minus,base,0.008103002365671538,nonnegative,minus,minus|base,base
92,0.0,confounded,logger1_heavy,minus,plus,0.008156097636071268,nonnegative,base,base,base
92,0.0,confounded,logger1_heavy,base,plus,0.008209192906470996,nonnegative,base,base|plus,plus
93,0.0,confounded,logger1_heavy,minus,base,0.0028287224735826073,nonnegative,minus,minus|base,base
93,0.0,confounded,logger1_heavy,minus,plus,0.0028838032011836304,nonnegative,base,base,base
93,0.0,confounded,logger1_heavy,base,plus,0.002938883928784654,nonnegative,base,base|plus,plus
94,0.0,confounded,logger1_heavy,minus,base,0.0028402728267453454,nonnegative,minus,minus|base,base
94,0.0,confounded,logger1_heavy,minus,plus,0.00289463212642867,nonnegative,base,base,base
94,0.0,confounded,logger1_heavy,base,plus,0.0029489914261119944,nonnegative,base,base|plus,plus
95,0.0,confounded,logger1_heavy,minus,base,0.00811825649359587,nonnegative,minus,minus|base,base
95,0.0,confounded,logger1_heavy,minus,plus,0.00831283838163633,nonnegative,base,base,base
95,0.0,confounded,logger1_heavy,base,plus,0.008507420269676788,nonnegative,base,base|plus,plus
96,0.0,confounded,logger1_heavy,minus,base,0.0032860743874250347,nonnegative,minus,minus|base,base
96,0.0,confounded,logger1_heavy,minus,plus,0.0033409515023381715,nonnegative,base,base,base
96,0.0,confounded,logger1_heavy,base,plus,0.0033958286172513083,nonnegative,base,base|plus,plus
97,0.0,confounded,logger1_heavy,minus,base,0.0033054107991309692,nonnegative,minus,minus|base,base
97,0.0,confounded,logger1_heavy,minus,plus,0.004479177735943,nonnegative,base,base,base
97,0.0,confounded,logger1_heavy,base,plus,0.005652944672755031,nonnegative,base,base|plus,plus
98,0.0,confounded,logger1_heavy,minus,base,0.0099174821974828,nonnegative,minus,minus|base,base
98,0.0,confounded,logger1_heavy,minus,plus,0.009970947521042406,nonnegative,base,base,base
98,0.0,confounded,logger1_heavy,base,plus,0.010024412844602015,nonnegative,base,base|plus,plus
99,0.0,confounded,logger1_heavy,minus,base,0.002558737774832163,nonnegative,minus,minus|base,base
99,0.0,confounded,logger1_heavy,minus,plus,0.0026123414016229916,nonnegative,base,base,base
99,0.0,confounded,logger1_heavy,base,plus,0.00266594502841382,nonnegative,base,base|plus,plus
100,0.0,confounded,logger1_heavy,minus,base,0.003414662014895075,nonnegative,minus,minus|base,base
100,0.0,confounded,logger1_heavy,minus,plus,0.0034697400781405975,nonnegative,base,base,base
100,0.0,confounded,logger1_heavy,base,plus,0.00352481814138612,nonnegative,base,base|plus,plus
101,0.0,confounded,logger1_heavy,minus,base,0.0029812565624899507,nonnegative,minus,minus|base,base
101,0.0,confounded,logger1_heavy,minus,plus,0.0030357335159250163,nonnegative,base,base,base
101,0.0,confounded,logger1_heavy,base,plus,0.003090210469360082,nonnegative,base,base|plus,plus
102,0.0,confounded,logger1_heavy,minus,base,0.009819519885001451,nonnegative,minus,minus|base,base
102,0.0,confounded,logger1_heavy,minus,plus,0.009873083104904149,nonnegative,base,base,base
