kappa,condition,mixture,subset,lambda_reward,count,rank_disagreement_rate,strict_flip_rate,obs_regret,obs_regret_worst_tie,mean_regret,conditional_regret_given_error,mean_action_dependent_distortion,gap_sign_preservation,mean_obs_top_second_gap,obs_top_fraction_minus,obs_top_fraction_base,obs_top_fraction_plus,do_top_fraction_minus,do_top_fraction_base,do_top_fraction_plus
0.0,confounded,logger1_heavy,initial_step_strict_unclipped,0.02,831,0.9338146811070999,0.9338146811070999,0.006305563522236718,0.006305563522236718,0.006305563522236718,0.006752478462601436,0.021370338275860108,0.06618531889290012,0.012337093339953186,0.0,0.0,1.0,0.9314079422382672,0.0024067388688327317,0.06618531889290012
0.0,confounded,logger1_heavy,initial_step_strict_unclipped,0.03,831,0.9338146811070999,0.9338146811070999,0.006305563522236718,0.006305563522236718,0.006305563522236718,0.006752478462601436,0.03205550741379015,0.06618531889290012,0.019892648895508912,0.0,0.0,1.0,0.9314079422382672,0.0024067388688327317,0.06618531889290012
0.0,confounded,logger1_heavy,initial_step_strict_unclipped,0.05,831,0.9338146811070999,0.9338146811070999,0.006305563522236718,0.006305563522236718,0.006305563522236718,0.006752478462601436,0.05342584568965027,0.06618531889290012,0.03500376000661996,0.0,0.0,1.0,0.9314079422382672,0.0024067388688327317,0.06618531889290012
0.0,confounded,logger1_heavy,any_clipping,0.0,1217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0040914795463999586,0.8981101068200493,0.007395234182415777,0.09449465899753492,0.8981101068200493,0.007395234182415777,0.09449465899753492
0.0,confounded,logger1_heavy,any_clipping,0.0005,1217,0.018077239112571898,0.018077239112571898,4.804521012444631e-06,4.804521012444631e-06,4.804521012444631e-06,0.0002657773669156871,0.0005342584568965025,0.9843878389482333,0.0037933118243250736,0.8866064092029581,0.003286770747740345,0.11010682004930156,0.8981101068200493,0.007395234182415777,0.09449465899753492
0.0,confounded,logger1_heavy,any_clipping,0.001,1217,0.03533278553820871,0.03533278553820871,2.4925784137672697e-05,2.4925784137672697e-05,2.4925784137672697e-05,0.0007054576580359924,0.001068516913793005,0.9671322925225966,0.0035062389997482847,0.8693508627773213,0.0024650780608052587,0.12818405916187345,0.8981101068200493,0.007395234182415777,0.09449465899753492
0.0,confounded,logger1_heavy,any_clipping,0.002,1217,0.12900575184880855,0.12900575184880855,0.00024186575768989313,0.00024186575768989313,0.00024186575768989313,0.0018748447586535027,0.00213703382758601,0.8742810188989318,0.0029918485371332095,0.7764995891536566,0.014790468364831553,0.20870994248151192,0.8981101068200493,0.007395234182415777,0.09449465899753492
0.0,confounded,logger1_heavy,any_clipping,0.003,1217,0.23089564502875926,0.23089564502875926,0.0006303034770560126,0.0006303034770560126,0.0006303034770560126,0.002729819685327997,0.003205550741379016,0.7715694330320461,0.002627942365567462,0.6746096959737058,0.018898931799506986,0.3064913722267872,0.8981101068200493,0.007395234182415777,0.09449465899753492
0.0,confounded,logger1_heavy,any_clipping,0.005,1217,0.5176663927691043,0.5176663927691043,0.002348995853127279,0.002348995853127279,0.002348995853127279,0.004537663417866505,0.005342584568965026,0.4847986852917009,0.0025445653905508563,0.38783894823336074,0.01314708299096138,0.5990139687756779,0.8981101068200493,0.007395234182415777,0.09449465899753492
0.0,confounded,logger1_heavy,any_clipping,0.0075,1217,0.5686113393590797,0.5686113393590797,0.002801593986158666,0.002801593986158666,0.002801593986158666,0.0049270807531143004,0.008013876853447538,0.43385373870172556,0.003066095548102142,0.3368940016433854,0.01314708299096138,0.6499589153656532,0.8981101068200493,0.007395234182415777,0.09449465899753492
0.0,confounded,logger1_heavy,any_clipping,0.01,1217,0.8964667214461791,0.8964667214461791,0.007169565128368086,0.007169565128368086,0.007169565128368086,0.007997580899380349,0.010685169137930052,0.10682004930156122,0.004290514850688349,0.009038619556285949,0.00657354149548069,0.9843878389482333,0.8981101068200493,0.007395234182415777,0.09449465899753492
0.0,confounded,logger1_heavy,any_clipping,0.015,1217,0.905505341002465,0.905505341002465,0.007366371955136229,0.007366371955136229,0.007366371955136229,0.008135094981307432,0.016027753706895076,0.09695973705834018,0.008057874803746604,0.0,0.0,1.0,0.8981101068200493,0.007395234182415777,0.09449465899753492
0.0,confounded,logger1_heavy,any_clipping,0.02,1217,0.905505341002465,0.905505341002465,0.007366371955136229,0.007366371955136229,0.007366371955136229,0.008135094981307432,0.021370338275860105,0.09695973705834018,0.01183565258152435,0.0,0.0,1.0,0.8981101068200493,0.007395234182415777,0.09449465899753492
0.0,confounded,logger1_heavy,any_clipping,0.03,1217,0.905505341002465,0.905505341002465,0.007366371955136229,0.007366371955136229,0.007366371955136229,0.008135094981307432,0.03205550741379015,0.09695973705834018,0.019391208137080045,0.0,0.0,1.0,0.8981101068200493,0.007395234182415777,0.09449465899753492
0.0,confounded,logger1_heavy,any_clipping,0.05,1217,0.905505341002465,0.905505341002465,0.007366371955136229,0.007366371955136229,0.007366371955136229,0.008135094981307432,0.05342584568965025,0.09695973705834018,0.03450231924819108,0.0,0.0,1.0,0.8981101068200493,0.007395234182415777,0.09449465899753492
0.0,confounded,logger12_balanced,all,0.0,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.003865745498299484,0.91162109375,0.00537109375,0.0830078125,0.91162109375,0.00537109375,0.0830078125
