action,ci_high,ci_low,condition,kappa,lambda_reward,mean,metric,mixture,model_seed,n_anchors,sd,statistical_unit,theoretical_slope
minus,0.03072858921210408,0.016072837842615845,confounded,0.0,0.0,0.02296464848041751,reward_population_mae,logger1_heavy,0,78,0.03381557348514877,anchor_id,
minus,0.054723967890382426,0.02632125433517059,confounded,0.0,0.0,0.04069653453504495,reward_population_rmse,logger1_heavy,0,78,0.005310360901254234,anchor_id,
base,0.029676166688732897,0.015256695318293784,confounded,0.0,0.0,0.02196777373158131,reward_population_mae,logger1_heavy,0,78,0.032789308361949335,anchor_id,
base,0.053380511536628636,0.025698113969856776,confounded,0.0,0.0,0.03929297641488045,reward_population_rmse,logger1_heavy,0,78,0.005055400874158535,anchor_id,
plus,0.029845077938169356,0.016911460790811815,confounded,0.0,0.0,0.022783186735524825,reward_population_mae,logger1_heavy,0,78,0.030814745963422742,anchor_id,
plus,0.05137127655514852,0.02441441218277551,confounded,0.0,0.0,0.038163444118897306,reward_population_rmse,logger1_heavy,0,78,0.004676252601738613,anchor_id,
minus,0.03093684599267117,0.016311772896658864,confounded,0.0,0.0,0.02296464848041749,reward_population_mae,logger12_balanced,0,78,0.033815573485148756,anchor_id,
minus,0.054194661017019495,0.026028014645998267,confounded,0.0,0.0,0.04069653453504493,reward_population_rmse,logger12_balanced,0,78,0.0053103609012542345,anchor_id,
base,0.02983394883739458,0.01566491091330781,confounded,0.0,0.0,0.02196777373158131,reward_population_mae,logger12_balanced,0,78,0.032789308361949335,anchor_id,
base,0.053193020325811496,0.02512486253205271,confounded,0.0,0.0,0.03929297641488045,reward_population_rmse,logger12_balanced,0,78,0.005055400874158535,anchor_id,
plus,0.030171285014401115,0.016523448349252196,confounded,0.0,0.0,0.022783186735524805,reward_population_mae,logger12_balanced,0,78,0.030814745963422745,anchor_id,
plus,0.051239493044075726,0.024627924937611248,confounded,0.0,0.0,0.0381634441188973,reward_population_rmse,logger12_balanced,0,78,0.004676252601738627,anchor_id,
minus,0.03164408320634949,0.016149051670487902,confounded,0.0,0.0,0.022964648480417467,reward_population_mae,logger2_heavy,0,78,0.03381557348514875,anchor_id,
minus,0.05450721182286032,0.02650961535743372,confounded,0.0,0.0,0.04069653453504492,reward_population_rmse,logger2_heavy,0,78,0.0053103609012542345,anchor_id,
base,0.029285166588492582,0.015291250905989394,confounded,0.0,0.0,0.02196777373158131,reward_population_mae,logger2_heavy,0,78,0.032789308361949335,anchor_id,
base,0.05302257079565638,0.025073084061592674,confounded,0.0,0.0,0.03929297641488045,reward_population_rmse,logger2_heavy,0,78,0.005055400874158535,anchor_id,
plus,0.030085014766953126,0.01665209501432843,confounded,0.0,0.0,0.022783186735524798,reward_population_mae,logger2_heavy,0,78,0.030814745963422742,anchor_id,
plus,0.05065335727950315,0.025090586467516142,confounded,0.0,0.0,0.038163444118897286,reward_population_rmse,logger2_heavy,0,78,0.004676252601738612,anchor_id,
minus,0.005274010797722415,-0.012648052066854962,confounded,0.0,0.0,-0.0034695578018040965,signed_balanced_neural_bias,logger12_balanced,0,78,0.04081081903316076,anchor_id,
minus,-1.708035422500241e-17,-9.109522253334617e-17,confounded,0.0,0.0,-5.124106267500723e-17,signed_balanced_population_bias,logger12_balanced,0,78,1.750323723175451e-16,anchor_id,
minus,0.0,0.0,confounded,0.0,0.0,0.0,signed_heavy_neural_drift,logger1_minus_logger2,0,78,0.0,anchor_id,
minus,2.135755959551342e-16,5.124106267500723e-17,confounded,0.0,0.0,1.3237274524376866e-16,signed_heavy_population_drift,logger1_minus_logger2,0,78,3.592224512535847e-16,anchor_id,
base,0.004909449492244268,-0.012344094874382391,confounded,0.0,0.0,-0.00322208114621094,signed_balanced_neural_bias,logger12_balanced,0,78,0.03941411552687189,anchor_id,
base,0.0,0.0,confounded,0.0,0.0,0.0,signed_balanced_population_bias,logger12_balanced,0,78,0.0,anchor_id,
base,0.0,0.0,confounded,0.0,0.0,0.0,signed_heavy_neural_drift,logger1_minus_logger2,0,78,0.0,anchor_id,
base,0.0,0.0,confounded,0.0,0.0,0.0,signed_heavy_population_drift,logger1_minus_logger2,0,78,0.0,anchor_id,
plus,0.005017235310334404,-0.011300122489598855,confounded,0.0,0.0,-0.0031371088496658086,signed_balanced_neural_bias,logger12_balanced,0,78,0.038280466548535064,anchor_id,
plus,5.152573524542394e-16,3.7146212032250033e-16,confounded,0.0,0.0,4.455125727021461e-16,signed_balanced_population_bias,logger12_balanced,0,78,3.137602326387882e-16,anchor_id,
plus,0.0,0.0,confounded,0.0,0.0,0.0,signed_heavy_neural_drift,logger1_minus_logger2,0,78,0.0,anchor_id,
plus,1.25255930983351e-16,5.693451408334136e-18,confounded,0.0,0.0,6.26279654916755e-17,signed_heavy_population_drift,logger1_minus_logger2,0,78,2.651464952109841e-16,anchor_id,
all,0.5256410256410257,0.2948717948717949,confounded,0.0,0.0,0.41025641025641024,neural_do_ranking_disagreement,logger12_balanced,0,78,0.4950638798056722,anchor_id,
all,0.002262161421928894,0.0011556861924426343,confounded,0.0,0.0,0.001692100478083342,neural_decision_regret,logger12_balanced,0,78,0.002631698112217872,anchor_id,
base,0.0,0.0,confounded,0.0,0.0,0.0,base_prediction_range_across_mixtures,all_primary,0,78,0.0,anchor_id,
minus,0.037843323952061206,0.023772396066938237,confounded,0.0,0.05,0.030444972467220752,reward_population_mae,logger1_heavy,0,78,0.033836007844914966,anchor_id,
minus,0.05626470629005327,0.03359128452817992,confounded,0.0,0.05,0.04535519689432244,reward_population_rmse,logger1_heavy,0,78,0.00459866361077213,anchor_id,
minus,-0.02472941045286685,-0.03792331220337445,confounded,0.0,0.05,-0.03156283299714296,paired_prediction_increment,logger1_heavy,0,78,0.030876640609597855,anchor_id,
minus,0.02744193501204883,0.017196953279484496,confounded,0.0,0.05,0.022171159062775964,paired_increment_absolute_error,logger1_heavy,0,78,0.02223847814534438,anchor_id,
base,0.03679051374291471,0.0224634448667689,confounded,0.0,0.05,0.028833219071248983,reward_population_mae,logger1_heavy,0,78,0.03227514730366531,anchor_id,
base,0.054440784972960725,0.029696295130871422,confounded,0.0,0.05,0.043124061936177786,reward_population_rmse,logger1_heavy,0,78,0.0047941532543656655,anchor_id,
base,0.006420700946142139,-0.007453848491650714,confounded,0.0,0.05,6.615936981089996e-05,paired_prediction_increment,logger1_heavy,0,78,0.02957396596941533,anchor_id,
base,0.02578921991061126,0.016820981699688767,confounded,0.0,0.05,0.02092766873996532,paired_increment_absolute_error,logger1_heavy,0,78,0.020759785425656114,anchor_id,
base,0.025691003012294163,0.016793265636925223,confounded,0.0,0.05,0.02092766873996532,base_prediction_absolute_increment,logger1_heavy,0,78,0.020759785425656114,anchor_id,
plus,0.035458566855849014,0.02129564166746536,confounded,0.0,0.05,0.027458473260560827,reward_population_mae,logger1_heavy,0,78,0.031398271071881714,anchor_id,
plus,0.0543802801382783,0.028123210846716793,confounded,0.0,0.05,0.04155935585706612,reward_population_rmse,logger1_heavy,0,78,0.004868240215181157,anchor_id,
plus,0.038474075430905946,0.025347398498979642,confounded,0.0,0.05,0.031873474612923544,paired_prediction_increment,logger1_heavy,0,78,0.029093942281028715,anchor_id,
plus,0.025436055102082463,0.015644847827427286,confounded,0.0,0.05,0.020166492420279236,paired_increment_absolute_error,logger1_heavy,0,78,0.02167491498542818,anchor_id,
minus,0.03808708764764943,0.021829042318687264,confounded,0.0,0.05,0.029374071863299597,reward_population_mae,logger12_balanced,0,78,0.03656371316800662,anchor_id,
minus,0.060744693717010835,0.031703348508825745,confounded,0.0,0.05,0.046718319845898505,reward_population_rmse,logger12_balanced,0,78,0.00632014145972464,anchor_id,
minus,-0.017823338742798386,-0.029493890208452386,confounded,0.0,0.05,-0.023585600507563434,paired_prediction_increment,logger12_balanced,0,78,0.026176357886447163,anchor_id,
minus,0.023296632981932682,0.01503761235613166,confounded,0.0,0.05,0.01904731633238157,paired_increment_absolute_error,logger12_balanced,0,78,0.018957020502372093,anchor_id,
base,0.0355332955782152,0.02033509205241993,confounded,0.0,0.05,0.027234908914905445,reward_population_mae,logger12_balanced,0,78,0.03534126708585093,anchor_id,
base,0.06019157040314302,0.02856472803102337,confounded,0.0,0.05,0.044437962781610586,reward_population_rmse,logger12_balanced,0,78,0.006311506396265564,anchor_id,
base,0.007719901211458772,-0.003868904867585737,confounded,0.0,0.05,0.002110521933308054,paired_prediction_increment,logger12_balanced,0,78,0.025778735590413816,anchor_id,
base,0.02245773059206601,0.014682687671282326,confounded,0.0,0.05,0.01853186987437574,paired_increment_absolute_error,logger12_balanced,0,78,0.017921077703037615,anchor_id,
base,0.02265829667564412,0.014713071579760359,confounded,0.0,0.05,0.01853186987437574,base_prediction_absolute_increment,logger12_balanced,0,78,0.017921077703037615,anchor_id,
plus,0.03409769705934351,0.01890971379989987,confounded,0.0,0.05,0.025555811681551514,reward_population_mae,logger12_balanced,0,78,0.033716551078126246,anchor_id,
plus,0.056471970911466045,0.02585910235195072,confounded,0.0,0.05,0.04213467566934172,reward_population_rmse,logger12_balanced,0,78,0.005964247881405815,anchor_id,
plus,0.032920303489775336,0.02254483327344573,confounded,0.0,0.05,0.02794250730354609,paired_prediction_increment,logger12_balanced,0,78,0.025235111550276794,anchor_id,
plus,0.02217842811166589,0.014233957795890267,confounded,0.0,0.05,0.01795563452003158,paired_increment_absolute_error,logger12_balanced,0,78,0.01773435147613542,anchor_id,
minus,0.0342906271718731,0.01853937445427824,confounded,0.0,0.05,0.02526670556939667,reward_population_mae,logger2_heavy,0,78,0.036199807605966104,anchor_id,
minus,0.06026922629293254,0.027078488804240453,confounded,0.0,0.05,0.04395488763265905,reward_population_rmse,logger2_heavy,0,78,0.006569945962554541,anchor_id,
minus,-0.013990644431499864,-0.02233082168739071,confounded,0.0,0.05,-0.01823353092058066,paired_prediction_increment,logger2_heavy,0,78,0.018407565963002387,anchor_id,
minus,0.01633042833948197,0.010525377838011345,confounded,0.0,0.05,0.013404513088169381,paired_increment_absolute_error,logger2_heavy,0,78,0.013150675712089202,anchor_id,
base,0.03179453611474205,0.0160839742846355,confounded,0.0,0.05,0.023252355911988827,reward_population_mae,logger2_heavy,0,78,0.03567278857240923,anchor_id,
base,0.059809037212290916,0.024725882019151765,confounded,0.0,0.05,0.042389918424480075,reward_population_rmse,logger2_heavy,0,78,0.006919477202922075,anchor_id,
base,0.004417004848488522,-0.003450100432621098,confounded,0.0,0.05,0.0005132302645970563,paired_prediction_increment,logger2_heavy,0,78,0.01867619566108823,anchor_id,
base,0.01633866265623285,0.010597548470899528,confounded,0.0,0.05,0.01331554048082511,paired_increment_absolute_error,logger2_heavy,0,78,0.013017712849571783,anchor_id,
base,0.016304965408045404,0.010681010650974319,confounded,0.0,0.05,0.01331554048082511,base_prediction_absolute_increment,logger2_heavy,0,78,0.013017712849571783,anchor_id,
plus,0.029626359903764776,0.015168784802215873,confounded,0.0,0.05,0.021733712746003785,reward_population_mae,logger2_heavy,0,78,0.033924301750779,anchor_id,
plus,0.05679076709588436,0.0218752201500717,confounded,0.0,0.05,0.040105584724128555,reward_population_rmse,logger2_heavy,0,78,0.006334350826062316,anchor_id,
plus,0.02322008549663976,0.015206567914399487,confounded,0.0,0.05,0.019285035480260455,paired_prediction_increment,logger2_heavy,0,78,0.01821603998979447,anchor_id,
plus,0.016262408185894923,0.010414946009070093,confounded,0.0,0.05,0.013161044412653767,paired_increment_absolute_error,logger2_heavy,0,78,0.012849148143085727,anchor_id,
minus,-0.01711630949175488,-0.037944900037683756,confounded,0.0,0.05,-0.027055158309367534,signed_balanced_neural_bias,logger12_balanced,0,78,0.046927200693295694,anchor_id,
minus,-0.029999999999999902,-0.03,confounded,0.0,0.05,-0.029999999999999954,signed_balanced_population_bias,logger12_balanced,0,78,2.230217569400469e-16,anchor_id,
minus,-0.009601217546309387,-0.01693972002750983,confounded,0.0,0.05,-0.013329302076562292,signed_heavy_neural_drift,logger1_minus_logger2,0,78,0.017360563027354416,anchor_id,
minus,-0.015555555555555345,-0.01555555555555547,confounded,0.0,0.05,-0.015555555555555408,signed_heavy_population_drift,logger1_minus_logger2,0,78,2.91927553640392e-16,anchor_id,
minus,-0.00961724817370255,-0.017090279918712016,confounded,0.0,0.05,-0.013329302076562292,paired_heavy_prediction_increment,logger1_minus_logger2,0,78,0.017360563027354416,anchor_id,
minus,0.015438418186013663,0.010172918499350862,confounded,0.0,0.05,0.0125686880591224,paired_heavy_increment_absolute_error,logger1_minus_logger2,0,78,0.012099017173901114,anchor_id,
base,0.007435283531977014,-0.011692840553320042,confounded,0.0,0.05,-0.001111559212902886,signed_balanced_neural_bias,logger12_balanced,0,78,0.0447115958461008,anchor_id,
base,0.0,-7.11681426041767e-18,confounded,0.0,0.05,-2.846725704167068e-18,signed_balanced_population_bias,logger12_balanced,0,78,1.7661978828937318e-17,anchor_id,
base,0.0031430638557388463,-0.004083266395272765,confounded,0.0,0.05,-0.0004470708947861564,signed_heavy_neural_drift,logger1_minus_logger2,0,78,0.016575641810212965,anchor_id,
base,0.0,0.0,confounded,0.0,0.05,0.0,signed_heavy_population_drift,logger1_minus_logger2,0,78,0.0,anchor_id,
base,0.0032413845036609375,-0.004445074951886015,confounded,0.0,0.05,-0.0004470708947861564,paired_heavy_prediction_increment,logger1_minus_logger2,0,78,0.016575641810212965,anchor_id,
base,0.014909368578645528,0.009847962572886967,confounded,0.0,0.05,0.01225284657316526,paired_heavy_increment_absolute_error,logger1_minus_logger2,0,78,0.01108478014828234,anchor_id,
plus,0.033369162942882405,0.015178842668260232,confounded,0.0,0.05,0.024805398453880276,signed_balanced_neural_bias,logger12_balanced,0,78,0.04208387831276186,anchor_id,
plus,0.03000000000000033,0.030000000000000214,confounded,0.0,0.05,0.030000000000000276,signed_balanced_population_bias,logger12_balanced,0,78,2.5030032155421774e-16,anchor_id,
plus,0.016035958823125324,0.008948535680892176,confounded,0.0,0.05,0.012588439132663089,signed_heavy_neural_drift,logger1_minus_logger2,0,78,0.01595808230419334,anchor_id,
plus,0.015555555555555647,0.01555555555555554,confounded,0.0,0.05,0.015555555555555597,signed_heavy_population_drift,logger1_minus_logger2,0,78,2.553500957534241e-16,anchor_id,
plus,0.01621998215505501,0.009288234249051446,confounded,0.0,0.05,0.012588439132663089,paired_heavy_prediction_increment,logger1_minus_logger2,0,78,0.01595808230419334,anchor_id,
plus,0.01470216055220816,0.009701390407611102,confounded,0.0,0.05,0.0120268161279578,paired_heavy_increment_absolute_error,logger1_minus_logger2,0,78,0.010819228338442956,anchor_id,
all,0.9743589743589743,0.8461538461538461,confounded,0.0,0.05,0.9102564102564102,neural_do_ranking_disagreement,logger12_balanced,0,78,0.2876640101760781,anchor_id,
all,0.006467091948483599,0.004751214214315883,confounded,0.0,0.05,0.005588795723747603,neural_decision_regret,logger12_balanced,0,78,0.003942712715689464,anchor_id,
base,0.016972764040235726,0.01196122117009592,confounded,0.0,0.05,0.014448505046868933,base_prediction_range_across_mixtures,all_primary,0,78,0.011266941021716112,anchor_id,
base,0.5587280702815243,0.3997875926222137,confounded,0.0,0.05,0.4816168348956313,base_leakage_over_balanced_direct_signal,all_primary,0,78,0.37556470072387044,anchor_id,
minus,0.059648084752743046,0.04192784391253639,confounded,0.0,0.1,0.050573346784048866,reward_population_mae,logger1_heavy,0,78,0.04004539613994397,anchor_id,
minus,0.07422230027432702,0.0536812935060966,confounded,0.0,0.1,0.06434856447402473,reward_population_rmse,logger1_heavy,0,78,0.006057647698829346,anchor_id,
minus,-0.02466028680889526,-0.04407785727758189,confounded,0.0,0.1,-0.0343793303957031,paired_prediction_increment,logger1_heavy,0,78,0.04385217347779311,anchor_id,
minus,0.05577604214766261,0.04006672608615356,confounded,0.0,0.1,0.047488154030418686,paired_increment_absolute_error,logger1_heavy,0,78,0.03682528709604788,anchor_id,
base,0.04249502482824398,0.02874383822354515,confounded,0.0,0.1,0.035111227194187446,reward_population_mae,logger1_heavy,0,78,0.03197509563939501,anchor_id,
base,0.055103407037363515,0.03864800064850166,confounded,0.0,0.1,0.04735078919614364,reward_population_rmse,logger1_heavy,0,78,0.0036017979783712294,anchor_id,
base,0.01737282785083064,9.277212609896212e-05,confounded,0.0,0.1,0.008623165294103582,paired_prediction_increment,logger1_heavy,0,78,0.03928594759754828,anchor_id,
base,0.036118472719392856,0.024701559623125473,confounded,0.0,0.1,0.030366105052901462,paired_increment_absolute_error,logger1_heavy,0,78,0.026165524918062923,anchor_id,
base,0.03644668951530855,0.0246359408385683,confounded,0.0,0.1,0.030366105052901462,base_prediction_absolute_increment,logger1_heavy,0,78,0.026165524918062923,anchor_id,
plus,0.047722972913774954,0.03202080221595379,confounded,0.0,0.1,0.03973351222954059,reward_population_mae,logger1_heavy,0,78,0.03532408877151309,anchor_id,
plus,0.06349222906637955,0.0420776307760915,confounded,0.0,0.1,0.053014582125547376,reward_population_rmse,logger1_heavy,0,78,0.005293864329016649,anchor_id,
plus,0.0604823596460975,0.04369009560969054,confounded,0.0,0.1,0.05188371676037724,paired_prediction_increment,logger1_heavy,0,78,0.03816113916564233,anchor_id,
plus,0.04009374709022463,0.02632025534479876,confounded,0.0,0.1,0.03270039525455461,paired_increment_absolute_error,logger1_heavy,0,78,0.03067087830103609,anchor_id,
minus,0.050990992429133915,0.03517082932520117,confounded,0.0,0.1,0.042500321160320965,reward_population_mae,logger12_balanced,0,78,0.034998710890190014,anchor_id,
minus,0.06405933767955738,0.04631432260550349,confounded,0.0,0.1,0.05491341449384218,reward_population_rmse,logger12_balanced,0,78,0.004510377522124486,anchor_id,
minus,-0.018841593273000647,-0.03613136511415136,confounded,0.0,0.1,-0.027653220850690927,paired_prediction_increment,logger12_balanced,0,78,0.03750303207839666,anchor_id,
minus,0.04576688159103654,0.032693862196905725,confounded,0.0,0.1,0.03906657480666922,paired_increment_absolute_error,logger12_balanced,0,78,0.03033746892269867,anchor_id,
base,0.0383977797156596,0.025562342988608527,confounded,0.0,0.1,0.03174020530118969,reward_population_mae,logger12_balanced,0,78,0.029704579178426477,anchor_id,
base,0.05221495245479844,0.03434313248431486,confounded,0.0,0.1,0.04334155423016007,reward_population_rmse,logger12_balanced,0,78,0.0033072433465470377,anchor_id,
base,0.0137246638511278,-0.0018395792208631746,confounded,0.0,0.1,0.006437009415531847,paired_prediction_increment,logger12_balanced,0,78,0.03448362772293762,anchor_id,
base,0.03189061048602171,0.0219524482457364,confounded,0.0,0.1,0.026715778308557984,paired_increment_absolute_error,logger12_balanced,0,78,0.022540889984461434,anchor_id,
base,0.03175374032036049,0.02191586188861264,confounded,0.0,0.1,0.026715778308557984,base_prediction_absolute_increment,logger12_balanced,0,78,0.022540889984461434,anchor_id,
plus,0.0429120018515914,0.028519437823578405,confounded,0.0,0.1,0.03536737258486862,reward_population_mae,logger12_balanced,0,78,0.032516203689285116,anchor_id,
plus,0.057211186681646965,0.03681701672438141,confounded,0.0,0.1,0.0479019767109122,reward_population_rmse,logger12_balanced,0,78,0.004475272952806702,anchor_id,
plus,0.04811737561706631,0.033124343052038104,confounded,0.0,0.1,0.04097472032688984,paired_prediction_increment,logger12_balanced,0,78,0.03397186437577086,anchor_id,
plus,0.03396920100050543,0.022182736247845752,confounded,0.0,0.1,0.027959182461861954,paired_increment_absolute_error,logger12_balanced,0,78,0.02699780719251031,anchor_id,
minus,0.04365520791436816,0.026985889578266146,confounded,0.0,0.1,0.03459902163213965,reward_population_mae,logger2_heavy,0,78,0.03816745969033201,anchor_id,
minus,0.06262523791023976,0.03963521794760028,confounded,0.0,0.1,0.05133391599349341,reward_population_rmse,logger2_heavy,0,78,0.005256534432573682,anchor_id,
minus,-0.02055400752425128,-0.03578758783521269,confounded,0.0,0.1,-0.02795035472415834,paired_prediction_increment,logger2_heavy,0,78,0.035278325214495414,anchor_id,
minus,0.03364297505067482,0.021623948247620938,confounded,0.0,0.1,0.027569427150163663,paired_increment_absolute_error,logger2_heavy,0,78,0.02738985235488983,anchor_id,
base,0.03856511309814862,0.023291961138512927,confounded,0.0,0.1,0.030824751684102578,reward_population_mae,logger2_heavy,0,78,0.03498908739135789,anchor_id,
base,0.05835717725513808,0.03480703222608432,confounded,0.0,0.1,0.046461879175314635,reward_population_rmse,logger2_heavy,0,78,0.00502260039381518,anchor_id,
base,0.015222709935001329,0.00046603284559057744,confounded,0.0,0.1,0.007619555103618203,paired_prediction_increment,logger2_heavy,0,78,0.03324766747192016,anchor_id,
base,0.029666222445354957,0.018738527681105944,confounded,0.0,0.1,0.024127511535997116,paired_increment_absolute_error,logger2_heavy,0,78,0.02396918805666578,anchor_id,
base,0.029726234887533193,0.019240371273439912,confounded,0.0,0.1,0.024127511535997116,base_prediction_absolute_increment,logger2_heavy,0,78,0.02396918805666578,anchor_id,
plus,0.03707135072229414,0.021784008694437067,confounded,0.0,0.1,0.028902953476838612,reward_population_mae,logger2_heavy,0,78,0.03374713960304507,anchor_id,
plus,0.05683089165364467,0.03129739597565488,confounded,0.0,0.1,0.04426792587106061,reward_population_rmse,logger2_heavy,0,78,0.005176402331918675,anchor_id,
plus,0.05180319429041946,0.03598560126046039,confounded,0.0,0.1,0.043791947023758326,paired_prediction_increment,logger2_heavy,0,78,0.033033632716504266,anchor_id,
plus,0.028092088496675976,0.017705453205126134,confounded,0.0,0.1,0.022525449031957544,paired_increment_absolute_error,logger2_heavy,0,78,0.02403469912341694,anchor_id,
minus,-0.020250468984792352,-0.04164588658493049,confounded,0.0,0.1,-0.031122778652495027,signed_balanced_neural_bias,logger12_balanced,0,78,0.04700980222905409,anchor_id,
minus,-0.06000000000000002,-0.06000000000000011,confounded,0.0,0.1,-0.06000000000000007,signed_balanced_population_bias,logger12_balanced,0,78,1.9792401398107399e-16,anchor_id,
minus,-0.001731349107156319,-0.011648007776674404,confounded,0.0,0.1,-0.006428975671544759,signed_heavy_neural_drift,logger1_minus_logger2,0,78,0.02403236831270042,anchor_id,
minus,-0.031111111111110975,-0.031111111111111107,confounded,0.0,0.1,-0.031111111111111037,signed_heavy_population_drift,logger1_minus_logger2,0,78,3.0659023903857737e-16,anchor_id,
minus,-0.001114438451422742,-0.011684355653738427,confounded,0.0,0.1,-0.006428975671544759,paired_heavy_prediction_increment,logger1_minus_logger2,0,78,0.02403236831270042,anchor_id,
minus,0.03276847759933474,0.023940465324984027,confounded,0.0,0.1,0.028313988810175987,paired_heavy_increment_absolute_error,logger1_minus_logger2,0,78,0.019559675608598878,anchor_id,
base,0.01249542389178031,-0.006790201175723343,confounded,0.0,0.1,0.0032149282693209077,signed_balanced_neural_bias,logger12_balanced,0,78,0.043501911530788175,anchor_id,
base,0.0,0.0,confounded,0.0,0.1,0.0,signed_balanced_population_bias,logger12_balanced,0,78,0.0,anchor_id,
base,0.005645692442465707,-0.003382672117139542,confounded,0.0,0.1,0.0010036101904853806,signed_heavy_neural_drift,logger1_minus_logger2,0,78,0.021580259477526006,anchor_id,
base,0.0,0.0,confounded,0.0,0.1,0.0,signed_heavy_population_drift,logger1_minus_logger2,0,78,0.0,anchor_id,
base,0.005576796931781725,-0.0037043111795769176,confounded,0.0,0.1,0.0010036101904853806,paired_heavy_prediction_increment,logger1_minus_logger2,0,78,0.021580259477526006,anchor_id,
base,0.02014015950925953,0.014051006306329581,confounded,0.0,0.1,0.016936570871227158,paired_heavy_increment_absolute_error,logger1_minus_logger2,0,78,0.013272346788457496,anchor_id,
plus,0.04680851905184699,0.028119057523793043,confounded,0.0,0.1,0.037837611477224045,signed_balanced_neural_bias,logger12_balanced,0,78,0.042741654734436085,anchor_id,
plus,0.06000000000000048,0.060000000000000386,confounded,0.0,0.1,0.06000000000000043,signed_balanced_population_bias,logger12_balanced,0,78,2.464636498299849e-16,anchor_id,
plus,0.012474895528347045,0.003441603086559235,confounded,0.0,0.1,0.0080917697366189,signed_heavy_neural_drift,logger1_minus_logger2,0,78,0.021571431067105223,anchor_id,
plus,0.03111111111111126,0.031111111111111117,confounded,0.0,0.1,0.031111111111111187,signed_heavy_population_drift,logger1_minus_logger2,0,78,3.308895083476573e-16,anchor_id,
plus,0.012317706107060778,0.0028631631781011607,confounded,0.0,0.1,0.0080917697366189,paired_heavy_prediction_increment,logger1_minus_logger2,0,78,0.021571431067105223,anchor_id,
plus,0.02903089043201023,0.02043795516650395,confounded,0.0,0.1,0.024641010671076935,paired_heavy_increment_absolute_error,logger1_minus_logger2,0,78,0.019673168305567472,anchor_id,
all,0.9871794871794872,0.8846153846153846,confounded,0.0,0.1,0.9358974358974359,neural_do_ranking_disagreement,logger12_balanced,0,78,0.2465209134587992,anchor_id,
all,0.006689147985276404,0.004972432001676129,confounded,0.0,0.1,0.005812438237137814,neural_decision_regret,logger12_balanced,0,78,0.003935221334915835,anchor_id,
base,0.022226066174747892,0.016404444937538086,confounded,0.0,0.1,0.019239135958642184,base_prediction_range_across_mixtures,all_primary,0,78,0.012631113377697489,anchor_id,
base,0.3700744593794113,0.2789583558511919,confounded,0.0,0.1,0.3206522659773698,base_leakage_over_balanced_direct_signal,all_primary,0,78,0.2105185562949582,anchor_id,
minus,0.11553621731777317,0.08089334594888903,confounded,0.0,0.2,0.09832591700006121,reward_population_mae,logger1_heavy,0,78,0.07803860621893297,anchor_id,
minus,0.14461403055102534,0.10637600233082764,confounded,0.0,0.2,0.12521953834346516,reward_population_rmse,logger1_heavy,0,78,0.02211217844060648,anchor_id,
minus,-0.0424954466750764,-0.08374280033588544,confounded,0.0,0.2,-0.06313932045595542,paired_prediction_increment,logger1_heavy,0,78,0.09048080999387921,anchor_id,
minus,0.11778612947175562,0.08350408141834532,confounded,0.0,0.2,0.10100622477133873,paired_increment_absolute_error,logger1_heavy,0,78,0.0754424654698202,anchor_id,
base,0.0767009933087682,0.05354159493169153,confounded,0.0,0.2,0.06468323069151946,reward_population_mae,logger1_heavy,0,78,0.0504169925152237,anchor_id,
base,0.09515181398363977,0.06917162377769111,confounded,0.0,0.2,0.08181201225899712,reward_population_rmse,logger1_heavy,0,78,0.009466132570049768,anchor_id,
base,0.025551570866983227,-0.010749113909442803,confounded,0.0,0.2,0.006498205069202711,paired_prediction_increment,logger1_heavy,0,78,0.08007012202502713,anchor_id,
base,0.07382953029679033,0.05140387126695041,confounded,0.0,0.2,0.062120642280284195,paired_increment_absolute_error,logger1_heavy,0,78,0.0504470887484334,anchor_id,
base,0.07340344359636385,0.050808703227681794,confounded,0.0,0.2,0.062120642280284195,base_prediction_absolute_increment,logger1_heavy,0,78,0.0504470887484334,anchor_id,
plus,0.10541073327390055,0.0788155079350634,confounded,0.0,0.2,0.09126299819301345,reward_population_mae,logger1_heavy,0,78,0.0571571857063739,anchor_id,
plus,0.12033064880387993,0.09460039402761222,confounded,0.0,0.2,0.10748951028440276,reward_population_rmse,logger1_heavy,0,78,0.012905769761260958,anchor_id,
plus,0.09227326275543564,0.059546433826899975,confounded,0.0,0.2,0.07698989781640063,paired_prediction_increment,logger1_heavy,0,78,0.07326534169282192,anchor_id,
plus,0.10016867325037511,0.0759877319519673,confounded,0.0,0.2,0.08822465282129187,paired_increment_absolute_error,logger1_heavy,0,78,0.05521267669079475,anchor_id,
minus,0.0932666709772473,0.0668038752066758,confounded,0.0,0.2,0.07998264676187909,reward_population_mae,logger12_balanced,0,78,0.06315679401186707,anchor_id,
minus,0.11740272113755126,0.08587612705402789,confounded,0.0,0.2,0.10166054396711459,reward_population_rmse,logger12_balanced,0,78,0.014625822323723512,anchor_id,
minus,-0.03437231197527485,-0.06668781426358004,confounded,0.0,0.2,-0.05034842124472188,paired_prediction_increment,logger12_balanced,0,78,0.07270317979167966,anchor_id,
minus,0.09391405883703438,0.0682152306526904,confounded,0.0,0.2,0.08107508820326038,paired_increment_absolute_error,logger12_balanced,0,78,0.05951103638486633,anchor_id,
