action,bootstrap_unit,ci_high,ci_low,condition,kappa,lambda_reward,mean,metric,mixture,model_seed_count,n_anchors,seed_max,seed_min,seed_sd,seed_variation_reported_separately
base,anchor_id,0.0,-7.591268544445514e-18,independent_latents,0.0,0.05,-2.8467257041670683e-18,signed_balanced_population_bias,logger12_balanced,3,78,-2.846725704167068e-18,-2.846725704167068e-18,4.7175456440955104e-34,True
minus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_increment_absolute_error,logger12_balanced,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_prediction_increment,logger12_balanced,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.03302950680907365,0.018788741056520383,independent_latents,0.0,0.05,0.025302649660671094,reward_population_mae,logger12_balanced,3,78,0.028473932549760175,0.020107321470433887,0.004535704440767851,True
minus,anchor_id,0.053732313599605896,0.02838729170429427,independent_latents,0.0,0.05,0.04116132746317152,reward_population_rmse,logger12_balanced,3,78,0.04902272911144932,0.02761575311816403,0.011781214696666837,True
minus,anchor_id,0.0062048937952626886,-0.012176896054494846,independent_latents,0.0,0.05,-0.002551168089008712,signed_balanced_neural_bias,logger12_balanced,3,78,-0.0022382220044507325,-0.00306777963214073,0.00045072295113161723,True
minus,anchor_id,2.7899098036547334e-16,1.75061769449174e-16,independent_latents,0.0,0.05,2.263146934812819e-16,signed_balanced_population_bias,logger12_balanced,3,78,2.263146934812819e-16,2.263146934812819e-16,0.0,True
plus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_increment_absolute_error,logger12_balanced,3,78,0.0,0.0,0.0,True
plus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_prediction_increment,logger12_balanced,3,78,0.0,0.0,0.0,True
plus,anchor_id,0.030761123524973195,0.018035870118518805,independent_latents,0.0,0.05,0.023987527850737253,reward_population_mae,logger12_balanced,3,78,0.02707288384437463,0.019420304331075864,0.0040357702889725275,True
plus,anchor_id,0.048584496395167764,0.02673597557772403,independent_latents,0.0,0.05,0.03756205277187896,reward_population_rmse,logger12_balanced,3,78,0.046449636302160716,0.02637741072652649,0.010231369324583605,True
plus,anchor_id,0.007706386589023714,-0.008647202043412175,independent_latents,0.0,0.05,-0.00014780414703503296,signed_balanced_neural_bias,logger12_balanced,3,78,0.0010484318077254241,-0.0021772276857950413,0.0017668817036329662,True
plus,anchor_id,2.7472089180922275e-16,1.7647327094415682e-16,independent_latents,0.0,0.05,2.2489133062919837e-16,signed_balanced_population_bias,logger12_balanced,3,78,2.2489133062919837e-16,2.2489133062919837e-16,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,base_prediction_absolute_increment,logger1_heavy,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_increment_absolute_error,logger1_heavy,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_prediction_increment,logger1_heavy,3,78,0.0,0.0,0.0,True
base,anchor_id,0.03137384636468891,0.017586643345035024,independent_latents,0.0,0.05,0.02396851385174519,reward_population_mae,logger1_heavy,3,78,0.02725270910171651,0.018635047566479185,0.004660006053220375,True
base,anchor_id,0.05119892258545481,0.026566721110707545,independent_latents,0.0,0.05,0.03897645853951758,reward_population_rmse,logger1_heavy,3,78,0.04775122971447319,0.026133884955587015,0.011368274316490727,True
minus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_increment_absolute_error,logger1_heavy,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_prediction_increment,logger1_heavy,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.03317638040972163,0.018832844966091982,independent_latents,0.0,0.05,0.025302649660671066,reward_population_mae,logger1_heavy,3,78,0.028473932549760148,0.02010732147043384,0.004535704440767865,True
minus,anchor_id,0.05344098035254697,0.02811161549726369,independent_latents,0.0,0.05,0.04116132746317152,reward_population_rmse,logger1_heavy,3,78,0.04902272911144932,0.02761575311816403,0.011781214696666837,True
plus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_increment_absolute_error,logger1_heavy,3,78,0.0,0.0,0.0,True
plus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_prediction_increment,logger1_heavy,3,78,0.0,0.0,0.0,True
plus,anchor_id,0.03077628913663308,0.01801804143360979,independent_latents,0.0,0.05,0.023987527850737256,reward_population_mae,logger1_heavy,3,78,0.02707288384437463,0.019420304331075864,0.004035770288972531,True
plus,anchor_id,0.04874479835832992,0.026611476431666625,independent_latents,0.0,0.05,0.037562052771878955,reward_population_rmse,logger1_heavy,3,78,0.04644963630216069,0.02637741072652648,0.010231369324583598,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_heavy_increment_absolute_error,logger1_minus_logger2,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_heavy_prediction_increment,logger1_minus_logger2,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,signed_heavy_neural_drift,logger1_minus_logger2,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,signed_heavy_population_drift,logger1_minus_logger2,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_heavy_increment_absolute_error,logger1_minus_logger2,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_heavy_prediction_increment,logger1_minus_logger2,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,signed_heavy_neural_drift,logger1_minus_logger2,3,78,0.0,0.0,0.0,True
minus,anchor_id,1.3997587514531487e-16,4.8868791254868e-17,independent_latents,0.0,0.05,9.251858538542972e-17,signed_heavy_population_drift,logger1_minus_logger2,3,78,9.251858538542972e-17,9.251858538542972e-17,0.0,True
plus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_heavy_increment_absolute_error,logger1_minus_logger2,3,78,0.0,0.0,0.0,True
plus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_heavy_prediction_increment,logger1_minus_logger2,3,78,0.0,0.0,0.0,True
plus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,signed_heavy_neural_drift,logger1_minus_logger2,3,78,0.0,0.0,0.0,True
plus,anchor_id,9.01463139652905e-17,-1.7104076939203798e-17,independent_latents,0.0,0.05,3.700743415417188e-17,signed_heavy_population_drift,logger1_minus_logger2,3,78,3.700743415417188e-17,3.700743415417188e-17,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,base_prediction_absolute_increment,logger2_heavy,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_increment_absolute_error,logger2_heavy,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_prediction_increment,logger2_heavy,3,78,0.0,0.0,0.0,True
base,anchor_id,0.031016656802834566,0.017780680659117375,independent_latents,0.0,0.05,0.02396851385174519,reward_population_mae,logger2_heavy,3,78,0.02725270910171651,0.018635047566479185,0.004660006053220375,True
base,anchor_id,0.05045876178833277,0.026978115140899622,independent_latents,0.0,0.05,0.03897645853951758,reward_population_rmse,logger2_heavy,3,78,0.04775122971447319,0.026133884955587015,0.011368274316490727,True
minus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_increment_absolute_error,logger2_heavy,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_prediction_increment,logger2_heavy,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.03303059339863147,0.018579271086141987,independent_latents,0.0,0.05,0.025302649660671073,reward_population_mae,logger2_heavy,3,78,0.028473932549760193,0.020107321470433846,0.0045357044407678725,True
minus,anchor_id,0.053922930844635585,0.028282927639845006,independent_latents,0.0,0.05,0.041161327463171506,reward_population_rmse,logger2_heavy,3,78,0.04902272911144932,0.02761575311816403,0.01178121469666683,True
plus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_increment_absolute_error,logger2_heavy,3,78,0.0,0.0,0.0,True
plus,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_prediction_increment,logger2_heavy,3,78,0.0,0.0,0.0,True
plus,anchor_id,0.03061123468334978,0.018190579799931262,independent_latents,0.0,0.05,0.02398752785073725,reward_population_mae,logger2_heavy,3,78,0.027072883844374625,0.019420304331075843,0.00403577028897254,True
plus,anchor_id,0.04871948349989088,0.02663714058268039,independent_latents,0.0,0.05,0.03756205277187895,reward_population_rmse,logger2_heavy,3,78,0.04644963630216068,0.026377410726526482,0.010231369324583593,True
base,anchor_id,0.3546196450019256,0.26228442831035487,confounded,0.0,0.1,0.306818568679758,base_leakage_over_balanced_direct_signal,all_primary,3,78,0.3218013792122896,0.27800206084961454,0.02496244094535238,True
base,anchor_id,0.021351252621020122,0.015728958142554945,confounded,0.0,0.1,0.01840911412078548,base_prediction_range_across_mixtures,all_primary,3,78,0.019308082752737377,0.016680123650976875,0.0014977464567211413,True
all,anchor_id,0.006678720896713301,0.004922213010270813,confounded,0.0,0.1,0.0057938137052863286,neural_decision_regret,logger12_balanced,3,78,0.005860408368890631,0.005708594509830542,7.760165488373516e-05,True
all,anchor_id,0.9786324786324787,0.8760683760683761,confounded,0.0,0.1,0.9316239316239315,neural_do_ranking_disagreement,logger12_balanced,3,78,0.9487179487179487,0.9102564102564102,0.01958365681605059,True
base,anchor_id,0.03186378951824755,0.02193479136627584,confounded,0.0,0.1,0.026737205989884504,base_prediction_absolute_increment,logger12_balanced,3,78,0.027974621302194497,0.02552121835890103,0.0012268418234171576,True
base,anchor_id,0.03189860011930462,0.021899801153955557,confounded,0.0,0.1,0.026737205989884504,paired_increment_absolute_error,logger12_balanced,3,78,0.027974621302194497,0.02552121835890103,0.0012268418234171576,True
base,anchor_id,0.013060067641329552,-0.0027050364922239865,confounded,0.0,0.1,0.0053020722028877055,paired_prediction_increment,logger12_balanced,3,78,0.006599370814000148,0.002869836379131123,0.002107941800122051,True
base,anchor_id,0.040451452860100316,0.026342211387769168,confounded,0.0,0.1,0.03309043694261534,reward_population_mae,logger12_balanced,3,78,0.03449530896640146,0.03174020530118969,0.0013783643313921778,True
base,anchor_id,0.05512459565465725,0.036772706890119466,confounded,0.0,0.1,0.04600834377099483,reward_population_rmse,logger12_balanced,3,78,0.050017748372741706,0.04334155423016007,0.0035348060001506986,True
base,anchor_id,0.013729543139781855,-0.007883891763504717,confounded,0.0,0.1,0.002993128534295587,signed_balanced_neural_bias,logger12_balanced,3,78,0.0032149282693209077,0.002704299995295548,0.00026183000970140966,True
base,anchor_id,0.0,0.0,confounded,0.0,0.1,0.0,signed_balanced_population_bias,logger12_balanced,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.04554897840470676,0.032294525181825906,confounded,0.0,0.1,0.038792775821671927,paired_increment_absolute_error,logger12_balanced,3,78,0.03906657480666922,0.03863262871357493,0.0002382537822788328,True
minus,anchor_id,-0.019613284810735373,-0.036188822875656404,confounded,0.0,0.1,-0.028052130855316534,paired_prediction_increment,logger12_balanced,3,78,-0.025184906484042157,-0.031318265231216516,0.0030860766799008506,True
minus,anchor_id,0.05166542441739086,0.03478466605797561,confounded,0.0,0.1,0.04290913136117804,reward_population_mae,logger12_balanced,3,78,0.04561263792547955,0.04061443499773362,0.00252405476604126,True
minus,anchor_id,0.06730804291221702,0.04712443936533691,confounded,0.0,0.1,0.05702321329949897,reward_population_rmse,logger12_balanced,3,78,0.0610512313705314,0.05491341449384218,0.003489680911700448,True
minus,anchor_id,-0.01907079258045068,-0.04129561591208981,confounded,0.0,0.1,-0.030633421991181825,signed_balanced_neural_bias,logger12_balanced,3,78,-0.024954340044230285,-0.03582314727682016,0.0054509031473030396,True
minus,anchor_id,-0.06000000000000002,-0.06000000000000011,confounded,0.0,0.1,-0.060000000000000074,signed_balanced_population_bias,logger12_balanced,3,78,-0.06000000000000007,-0.06000000000000007,8.498374721940739e-18,True
plus,anchor_id,0.0378993261260671,0.026378777064519746,confounded,0.0,0.1,0.03186867304066578,paired_increment_absolute_error,logger12_balanced,3,78,0.03694275190729028,0.027959182461861954,0.00460362133600334,True
plus,anchor_id,0.04699152618343691,0.03114807187641737,confounded,0.0,0.1,0.03939703537251874,paired_prediction_increment,logger12_balanced,3,78,0.04396169727344303,0.03325468851722335,0.005525108730864754,True
plus,anchor_id,0.0470133951832107,0.032413545401960946,confounded,0.0,0.1,0.039541703326279314,reward_population_mae,logger12_balanced,3,78,0.04580463672254388,0.03536737258486862,0.005523207080790788,True
plus,anchor_id,0.060666842841736124,0.04125323628295797,confounded,0.0,0.1,0.051420451623918256,reward_population_rmse,logger12_balanced,3,78,0.05709658142813751,0.0479019767109122,0.0049625391634412,True
plus,anchor_id,0.047412189076975204,0.02727719516307534,confounded,0.0,0.1,0.037345546484163585,signed_balanced_neural_bias,logger12_balanced,3,78,0.040354108903792874,0.03384491907147383,0.0032823747556210135,True
plus,anchor_id,0.06000000000000048,0.060000000000000386,confounded,0.0,0.1,0.06000000000000042,signed_balanced_population_bias,logger12_balanced,3,78,0.06000000000000043,0.06000000000000043,8.498374721940739e-18,True
base,anchor_id,0.03808979581921432,0.025968041878331332,confounded,0.0,0.1,0.031789166972429825,base_prediction_absolute_increment,logger1_heavy,3,78,0.03567503367066819,0.029326362193719823,0.0034051778662300817,True
base,anchor_id,0.03793333251725445,0.025824019861942632,confounded,0.0,0.1,0.031789166972429825,paired_increment_absolute_error,logger1_heavy,3,78,0.03567503367066819,0.029326362193719823,0.0034051778662300817,True
base,anchor_id,0.016961552316156977,-0.0012051941745213396,confounded,0.0,0.1,0.007672004081657914,paired_prediction_increment,logger1_heavy,3,78,0.011708910205151532,0.0026839367457186284,0.0045870543080405,True
base,anchor_id,0.04491442913491847,0.029544063926705846,confounded,0.0,0.1,0.036795988630272745,reward_population_mae,logger1_heavy,3,78,0.03793450113087154,0.035111227194187446,0.001488794765919743,True
base,anchor_id,0.06021313364745809,0.04087323548666309,confounded,0.0,0.1,0.05073970959101167,reward_population_rmse,logger1_heavy,3,78,0.05316126684982056,0.04735078919614364,0.0030236164139527226,True
minus,anchor_id,0.05646029905406429,0.0406566022681757,confounded,0.0,0.1,0.04816244571937883,paired_increment_absolute_error,logger1_heavy,3,78,0.05057617903965164,0.04642300408806617,0.002157131777608821,True
minus,anchor_id,-0.0245479102106394,-0.04435185387721507,confounded,0.0,0.1,-0.03452823565539164,paired_prediction_increment,logger1_heavy,3,78,-0.03345502013967387,-0.03575035643079795,0.001154890364757622,True
minus,anchor_id,0.060677955152625696,0.04175187927778576,confounded,0.0,0.1,0.051010126990603144,reward_population_mae,logger1_heavy,3,78,0.052121255022636016,0.05033577916512455,0.0009695688325576865,True
minus,anchor_id,0.07788161549024829,0.05424945557020633,confounded,0.0,0.1,0.06640692642402678,reward_population_rmse,logger1_heavy,3,78,0.06783834943197052,0.06434856447402473,0.0018274132239255705,True
plus,anchor_id,0.04547732904274612,0.03191196119677968,confounded,0.0,0.1,0.038286982833804356,paired_increment_absolute_error,logger1_heavy,3,78,0.045255514996739264,0.03270039525455461,0.006390624856728121,True
plus,anchor_id,0.05969130684482077,0.04157791391432703,confounded,0.0,0.1,0.05047384451797329,paired_prediction_increment,logger1_heavy,3,78,0.05842260936309442,0.04111520743044821,0.00873941332238425,True
plus,anchor_id,0.05311477623081138,0.03721504717663853,confounded,0.0,0.1,0.044944416008368814,reward_population_mae,logger1_heavy,3,78,0.05273000813672621,0.03973351222954059,0.006870152220968183,True
plus,anchor_id,0.06788875583602265,0.04707456178628452,confounded,0.0,0.1,0.05749905238104958,reward_population_rmse,logger1_heavy,3,78,0.06420176172923857,0.053014582125547376,0.0059142780942016875,True
base,anchor_id,0.019964375222124603,0.014093816101105194,confounded,0.0,0.1,0.016939960253492852,paired_heavy_increment_absolute_error,logger1_minus_logger2,3,78,0.01806854799643012,0.015814761892821275,0.0011268968746691915,True
base,anchor_id,0.008434029502149507,-0.0006768024192823459,confounded,0.0,0.1,0.003847311838155267,paired_heavy_prediction_increment,logger1_minus_logger2,3,78,0.007127735264021133,0.0010036101904853806,0.0030853316536055427,True
base,anchor_id,0.008264342388206525,-0.0005909164210654051,confounded,0.0,0.1,0.003847311838155267,signed_heavy_neural_drift,logger1_minus_logger2,3,78,0.007127735264021133,0.0010036101904853806,0.0030853316536055427,True
base,anchor_id,0.0,0.0,confounded,0.0,0.1,0.0,signed_heavy_population_drift,logger1_minus_logger2,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.030736461077636,0.02258295336500206,confounded,0.0,0.1,0.026597637478868254,paired_heavy_increment_absolute_error,logger1_minus_logger2,3,78,0.02897466084868724,0.02250426277774153,0.0035603243136666444,True
minus,anchor_id,-0.002544835621732459,-0.011968689893318452,confounded,0.0,0.1,-0.007229449071995838,paired_heavy_prediction_increment,logger1_minus_logger2,3,78,-0.002984482829873477,-0.012274888714569276,0.004696645465033514,True
minus,anchor_id,-0.00263452436794871,-0.012056180175422003,confounded,0.0,0.1,-0.007229449071995838,signed_heavy_neural_drift,logger1_minus_logger2,3,78,-0.002984482829873477,-0.012274888714569276,0.004696645465033514,True
minus,anchor_id,-0.031111111111110975,-0.031111111111111103,confounded,0.0,0.1,-0.031111111111111037,signed_heavy_population_drift,logger1_minus_logger2,3,78,-0.031111111111111037,-0.031111111111111037,0.0,True
plus,anchor_id,0.02586382070688566,0.018247468536977302,confounded,0.0,0.1,0.021989201556578044,paired_heavy_increment_absolute_error,logger1_minus_logger2,3,78,0.025789972848981584,0.015536621149675614,0.005617550529565328,True
plus,anchor_id,0.019795929835727605,0.009979402442540116,confounded,0.0,0.1,0.015079096739888961,paired_heavy_prediction_increment,logger1_minus_logger2,3,78,0.02572844160500529,0.0080917697366189,0.009371276848095132,True
plus,anchor_id,0.019869769308459323,0.010229708657108828,confounded,0.0,0.1,0.015079096739888961,signed_heavy_neural_drift,logger1_minus_logger2,3,78,0.02572844160500529,0.0080917697366189,0.009371276848095132,True
plus,anchor_id,0.03111111111111126,0.031111111111111117,confounded,0.0,0.1,0.031111111111111187,signed_heavy_population_drift,logger1_minus_logger2,3,78,0.031111111111111187,0.031111111111111187,0.0,True
base,anchor_id,0.026700215077727213,0.018035251882290593,confounded,0.0,0.1,0.022190283321023813,base_prediction_absolute_increment,logger2_heavy,3,78,0.024127511535997116,0.020418229223306206,0.0018601493718432406,True
base,anchor_id,0.026642678000333098,0.017743994928169828,confounded,0.0,0.1,0.022190283321023813,paired_increment_absolute_error,logger2_heavy,3,78,0.024127511535997116,0.020418229223306206,0.0018601493718432406,True
base,anchor_id,0.010546223614701082,-0.0026181884279730724,confounded,0.0,0.1,0.003824692243502648,paired_prediction_increment,logger2_heavy,3,78,0.007619555103618203,-0.0007266533142406593,0.004224215701457745,True
base,anchor_id,0.03839580339482691,0.02451660642161275,confounded,0.0,0.1,0.03119053711233775,reward_population_mae,logger2_heavy,3,78,0.03180235129880547,0.030824751684102578,0.0005332193395544649,True
base,anchor_id,0.054181362759760716,0.034342015822397265,confounded,0.0,0.1,0.04415527210228843,reward_population_rmse,logger2_heavy,3,78,0.046461879175314635,0.042182655902275,0.0021590739641274195,True
minus,anchor_id,0.03215919872909951,0.02153390940601632,confounded,0.0,0.1,0.026809640475403778,paired_increment_absolute_error,logger2_heavy,3,78,0.029428301355827156,0.023431192920220518,0.003069899711792404,True
minus,anchor_id,-0.020265062114688485,-0.03427368575294435,confounded,0.0,0.1,-0.027298786583395806,paired_prediction_increment,logger2_heavy,3,78,-0.023475467716228677,-0.0304705373098004,0.003542760990565194,True
minus,anchor_id,0.04209048476922148,0.027122030582642093,confounded,0.0,0.1,0.03430594772604206,reward_population_mae,logger2_heavy,3,78,0.03506732345429386,0.033251498091692686,0.0009427219487700975,True
minus,anchor_id,0.058930290917278715,0.03853140207590192,confounded,0.0,0.1,0.04905356067146915,reward_population_rmse,logger2_heavy,3,78,0.05133391599349341,0.04785030181298505,0.0019758528623072622,True
plus,anchor_id,0.028202807837420473,0.01918943934986575,confounded,0.0,0.1,0.023466656000579914,paired_increment_absolute_error,logger2_heavy,3,78,0.023955138870055168,0.022525449031957544,0.0008153052132492018,True
plus,anchor_id,0.042326397518440306,0.028724009165755016,confounded,0.0,0.1,0.03539474777808433,paired_prediction_increment,logger2_heavy,3,78,0.043791947023758326,0.029698128552405525,0.007424875696545988,True
plus,anchor_id,0.03960331297898136,0.02590334761872597,confounded,0.0,0.1,0.03249295540927452,reward_population_mae,logger2_heavy,3,78,0.03468757082543298,0.028902953476838612,0.003134609563370124,True
plus,anchor_id,0.055276690569485226,0.03443135714052409,confounded,0.0,0.1,0.04483354470406272,reward_population_rmse,logger2_heavy,3,78,0.04617715364905385,0.04405555459207369,0.0011684344816162236,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,base_leakage_over_balanced_direct_signal,all_primary,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,base_prediction_range_across_mixtures,all_primary,3,78,0.0,0.0,0.0,True
all,anchor_id,0.0026171547429065904,0.0012930427660810997,independent_latents,0.0,0.1,0.001929088886059896,neural_decision_regret,logger12_balanced,3,78,0.002072192888340616,0.0016667066270727776,0.00022754176300501518,True
all,anchor_id,0.5256410256410257,0.30769230769230765,independent_latents,0.0,0.1,0.41452991452991456,neural_do_ranking_disagreement,logger12_balanced,3,78,0.46153846153846156,0.3333333333333333,0.0706098788113603,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,base_prediction_absolute_increment,logger12_balanced,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,paired_increment_absolute_error,logger12_balanced,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,paired_prediction_increment,logger12_balanced,3,78,0.0,0.0,0.0,True
base,anchor_id,0.031072571245311726,0.01754312743009688,independent_latents,0.0,0.1,0.02396851385174519,reward_population_mae,logger12_balanced,3,78,0.02725270910171651,0.018635047566479192,0.004660006053220371,True
base,anchor_id,0.05042708049317907,0.026635029469824666,independent_latents,0.0,0.1,0.03897645853951758,reward_population_rmse,logger12_balanced,3,78,0.04775122971447319,0.026133884955587015,0.011368274316490727,True
base,anchor_id,0.006759972457571976,-0.010266726579802762,independent_latents,0.0,0.1,-0.0016386824747942723,signed_balanced_neural_bias,logger12_balanced,3,78,-0.0008052667439280726,-0.003067968799365115,0.0012434836031292075,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,signed_balanced_population_bias,logger12_balanced,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,paired_increment_absolute_error,logger12_balanced,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,paired_prediction_increment,logger12_balanced,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.03286292932988908,0.018756569725602284,independent_latents,0.0,0.1,0.02530264966067108,reward_population_mae,logger12_balanced,3,78,0.028473932549760154,0.020107321470433877,0.004535704440767846,True
minus,anchor_id,0.05412432925887117,0.027913667550821947,independent_latents,0.0,0.1,0.04116132746317153,reward_population_rmse,logger12_balanced,3,78,0.049022729111449365,0.027615753118164055,0.011781214696666832,True
minus,anchor_id,0.006413135624441839,-0.011890997389933239,independent_latents,0.0,0.1,-0.002551168089008712,signed_balanced_neural_bias,logger12_balanced,3,78,-0.0022382220044507325,-0.00306777963214073,0.00045072295113161723,True
minus,anchor_id,3.5014726161254936e-16,2.495629533986463e-16,independent_latents,0.0,0.1,2.989061989375421e-16,signed_balanced_population_bias,logger12_balanced,3,78,2.9890619893754217e-16,2.9890619893754217e-16,6.038458424442253e-32,True
plus,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,paired_increment_absolute_error,logger12_balanced,3,78,0.0,0.0,0.0,True
plus,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,paired_prediction_increment,logger12_balanced,3,78,0.0,0.0,0.0,True
plus,anchor_id,0.03061785827953703,0.01805882789532369,independent_latents,0.0,0.1,0.023987527850737256,reward_population_mae,logger12_balanced,3,78,0.027072883844374625,0.019420304331075833,0.004035770288972551,True
plus,anchor_id,0.04839672715221576,0.026385284947596385,independent_latents,0.0,0.1,0.03756205277187896,reward_population_rmse,logger12_balanced,3,78,0.04644963630216071,0.02637741072652649,0.010231369324583604,True
plus,anchor_id,0.007873207774135867,-0.008399022960312372,independent_latents,0.0,0.1,-0.00014780414703503296,signed_balanced_neural_bias,logger12_balanced,3,78,0.0010484318077254241,-0.0021772276857950413,0.0017668817036329662,True
plus,anchor_id,2.7566980037727843e-16,1.6985463368196838e-16,independent_latents,0.0,0.1,2.220446049250313e-16,signed_balanced_population_bias,logger12_balanced,3,78,2.220446049250313e-16,2.220446049250313e-16,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,base_prediction_absolute_increment,logger1_heavy,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,paired_increment_absolute_error,logger1_heavy,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,paired_prediction_increment,logger1_heavy,3,78,0.0,0.0,0.0,True
base,anchor_id,0.031199657002890565,0.01787450087279094,independent_latents,0.0,0.1,0.02396851385174519,reward_population_mae,logger1_heavy,3,78,0.02725270910171651,0.018635047566479192,0.004660006053220371,True
base,anchor_id,0.05023233632710777,0.02679496324281806,independent_latents,0.0,0.1,0.03897645853951758,reward_population_rmse,logger1_heavy,3,78,0.04775122971447319,0.026133884955587015,0.011368274316490727,True
minus,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,paired_increment_absolute_error,logger1_heavy,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,paired_prediction_increment,logger1_heavy,3,78,0.0,0.0,0.0,True
minus,anchor_id,0.03270814701780198,0.018642757160120104,independent_latents,0.0,0.1,0.025302649660671094,reward_population_mae,logger1_heavy,3,78,0.02847393254976022,0.020107321470433863,0.004535704440767876,True
minus,anchor_id,0.05408920691692657,0.02807462646864921,independent_latents,0.0,0.1,0.041161327463171506,reward_population_rmse,logger1_heavy,3,78,0.04902272911144932,0.027615753118164027,0.011781214696666832,True
plus,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,paired_increment_absolute_error,logger1_heavy,3,78,0.0,0.0,0.0,True
plus,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,paired_prediction_increment,logger1_heavy,3,78,0.0,0.0,0.0,True
plus,anchor_id,0.030891458134121197,0.01804991916480575,independent_latents,0.0,0.1,0.023987527850737256,reward_population_mae,logger1_heavy,3,78,0.02707288384437463,0.019420304331075864,0.004035770288972531,True
plus,anchor_id,0.04835527907159535,0.026651937492300454,independent_latents,0.0,0.1,0.03756205277187895,reward_population_rmse,logger1_heavy,3,78,0.046449636302160695,0.026377410726526468,0.010231369324583607,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.1,0.0,paired_heavy_increment_absolute_error,logger1_minus_logger2,3,78,0.0,0.0,0.0,True
