action,bootstrap_unit,ci_high,ci_low,condition,kappa,lambda_reward,mean,metric,mixture,model_seed_count,n_anchors,seed_max,seed_min,seed_sd,seed_variation_reported_separately
minus,anchor_id,0.05164754584823996,0.028168171316569585,confounded,0.0,0.05,0.0401221191503096,reward_population_rmse,logger2_heavy,3,78,0.04395488763265905,0.03437314088525228,0.005070144241672921,True
plus,anchor_id,0.016037565134572822,0.010500398982398006,confounded,0.0,0.05,0.013125790581669248,paired_increment_absolute_error,logger2_heavy,3,78,0.013841356998342063,0.012374970334011911,0.0007338287176042113,True
plus,anchor_id,0.024875660895710763,0.016983344808337613,confounded,0.0,0.05,0.02100407091952865,paired_prediction_increment,logger2_heavy,3,78,0.0235049379008136,0.019285035480260455,0.00221592859312226,True
plus,anchor_id,0.030211623395269598,0.017996512886686605,confounded,0.0,0.05,0.02380880767832938,reward_population_mae,logger2_heavy,3,78,0.0254149528800572,0.021733712746003785,0.001884891938152474,True
plus,anchor_id,0.04885217121061888,0.02549069957507834,confounded,0.0,0.05,0.03739271737897643,reward_population_rmse,logger2_heavy,3,78,0.040105584724128555,0.03484737196785398,0.0026331061593388044,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,base_leakage_over_balanced_direct_signal,all_primary,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,base_prediction_range_across_mixtures,all_primary,3,78,0.0,0.0,0.0,True
all,anchor_id,0.0026284535228518397,0.001311502663075099,independent_latents,0.0,0.05,0.001929088886059896,neural_decision_regret,logger12_balanced,3,78,0.002072192888340616,0.0016667066270727776,0.00022754176300501518,True
all,anchor_id,0.5214743589743589,0.31185897435897436,independent_latents,0.0,0.05,0.41452991452991456,neural_do_ranking_disagreement,logger12_balanced,3,78,0.46153846153846156,0.3333333333333333,0.0706098788113603,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,base_prediction_absolute_increment,logger12_balanced,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_increment_absolute_error,logger12_balanced,3,78,0.0,0.0,0.0,True
base,anchor_id,0.0,0.0,independent_latents,0.0,0.05,0.0,paired_prediction_increment,logger12_balanced,3,78,0.0,0.0,0.0,True
base,anchor_id,0.03128829957178839,0.01757220300586729,independent_latents,0.0,0.05,0.02396851385174519,reward_population_mae,logger12_balanced,3,78,0.02725270910171651,0.018635047566479185,0.004660006053220375,True
base,anchor_id,0.05021908111087795,0.0264173176437026,independent_latents,0.0,0.05,0.03897645853951758,reward_population_rmse,logger12_balanced,3,78,0.04775122971447319,0.026133884955587015,0.011368274316490727,True
base,anchor_id,0.0068047368141819315,-0.010296656395906061,independent_latents,0.0,0.05,-0.0016386824747942723,signed_balanced_neural_bias,logger12_balanced,3,78,-0.0008052667439280726,-0.003067968799365115,0.0012434836031292075,True
