kappa,condition,mixture,lambda_reward,method,metric,n_seeds,mean,sd,ci95_low,ci95_high
0.0,confounded,logger1_heavy,0.002,source_shuffle,mean_regret,5,0.001118695068445801,0.00020053363307329086,0.0008696996758296915,0.0013676904610619104
0.0,confounded,logger1_heavy,0.002,no_behavior,mae,5,0.011026287808086746,0.0007951523634496068,0.010038975745304733,0.012013599870868759
0.0,confounded,logger1_heavy,0.002,no_behavior,top_set_disagreement,5,0.3074433656957929,0.029836713454022282,0.2703961927752115,0.3444905386163743
0.0,confounded,logger1_heavy,0.002,no_behavior,mean_regret,5,0.0011533755210368611,0.0002561198146521598,0.0008353607679566527,0.0014713902741170695
0.0,confounded,logger1_heavy,0.002,source_dependent_reward,mae,5,0.01073760893935528,0.0014429387834562193,0.008945963800325753,0.012529254078384807
0.0,confounded,logger1_heavy,0.002,source_dependent_reward,top_set_disagreement,5,0.26278317152103564,0.03397287630294033,0.22060027410024474,0.30496606894182654
0.0,confounded,logger1_heavy,0.002,source_dependent_reward,mean_regret,5,0.0009419113730230369,0.00017677321502695164,0.0007224184360773379,0.0011614043099687358
0.0,confounded,logger1_heavy,0.005,pooled_mlp,mae,5,0.01283124144982411,0.0013992378546019298,0.011093858180841017,0.014568624718807203
0.0,confounded,logger1_heavy,0.005,pooled_mlp,top_set_disagreement,5,0.5009708737864077,0.05555607921748154,0.4319888903407044,0.569952857232111
0.0,confounded,logger1_heavy,0.005,pooled_mlp,mean_regret,5,0.002278044757478427,0.00034160166353665067,0.0018538902701384517,0.0027021992448184027
0.0,confounded,logger1_heavy,0.005,source_balanced_pooled_mlp,mae,5,0.012387334351201665,0.0018162027003947225,0.010132220844681076,0.014642447857722254
0.0,confounded,logger1_heavy,0.005,source_balanced_pooled_mlp,top_set_disagreement,5,0.45113268608414236,0.02225728008291184,0.42349662270725297,0.47876874946103176
0.0,confounded,logger1_heavy,0.005,source_balanced_pooled_mlp,mean_regret,5,0.001947251944524691,0.00015912452029614657,0.0017496727564415213,0.0021448311326078607
0.0,confounded,logger1_heavy,0.005,source_conditioned_decoder,mae,5,0.011476462298776403,0.0007147393380543841,0.010588996194614283,0.012363928402938523
0.0,confounded,logger1_heavy,0.005,source_conditioned_decoder,top_set_disagreement,5,0.453074433656958,0.04507569021742433,0.3971055719197965,0.5090432953941195
0.0,confounded,logger1_heavy,0.005,source_conditioned_decoder,mean_regret,5,0.0018623610019712212,0.0002375465814928557,0.0015674079638351652,0.0021573140401072773
0.0,confounded,logger1_heavy,0.005,per_source_models,mae,5,0.010409992752310452,0.0009669337322083494,0.009209385948378543,0.01161059955624236
0.0,confounded,logger1_heavy,0.005,per_source_models,top_set_disagreement,5,0.39546925566343044,0.05555607921748152,0.32648727221772716,0.4644512391091337
0.0,confounded,logger1_heavy,0.005,per_source_models,mean_regret,5,0.0015473109253628966,0.0002636803202079323,0.0012199085647258661,0.0018747132859999272
0.0,confounded,logger1_heavy,0.005,mechanism_separated,mae,5,0.011930980434262639,0.0017065248190444749,0.009812050004413916,0.014049910864111361
0.0,confounded,logger1_heavy,0.005,mechanism_separated,top_set_disagreement,5,0.49579288025889967,0.03685628084791697,0.45002976322235416,0.5415559972954451
0.0,confounded,logger1_heavy,0.005,mechanism_separated,mean_regret,5,0.0022158007781855394,0.0002981752349601223,0.0018455673237796064,0.002586034232591472
0.0,confounded,logger1_heavy,0.005,oracle_u_aware,mae,5,0.011244763330540137,0.0013378337908124959,0.009583623276907791,0.012905903384172482
0.0,confounded,logger1_heavy,0.005,oracle_u_aware,top_set_disagreement,5,0.2679611650485437,0.04584745224511686,0.21103403418641567,0.3248882959106718
0.0,confounded,logger1_heavy,0.005,oracle_u_aware,mean_regret,5,0.0009674377570035,0.00021598427543198097,0.0006992578580214829,0.001235617655985517
0.0,confounded,logger1_heavy,0.005,source_shuffle,mae,5,0.012294986482972475,0.0009998905755368075,0.011053458353185178,0.013536514612759773
