action,bootstrap_repetitions,bootstrap_unit,ci_high,ci_low,component,condition,family,kappa,lambda_reward,max,max_abs,mean,median,mixture,n_anchors,p10,p25,p75,p90,std
plus,2000,anchor_id,4.451734120225481e-16,3.9485558919749587e-16,total_bias,confounded,observational_do,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,4.19152559882896e-16,4.440892098500626e-16,logger12_balanced,512,0.0,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,2.8055604092706573e-16
plus,2000,anchor_id,0.0,0.0,decomposition_residual,confounded,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,3.469989053039854e-17,4.553649124439119e-18,physical_bias,confounded,observational_do,0.0,0.0,4.440892098500626e-16,8.881784197001252e-16,1.973247953923618e-17,0.0,logger1_heavy,512,0.0,0.0,0.0,1.1102230246251565e-16,1.7146309763167347e-16
base,2000,anchor_id,0.0,0.0,direct_bias,confounded,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,3.426078865054194e-17,5.421010862427522e-18,total_bias,confounded,observational_do,0.0,0.0,4.440892098500626e-16,8.881784197001252e-16,1.973247953923618e-17,0.0,logger1_heavy,512,0.0,0.0,0.0,1.1102230246251565e-16,1.7146309763167347e-16
base,2000,anchor_id,0.0,0.0,decomposition_residual,confounded,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,512,0.0,0.0,0.0,0.0,0.0
minus,2000,anchor_id,2.645453300864631e-16,2.066380920540123e-16,physical_bias,confounded,observational_do,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,2.3527187142935446e-16,0.0,logger1_heavy,512,0.0,0.0,4.440892098500626e-16,8.881784197001252e-16,3.376248027996863e-16
minus,2000,anchor_id,0.0,0.0,direct_bias,confounded,observational_do,0.0,0.0,-0.0,0.0,0.0,0.0,logger1_heavy,512,0.0,-0.0,0.0,-0.0,0.0
minus,2000,anchor_id,2.662800535624399e-16,2.0556473190325164e-16,total_bias,confounded,observational_do,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,2.3527187142935446e-16,0.0,logger1_heavy,512,0.0,0.0,4.440892098500626e-16,8.881784197001252e-16,3.376248027996863e-16
minus,2000,anchor_id,0.0,0.0,decomposition_residual,confounded,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,512,0.0,0.0,0.0,0.0,0.0
plus,2000,anchor_id,2.636779683484747e-16,2.1010753900596591e-16,physical_bias,confounded,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,2.3635607360183997e-16,0.0,logger1_heavy,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,3.070073966380726e-16
plus,2000,anchor_id,0.0,0.0,direct_bias,confounded,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,512,0.0,0.0,0.0,0.0,0.0
plus,2000,anchor_id,2.632442874794805e-16,2.0794455567185733e-16,total_bias,confounded,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,2.3635607360183997e-16,0.0,logger1_heavy,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,3.070073966380726e-16
plus,2000,anchor_id,0.0,0.0,decomposition_residual,confounded,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,3.5344990823027445e-17,6.071532165918825e-18,physical_bias,confounded,observational_do,0.0,0.0,4.440892098500626e-16,8.881784197001252e-16,1.973247953923618e-17,0.0,logger2_heavy,512,0.0,0.0,0.0,1.1102230246251565e-16,1.7146309763167347e-16
base,2000,anchor_id,0.0,0.0,direct_bias,confounded,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,3.426620966140434e-17,5.204170427930421e-18,total_bias,confounded,observational_do,0.0,0.0,4.440892098500626e-16,8.881784197001252e-16,1.973247953923618e-17,0.0,logger2_heavy,512,0.0,0.0,0.0,1.1102230246251565e-16,1.7146309763167347e-16
base,2000,anchor_id,0.0,0.0,decomposition_residual,confounded,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,512,0.0,0.0,0.0,0.0,0.0
minus,2000,anchor_id,1.249000902703301e-16,8.564655061549243e-17,physical_bias,confounded,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,1.0516761073109393e-16,0.0,logger2_heavy,512,0.0,0.0,1.3877787807814457e-16,4.440892098500626e-16,2.3490245832047814e-16
minus,2000,anchor_id,0.0,0.0,direct_bias,confounded,observational_do,0.0,0.0,-0.0,0.0,0.0,0.0,logger2_heavy,512,0.0,-0.0,0.0,-0.0,0.0
minus,2000,anchor_id,1.2598971345367801e-16,8.521829075736065e-17,total_bias,confounded,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,1.0516761073109393e-16,0.0,logger2_heavy,512,0.0,0.0,1.3877787807814457e-16,4.440892098500626e-16,2.3490245832047814e-16
minus,2000,anchor_id,0.0,0.0,decomposition_residual,confounded,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,512,0.0,0.0,0.0,0.0,0.0
plus,2000,anchor_id,1.2858637765678083e-16,8.738669510233166e-17,physical_bias,confounded,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,1.0776969594505914e-16,0.0,logger2_heavy,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.343361995801226e-16
plus,2000,anchor_id,0.0,0.0,direct_bias,confounded,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,512,0.0,0.0,0.0,0.0,0.0
plus,2000,anchor_id,1.2837495823314612e-16,8.868773770931426e-17,total_bias,confounded,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,1.0776969594505914e-16,0.0,logger2_heavy,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.343361995801226e-16
plus,2000,anchor_id,0.0,0.0,decomposition_residual,confounded,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,2.1033522146218786e-17,-9.324138683375338e-18,physical_bias,independent_latents,observational_do,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,5.854691731421724e-18,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,1.7773180926606006e-16
base,2000,anchor_id,0.0,0.0,direct_bias,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,2.1255783591578285e-17,-9.324138683375338e-18,total_bias,independent_latents,observational_do,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,5.854691731421724e-18,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,1.7773180926606006e-16
base,2000,anchor_id,0.0,0.0,decomposition_residual,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
minus,2000,anchor_id,2.1076890233118206e-16,1.6478788819607183e-16,physical_bias,independent_latents,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,1.8756697583999227e-16,0.0,logger12_balanced,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.661937246989535e-16
minus,2000,anchor_id,0.0,0.0,direct_bias,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
minus,2000,anchor_id,2.1077432334204446e-16,1.6609977282477928e-16,total_bias,independent_latents,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,1.8756697583999227e-16,0.0,logger12_balanced,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.661937246989535e-16
minus,2000,anchor_id,0.0,0.0,decomposition_residual,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
plus,2000,anchor_id,2.1077432334204446e-16,1.6262490486196324e-16,physical_bias,independent_latents,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,1.8648277366750676e-16,0.0,logger12_balanced,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.7944900798889553e-16
plus,2000,anchor_id,0.0,0.0,direct_bias,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
plus,2000,anchor_id,2.0969012116955896e-16,1.6284174529646034e-16,total_bias,independent_latents,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,1.8648277366750676e-16,0.0,logger12_balanced,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.7944900798889553e-16
plus,2000,anchor_id,0.0,0.0,decomposition_residual,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,3.426620966140434e-17,5.198749417067994e-18,physical_bias,independent_latents,observational_do,0.0,0.0,4.440892098500626e-16,8.881784197001252e-16,1.973247953923618e-17,0.0,logger1_heavy,512,0.0,0.0,0.0,1.1102230246251565e-16,1.7146309763167347e-16
base,2000,anchor_id,0.0,0.0,direct_bias,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,3.447762908503904e-17,5.637851296924623e-18,total_bias,independent_latents,observational_do,0.0,0.0,4.440892098500626e-16,8.881784197001252e-16,1.973247953923618e-17,0.0,logger1_heavy,512,0.0,0.0,0.0,1.1102230246251565e-16,1.7146309763167347e-16
base,2000,anchor_id,0.0,0.0,decomposition_residual,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,512,0.0,0.0,0.0,0.0,0.0
minus,2000,anchor_id,2.443845906890951e-16,1.940721888749053e-16,physical_bias,independent_latents,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,2.200930410145574e-16,0.0,logger1_heavy,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.86413176898445e-16
minus,2000,anchor_id,0.0,0.0,direct_bias,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,512,0.0,0.0,0.0,0.0,0.0
minus,2000,anchor_id,2.450351119925864e-16,1.9558465090552258e-16,total_bias,independent_latents,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,2.200930410145574e-16,0.0,logger1_heavy,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.86413176898445e-16
minus,2000,anchor_id,0.0,0.0,decomposition_residual,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,512,0.0,0.0,0.0,0.0,0.0
plus,2000,anchor_id,2.688821387764051e-16,2.2052130087268918e-16,physical_bias,independent_latents,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,2.454633718507182e-16,2.220446049250313e-16,logger1_heavy,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.8609199672069084e-16
plus,2000,anchor_id,0.0,0.0,direct_bias,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,512,0.0,0.0,0.0,0.0,0.0
plus,2000,anchor_id,2.701886023942501e-16,2.2160550304517468e-16,total_bias,independent_latents,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,2.454633718507182e-16,2.220446049250313e-16,logger1_heavy,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.8609199672069084e-16
plus,2000,anchor_id,0.0,0.0,decomposition_residual,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger1_heavy,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,3.426078865054194e-17,5.204170427930421e-18,physical_bias,independent_latents,observational_do,0.0,0.0,4.440892098500626e-16,8.881784197001252e-16,1.973247953923618e-17,0.0,logger2_heavy,512,0.0,0.0,0.0,1.1102230246251565e-16,1.7146309763167347e-16
base,2000,anchor_id,0.0,0.0,direct_bias,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,3.426078865054194e-17,4.765068548073792e-18,total_bias,independent_latents,observational_do,0.0,0.0,4.440892098500626e-16,8.881784197001252e-16,1.973247953923618e-17,0.0,logger2_heavy,512,0.0,0.0,0.0,1.1102230246251565e-16,1.7146309763167347e-16
base,2000,anchor_id,0.0,0.0,decomposition_residual,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,512,0.0,0.0,0.0,0.0,0.0
minus,2000,anchor_id,1.227371069362215e-16,8.131516293641283e-17,physical_bias,independent_latents,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,1.0169816377914032e-16,0.0,logger2_heavy,512,0.0,0.0,2.220446049250313e-16,4.440892098500626e-16,2.4247232338423557e-16
minus,2000,anchor_id,0.0,0.0,direct_bias,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,512,0.0,0.0,0.0,0.0,0.0
minus,2000,anchor_id,1.229539473707186e-16,8.109290149105331e-17,total_bias,independent_latents,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,1.0169816377914032e-16,0.0,logger2_heavy,512,0.0,0.0,2.220446049250313e-16,4.440892098500626e-16,2.4247232338423557e-16
minus,2000,anchor_id,0.0,0.0,decomposition_residual,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,512,0.0,0.0,0.0,0.0,0.0
plus,2000,anchor_id,1.3726541604752726e-16,9.280770596475918e-17,physical_bias,independent_latents,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,1.1557595158695477e-16,0.0,logger2_heavy,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.6540036611084333e-16
plus,2000,anchor_id,0.0,0.0,direct_bias,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,512,0.0,0.0,0.0,0.0,0.0
plus,2000,anchor_id,1.3900013952350407e-16,9.280770596475918e-17,total_bias,independent_latents,observational_do,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,1.1557595158695477e-16,0.0,logger2_heavy,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.6540036611084333e-16
plus,2000,anchor_id,0.0,0.0,decomposition_residual,independent_latents,observational_do,0.0,0.0,0.0,0.0,0.0,0.0,logger2_heavy,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,3.3832528792410136e-17,5.632430286062196e-18,physical_bias,confounded,observational_do,0.0,0.05,4.440892098500626e-16,8.881784197001252e-16,1.973247953923618e-17,0.0,logger12_balanced,512,0.0,0.0,0.0,1.1102230246251565e-16,1.7146309763167347e-16
base,2000,anchor_id,0.0,0.0,direct_bias,confounded,observational_do,0.0,0.05,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,3.426078865054194e-17,4.7704895589362195e-18,total_bias,confounded,observational_do,0.0,0.05,4.440892098500626e-16,8.881784197001252e-16,1.973247953923618e-17,0.0,logger12_balanced,512,0.0,0.0,0.0,1.1102230246251565e-16,1.7146309763167347e-16
base,2000,anchor_id,0.0,0.0,decomposition_residual,confounded,observational_do,0.0,0.05,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
minus,2000,anchor_id,6.613633252161577e-17,2.0594420266362155e-17,physical_bias,confounded,observational_do,0.0,0.05,8.881784197001252e-16,8.881784197001252e-16,4.336808689942018e-17,0.0,logger12_balanced,512,-9.992007221626393e-17,0.0,0.0,4.440892098500626e-16,2.582016293704281e-16
minus,2000,anchor_id,-0.030000000000000013,-0.030000000000000013,direct_bias,confounded,observational_do,0.0,0.05,-0.03,0.03,-0.030000000000000013,-0.03,logger12_balanced,512,-0.03,-0.03,-0.03,-0.03,1.3891360219672285e-17
minus,2000,anchor_id,-0.029999999999999798,-0.029999999999999846,total_bias,confounded,observational_do,0.0,0.05,-0.029999999999998916,0.030000000000001137,-0.02999999999999982,-0.029999999999999805,logger12_balanced,512,-0.03000000000000025,-0.029999999999999805,-0.029999999999999805,-0.02999999999999936,2.924824162367347e-16
minus,2000,anchor_id,1.46150452851046e-16,1.218643241873707e-16,decomposition_residual,confounded,observational_do,0.0,0.05,1.942890293094024e-16,2.498001805406602e-16,1.3400738851920835e-16,1.942890293094024e-16,logger12_balanced,512,-2.7755575615628914e-17,1.942890293094024e-16,1.942890293094024e-16,1.942890293094024e-16,1.3796004642045215e-16
plus,2000,anchor_id,4.432272691229366e-16,3.957337929572091e-16,physical_bias,confounded,observational_do,0.0,0.05,1.7763568394002505e-15,1.7763568394002505e-15,4.19152559882896e-16,4.440892098500626e-16,logger12_balanced,512,0.0,2.220446049250313e-16,4.440892098500626e-16,8.881784197001252e-16,2.8055604092706573e-16
plus,2000,anchor_id,0.030000000000000013,0.030000000000000013,direct_bias,confounded,observational_do,0.0,0.05,0.030000000000000006,0.030000000000000006,0.030000000000000013,0.030000000000000006,logger12_balanced,512,0.030000000000000006,0.030000000000000006,0.030000000000000006,0.030000000000000006,6.945680109836143e-18
plus,2000,anchor_id,0.03000000000000031,0.030000000000000256,total_bias,confounded,observational_do,0.0,0.05,0.030000000000002025,0.030000000000002025,0.030000000000000283,0.03000000000000025,logger12_balanced,512,0.029999999999999805,0.03000000000000025,0.03000000000000025,0.030000000000000693,3.197465546097198e-16
plus,2000,anchor_id,-1.2988742026376343e-16,-1.5373986805844453e-16,decomposition_residual,confounded,observational_do,0.0,0.05,2.42861286636753e-16,2.42861286636753e-16,-1.4246416546459528e-16,-2.0122792321330962e-16,logger12_balanced,512,-2.0122792321330962e-16,-2.0122792321330962e-16,-2.0122792321330962e-16,2.0816681711721685e-17,1.3800426211442926e-16
base,2000,anchor_id,3.5778671692021646e-17,4.9873299934333204e-18,physical_bias,confounded,observational_do,0.0,0.05,4.440892098500626e-16,8.881784197001252e-16,1.973247953923618e-17,0.0,logger1_heavy,512,0.0,0.0,0.0,1.1102230246251565e-16,1.7146309763167347e-16
base,2000,anchor_id,0.0,0.0,direct_bias,confounded,observational_do,0.0,0.05,0.0,0.0,0.0,0.0,logger1_heavy,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,3.426620966140434e-17,4.7704895589362195e-18,total_bias,confounded,observational_do,0.0,0.05,4.440892098500626e-16,8.881784197001252e-16,1.973247953923618e-17,0.0,logger1_heavy,512,0.0,0.0,0.0,1.1102230246251565e-16,1.7146309763167347e-16
base,2000,anchor_id,0.0,0.0,decomposition_residual,confounded,observational_do,0.0,0.05,0.0,0.0,0.0,0.0,logger1_heavy,512,0.0,0.0,0.0,0.0,0.0
minus,2000,anchor_id,2.641116492174689e-16,2.066380920540123e-16,physical_bias,confounded,observational_do,0.0,0.05,1.7763568394002505e-15,1.7763568394002505e-15,2.3527187142935446e-16,0.0,logger1_heavy,512,0.0,0.0,4.440892098500626e-16,8.881784197001252e-16,3.376248027996863e-16
minus,2000,anchor_id,-0.03777777777777779,-0.03777777777777779,direct_bias,confounded,observational_do,0.0,0.05,-0.03777777777777779,0.03777777777777779,-0.03777777777777779,-0.03777777777777779,logger1_heavy,512,-0.03777777777777779,-0.03777777777777779,-0.03777777777777779,-0.03777777777777779,0.0
minus,2000,anchor_id,-0.037777777777777584,-0.037777777777777646,total_bias,confounded,observational_do,0.0,0.05,-0.03777777777777569,0.037777777777778354,-0.03777777777777762,-0.037777777777777466,logger1_heavy,512,-0.03777777777777791,-0.03777777777777791,-0.037777777777777466,-0.03777777777777702,3.741088640047368e-16
minus,2000,anchor_id,-4.8133155447494e-17,-7.134050294954619e-17,decomposition_residual,confounded,observational_do,0.0,0.05,3.2612801348363973e-16,3.2612801348363973e-16,-6.028164079019405e-17,-1.1796119636642288e-16,logger1_heavy,512,-1.1796119636642288e-16,-1.1796119636642288e-16,-1.1796119636642288e-16,1.0408340855860843e-16,1.3484324542229304e-16
plus,2000,anchor_id,2.636833893593371e-16,2.1055206189668496e-16,physical_bias,confounded,observational_do,0.0,0.05,8.881784197001252e-16,8.881784197001252e-16,2.3635607360183997e-16,0.0,logger1_heavy,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,3.070073966380726e-16
plus,2000,anchor_id,0.03777777777777779,0.03777777777777779,direct_bias,confounded,observational_do,0.0,0.05,0.03777777777777779,0.03777777777777779,0.03777777777777779,0.03777777777777779,logger1_heavy,512,0.03777777777777779,0.03777777777777779,0.03777777777777779,0.03777777777777779,0.0
plus,2000,anchor_id,0.03777777777777812,0.03777777777777806,total_bias,confounded,observational_do,0.0,0.05,0.0377777777777788,0.0377777777777788,0.03777777777777809,0.03777777777777791,logger1_heavy,512,0.03777777777777769,0.03777777777777791,0.037777777777778354,0.037777777777778354,3.2799498925993785e-16
plus,2000,anchor_id,7.32974878708825e-17,5.0090140368830305e-17,decomposition_residual,confounded,observational_do,0.0,0.05,1.1796119636642288e-16,3.2612801348363973e-16,6.201636426617085e-17,1.1796119636642288e-16,logger1_heavy,512,-1.0408340855860843e-16,1.1796119636642288e-16,1.1796119636642288e-16,1.1796119636642288e-16,1.3575137542111778e-16
base,2000,anchor_id,3.5344990823027445e-17,5.632430286062196e-18,physical_bias,confounded,observational_do,0.0,0.05,4.440892098500626e-16,8.881784197001252e-16,1.973247953923618e-17,0.0,logger2_heavy,512,0.0,0.0,0.0,1.1102230246251565e-16,1.7146309763167347e-16
base,2000,anchor_id,0.0,0.0,direct_bias,confounded,observational_do,0.0,0.05,0.0,0.0,0.0,0.0,logger2_heavy,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,3.426078865054194e-17,4.553649124439119e-18,total_bias,confounded,observational_do,0.0,0.05,4.440892098500626e-16,8.881784197001252e-16,1.973247953923618e-17,0.0,logger2_heavy,512,0.0,0.0,0.0,1.1102230246251565e-16,1.7146309763167347e-16
base,2000,anchor_id,0.0,0.0,decomposition_residual,confounded,observational_do,0.0,0.05,0.0,0.0,0.0,0.0,logger2_heavy,512,0.0,0.0,0.0,0.0,0.0
minus,2000,anchor_id,1.251169307048272e-16,8.499602931200113e-17,physical_bias,confounded,observational_do,0.0,0.05,8.881784197001252e-16,8.881784197001252e-16,1.0516761073109393e-16,0.0,logger2_heavy,512,0.0,0.0,1.3877787807814457e-16,4.440892098500626e-16,2.3490245832047814e-16
minus,2000,anchor_id,-0.022222222222222233,-0.022222222222222233,direct_bias,confounded,observational_do,0.0,0.05,-0.022222222222222227,0.022222222222222227,-0.022222222222222233,-0.022222222222222227,logger2_heavy,512,-0.022222222222222227,-0.022222222222222227,-0.022222222222222227,-0.022222222222222227,6.945680109836143e-18
minus,2000,anchor_id,-0.022222222222222022,-0.02222222222222206,total_bias,confounded,observational_do,0.0,0.05,-0.022222222222221255,0.02222222222222303,-0.02222222222222204,-0.022222222222222143,logger2_heavy,512,-0.022222222222222143,-0.022222222222222143,-0.022222222222222116,-0.0222222222222217,2.367460817397455e-16
minus,2000,anchor_id,8.131516293641283e-17,7.806255641895632e-17,decomposition_residual,confounded,observational_do,0.0,0.05,8.326672684688674e-17,8.326672684688674e-17,7.979727989493313e-17,8.326672684688674e-17,logger2_heavy,512,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,1.9335955095581495e-17
plus,2000,anchor_id,1.2836953722228372e-16,8.716985466783456e-17,physical_bias,confounded,observational_do,0.0,0.05,8.881784197001252e-16,8.881784197001252e-16,1.0776969594505914e-16,0.0,logger2_heavy,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.343361995801226e-16
plus,2000,anchor_id,0.022222222222222233,0.022222222222222233,direct_bias,confounded,observational_do,0.0,0.05,0.022222222222222227,0.022222222222222227,0.022222222222222233,0.022222222222222227,logger2_heavy,512,0.022222222222222227,0.022222222222222227,0.022222222222222227,0.022222222222222227,6.945680109836143e-18
plus,2000,anchor_id,0.022222222222222275,0.022222222222222233,total_bias,confounded,observational_do,0.0,0.05,0.02222222222222303,0.02222222222222303,0.022222222222222254,0.022222222222222143,logger2_heavy,512,0.022222222222222143,0.022222222222222143,0.022222222222222587,0.022222222222222587,2.3389519760223523e-16
plus,2000,anchor_id,-7.762887554996212e-17,-8.131516293641283e-17,decomposition_residual,confounded,observational_do,0.0,0.05,1.3877787807814457e-16,1.3877787807814457e-16,-7.958043946043603e-17,-8.326672684688674e-17,logger2_heavy,512,-8.326672684688674e-17,-8.326672684688674e-17,-8.326672684688674e-17,-8.326672684688674e-17,2.108763094080218e-17
base,2000,anchor_id,2.0816681711721685e-17,-9.324138683375338e-18,physical_bias,independent_latents,observational_do,0.0,0.05,4.440892098500626e-16,4.440892098500626e-16,5.854691731421724e-18,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,1.7773180926606006e-16
base,2000,anchor_id,0.0,0.0,direct_bias,independent_latents,observational_do,0.0,0.05,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
base,2000,anchor_id,2.0599841277224584e-17,-9.324138683375338e-18,total_bias,independent_latents,observational_do,0.0,0.05,4.440892098500626e-16,4.440892098500626e-16,5.854691731421724e-18,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,1.7773180926606006e-16
base,2000,anchor_id,0.0,0.0,decomposition_residual,independent_latents,observational_do,0.0,0.05,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
minus,2000,anchor_id,2.1034064247305026e-16,1.6457646877243715e-16,physical_bias,independent_latents,observational_do,0.0,0.05,8.881784197001252e-16,8.881784197001252e-16,1.8756697583999227e-16,0.0,logger12_balanced,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.661937246989535e-16
minus,2000,anchor_id,0.0,0.0,direct_bias,independent_latents,observational_do,0.0,0.05,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
minus,2000,anchor_id,2.1055748290754736e-16,1.6458188978329957e-16,total_bias,independent_latents,observational_do,0.0,0.05,8.881784197001252e-16,8.881784197001252e-16,1.8756697583999227e-16,0.0,logger12_balanced,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.661937246989535e-16
minus,2000,anchor_id,0.0,0.0,decomposition_residual,independent_latents,observational_do,0.0,0.05,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
plus,2000,anchor_id,2.1120800421103866e-16,1.6284716630732277e-16,physical_bias,independent_latents,observational_do,0.0,0.05,8.881784197001252e-16,8.881784197001252e-16,1.8648277366750676e-16,0.0,logger12_balanced,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.7944900798889553e-16
plus,2000,anchor_id,0.0,0.0,direct_bias,independent_latents,observational_do,0.0,0.05,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
plus,2000,anchor_id,2.1163626406917047e-16,1.6349768761081407e-16,total_bias,independent_latents,observational_do,0.0,0.05,8.881784197001252e-16,8.881784197001252e-16,1.8648277366750676e-16,0.0,logger12_balanced,512,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,2.7944900798889553e-16
plus,2000,anchor_id,0.0,0.0,decomposition_residual,independent_latents,observational_do,0.0,0.05,0.0,0.0,0.0,0.0,logger12_balanced,512,0.0,0.0,0.0,0.0,0.0
